Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
20,5,material-properties,,antonym,2,Chao squeezed the wheel. It kept its shape.,Is the wheel hard?,Yes,20.0,0,-0.19790321588516235,-1.8200942277908325,1.427195121278055,-1.137021261570044,-1.6250983371632173,-0.6830729662207886,Yes,True,True,True
21,6,material-properties,,material,1,The wheel is made of flannel.,Is the wheel soft?,Yes,20.0,1,-1.9138509035110474,-0.16494512557983398,-0.21810063177254047,0.5455085436813534,-1.695750271738507,-0.7104536692611874,No,False,False,False
22,6,material-properties,,material,1,The wheel is made of flannel.,Is the wheel hard?,No,20.0,1,-3.531052827835083,-0.03359806910157204,-1.835302556096576,0.6768556001596153,-1.695750271738507,-0.7104536692611874,No,True,False,True
23,6,material-properties,,material,2,The wheel is made of bronze.,Is the wheel soft?,No,20.0,1,-4.624769687652588,-0.0113832987844944,-2.929019415914081,0.699070370476693,-1.695750271738507,-0.7104536692611874,No,True,False,True
24,6,material-properties,,material,2,The wheel is made of bronze.,Is the wheel hard?,Yes,20.0,1,-1.7106528282165527,-0.20687951147556305,-0.014902556478045836,0.5035741577856243,-1.695750271738507,-0.7104536692611874,No,False,False,False
25,7,material-properties,,antonym,1,Chao squeezed the wheel. It changed its shape.,Is the surface of the wheel soft?,Yes,20.0,1,-1.5151876211166382,-0.2692294716835022,0.18056265062186871,0.44122419757768516,-1.695750271738507,-0.7104536692611874,No,False,False,False
26,7,material-properties,,antonym,1,Chao squeezed the wheel. It changed its shape.,Is the surface of the wheel hard?,No,20.0,1,-0.6558815836906433,-0.780963122844696,1.0398686880478636,-0.07050945358350869,-1.695750271738507,-0.7104536692611874,Yes,False,True,False
27,7,material-properties,,antonym,2,Chao squeezed the wheel. It kept its shape.,Is the surface of the wheel soft?,No,20.0,1,-2.3589766025543213,-0.11398271471261978,-0.6632263308158144,0.5964709545485676,-1.695750271738507,-0.7104536692611874,No,True,False,True
28,7,material-properties,,antonym,2,Chao squeezed the wheel. It kept its shape.,Is the surface of the wheel hard?,Yes,20.0,1,-0.16084448993206024,-2.031026601791382,1.5349057818064467,-1.3205729325301945,-1.695750271738507,-0.7104536692611874,Yes,True,True,True
29,8,material-properties,,material,1,The wheel is made of flannel.,Is the surface of the wheel soft?,Yes,20.0,1,-1.320131540298462,-0.3182626962661743,0.375618731440045,0.39219097299501304,-1.695750271738507,-0.7104536692611874,No,False,False,False
30,8,material-properties,,material,1,The wheel is made of flannel.,Is the surface of the wheel hard?,No,20.0,1,-2.3592090606689453,-0.10487378388643265,-0.6634587889304384,0.6055798853747547,-1.695750271738507,-0.7104536692611874,No,True,False,True
31,8,material-properties,,material,2,The wheel is made of bronze.,Is the surface of the wheel soft?,No,20.0,1,-3.781064748764038,-0.025069717317819595,-2.0853144770255314,0.6853839519433678,-1.695750271738507,-0.7104536692611874,No,True,False,True
32,8,material-properties,,material,2,The wheel is made of bronze.,Is the surface of the wheel hard?,Yes,20.0,1,-0.6365370750427246,-0.7616214752197266,1.0592131966957823,-0.0511678059585392,-1.695750271738507,-0.7104536692611874,Yes,True,True,True
33,9,material-properties,,antonym,1,The wheel is stretchy.,Is the wheel elastic?,Yes,20.0,1,-0.3591480553150177,-1.2342742681503296,1.3366022164234892,-0.5238205988891422,-1.695750271738507,-0.7104536692611874,Yes,True,True,True
34,9,material-properties,,antonym,1,The wheel is stretchy.,Is the wheel inelastic?,No,20.0,1,-3.0466012954711914,-0.05259586498141289,-1.3508510237326845,0.6578578042797745,-1.695750271738507,-0.7104536692611874,No,True,False,True
35,9,material-properties,,antonym,2,The wheel is rigid.,Is the wheel elastic?,No,20.0,1,-4.15594482421875,-0.019763479009270668,-2.4601945524802433,0.6906901902519167,-1.695750271738507,-0.7104536692611874,No,True,False,True
36,9,material-properties,,antonym,2,The wheel is rigid.,Is the wheel inelastic?,Yes,20.0,1,-1.1403424739837646,-0.3924168348312378,0.5554077977547422,0.31803683442994957,-1.695750271738507,-0.7104536692611874,No,False,True,True
37,10,material-properties,,antonym,1,Chao pulled on the wheel with both hands. It changed its shape.,Is the wheel elastic?,Yes,20.0,1,-0.3335960805416107,-1.3357157707214355,1.3621541911968962,-0.6252621014602482,-1.695750271738507,-0.7104536692611874,Yes,True,True,True
38,10,material-properties,,antonym,1,Chao pulled on the wheel with both hands. It changed its shape.,Is the wheel inelastic?,No,20.0,1,-1.718277096748352,-0.2164514660835266,-0.022526825009845153,0.49400220317766075,-1.695750271738507,-0.7104536692611874,No,True,False,True
39,10,material-properties,,antonym,2,Chao pulled on the wheel with both hands. It kept its shape.,Is the wheel elastic?,No,20.0,1,-0.7769278883934021,-0.6520753502845764,0.9188223833451048,0.05837831897661094,-1.695750271738507,-0.7104536692611874,No,True,True,False
40,10,material-properties,,antonym,2,Chao pulled on the wheel with both hands. It kept its shape.,Is the wheel inelastic?,Yes,20.0,1,-0.7729966640472412,-0.6481528878211975,0.9227536076912657,0.06230078143998985,-1.695750271738507,-0.7104536692611874,No,False,True,True
41,11,material-properties,,material,1,The wheel is made of flannel.,Is the wheel elastic?,Yes,20.0,2,-2.8122546672821045,-0.06725085526704788,-1.068112087296322,0.5209846772486344,-1.7441425799857826,-0.5882355325156823,No,False,False,False
42,11,material-properties,,material,1,The wheel is made of flannel.,Is the wheel inelastic?,No,20.0,2,-2.468444585800171,-0.09551753103733063,-0.7243020058143883,0.49271800147835165,-1.7441425799857826,-0.5882355325156823,No,True,False,True
43,11,material-properties,,material,2,The wheel is made of bronze.,Is the wheel elastic?,No,20.0,2,-2.9372220039367676,-0.058201324194669724,-1.193079423950985,0.5300342083210126,-1.7441425799857826,-0.5882355325156823,No,True,False,True
44,11,material-properties,,material,2,The wheel is made of bronze.,Is the wheel inelastic?,Yes,20.0,2,-2.4684250354766846,-0.09257640689611435,-0.724282455490902,0.49565912561956793,-1.7441425799857826,-0.5882355325156823,No,False,False,False
45,12,material-properties,,antonym,1,The wheel looks shiny.,Is the surface of the wheel glossy?,Yes,20.0,2,-0.06327297538518906,-2.9373977184295654,1.6808696046005935,-2.349162185913883,-1.7441425799857826,-0.5882355325156823,Yes,True,True,True
46,12,material-properties,,antonym,1,The wheel looks shiny.,Is the surface of the wheel matte?,No,20.0,2,-3.4059805870056152,-0.03671075031161308,-1.6618380070198326,0.5515247822040692,-1.7441425799857826,-0.5882355325156823,No,True,False,True
47,12,material-properties,,antonym,2,The wheel looks dim.,Is the surface of the wheel glossy?,No,20.0,2,-1.5075141191482544,-0.25956013798713684,0.2366284608375282,0.32867539452854544,-1.7441425799857826,-0.5882355325156823,No,True,False,True
48,12,material-properties,,antonym,2,The wheel looks dim.,Is the surface of the wheel matte?,Yes,20.0,2,-0.39618200063705444,-1.1482536792755127,1.3479605793487281,-0.5600181467598304,-1.7441425799857826,-0.5882355325156823,Yes,True,True,True
49,13,material-properties,,antonym,1,The surface of the wheel reflects sunlight.,Is the surface of the wheel glossy?,Yes,20.0,2,-0.052519939839839935,-3.1717536449432373,1.6916226401459427,-2.583518112427555,-1.7441425799857826,-0.5882355325156823,Yes,True,True,True
50,13,material-properties,,antonym,1,The surface of the wheel reflects sunlight.,Is the surface of the wheel matte?,No,20.0,2,-2.468444585800171,-0.0940641313791275,-0.7243020058143883,0.4941714011365548,-1.7441425799857826,-0.5882355325156823,No,True,False,True
51,13,material-properties,,antonym,2,The surface of the wheel does not reflect sunlight.,Is the surface of the wheel glossy?,No,20.0,2,-0.3923710882663727,-1.1404829025268555,1.35177149171941,-0.5522473700111732,-1.7441425799857826,-0.5882355325156823,Yes,False,True,False
52,13,material-properties,,antonym,2,The surface of the wheel does not reflect sunlight.,Is the surface of the wheel matte?,Yes,20.0,2,-0.10478105396032333,-2.3592610359191895,1.6393615260254593,-1.7710255034035072,-1.7441425799857826,-0.5882355325156823,Yes,True,True,True
53,14,material-properties,,material,1,The wheel is made of aluminum.,Is the surface of the wheel glossy?,Yes,20.0,2,-0.5309805274009705,-0.9061226844787598,1.2131620525848121,-0.3178871519630775,-1.7441425799857826,-0.5882355325156823,Yes,True,True,True
54,14,material-properties,,material,1,The wheel is made of aluminum.,Is the surface of the wheel matte?,No,20.0,2,-0.5817477107048035,-0.8318794965744019,1.1623948692809791,-0.24364396405871958,-1.7441425799857826,-0.5882355325156823,Yes,False,True,False
55,14,material-properties,,material,2,The wheel is made of concrete.,Is the surface of the wheel glossy?,No,20.0,2,-1.5075801610946655,-0.25573527812957764,0.23656241889111707,0.33250025438610464,-1.7441425799857826,-0.5882355325156823,No,True,False,True
56,14,material-properties,,material,2,The wheel is made of concrete.,Is the surface of the wheel matte?,Yes,20.0,2,-0.9020753502845764,-0.5271999835968018,0.8420672297012062,0.06103554891888052,-1.7441425799857826,-0.5882355325156823,No,False,True,True
57,15,material-properties,,antonym,1,The wheel is easy to break.,Is the wheel fragile?,Yes,20.0,2,-1.413713812828064,-0.2869230806827545,0.33042876715771863,0.30131245183292776,-1.7441425799857826,-0.5882355325156823,No,False,True,True
58,15,material-properties,,antonym,1,The wheel is easy to break.,Is the wheel sturdy?,No,20.0,2,-5.312164783477783,-0.008272778242826462,-3.5680222034920006,0.5799627542728558,-1.7441425799857826,-0.5882355325156823,No,True,False,True
59,15,material-properties,,antonym,2,The wheel is hard to break.,Is the wheel fragile?,No,20.0,2,-3.655881643295288,-0.0299544520676136,-1.9117390633095055,0.5582810804480687,-1.7441425799857826,-0.5882355325156823,No,True,False,True
60,15,material-properties,,antonym,2,The wheel is hard to break.,Is the wheel sturdy?,Yes,20.0,2,-0.019052056595683098,-4.84361457824707,1.7250905233900995,-4.255379045731388,-1.7441425799857826,-0.5882355325156823,Yes,True,True,True
61,16,material-properties,,antonym,1,Chao applied pressure to the wheel. It broke.,Is the wheel fragile?,Yes,20.0,3,-0.37057626247406006,-1.2418333292007446,1.5122943378752098,-0.6153963808668778,-1.88287060034927,-0.6264369483338669,Yes,True,True,True
62,16,material-properties,,antonym,1,Chao applied pressure to the wheel. It broke.,Is the wheel sturdy?,No,20.0,3,-3.0619471073150635,-0.06933259963989258,-1.1790765069657936,0.5571043486939743,-1.88287060034927,-0.6264369483338669,No,True,False,True
63,16,material-properties,,antonym,2,Chao applied pressure to the wheel. It remained intact.,Is the wheel fragile?,No,20.0,3,-2.249373435974121,-0.12838472425937653,-0.3665028356248512,0.49805222407449035,-1.88287060034927,-0.6264369483338669,No,True,False,True
64,16,material-properties,,antonym,2,Chao applied pressure to the wheel. It remained intact.,Is the wheel sturdy?,Yes,20.0,3,-0.15283381938934326,-2.218357801437378,1.7300367809599266,-1.591920853103511,-1.88287060034927,-0.6264369483338669,Yes,True,True,True
65,17,material-properties,,material,1,The wheel is made of ceramic.,Is the wheel fragile?,Yes,20.0,3,-1.4137732982635498,-0.2869642972946167,0.4690973020857201,0.3394726510392502,-1.88287060034927,-0.6264369483338669,No,False,True,True
66,17,material-properties,,material,1,The wheel is made of ceramic.,Is the wheel sturdy?,No,20.0,3,-0.6442099213600159,-0.76934814453125,1.238660678989254,-0.14291119619738313,-1.88287060034927,-0.6264369483338669,Yes,False,True,False
67,17,material-properties,,material,2,The wheel is made of bronze.,Is the wheel fragile?,No,20.0,3,-2.7028050422668457,-0.07354892790317535,-0.8199344419175758,0.5528880204306915,-1.88287060034927,-0.6264369483338669,No,True,False,True
68,17,material-properties,,material,2,The wheel is made of bronze.,Is the wheel sturdy?,Yes,20.0,3,-0.48601728677749634,-0.9841982126235962,1.3968533135717736,-0.3577612642897293,-1.88287060034927,-0.6264369483338669,Yes,True,True,True
69,18,material-properties,,antonym,1,The wheel's temperature is lower than Chao's hand'.,Is the wheel cold?,Yes,20.0,3,-0.7135230898857117,-0.7136029601097107,1.1693475104635582,-0.08716601177584382,-1.88287060034927,-0.6264369483338669,Yes,True,True,True
70,18,material-properties,,antonym,1,The wheel's temperature is lower than Chao's hand'.,Is the wheel warm?,No,20.0,3,-1.8189761638641357,-0.19690197706222534,0.06389443648513415,0.42953497127164153,-1.88287060034927,-0.6264369483338669,No,True,False,True
71,18,material-properties,,antonym,2,The wheel's temperature is the same than Chao's hand'.,Is the wheel cold?,No,20.0,3,-1.4286627769470215,-0.3018864393234253,0.4542078234022484,0.3245505090104416,-1.88287060034927,-0.6264369483338669,No,True,True,False
72,18,material-properties,,antonym,2,The wheel's temperature is the same than Chao's hand'.,Is the wheel warm?,Yes,20.0,3,-0.850454568862915,-0.6006439328193665,1.0324160314863549,0.025793015514500417,-1.88287060034927,-0.6264369483338669,No,False,True,True
73,19,material-properties,,antonym,1,The wheel's temperature is lower than Chao's hand'.,Is the surface of the wheel cold?,Yes,20.0,3,-0.7876400351524353,-0.6625483632087708,1.0952305651968346,-0.03611141487490388,-1.88287060034927,-0.6264369483338669,No,False,True,True
74,19,material-properties,,antonym,1,The wheel's temperature is lower than Chao's hand'.,Is the surface of the wheel warm?,No,20.0,3,-1.4359009265899658,-0.3109976649284363,0.4469696737593041,0.3154392834054306,-1.88287060034927,-0.6264369483338669,No,True,True,False
75,19,material-properties,,antonym,2,The wheel's temperature is the same than Chao's hand'.,Is the surface of the wheel cold?,No,20.0,3,-1.436467170715332,-0.3076857924461365,0.44640342963393786,0.3187511558877304,-1.88287060034927,-0.6264369483338669,No,True,True,False
76,19,material-properties,,antonym,2,The wheel's temperature is the same than Chao's hand'.,Is the surface of the wheel warm?,Yes,20.0,3,-0.7957583665847778,-0.6708260178565979,1.087112233764492,-0.04438906952273103,-1.88287060034927,-0.6264369483338669,No,False,True,True
77,20,material-properties,,antonym,1,"Chao dropped the wheel, and saw it jumping off the floor.",Is the wheel bouncy?,Yes,20.0,3,-0.0468619205057621,-3.5467190742492676,1.8360086798435078,-2.9202821259154006,-1.88287060034927,-0.6264369483338669,Yes,True,True,True
78,20,material-properties,,antonym,1,"Chao dropped the wheel, and saw it jumping off the floor.",Is the wheel not bouncy?,No,20.0,3,-0.41163361072540283,-1.1637547016143799,1.471236989623867,-0.537317753280513,-1.88287060034927,-0.6264369483338669,Yes,False,True,False
79,20,material-properties,,antonym,2,"Chao dropped the wheel, and saw it lying on the floor.",Is the wheel bouncy?,No,20.0,3,-0.4430796205997467,-1.0701074600219727,1.4397909797495232,-0.4436705116881058,-1.88287060034927,-0.6264369483338669,Yes,False,True,False
80,20,material-properties,,antonym,2,"Chao dropped the wheel, and saw it lying on the floor.",Is the wheel not bouncy?,Yes,20.0,3,-0.6518726348876953,-0.7769767642021179,1.2309979654615746,-0.15053981586825105,-1.88287060034927,-0.6264369483338669,Yes,True,True,True
81,21,material-properties,,material,1,Chao threw the wheel against the wall. The wheel hit the wall and flew in the opposite direction.,Is the wheel bouncy?,Yes,20.0,4,-0.26532429456710815,-1.5154426097869873,1.4134146705502644,-0.813162973546423,-1.6787389651173725,-0.7022796362405643,Yes,True,True,True
82,21,material-properties,,material,1,Chao threw the wheel against the wall. The wheel hit the wall and flew in the opposite direction.,Is the wheel not bouncy?,No,20.0,4,-0.7105233073234558,-0.7106528878211975,0.9682156577939167,-0.008373251580633179,-1.6787389651173725,-0.7022796362405643,Yes,False,True,False
83,21,material-properties,,material,2,Chao threw the wheel against the wall. The wheel hit the wall and remained by the wall.,Is the wheel bouncy?,No,20.0,4,-1.8275632858276367,-0.19978556036949158,-0.1488243207102642,0.5024940758710728,-1.6787389651173725,-0.7022796362405643,No,True,False,True
84,21,material-properties,,material,2,Chao threw the wheel against the wall. The wheel hit the wall and remained by the wall.,Is the wheel not bouncy?,Yes,20.0,4,-0.5463945865631104,-0.9215235114097595,1.1323443785542622,-0.2192438751691952,-1.6787389651173725,-0.7022796362405643,Yes,True,True,True
85,22,material-properties,,material,1,The wheel is made of latex.,Is the wheel bouncy?,Yes,20.0,4,-2.359064817428589,-0.10728443413972855,-0.6803258523112163,0.5949952021008358,-1.6787389651173725,-0.7022796362405643,No,False,False,False
86,22,material-properties,,material,1,The wheel is made of latex.,Is the wheel not bouncy?,No,20.0,4,-1.718246579170227,-0.21849682927131653,-0.03950761405285452,0.4837828069692478,-1.6787389651173725,-0.7022796362405643,No,True,False,True
87,22,material-properties,,material,2,The wheel is made of bronze.,Is the wheel bouncy?,No,20.0,4,-2.8122220039367676,-0.06579411774873734,-1.133483038819395,0.636485518491827,-1.6787389651173725,-0.7022796362405643,No,True,False,True
88,22,material-properties,,material,2,The wheel is made of bronze.,Is the wheel not bouncy?,Yes,20.0,4,-1.2416387796401978,-0.3649590313434601,0.4371001854771748,0.33732060489710425,-1.6787389651173725,-0.7022796362405643,No,False,True,True
89,23,material-properties,,antonym,1,The wheel weighs a lot.,Is the wheel heavy?,Yes,20.0,4,-0.2965235114097595,-1.4216982126235962,1.382215453707613,-0.7194185763830319,-1.6787389651173725,-0.7022796362405643,Yes,True,True,True
90,23,material-properties,,antonym,1,The wheel weighs a lot.,Is the wheel light?,No,20.0,4,-5.999684810638428,-0.006533514708280563,-4.320945845521055,0.6957461215322838,-1.6787389651173725,-0.7022796362405643,No,True,False,True
91,23,material-properties,,antonym,2,The wheel weighs little.,Is the wheel heavy?,No,20.0,4,-4.4684038162231445,-0.01752854883670807,-2.789664851105772,0.6847510874038563,-1.6787389651173725,-0.7022796362405643,No,True,False,True
92,23,material-properties,,antonym,2,The wheel weighs little.,Is the wheel light?,Yes,20.0,4,-0.2927563488483429,-1.4139258861541748,1.3859826162690296,-0.7116462499136105,-1.6787389651173725,-0.7022796362405643,Yes,True,True,True
93,24,material-properties,,antonym,1,Chao exerts significant force to hold the wheel.,Is the wheel heavy?,Yes,20.0,4,-0.6480233073234558,-0.7731528878211975,1.0307156577939167,-0.07087325158063318,-1.6787389651173725,-0.7022796362405643,Yes,True,True,True
94,24,material-properties,,antonym,1,Chao exerts significant force to hold the wheel.,Is the wheel light?,No,20.0,4,-1.8120955228805542,-0.18818025290966034,-0.13335655776318167,0.514099383330904,-1.6787389651173725,-0.7022796362405643,No,True,False,True
95,24,material-properties,,antonym,2,Chao exerts little force to hold the wheel.,Is the wheel heavy?,No,20.0,4,-1.5152390003204346,-0.26340702176094055,0.16349996479693796,0.4388726144796238,-1.6787389651173725,-0.7022796362405643,No,True,False,True
96,24,material-properties,,antonym,2,Chao exerts little force to hold the wheel.,Is the wheel light?,Yes,20.0,4,-0.43915656208992004,-1.0622965097427368,1.2395824030274525,-0.3600168735021725,-1.6787389651173725,-0.7022796362405643,Yes,True,True,True
97,25,material-properties,,material,1,The wheel is made of aluminum.,Is the wheel heavy?,Yes,20.0,4,-2.5778050422668457,-0.08382250368595123,-0.8990660771494732,0.6184571325546131,-1.6787389651173725,-0.7022796362405643,No,False,False,False
98,25,material-properties,,material,1,The wheel is made of aluminum.,Is the wheel light?,No,20.0,4,-0.7653242945671082,-0.6404829025268555,0.9134146705502644,0.06179673371370886,-1.6787389651173725,-0.7022796362405643,No,True,True,False
99,25,material-properties,,material,2,The wheel is made of wool.,Is the wheel heavy?,No,20.0,4,-3.530963182449341,-0.03502846509218216,-1.8522242173319683,0.6672511711483822,-1.6787389651173725,-0.7022796362405643,No,True,False,True
100,25,material-properties,,material,2,The wheel is made of wool.,Is the wheel light?,Yes,20.0,4,-4.40594482421875,-0.017208464443683624,-2.7272058591013772,0.6850711717968807,-1.6787389651173725,-0.7022796362405643,No,False,False,False
