property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-2.9357991218566895,-2.8161849975585938,-8.374619483947754,-7.187296390533447,5.4388203620910645,4.3711113929748535,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-3.1304032802581787,-2.9146158695220947,-8.374619483947754,-7.187296390533447,5.244216203689575,4.2726805210113525,Yes,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-2.3835885524749756,-4.589271545410156,-8.374619483947754,-7.187296390533447,5.991030931472778,2.598024845123291,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-2.3402605056762695,-5.028850555419922,-8.374619483947754,-7.187296390533447,6.034358978271484,2.1584458351135254,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-1.8259514570236206,-4.899322032928467,-8.374619483947754,-7.187296390533447,6.548668026924133,2.2879743576049805,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-3.0083658695220947,-4.7447662353515625,-8.374619483947754,-7.187296390533447,5.366253614425659,2.4425301551818848,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-2.5713043212890625,-4.027296543121338,-8.374619483947754,-7.187296390533447,5.803315162658691,3.1599998474121094,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-3.083685874938965,-2.3984034061431885,-8.374619483947754,-7.187296390533447,5.290933609008789,4.788892984390259,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-2.625319480895996,-3.173769235610962,-8.374619483947754,-7.187296390533447,5.749300003051758,4.013527154922485,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-2.785654306411743,-3.0856552124023438,-8.374619483947754,-7.187296390533447,5.588965177536011,4.1016411781311035,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-2.3291401863098145,-3.4099349975585938,-8.374619483947754,-7.187296390533447,6.0454792976379395,3.7773613929748535,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-2.6420865058898926,-3.8342928886413574,-8.374619483947754,-7.187296390533447,5.732532978057861,3.35300350189209,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-3.4781625270843506,-2.9683609008789062,-8.374619483947754,-7.187296390533447,4.896456956863403,4.218935489654541,Yes,False
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-2.739290237426758,-2.7896158695220947,-8.374619483947754,-7.187296390533447,5.635329246520996,4.3976805210113525,Yes,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-2.3478002548217773,-2.694098949432373,-8.374619483947754,-7.187296390533447,6.026819229125977,4.493197441101074,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-2.922913074493408,-4.693248748779297,-8.374619483947754,-7.187296390533447,5.451706409454346,2.4940476417541504,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-3.1829726696014404,-4.529872894287109,-8.374619483947754,-7.187296390533447,5.1916468143463135,2.657423496246338,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-2.6828982830047607,-3.156569480895996,-8.374619483947754,-7.187296390533447,5.691721200942993,4.030726909637451,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-2.518345832824707,-4.644853591918945,-8.374619483947754,-7.187296390533447,5.856273651123047,2.542442798614502,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-2.8599300384521484,-3.192580461502075,-8.374619483947754,-7.187296390533447,5.5146894454956055,3.994715929031372,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-2.6982080936431885,-5.762529373168945,-8.374619483947754,-7.187296390533447,5.676411390304565,1.424767017364502,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-2.972027063369751,-3.6802358627319336,-8.374619483947754,-7.187296390533447,5.402592420578003,3.5070605278015137,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-2.6982080936431885,-2.561840295791626,-8.374619483947754,-7.187296390533447,5.676411390304565,4.625456094741821,Yes,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-2.5991532802581787,-3.7583658695220947,-8.374619483947754,-7.187296390533447,5.775466203689575,3.4289305210113525,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-2.286966323852539,-2.8669052124023438,-8.374619483947754,-7.187296390533447,6.087653160095215,4.3203911781311035,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-2.756598949432373,-2.3366031646728516,-8.374619483947754,-7.187296390533447,5.618020534515381,4.850693225860596,Yes,False
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-2.122753858566284,-4.423336505889893,-8.374619483947754,-7.187296390533447,6.25186562538147,2.7639598846435547,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-2.2516796588897705,-3.8161849975585938,-8.374619483947754,-7.187296390533447,6.122939825057983,3.3711113929748535,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-1.8604130744934082,-2.2725274562835693,-8.374619483947754,-7.187296390533447,6.514206409454346,4.914768934249878,Yes,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-2.840362310409546,-3.410654306411743,-8.374619483947754,-7.187296390533447,5.534257173538208,3.776642084121704,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-2.816904306411743,-2.5859034061431885,-8.374619483947754,-7.187296390533447,5.557715177536011,4.601392984390259,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-2.746612310409546,-4.446211814880371,-8.374619483947754,-7.187296390533447,5.628007173538208,2.741084575653076,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-2.5161800384521484,-4.612490653991699,-8.374619483947754,-7.187296390533447,5.8584394454956055,2.574805736541748,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-4.365832328796387,-4.180784702301025,-8.374619483947754,-7.187296390533447,4.008787155151367,3.006511688232422,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-2.772082567214966,-4.086822032928467,-8.374619483947754,-7.187296390533447,5.602536916732788,3.1004743576049805,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-2.632655382156372,-2.9481301307678223,-8.374619483947754,-7.187296390533447,5.741964101791382,4.239166259765625,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-2.703205108642578,-5.517519474029541,-8.374619483947754,-7.187296390533447,5.671414375305176,1.6697769165039062,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-2.465362310409546,-4.7943501472473145,-8.374619483947754,-7.187296390533447,5.909257173538208,2.392946243286133,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-2.521185874938965,-2.63313627243042,-8.374619483947754,-7.187296390533447,5.853433609008789,4.554160118103027,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-2.243072271347046,-3.0876338481903076,-8.374619483947754,-7.187296390533447,6.131547212600708,4.09966254234314,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-2.630080461502075,-3.6473634243011475,-8.374619483947754,-7.187296390533447,5.744539022445679,3.5399329662323,Yes,False
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-2.5823535919189453,-3.3833658695220947,-8.374619483947754,-7.187296390533447,5.792265892028809,3.8039305210113525,Yes,False
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-2.281569480895996,-4.830019474029541,-8.374619483947754,-7.187296390533447,6.093050003051758,2.3572769165039062,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-2.064901828765869,-2.2919580936431885,-8.374619483947754,-7.187296390533447,6.309717655181885,4.895338296890259,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-2.5464658737182617,-4.048336505889893,-8.374619483947754,-7.187296390533447,5.828153610229492,3.1389598846435547,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-2.4934322834014893,-5.255748748779297,-8.374619483947754,-7.187296390533447,5.881187200546265,1.9315476417541504,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-2.788905382156372,-2.665466070175171,-8.374619483947754,-7.187296390533447,5.585714101791382,4.521830320358276,Yes,False
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-2.738243818283081,-4.23824405670166,-8.374619483947754,-7.187296390533447,5.636375665664673,2.949052333831787,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-0.9253730177879333,-3.570399522781372,-8.374619483947754,-7.187296390533447,7.449246466159821,3.616896867752075,Yes,False
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-2.127518892288208,-5.334863185882568,-8.374619483947754,-7.187296390533447,6.247100591659546,1.852433204650879,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-1.9650771617889404,-3.7098634243011475,-8.374619483947754,-7.187296390533447,6.4095423221588135,3.4774329662323,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-2.7766482830047607,-4.104458332061768,-8.374619483947754,-7.187296390533447,5.597971200942993,3.0828380584716797,Yes,False
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-2.782036781311035,-5.296465873718262,-8.374619483947754,-7.187296390533447,5.592582702636719,1.8908305168151855,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-2.247191905975342,-2.982403516769409,-8.374619483947754,-7.187296390533447,6.127427577972412,4.204892873764038,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-2.694775342941284,-3.902862310409546,-8.374619483947754,-7.187296390533447,5.67984414100647,3.2844340801239014,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-2.393467664718628,-3.6155142784118652,-8.374619483947754,-7.187296390533447,5.981151819229126,3.571782112121582,Yes,False
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-2.344069480895996,-4.020540237426758,-8.374619483947754,-7.187296390533447,6.030550003051758,3.1667561531066895,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-2.240832567214966,-5.210399627685547,-8.374619483947754,-7.187296390533447,6.133786916732788,1.9768967628479004,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-2.4998373985290527,-3.955845832824707,-8.374619483947754,-7.187296390533447,5.874782085418701,3.2314505577087402,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-2.5545177459716797,-2.8225629329681396,-8.374619483947754,-7.187296390533447,5.820101737976074,4.364733457565308,Yes,False
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-3.2541260719299316,-3.599498748779297,-8.374619483947754,-7.187296390533447,5.120493412017822,3.5877976417541504,Yes,False
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-2.880080461502075,-2.679893970489502,-8.374619483947754,-7.187296390533447,5.494539022445679,4.507402420043945,Yes,False
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-2.5085885524749756,-3.2142715454101562,-8.374619483947754,-7.187296390533447,5.866030931472778,3.973024845123291,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-2.5536134243011475,-5.213003158569336,-8.374619483947754,-7.187296390533447,5.8210060596466064,1.9742932319641113,Yes,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-2.2741031646728516,-4.370659351348877,-8.374619483947754,-7.187296390533447,6.100516319274902,2.8166370391845703,Yes,False
can be fair,a piano,'',Can a piano be fair?,No,random,-3.7103993892669678,-4.30787992477417,-8.374619483947754,-7.187296390533447,4.664220094680786,2.8794164657592773,Yes,False
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-2.663905382156372,-4.1501336097717285,-8.374619483947754,-7.187296390533447,5.710714101791382,3.0371627807617188,Yes,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-2.3646180629730225,-3.6182847023010254,-8.374619483947754,-7.187296390533447,6.0100014209747314,3.569011688232422,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-2.605083703994751,-3.294903516769409,-8.374619483947754,-7.187296390533447,5.769535779953003,3.892392873764038,Yes,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-3.766663074493408,-3.4287774562835693,-8.374619483947754,-7.187296390533447,4.607956409454346,3.758518934249878,Yes,False
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-2.490832567214966,-3.6324033737182617,-8.374619483947754,-7.187296390533447,5.883786916732788,3.5548930168151855,Yes,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-2.550743818283081,-3.117393970489502,-8.374619483947754,-7.187296390533447,5.823875665664673,4.069902420043945,Yes,False
can be fished,a herring,'',Can a herring be fished?,Yes,random,-2.4545865058898926,-3.3484976291656494,-8.374619483947754,-7.187296390533447,5.920032978057861,3.838798761367798,Yes,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-2.42499041557312,-3.6116890907287598,-8.374619483947754,-7.187296390533447,5.949629068374634,3.5756072998046875,Yes,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,-2.694375514984131,-3.3678531646728516,-8.374619483947754,-7.187296390533447,5.680243968963623,3.8194432258605957,Yes,False
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-2.658355712890625,-3.8021180629730225,-8.374619483947754,-7.187296390533447,5.716263771057129,3.385178327560425,Yes,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,-2.7216696739196777,-3.662848949432373,-8.374619483947754,-7.187296390533447,5.652949810028076,3.524447441101074,Yes,False
can be folded,a finger,'',Can a finger be folded?,No,random,-2.458685874938965,-2.4916493892669678,-8.374619483947754,-7.187296390533447,5.915933609008789,4.6956470012664795,Yes,False
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,-2.261333703994751,-3.8608365058898926,-8.374619483947754,-7.187296390533447,6.113285779953003,3.3264598846435547,Yes,True
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,-2.6503214836120605,-3.449233055114746,-8.374619483947754,-7.187296390533447,5.724298000335693,3.738063335418701,Yes,False
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,-1.9568907022476196,-3.7614824771881104,-8.374619483947754,-7.187296390533447,6.417728781700134,3.425813913345337,Yes,True
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,-1.6307162046432495,-3.4919052124023438,-8.374619483947754,-7.187296390533447,6.743903279304504,3.6953911781311035,Yes,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,-2.614546775817871,-3.690777063369751,-8.374619483947754,-7.187296390533447,5.760072708129883,3.4965193271636963,Yes,False
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,-3.0353760719299316,-4.1038126945495605,-8.374619483947754,-7.187296390533447,5.339243412017822,3.0834836959838867,Yes,True
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,-2.469536781311035,-2.2413854598999023,-8.374619483947754,-7.187296390533447,5.905082702636719,4.945910930633545,Yes,False
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,-2.5105443000793457,-4.441626071929932,-8.374619483947754,-7.187296390533447,5.864075183868408,2.7456703186035156,Yes,True
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,-2.4905428886413574,-3.0083658695220947,-8.374619483947754,-7.187296390533447,5.8840765953063965,4.1789305210113525,Yes,False
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,-2.28938627243042,-3.8231301307678223,-8.374619483947754,-7.187296390533447,6.085233211517334,3.364166259765625,Yes,False
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,-1.8684322834014893,-4.451153755187988,-8.374619483947754,-7.187296390533447,6.506187200546265,2.736142635345459,Yes,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,-2.0272645950317383,-3.076690435409546,-8.374619483947754,-7.187296390533447,6.347354888916016,4.110605955123901,Yes,False
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,-1.9792944192886353,-4.2600626945495605,-8.374619483947754,-7.187296390533447,6.395325064659119,2.9272336959838867,Yes,True
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,-2.5672476291656494,-2.382899522781372,-8.374619483947754,-7.187296390533447,5.8073718547821045,4.804396867752075,Yes,False
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,-2.1467928886413574,-3.3353993892669678,-8.374619483947754,-7.187296390533447,6.2278265953063965,3.8518970012664795,Yes,False
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,-2.515718936920166,-4.009397506713867,-8.374619483947754,-7.187296390533447,5.858900547027588,3.17789888381958,Yes,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,-2.6248373985290527,-3.925743818283081,-8.374619483947754,-7.187296390533447,5.749782085418701,3.261552572250366,Yes,False
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,-1.7421534061431885,-3.8359034061431885,-8.374619483947754,-7.187296390533447,6.632466077804565,3.351392984390259,Yes,True
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,-2.5541493892669678,-2.9781627655029297,-8.374619483947754,-7.187296390533447,5.820470094680786,4.209133625030518,Yes,False
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,-2.2183609008789062,-3.2193195819854736,-8.374619483947754,-7.187296390533447,6.156258583068848,3.9679768085479736,Yes,True
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,-2.475348949432373,-3.1652634143829346,-8.374619483947754,-7.187296390533447,5.899270534515381,4.022032976150513,Yes,False
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,-2.1011533737182617,-4.868690013885498,-8.374619483947754,-7.187296390533447,6.273466110229492,2.318606376647949,Yes,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,-2.5943195819854736,-3.8684322834014893,-8.374619483947754,-7.187296390533447,5.78029990196228,3.318864107131958,Yes,False
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,-2.5707459449768066,-4.161199569702148,-8.374619483947754,-7.187296390533447,5.803873538970947,3.026096820831299,Yes,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,-2.0090134143829346,-3.8988771438598633,-8.374619483947754,-7.187296390533447,6.365606069564819,3.288419246673584,Yes,True
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,-2.857940435409546,-2.363243818283081,-8.374619483947754,-7.187296390533447,5.516679048538208,4.824052572250366,Yes,False
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,-2.45624041557312,-3.365832567214966,-8.374619483947754,-7.187296390533447,5.918379068374634,3.8214638233184814,Yes,False
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,-2.906569480895996,-3.561840295791626,-8.374619483947754,-7.187296390533447,5.468050003051758,3.6254560947418213,Yes,False
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,-2.421968936920166,-3.775357723236084,-8.374619483947754,-7.187296390533447,5.952650547027588,3.4119386672973633,Yes,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,-2.5341696739196777,-2.2234976291656494,-8.374619483947754,-7.187296390533447,5.840449810028076,4.963798761367798,Yes,False
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,-2.3359034061431885,-2.338350534439087,-8.374619483947754,-7.187296390533447,6.038716077804565,4.84894585609436,Yes,False
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,-2.8973634243011475,-2.4926271438598633,-8.374619483947754,-7.187296390533447,5.4772560596466064,4.694669246673584,Yes,False
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,-1.767519235610962,-3.5359976291656494,-8.374619483947754,-7.187296390533447,6.607100248336792,3.651298761367798,Yes,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,-1.806383728981018,-3.6060450077056885,-8.374619483947754,-7.187296390533447,6.568235754966736,3.581251382827759,Yes,True
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,-1.823904275894165,-3.6622695922851562,-8.374619483947754,-7.187296390533447,6.550715208053589,3.525026798248291,Yes,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,-2.5804390907287598,-2.865244150161743,-8.374619483947754,-7.187296390533447,5.794180393218994,4.322052240371704,Yes,False
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,-3.4614858627319336,-1.900647759437561,-8.374619483947754,-7.187296390533447,4.91313362121582,5.286648631095886,No,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,-2.527264356613159,-2.4329726696014404,-8.374619483947754,-7.187296390533447,5.847355127334595,4.754323720932007,Yes,False
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,-2.9103760719299316,-3.6482677459716797,-8.374619483947754,-7.187296390533447,5.464243412017822,3.5390286445617676,Yes,False
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,-2.440777063369751,-3.9328982830047607,-8.374619483947754,-7.187296390533447,5.933842420578003,3.2543981075286865,Yes,True
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,-1.745733380317688,-4.066626071929932,-8.374619483947754,-7.187296390533447,6.628886103630066,3.1206703186035156,Yes,True
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,-2.2405428886413574,-3.0208680629730225,-8.374619483947754,-7.187296390533447,6.1340765953063965,4.166428327560425,Yes,True
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,-2.5842642784118652,-2.0107080936431885,-8.374619483947754,-7.187296390533447,5.790355205535889,5.176588296890259,Yes,False
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,-2.1203982830047607,-3.267519235610962,-8.374619483947754,-7.187296390533447,6.254221200942993,3.9197771549224854,Yes,True
can be found on farms,a pig,'',Can a pig be found on farms?,Yes,random,-2.1381001472473145,-4.2943501472473145,-8.374619483947754,-7.187296390533447,6.2365193367004395,2.892946243286133,Yes,True
can be found on farms,a shrimp,'',Can a shrimp be found on farms?,No,random,-1.9698227643966675,-4.389710903167725,-8.374619483947754,-7.187296390533447,6.404796719551086,2.7975854873657227,Yes,False
can be found on furry animals,a flea,'',Can a flea be found on furry animals?,Yes,random,-1.7008638381958008,-4.137529373168945,-8.374619483947754,-7.187296390533447,6.673755645751953,3.049767017364502,Yes,True
can be found on lakes,a bench,'',Can a bench be found on lakes?,No,random,-2.322103261947632,-3.573432207107544,-8.374619483947754,-7.187296390533447,6.052516222000122,3.6138641834259033,Yes,False
can be found on land,a buffalo,'',Can a buffalo be found on land?,Yes,random,-1.7583659887313843,-3.776176929473877,-8.374619483947754,-7.187296390533447,6.61625349521637,3.4111194610595703,Yes,True
can be found on legs,sweet potato,'',Can sweet potato be found on legs?,No,random,-2.8085145950317383,-3.326153516769409,-8.374619483947754,-7.187296390533447,5.566104888916016,3.861142873764038,Yes,False
can be found on plants,a cricket,'',Can a cricket be found on plants?,Yes,random,-2.211958646774292,-3.878277063369751,-8.374619483947754,-7.187296390533447,6.162660837173462,3.3090193271636963,Yes,True
can be found on ponds,a goose,'',Can a goose be found on ponds?,Yes,random,-2.0353002548217773,-3.8973634243011475,-8.374619483947754,-7.187296390533447,6.339319229125977,3.2899329662323,Yes,True
can be found on ponds,a hoe,'',Can a hoe be found on ponds?,No,random,-2.6728901863098145,-1.9432162046432495,-8.374619483947754,-7.187296390533447,5.7017292976379395,5.244080185890198,Yes,False
can be found on rivers,a cake,'',Can a cake be found on rivers?,No,random,-2.958685874938965,-2.070399522781372,-8.374619483947754,-7.187296390533447,5.415933609008789,5.116896867752075,Yes,False
can be found on tables,a bottle,'',Can a bottle be found on tables?,Yes,random,-2.60188627243042,-3.5557847023010254,-8.374619483947754,-7.187296390533447,5.772733211517334,3.631511688232422,Yes,True
can be found on tables,a porcupine,'',Can a porcupine be found on tables?,No,random,-2.578205108642578,-2.4728002548217773,-8.374619483947754,-7.187296390533447,5.796414375305176,4.71449613571167,Yes,False
can be found underground,milk,'',Can milk be found underground?,No,random,-2.613952159881592,-3.350893497467041,-8.374619483947754,-7.187296390533447,5.760667324066162,3.8364028930664062,Yes,False
can be found underwater,a strainer,'',Can a strainer be found underwater?,No,random,-2.382899522781372,-2.946716070175171,-8.374619483947754,-7.187296390533447,5.991719961166382,4.240580320358276,Yes,False
can be fried,a wren,'',Can a wren be fried?,No,random,-2.2250638008117676,-2.882655382156372,-8.374619483947754,-7.187296390533447,6.149555683135986,4.304641008377075,Yes,False
can be gifted,an orchid,'',Can an orchid be gifted?,Yes,random,-2.4416260719299316,-5.696211814880371,-8.374619483947754,-7.187296390533447,5.932993412017822,1.4910845756530762,Yes,True
can be gifted,a screwdriver,'',Can a screwdriver be gifted?,No,random,-2.0641796588897705,-3.738952159881592,-8.374619483947754,-7.187296390533447,6.310439825057983,3.4483442306518555,Yes,False
can be grated,a drill,'',Can a drill be grated?,No,random,-2.9287774562835693,-2.1266796588897705,-8.374619483947754,-7.187296390533447,5.445842027664185,5.060616731643677,Yes,False
