task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-17.874664306640625,-2.0153424739837646,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-6.3124098777771,-18.24995994567871,Yes,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-11.249934196472168,-2.406181812286377,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-3.1093380451202393,-15.999988555908203,Yes,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-13.374796867370605,-0.045841097831726074,No,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-2.5155868530273438,-10.124991416931152,Yes,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-17.999568939208984,-4.093540191650391,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-3.390575885772705,-8.624983787536621,Yes,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,-6.312404155731201,-2.67185115814209,No,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the garden?,Yes,-4.936467170715332,-13.749446868896484,Yes,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the bathroom?,No,-16.498828887939453,-4.468061923980713,No,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-6.187376499176025,-20.374963760375977,Yes,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the bedroom?,No,-17.124568939208984,-3.0309805870056152,No,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the hallway?,Yes,-7.186173915863037,-16.124664306640625,Yes,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the kitchen?,No,-16.874841690063477,-0.5780788660049438,No,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-4.2499098777771,-13.999954223632812,Yes,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the office?,No,-3.3436970710754395,-1.3437402248382568,No,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-4.2499098777771,-13.999954223632812,Yes,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the kitchen?,No,-16.374841690063477,-1.7499452829360962,No,True
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the garden?,Yes,-1.2577215433120728,-6.781213760375977,Yes,True
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the hallway?,No,-15.187143325805664,-1.2263072729110718,No,True
qa1,15,[11],John journeyed to the garden.,Is John in the garden?,Yes,-1.0468099117279053,-5.12497091293335,Yes,True
qa1,15,[11],John journeyed to the garden.,Is John in the bedroom?,No,-12.374704360961914,-2.8435401916503906,No,True
qa1,15,[11],John moved to the hallway.,Is John in the hallway?,Yes,-6.249820709228516,-17.37492561340332,Yes,True
qa1,15,[11],John moved to the hallway.,Is John in the garden?,No,-14.312397956848145,-1.679621934890747,No,True
qa1,12,[7],Mary journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-1.6015537977218628,-11.87499713897705,Yes,True
qa1,12,[7],Mary journeyed to the bedroom.,Is Mary in the bathroom?,No,-19.124704360961914,-3.2654829025268555,No,True
qa1,6,[4],Daniel went back to the office.,Is Daniel in the office?,Yes,-6.468103408813477,-16.124704360961914,Yes,True
qa1,6,[4],Daniel went back to the office.,Is Daniel in the hallway?,No,-7.4061970710754395,-4.187487602233887,No,True
qa1,9,[8],Daniel travelled to the garden.,Is Daniel in the garden?,Yes,-1.0233654975891113,-9.124964714050293,Yes,True
qa1,9,[8],Daniel travelled to the garden.,Is Daniel in the bathroom?,No,-13.249568939208984,-1.2184804677963257,No,True
qa1,15,[14],Daniel travelled to the bedroom.,Is Daniel in the bedroom?,Yes,-3.1405789852142334,-14.187481880187988,Yes,True
qa1,15,[14],Daniel travelled to the bedroom.,Is Daniel in the garden?,No,-12.249959945678711,-2.0937232971191406,No,True
qa1,15,[14],Mary journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-1.6015537977218628,-11.87499713897705,Yes,True
qa1,15,[14],Mary journeyed to the bedroom.,Is Mary in the hallway?,No,-11.687451362609863,-0.20211470127105713,No,True
qa1,6,[5],Sandra moved to the bedroom.,Is Sandra in the bedroom?,Yes,-6.468731880187988,-21.4999942779541,Yes,True
qa1,6,[5],Sandra moved to the bedroom.,Is Sandra in the office?,No,-15.312445640563965,-1.3827790021896362,No,True
qa1,6,[4],Mary went to the office.,Is Mary in the office?,Yes,-4.998497486114502,-14.811744689941406,Yes,True
qa1,6,[4],Mary went to the office.,Is Mary in the garden?,No,-12.121399879455566,-4.686173915863037,No,True
qa1,6,[4],John went back to the bathroom.,Is John in the bathroom?,Yes,-2.0467803478240967,-8.124964714050293,Yes,True
qa1,6,[4],John went back to the bathroom.,Is John in the office?,No,-12.749796867370605,-1.6482943296432495,No,True
qa1,6,[2],Sandra travelled to the garden.,Is Sandra in the garden?,Yes,-1.5154995918273926,-10.312445640563965,Yes,True
qa1,6,[2],Sandra travelled to the garden.,Is Sandra in the kitchen?,No,-11.937185287475586,-1.5779049396514893,No,True
qa1,3,[1],Sandra journeyed to the kitchen.,Is Sandra in the kitchen?,Yes,-4.937474250793457,-19.99999237060547,Yes,True
qa1,3,[1],Sandra journeyed to the kitchen.,Is Sandra in the office?,No,-14.687309265136719,-2.7186145782470703,No,True
qa1,12,[8],Sandra journeyed to the hallway.,Is Sandra in the hallway?,Yes,-2.9062414169311523,-14.312496185302734,Yes,True
qa1,12,[8],Sandra journeyed to the hallway.,Is Sandra in the bathroom?,No,-8.562254905700684,-1.4765089750289917,No,True
qa1,9,[4],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-3.390575885772705,-8.624983787536621,Yes,True
qa1,9,[4],Daniel journeyed to the office.,Is Daniel in the kitchen?,No,-16.499374389648438,-5.437012195587158,No,True
qa1,9,[8],John travelled to the bathroom.,Is John in the bathroom?,Yes,-2.84363055229187,-10.999948501586914,Yes,True
qa1,9,[8],John travelled to the bathroom.,Is John in the hallway?,No,-10.999876976013184,-0.14741730690002441,No,True
qa1,3,[2],John travelled to the garden.,Is John in the garden?,Yes,-2.218703269958496,-10.812474250793457,Yes,True
qa1,3,[2],John travelled to the garden.,Is John in the office?,No,-11.12476921081543,-1.5778049230575562,No,True
qa1,6,[4],Sandra journeyed to the bedroom.,Is Sandra in the bedroom?,Yes,-2.703098773956299,-14.562493324279785,Yes,True
qa1,6,[4],Sandra journeyed to the bedroom.,Is Sandra in the kitchen?,No,-17.249738693237305,-3.640507221221924,No,True
qa1,6,[2],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-6.187376499176025,-20.374963760375977,Yes,True
qa1,6,[2],Sandra moved to the garden.,Is Sandra in the bathroom?,No,-17.624446868896484,-2.093381643295288,No,True
qa1,9,[5],Daniel went to the bathroom.,Is Daniel in the bathroom?,Yes,-6.217615604400635,-15.811643600463867,Yes,True
qa1,9,[5],Daniel went to the bathroom.,Is Daniel in the garden?,No,-13.185900688171387,-6.373497486114502,No,True
qa1,15,[14],Mary moved to the office.,Is Mary in the office?,Yes,-5.031096458435059,-17.99993324279785,Yes,True
qa1,15,[14],Mary moved to the office.,Is Mary in the kitchen?,No,-14.499568939208984,-2.499769449234009,No,True
qa1,12,[5],Mary moved to the office.,Is Mary in the office?,Yes,-5.031096458435059,-17.99993324279785,Yes,True
qa1,12,[5],Mary moved to the office.,Is Mary in the kitchen?,No,-14.499568939208984,-2.499769449234009,No,True
qa1,15,[11],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-3.390575885772705,-8.624983787536621,Yes,True
qa1,15,[11],Daniel journeyed to the office.,Is Daniel in the bedroom?,No,-14.749704360961914,-5.312254428863525,No,True
qa1,6,[2],Daniel travelled to the bathroom.,Is Daniel in the bathroom?,Yes,-2.6093099117279053,-12.187479972839355,Yes,True
qa1,6,[2],Daniel travelled to the bathroom.,Is Daniel in the hallway?,No,-10.624903678894043,-0.025855422019958496,No,True
qa1,9,[8],John journeyed to the garden.,Is John in the garden?,Yes,-1.0468099117279053,-5.12497091293335,Yes,True
qa1,9,[8],John journeyed to the garden.,Is John in the bathroom?,No,-15.999195098876953,-2.8276875019073486,No,True
qa1,15,[13],Daniel journeyed to the bedroom.,Is Daniel in the bedroom?,Yes,-1.8593379259109497,-10.68748664855957,Yes,True
qa1,15,[13],Daniel journeyed to the bedroom.,Is Daniel in the kitchen?,No,-16.499841690063477,-4.78112268447876,No,True
qa1,12,[8],Sandra moved to the bedroom.,Is Sandra in the bedroom?,Yes,-6.468731880187988,-21.4999942779541,Yes,True
qa1,12,[8],Sandra moved to the bedroom.,Is Sandra in the kitchen?,No,-18.374820709228516,-3.43741512298584,No,True
qa1,9,[7],Sandra moved to the bathroom.,Is Sandra in the bathroom?,Yes,-4.874985218048096,-18.3749942779541,Yes,True
qa1,9,[7],Sandra moved to the bathroom.,Is Sandra in the kitchen?,No,-16.249820709228516,-2.0780537128448486,No,True
qa1,12,[11],Daniel moved to the hallway.,Is Daniel in the hallway?,Yes,-7.2182464599609375,-15.937283515930176,Yes,True
qa1,12,[11],Daniel moved to the hallway.,Is Daniel in the bathroom?,No,-10.187420845031738,-0.4862706661224365,No,True
qa1,15,[11],Daniel moved to the hallway.,Is Daniel in the hallway?,Yes,-7.2182464599609375,-15.937283515930176,Yes,True
qa1,15,[11],Daniel moved to the hallway.,Is Daniel in the garden?,No,-12.499959945678711,-1.0155969858169556,No,True
qa1,6,[1],Sandra travelled to the garden.,Is Sandra in the garden?,Yes,-1.5154995918273926,-10.312445640563965,Yes,True
qa1,6,[1],Sandra travelled to the garden.,Is Sandra in the bedroom?,No,-10.062185287475586,-1.335669994354248,No,True
qa10,3,[2],Bill is in the kitchen.,Is Bill in the bedroom?,No,-12.810688018798828,-4.718103408813477,No,True
qa10,6,[4],Bill journeyed to the bedroom.,Is Bill in the bedroom?,Yes,-3.2343099117279053,-13.999985694885254,Yes,True
qa10,9,[4],Fred went to the bedroom.,Is Fred in the bedroom?,Yes,-6.343512058258057,-17.87489128112793,Yes,True
qa10,12,[11],Mary went back to the office.,Is Mary in the kitchen?,No,-17.122814178466797,-4.53036642074585,No,True
qa10,15,[14],Fred moved to the cinema.,Is Fred in the kitchen?,No,-15.624290466308594,-3.3590447902679443,No,True
qa10,6,[5],Mary is in the office.,Is Mary in the office?,Yes,-5.468512058258057,-21.249948501586914,Yes,True
qa10,15,[14],Fred is either in the school or the cinema.,Is Fred in the office?,No,-8.249664306640625,-2.812164545059204,No,True
qa10,15,[14],Mary went to the park.,Is Mary in the park?,Yes,-3.3271992206573486,-9.437095642089844,Yes,True
qa10,9,[4],Fred went back to the cinema.,Is Fred in the office?,No,-16.623674392700195,-4.09286642074585,No,True
qa10,6,[2],Mary moved to the school.,Is Mary in the school?,Yes,-2.406064748764038,-8.999876976013184,Yes,True
qa10,9,[8],Mary moved to the office.,Is Mary in the office?,Yes,-5.031096458435059,-17.99993324279785,Yes,True
qa10,12,[10],Mary is in the school.,Is Mary in the school?,Yes,-2.279600143432617,-15.311980247497559,Yes,True
qa10,15,[13],Fred moved to the office.,Is Fred in the kitchen?,No,-11.999373435974121,-1.1404640674591064,No,True
qa10,3,[2],Bill is in the office.,Is Bill in the park?,No,-14.561400413513184,-4.593179702758789,No,True
qa10,12,[11],Julie went to the park.,Is Julie in the park?,Yes,-5.592749118804932,-14.999568939208984,Yes,True
qa10,12,[11],Bill went to the bedroom.,Is Bill in the bedroom?,Yes,-5.624244213104248,-19.124704360961914,Yes,True
qa10,15,[14],Bill went back to the school.,Is Bill in the park?,No,-10.68722152709961,-0.4354809522628784,No,True
qa10,12,[8],Mary travelled to the school.,Is Mary in the office?,No,-6.624851226806641,-4.031186103820801,No,True
qa10,15,[8],Mary travelled to the school.,Is Mary in the school?,Yes,-3.5931427478790283,-11.749704360961914,Yes,True
qa10,3,[1],Mary went back to the bedroom.,Is Mary in the bedroom?,Yes,-6.968605995178223,-19.99995994567871,Yes,True
qa10,3,[2],Fred is in the office.,Is Fred in the cinema?,No,-14.12349796295166,-3.6089766025543213,No,True
qa10,6,[5],Bill is in the kitchen.,Is Bill in the kitchen?,Yes,-6.812429904937744,-24.124980926513672,Yes,True
qa10,15,[14],Bill journeyed to the park.,Is Bill in the cinema?,No,-20.12396812438965,-4.1557464599609375,No,True
qa10,3,[2],Bill went to the park.,Is Bill in the bedroom?,No,-11.374195098876953,-3.562142848968506,No,True
qa10,9,[8],Mary is in the office.,Is Mary in the office?,Yes,-5.468512058258057,-21.249948501586914,Yes,True
qa10,6,[5],Bill went back to the office.,Is Bill in the kitchen?,No,-15.311530113220215,-3.499704122543335,No,True
qa10,15,[13],Bill travelled to the kitchen.,Is Bill in the kitchen?,Yes,-3.4841177463531494,-13.62489128112793,Yes,True
qa10,15,[13],Fred went to the bedroom.,Is Fred in the school?,No,-9.811980247497559,-2.8120415210723877,No,True
qa10,3,[1],Fred is in the kitchen.,Is Fred in the school?,No,-4.843662738800049,-3.4687178134918213,No,True
qa10,6,[5],Julie went back to the cinema.,Is Julie in the cinema?,Yes,-4.841495513916016,-10.435900688171387,Yes,True
qa10,9,[4],Julie went back to the park.,Is Julie in the park?,Yes,-5.400850296020508,-10.248071670532227,Yes,True
qa10,3,[2],Fred went to the kitchen.,Is Fred in the park?,No,-15.061254501342773,-7.092381954193115,No,True
qa10,9,[8],Bill moved to the cinema.,Is Bill in the cinema?,Yes,-6.592970371246338,-19.624738693237305,Yes,True
qa10,12,[8],Julie journeyed to the office.,Is Julie in the office?,Yes,-3.4373767375946045,-8.687474250793457,Yes,True
qa10,15,[13],Mary is either in the bedroom or the park.,Is Mary in the school?,No,-4.812454700469971,-1.671805739402771,No,True
qa10,12,[11],Fred went to the school.,Is Fred in the cinema?,No,-12.124373435974121,-1.679428219795227,No,True
qa10,9,[8],Fred travelled to the bedroom.,Is Fred in the bedroom?,Yes,-3.0781090259552,-12.624994277954102,Yes,True
qa10,12,[11],Bill is in the bedroom.,Is Bill in the kitchen?,No,-11.373967170715332,-2.4996848106384277,No,True
qa10,3,[2],Julie moved to the office.,Is Julie in the office?,Yes,-4.468179702758789,-16.624738693237305,Yes,True
qa10,15,[14],Julie is in the kitchen.,Is Julie in the cinema?,No,-16.373497009277344,-4.749373435974121,No,True
qa10,9,[5],Julie went to the kitchen.,Is Julie in the kitchen?,Yes,-7.995082378387451,-20.623497009277344,Yes,True
qa10,12,[11],Julie is in the park.,Is Julie in the school?,No,-14.811400413513184,-6.186744213104248,No,True
qa10,15,[14],Mary travelled to the school.,Is Mary in the school?,Yes,-3.5931427478790283,-11.749704360961914,Yes,True
qa10,3,[1],Bill went back to the bedroom.,Is Bill in the cinema?,No,-20.749704360961914,-4.499820709228516,No,True
qa10,15,[13],Mary is in the cinema.,Is Mary in the office?,No,-15.436744689941406,-5.687069416046143,No,True
qa10,12,[7],Julie is in the office.,Is Julie in the office?,Yes,-5.843496799468994,-22.749940872192383,Yes,True
qa10,3,[2],Julie journeyed to the park.,Is Julie in the park?,Yes,-3.874769449234009,-4.749941825866699,Yes,True
qa10,9,[8],Bill is in the cinema.,Is Bill in the bedroom?,No,-14.561254501342773,-5.436873435974121,No,True
qa10,9,[8],Mary is in the kitchen.,Is Mary in the kitchen?,Yes,-3.749959945678711,-20.99998664855957,Yes,True
qa10,3,[1],Fred went to the office.,Is Fred in the bedroom?,No,-11.373967170715332,-5.8742899894714355,No,True
qa10,9,[7],Julie moved to the school.,Is Julie in the school?,Yes,-1.991985559463501,-8.93735122680664,Yes,True
qa10,3,[1],Bill went to the cinema.,Is Bill in the cinema?,Yes,-4.716350555419922,-11.061088562011719,Yes,True
qa10,9,[7],Bill went to the bedroom.,Is Bill in the office?,No,-12.812185287475586,-3.3436057567596436,No,True
qa10,3,[1],Julie is either in the bedroom or the kitchen.,Is Julie in the school?,No,-6.4999098777771,-1.4061625003814697,No,True
qa10,15,[14],Julie moved to the bedroom.,Is Julie in the school?,No,-13.687397956848145,-2.6717803478240967,No,True
qa10,15,[14],Mary moved to the office.,Is Mary in the office?,Yes,-5.031096458435059,-17.99993324279785,Yes,True
qa10,3,[1],Julie is in the park.,Is Julie in the cinema?,No,-18.872194290161133,-4.967919826507568,No,True
qa10,3,[1],Fred went back to the school.,Is Fred in the school?,Yes,-6.030603408813477,-8.186588287353516,Yes,True
qa10,3,[1],Julie went to the school.,Is Julie in the cinema?,No,-11.686833381652832,-1.6012547016143799,No,True
qa10,6,[5],Julie went to the office.,Is Julie in the bedroom?,No,-10.561400413513184,-5.3432464599609375,No,True
qa10,3,[1],Fred went back to the office.,Is Fred in the office?,Yes,-7.15612268447876,-19.49993324279785,Yes,True
qa10,6,[1],Fred went back to the office.,Is Fred in the office?,Yes,-7.15612268447876,-19.49993324279785,Yes,True
qa10,6,[5],Mary is in the school.,Is Mary in the school?,Yes,-2.279600143432617,-15.311980247497559,Yes,True
qa10,12,[8],Mary is in the office.,Is Mary in the school?,No,-2.3123767375946045,-4.499964714050293,Yes,False
qa10,3,[1],Bill journeyed to the bedroom.,Is Bill in the bedroom?,Yes,-3.2343099117279053,-13.999985694885254,Yes,True
qa10,15,[10],Mary is either in the cinema or the office.,Is Mary in the kitchen?,No,-7.374948501586914,-2.7655537128448486,No,True
qa10,15,[11],Fred went back to the office.,Is Fred in the office?,Yes,-7.15612268447876,-19.49993324279785,Yes,True
qa10,3,[2],Julie is in the kitchen.,Is Julie in the office?,No,-13.12382984161377,-5.280603408813477,No,True
qa10,15,[11],Julie is in the park.,Is Julie in the school?,No,-14.811400413513184,-6.186744213104248,No,True
qa10,3,[2],Julie is in the kitchen.,Is Julie in the kitchen?,Yes,-3.718721628189087,-22.124990463256836,Yes,True
qa10,12,[10],Bill journeyed to the kitchen.,Is Bill in the kitchen?,Yes,-4.062438011169434,-18.62497901916504,Yes,True
qa10,15,[14],Fred is in the cinema.,Is Fred in the park?,No,-15.436833381652832,-4.093512058258057,No,True
qa10,15,[14],Mary journeyed to the park.,Is Mary in the park?,Yes,-4.187429904937744,-8.249972343444824,Yes,True
qa10,9,[7],Bill is in the park.,Is Bill in the park?,Yes,-7.062184810638428,-22.124940872192383,Yes,True
qa10,15,[11],Bill went to the cinema.,Is Bill in the cinema?,Yes,-4.716350555419922,-11.061088562011719,Yes,True
qa10,6,[5],Julie is either in the cinema or the cinema.,Is Julie in the kitchen?,No,-10.749859809875488,-5.156086444854736,No,True
qa10,3,[1],Mary is in the school.,Is Mary in the school?,Yes,-2.279600143432617,-15.311980247497559,Yes,True
qa10,12,[11],Bill went to the park.,Is Bill in the office?,No,-13.874195098876953,-3.5307466983795166,No,True
qa10,15,[13],Bill journeyed to the school.,Is Bill in the kitchen?,No,-13.686980247497559,-2.656026601791382,No,True
qa10,9,[7],Mary went back to the cinema.,Is Mary in the school?,No,-12.436643600463867,-2.2337582111358643,No,True
qa10,15,[13],Mary went back to the park.,Is Mary in the park?,Yes,-2.8431036472320557,-6.156053066253662,Yes,True
qa10,6,[2],Mary went to the park.,Is Mary in the kitchen?,No,-17.24752426147461,-4.217615604400635,No,True
qa10,9,[2],Mary went to the park.,Is Mary in the park?,Yes,-3.3271992206573486,-9.437095642089844,Yes,True
qa10,3,[2],Julie travelled to the park.,Is Julie in the bedroom?,No,-11.874373435974121,-3.0465009212493896,No,True
qa10,12,[11],Bill is in the park.,Is Bill in the cinema?,No,-17.498071670532227,-4.811946868896484,No,True
qa10,3,[2],Mary is in the cinema.,Is Mary in the cinema?,Yes,-5.343662738800049,-22.74997901916504,Yes,True
qa10,12,[11],Julie is either in the school or the school.,Is Julie in the office?,No,-9.374088287353516,-6.155115604400635,No,True
qa10,6,[4],Mary journeyed to the kitchen.,Is Mary in the office?,No,-13.31235122680664,-3.140514373779297,No,True
qa10,12,[5],Bill journeyed to the cinema.,Is Bill in the cinema?,Yes,-5.843564987182617,-6.7811970710754395,Yes,True
qa10,15,[14],Julie went to the kitchen.,Is Julie in the bedroom?,No,-12.24719524383545,-5.436088562011719,No,True
qa10,9,[7],Mary went to the kitchen.,Is Mary in the cinema?,No,-19.248674392700195,-4.624541759490967,No,True
qa10,12,[5],Julie is in the park.,Is Julie in the cinema?,No,-18.872194290161133,-4.967919826507568,No,True
qa10,15,[14],Bill moved to the park.,Is Bill in the park?,Yes,-5.437238693237305,-17.62489128112793,Yes,True
qa10,15,[14],Julie went back to the school.,Is Julie in the school?,Yes,-5.624512195587158,-9.811833381652832,Yes,True
qa10,9,[7],Julie travelled to the park.,Is Julie in the park?,Yes,-2.437368631362915,-8.812474250793457,Yes,True
qa10,15,[14],Fred is in the cinema.,Is Fred in the cinema?,Yes,-7.0623602867126465,-23.99997329711914,Yes,True
qa10,3,[1],Mary is either in the park or the cinema.,Is Mary in the kitchen?,No,-4.156226634979248,-2.0155913829803467,No,True
qa10,9,[7],Bill is in the school.,Is Bill in the bedroom?,No,-6.655603408813477,-4.031105995178223,No,True
qa10,6,[2],Bill went back to the office.,Is Bill in the office?,Yes,-5.437184810638428,-17.749841690063477,Yes,True
qa10,9,[8],Bill is in the park.,Is Bill in the park?,Yes,-7.062184810638428,-22.124940872192383,Yes,True
qa11,15,"[7, 8]",John travelled to the garden. Afterwards he went to the hallway.,Is John in the hallway?,Yes,-1.6796810626983643,-19.12499237060547,Yes,True
qa11,15,"[7, 8]",John travelled to the garden. Afterwards he went to the hallway.,Is John in the garden?,No,-20.12490463256836,-3.4999547004699707,No,True
qa11,6,"[1, 2]",Daniel journeyed to the hallway. Then he journeyed to the bathroom.,Is Daniel in the bathroom?,Yes,-6.468748092651367,-25.124998092651367,Yes,True
qa11,6,"[1, 2]",Daniel journeyed to the hallway. Then he journeyed to the bathroom.,Is Daniel in the office?,No,-16.12495994567871,-1.859357476234436,No,True
qa11,6,"[1, 2]",Sandra moved to the hallway. Following that she went back to the bathroom.,Is Sandra in the bathroom?,Yes,-0.07225537300109863,-16.999998092651367,Yes,True
qa11,6,"[1, 2]",Sandra moved to the hallway. Following that she went back to the bathroom.,Is Sandra in the bedroom?,No,-17.12497901916504,-0.0029486417770385742,No,True
qa11,6,"[1, 2]",Mary travelled to the kitchen. Following that she journeyed to the garden.,Is Mary in the garden?,Yes,-1.937496542930603,-21.249998092651367,Yes,True
qa11,6,"[1, 2]",Mary travelled to the kitchen. Following that she journeyed to the garden.,Is Mary in the bedroom?,No,-14.062484741210938,-0.0678631067276001,No,True
qa11,6,"[1, 2]",Mary went back to the kitchen. Then she went to the garden.,Is Mary in the garden?,Yes,-0.5351543426513672,-19.749998092651367,Yes,True
qa11,6,"[1, 2]",Mary went back to the kitchen. Then she went to the garden.,Is Mary in the kitchen?,No,-9.437495231628418,-4.531238079071045,No,True
qa11,15,"[10, 11]",Mary travelled to the kitchen. Afterwards she journeyed to the hallway.,Is Mary in the hallway?,Yes,-2.937493085861206,-24.2499942779541,Yes,True
qa11,15,"[10, 11]",Mary travelled to the kitchen. Afterwards she journeyed to the hallway.,Is Mary in the bathroom?,No,-8.06235122680664,-1.8046478033065796,No,True
qa11,15,"[13, 14]",Sandra moved to the bathroom. Following that she went back to the garden.,Is Sandra in the garden?,Yes,-0.664059042930603,-16.75,Yes,True
qa11,15,"[13, 14]",Sandra moved to the bathroom. Following that she went back to the garden.,Is Sandra in the kitchen?,No,-12.687466621398926,-0.0027239322662353516,No,True
qa11,12,"[10, 11]",John went to the bathroom. Afterwards he moved to the office.,Is John in the office?,Yes,-8.937470436096191,-24.374984741210938,Yes,True
qa11,12,"[10, 11]",John went to the bathroom. Afterwards he moved to the office.,Is John in the bathroom?,No,-14.812474250793457,-1.3828016519546509,No,True
qa11,3,"[1, 2]",Mary moved to the kitchen. Following that she journeyed to the hallway.,Is Mary in the hallway?,Yes,-5.187474250793457,-23.874990463256836,Yes,True
qa11,3,"[1, 2]",Mary moved to the kitchen. Following that she journeyed to the hallway.,Is Mary in the office?,No,-11.999979019165039,-0.17967605590820312,No,True
qa11,3,"[1, 2]",Mary went to the garden. Then she journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-4.374996662139893,-25.124998092651367,Yes,True
qa11,3,"[1, 2]",Mary went to the garden. Then she journeyed to the bedroom.,Is Mary in the garden?,No,-16.749948501586914,-5.9999518394470215,No,True
qa11,9,"[4, 5]",John went to the office. Afterwards he moved to the garden.,Is John in the garden?,Yes,-4.906240940093994,-21.624990463256836,Yes,True
qa11,9,"[4, 5]",John went to the office. Afterwards he moved to the garden.,Is John in the bedroom?,No,-16.62489128112793,-1.4296395778656006,No,True
qa11,3,"[1, 2]",Sandra journeyed to the bathroom. After that she went to the garden.,Is Sandra in the garden?,Yes,-2.859365701675415,-22.6249942779541,Yes,True
qa11,3,"[1, 2]",Sandra journeyed to the bathroom. After that she went to the garden.,Is Sandra in the bathroom?,No,-14.249983787536621,-4.781232833862305,No,True
qa11,15,"[13, 14]",Daniel moved to the hallway. After that he moved to the kitchen.,Is Daniel in the kitchen?,Yes,-4.218741416931152,-21.6249942779541,Yes,True
qa11,15,"[13, 14]",Daniel moved to the hallway. After that he moved to the kitchen.,Is Daniel in the bedroom?,No,-13.249985694885254,-0.27343082427978516,No,True
