property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,-0.044326670467853546,-3.3437159061431885,Yes,True
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,-2.0150270462036133,-0.15506376326084137,No,True
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,-0.3200322687625885,-1.4530143737792969,Yes,False
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,-0.8433325886726379,-0.6013509035110474,No,True
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,-0.039310961961746216,-3.7967679500579834,Yes,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,-0.507452666759491,-0.9959149360656738,Yes,False
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,-0.7965008616447449,-0.6717373132705688,No,True
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,-3.2806427478790283,-0.05520489066839218,No,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,-0.04394856095314026,-3.578033447265625,Yes,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,-0.09547927230596542,-2.8436508178710938,Yes,True
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,-0.07793083041906357,-3.0155537128448486,Yes,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,-0.9095835089683533,-0.5622219443321228,No,True
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,-3.9997220039367676,-0.0284655150026083,No,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,-0.09047526121139526,-2.6560964584350586,Yes,False
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,-0.4429771304130554,-1.2341982126235962,Yes,False
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,-0.13456012308597565,-2.2186570167541504,Yes,True
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,-0.10027842223644257,-2.531137704849243,Yes,True
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,-0.079355388879776,-2.796786069869995,Yes,True
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,-0.6285247206687927,-0.8201315402984619,Yes,False
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,-0.2497219294309616,-1.6327027082443237,Yes,True
can be found on farms,a pig,'',Can a pig be found on farms?,Yes,random,-0.03008832223713398,-4.09365701675415,Yes,True
can be found on farms,a shrimp,'',Can a shrimp be found on farms?,No,random,-0.06107606738805771,-3.046786069869995,Yes,False
can be found on furry animals,a flea,'',Can a flea be found on furry animals?,Yes,random,-0.034470099955797195,-4.0624098777771,Yes,True
can be found on lakes,a bench,'',Can a bench be found on lakes?,No,random,-0.6011912226676941,-0.8436144590377808,Yes,False
can be found on land,a buffalo,'',Can a buffalo be found on land?,Yes,random,-0.03859319910407066,-3.749903917312622,Yes,True
can be found on legs,sweet potato,'',Can sweet potato be found on legs?,No,random,-2.2339510917663574,-0.12677325308322906,No,True
can be found on plants,a cricket,'',Can a cricket be found on plants?,Yes,random,-0.08331276476383209,-2.68742036819458,Yes,True
can be found on ponds,a goose,'',Can a goose be found on ponds?,Yes,random,-0.029413945972919464,-3.921821117401123,Yes,True
can be found on ponds,a hoe,'',Can a hoe be found on ponds?,No,random,-1.8746848106384277,-0.1795724630355835,No,True
can be found on rivers,a cake,'',Can a cake be found on rivers?,No,random,-1.7495416402816772,-0.20490647852420807,No,True
can be found on tables,a bottle,'',Can a bottle be found on tables?,Yes,random,-0.2692294716835022,-1.5467609167099,Yes,True
can be found on tables,a porcupine,'',Can a porcupine be found on tables?,No,random,-1.6636147499084473,-0.23123279213905334,No,True
can be found underground,milk,'',Can milk be found underground?,No,random,-0.655777096748352,-0.7732647657394409,Yes,False
can be found underwater,a strainer,'',Can a strainer be found underwater?,No,random,-0.8120120763778687,-0.613092303276062,No,True
can be fried,a wren,'',Can a wren be fried?,No,random,-0.3864704668521881,-1.1951956748962402,Yes,False
can be gifted,an orchid,'',Can an orchid be gifted?,Yes,random,-0.06817649304866791,-3.234064817428589,Yes,True
can be gifted,a screwdriver,'',Can a screwdriver be gifted?,No,random,-0.1528773158788681,-2.077953815460205,Yes,False
can be grated,a drill,'',Can a drill be grated?,No,random,-2.0932769775390625,-0.14432384073734283,No,True
can be grown,lemon,'',Can lemon be grown?,Yes,random,-0.25319352746009827,-1.6402842998504639,Yes,True
can be hard to clean,a jar,'',Can a jar be hard to clean?,No,random,-0.18891611695289612,-1.9528907537460327,Yes,False
can be healed,a bone,'',Can a bone be healed?,Yes,random,-0.23881825804710388,-1.7498204708099365,Yes,True
can be healed,a scallop,'',Can a scallop be healed?,No,random,-0.6869470477104187,-0.8239704966545105,Yes,False
can be held in the palm,ketchup,'',Can ketchup be held in the palm?,No,random,-0.405661404132843,-1.1325322389602661,Yes,False
can be high definition,a television,'',Can a television be high definition?,Yes,random,-0.13349048793315887,-2.296774387359619,Yes,True
can be high definition,peach,'',Can peach be high definition?,No,random,-1.202488660812378,-0.3903757631778717,No,True
can be hit with a hammer,a nail,'',Can a nail be hit with a hammer?,Yes,random,-0.05685237795114517,-3.1561508178710938,Yes,True
can be infected,an ear,'',Can an ear be infected?,Yes,random,-0.07454659044742584,-2.98431396484375,Yes,True
can be infected,a seahorse,'',Can a seahorse be infected?,No,random,-0.36278367042541504,-1.3200801610946655,Yes,False
can be kept in a bowl,a goldfish,'',Can a goldfish be kept in a bowl?,Yes,random,-0.5928665995597839,-0.8550464510917664,Yes,True
can be kept in a bowl,a rhino,'',Can a rhino be kept in a bowl?,No,random,-2.421295642852783,-0.10470787435770035,No,True
can be kneaded,a refrigerator,'',Can a refrigerator be kneaded?,No,random,-2.0152623653411865,-0.15217043459415436,No,True
can be laid on its side,a crossbow,'',Can a crossbow be laid on its side?,Yes,random,-0.2709536850452423,-1.5075651407241821,Yes,True
can be lied on,a sofa,'',Can a sofa be lied on?,Yes,random,-0.04248407483100891,-3.5467679500579834,Yes,True
can be lied on,a piano,'',Can a piano be lied on?,No,random,-0.6321809887886047,-0.8356862664222717,Yes,False
can be listened to,a seagull,'',Can a seagull be listened to?,No,random,-0.3393726348876953,-1.2888637781143188,Yes,False
can be locked,a spear,'',Can a spear be locked?,No,random,-1.1871848106384277,-0.3904995918273926,No,True
can be long,a boat,'',Can a boat be long?,Yes,random,-0.2145199179649353,-1.7342373132705688,Yes,True
can be long and thin in shape,a ball,'',Can a ball be long and thin in shape?,No,random,-0.7417860627174377,-0.683425784111023,No,True
can be loose,a nectarine,'',Can a nectarine be loose?,No,random,-0.800199568271637,-0.6208640336990356,No,True
can be made from barley,whiskey,'',Can whiskey be made from barley?,Yes,random,-0.07926934212446213,-2.8748416900634766,Yes,True
can be made from goat's milk,a hamster,'',Can a hamster be made from goat's milk?,No,random,-1.3823206424713135,-0.33376315236091614,No,True
can be made from wheat,flour,'',Can flour be made from wheat?,Yes,random,-0.0471215546131134,-3.468637704849243,Yes,True
can be made in a teapot,a jacket,'',Can a jacket be made in a teapot?,No,random,-2.9056427478790283,-0.06710342317819595,No,True
can be made into juice,a date,'',Can a date be made into juice?,Yes,random,-0.2386379987001419,-1.6091011762619019,Yes,True
can be made into juice,a eucalyptus tree,'',Can a eucalyptus tree be made into juice?,No,random,-0.32177281379699707,-1.3747833967208862,Yes,False
can be made of blackcurrant,jam,'',Can jam be made of blackcurrant?,Yes,random,-0.07820209115743637,-2.952953815460205,Yes,True
can be made of bronze,a falcon,'',Can a falcon be made of bronze?,No,random,-1.4527842998504639,-0.29089486598968506,No,True
can be made of canvas material,a deckchair,'',Can a deckchair be made of canvas material?,Yes,random,-0.08789348602294922,-2.85913348197937,Yes,True
can be made of cardboard,a willow tree,'',Can a willow tree be made of cardboard?,No,random,-2.421564817428589,-0.10290659219026566,No,True
can be made of cashmere,a shawl,'',Can a shawl be made of cashmere?,Yes,random,-0.0547419972717762,-3.21866774559021,Yes,True
can be made of cashmere,a lizard,'',Can a lizard be made of cashmere?,No,random,-2.9059805870056152,-0.07020939141511917,No,True
can be made of ceramic,a bowl,'',Can a bowl be made of ceramic?,Yes,random,-0.07500173896551132,-2.99991512298584,Yes,True
can be made of chainmail,a stocking,'',Can a stocking be made of chainmail?,No,random,-0.38056161999702454,-1.2108187675476074,Yes,False
can be made of corduroy,a shovel,'',Can a shovel be made of corduroy?,No,random,-2.8435964584350586,-0.07172203063964844,No,True
can be made of denim,a jacket,'',Can a jacket be made of denim?,Yes,random,-0.05623902007937431,-3.1093058586120605,Yes,True
can be made of ebony,leek,'',Can leek be made of ebony?,No,random,-2.4370415210723877,-0.10285164415836334,No,True
can be made of fabric,pumpkin,'',Can pumpkin be made of fabric?,No,random,-2.3277623653411865,-0.11606336385011673,No,True
can be made of gold,a chandelier,'',Can a chandelier be made of gold?,Yes,random,-0.22238567471504211,-1.8436304330825806,Yes,True
can be made of gold,blueberry,'',Can blueberry be made of gold?,No,random,-1.6480720043182373,-0.23520483076572418,No,True
can be made of ivory,a piano,'',Can a piano be made of ivory?,Yes,random,-0.8044115900993347,-0.6561375856399536,No,False
can be made of ivory,a coach,'',Can a coach be made of ivory?,No,random,-1.2888072729110718,-0.3612271547317505,No,True
can be made of kevlar,an armor,'',Can an armor be made of kevlar?,Yes,random,-0.15898193418979645,-2.1561570167541504,Yes,True
can be made of lace,a hornet,'',Can a hornet be made of lace?,No,random,-3.7185122966766357,-0.03140092268586159,No,True
can be made of linen,a blouse,'',Can a blouse be made of linen?,Yes,random,-0.06472434848546982,-2.99992036819458,Yes,True
can be made of metal and plastic,a whisk,'',Can a whisk be made of metal and plastic?,Yes,random,-0.08947677165269852,-2.6404738426208496,Yes,True
can be made of metal and plastic,mayonnaise,'',Can mayonnaise be made of metal and plastic?,No,random,-3.468552827835083,-0.0404585637152195,No,True
can be made of nylon,a cape,'',Can a cape be made of nylon?,Yes,random,-0.14518623054027557,-2.187368631362915,Yes,True
can be made of nylon,a grenade,'',Can a grenade be made of nylon?,No,random,-1.0699949264526367,-0.4510387182235718,No,True
can be made of plastic,a toe,'',Can a toe be made of plastic?,No,random,-1.0544439554214478,-0.44717442989349365,No,True
can be made of satin,a gown,'',Can a gown be made of satin?,Yes,random,-0.03567781299352646,-3.749903917312622,Yes,True
can be made of silk,a cape,'',Can a cape be made of silk?,Yes,random,-0.06471028923988342,-3.0936508178710938,Yes,True
can be made of soft fabric,a skirt,'',Can a skirt be made of soft fabric?,Yes,random,-0.04771376773715019,-3.2811970710754395,Yes,True
can be made of soft fabric,rhubarb,'',Can rhubarb be made of soft fabric?,No,random,-2.85913348197937,-0.06876230239868164,No,True
can be made of steel,a ship,'',Can a ship be made of steel?,Yes,random,-0.09692934155464172,-2.578033447265625,Yes,True
can be made of wood,a stool,'',Can a stool be made of wood?,Yes,random,-0.06861570477485657,-2.9686570167541504,Yes,True
can be made of wood,a dressing gown,'',Can a dressing gown be made of wood?,No,random,-3.593526601791382,-0.03531790152192116,No,True
can be made of wood and fabric,a bagpipe,'',Can a bagpipe be made of wood and fabric?,Yes,random,-0.18924929201602936,-1.8358608484268188,Yes,True
can be made using a kettle,tea,'',Can tea be made using a kettle?,Yes,random,-0.04249861463904381,-3.4842915534973145,Yes,True
can be made using a tire,a swing,'',Can a swing be made using a tire?,Yes,random,-0.2046259492635727,-1.827918291091919,Yes,True
can be made using a tire,cauliflower,'',Can cauliflower be made using a tire?,No,random,-1.6635550260543823,-0.22636379301548004,No,True
can be made with a stick,a catapult,'',Can a catapult be made with a stick?,Yes,random,-0.26122498512268066,-1.5466177463531494,Yes,True
can be matured,cheese,'',Can cheese be matured?,Yes,random,-0.13438184559345245,-2.2342190742492676,Yes,True
can be messy to eat,peach,'',Can peach be messy to eat?,Yes,random,-0.12351121753454208,-2.4214236736297607,Yes,True
can be messy to eat,a submarine,'',Can a submarine be messy to eat?,No,random,-0.7922725677490234,-0.6637547612190247,No,True
can be mild in taste,a fir tree,'',Can a fir tree be mild in taste?,No,random,-1.8668748140335083,-0.18347086012363434,No,True
can be milked by a machine,a pansy,'',Can a pansy be milked by a machine?,No,random,-1.3041387796401978,-0.37867477536201477,No,True
can be oily,a wallet,'',Can a wallet be oily?,No,random,-1.1560264825820923,-0.3963921070098877,No,True
can be operated by pirates,a radio,'',Can a radio be operated by pirates?,No,random,-0.503589928150177,-0.9803550243377686,Yes,False
can be padded with straw and hay,a hutch,'',Can a hutch be padded with straw and hay?,Yes,random,-0.16572587192058563,-1.9920724630355835,Yes,True
can be part of an armor,plum,'',Can plum be part of an armor?,No,random,-0.9410247206687927,-0.5232647657394409,No,True
can be pinstriped,a drum,'',Can a drum be pinstriped?,No,random,-0.25139907002449036,-1.624754548072815,Yes,False
can be pitted,an olive,'',Can an olive be pitted?,Yes,random,-0.1230914369225502,-2.3904640674591064,Yes,True
can be played,a saxophone,'',Can a saxophone be played?,Yes,random,-0.11445312201976776,-2.437368631362915,Yes,True
can be played,a scalpel,'',Can a scalpel be played?,No,random,-1.397663950920105,-0.31021207571029663,No,True
can be plucked,a cello,'',Can a cello be plucked?,Yes,random,-0.9801598191261292,-0.4920724630355835,No,False
can be pulled by a tractor,a plow,'',Can a plow be pulled by a tractor?,Yes,random,-0.05346766114234924,-3.328033447265625,Yes,True
can be pulled by animals,a hawk,'',Can a hawk be pulled by animals?,No,random,-0.5426397919654846,-0.929557204246521,Yes,False
can be pumped,a football,'',Can a football be pumped?,Yes,random,-0.3433578908443451,-1.288907766342163,Yes,True
can be pushed by the person sitting in it,a wheelchair,'',Can a wheelchair be pushed by the person sitting in it?,Yes,random,-0.9644278883934021,-0.5310865640640259,No,False
can be pushed by the person sitting in it,a mitten,'',Can a mitten be pushed by the person sitting in it?,No,random,-0.8743331432342529,-0.5856149792671204,No,True
can be rectangular in shape,a microwave,'',Can a microwave be rectangular in shape?,Yes,random,-0.4135857820510864,-1.156064748764038,Yes,True
can be rectangular in shape,a soup,'',Can a soup be rectangular in shape?,No,random,-1.7181427478790283,-0.2145579308271408,No,True
can be refreshing,cider,'',Can cider be refreshing?,Yes,random,-0.08449207991361618,-2.984161853790283,Yes,True
can be refreshing,a crayfish,'',Can a crayfish be refreshing?,No,random,-1.2026293277740479,-0.3825801908969879,No,True
can be rented,a limousine,'',Can a limousine be rented?,Yes,random,-0.19004853069782257,-1.9686057567596436,Yes,True
can be resilient,mango,'',Can mango be resilient?,No,random,-0.35682517290115356,-1.2809630632400513,Yes,False
can be rickety,a trolley,'',Can a trolley be rickety?,Yes,random,-0.5270199179649353,-0.9568886756896973,Yes,True
can be ridden,a drill,'',Can a drill be ridden?,No,random,-0.5965865850448608,-0.9018422365188599,Yes,False
