Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
21,6,social-interactions,6,antonym,1,Chao will be happy if Yan succeeds.,Is Chao cooperating with Yan?,Yes,20.0,0,-5.025850296020508,-6.713350296020508,-0.7865736608703928,-2.000371980170409,-4.239276635150115,-4.712978315850099,Yes,True,True,True
22,6,social-interactions,6,antonym,1,Chao will be happy if Yan succeeds.,Is Chao competing with Yan?,No,20.0,0,-4.213350296020508,-4.152042388916016,0.02592633912960718,0.560935926934083,-4.239276635150115,-4.712978315850099,No,True,False,True
23,6,social-interactions,6,antonym,2,Chao will be happy if Yan fails.,Is Chao cooperating with Yan?,No,20.0,0,-5.026176929473877,-6.588003158569336,-0.786900294323762,-1.8750248427192373,-4.239276635150115,-4.712978315850099,Yes,False,True,False
24,6,social-interactions,6,antonym,2,Chao will be happy if Yan fails.,Is Chao competing with Yan?,Yes,20.0,0,-4.2447662353515625,-5.088003158569336,-0.005489600201447509,-0.3750248427192373,-4.239276635150115,-4.712978315850099,Yes,True,True,True
25,7,social-interactions,7,antonym,1,Chao is avoiding Yan.,Is Chao evading Yan?,Yes,20.0,0,-4.870659351348877,-5.651771545410156,-0.631382716198762,-0.9387932295600576,-4.239276635150115,-4.712978315850099,Yes,True,True,True
26,7,social-interactions,7,antonym,1,Chao is avoiding Yan.,Is Chao chasing Yan?,No,20.0,0,-4.9027605056762695,-4.37116813659668,-0.6634838705261545,0.34181017925341894,-4.239276635150115,-4.712978315850099,No,True,False,True
27,7,social-interactions,7,antonym,2,Chao is following Yan.,Is Chao evading Yan?,No,20.0,0,-5.185797691345215,-4.998188018798828,-0.9465210561950999,-0.2852097029487295,-4.239276635150115,-4.712978315850099,No,True,False,True
28,7,social-interactions,7,antonym,2,Chao is following Yan.,Is Chao chasing Yan?,Yes,20.0,0,-4.623071193695068,-5.997815132141113,-0.38379455854495337,-1.2848368162910146,-4.239276635150115,-4.712978315850099,Yes,True,True,True
29,8,social-interactions,8,antonym,1,Chao will be unsuccessful if Chao and Yan run into each other.,Is Chao evading Yan?,Yes,20.0,1,-5.153169631958008,-6.058899879455566,-0.99822643995285,-1.3678468084335327,-4.154943192005158,-4.691053071022034,Yes,True,True,True
30,8,social-interactions,8,antonym,1,Chao will be unsuccessful if Chao and Yan run into each other.,Is Chao chasing Yan?,No,20.0,1,-4.965035915374756,-6.18287992477417,-0.810092723369598,-1.4918268537521362,-4.154943192005158,-4.691053071022034,Yes,False,True,False
31,8,social-interactions,8,antonym,2,Chao will be successful if Chao and Yan run into each other.,Is Chao evading Yan?,No,20.0,1,-5.902296543121338,-6.401176929473877,-1.74735335111618,-1.7101238584518432,-4.154943192005158,-4.691053071022034,Yes,False,False,True
32,8,social-interactions,8,antonym,2,Chao will be successful if Chao and Yan run into each other.,Is Chao chasing Yan?,Yes,20.0,1,-5.24701452255249,-6.620082378387451,-1.0920713305473324,-1.9290293073654174,-4.154943192005158,-4.691053071022034,Yes,True,True,True
33,9,social-interactions,9,antonym,1,Chao is hiding from Yan.,Is Chao evading Yan?,Yes,20.0,1,-5.060688018798828,-5.591495513916016,-0.9057448267936703,-0.9004424428939819,-4.154943192005158,-4.691053071022034,Yes,True,False,False
34,9,social-interactions,9,antonym,1,Chao is hiding from Yan.,Is Chao seeking Yan?,No,20.0,1,-5.591631889343262,-5.3723649978637695,-1.436688697338104,-0.6813119268417358,-4.154943192005158,-4.691053071022034,No,True,False,True
35,9,social-interactions,9,antonym,2,Chao is searching for Yan.,Is Chao evading Yan?,No,20.0,1,-4.933421611785889,-4.995082378387451,-0.7784784197807308,-0.30402930736541744,-4.154943192005158,-4.691053071022034,Yes,False,False,True
36,9,social-interactions,9,antonym,2,Chao is searching for Yan.,Is Chao seeking Yan?,Yes,20.0,1,-4.6229472160339355,-5.809695243835449,-0.4680040240287777,-1.1186421728134155,-4.154943192005158,-4.691053071022034,Yes,True,True,True
37,10,social-interactions,10,antonym,1,Chao will be sad if Chao and Yan run into each other.,Is Chao evading Yan?,Yes,20.0,1,-5.434117794036865,-6.026176929473877,-1.2791746020317074,-1.3351238584518432,-4.154943192005158,-4.691053071022034,Yes,True,True,True
38,10,social-interactions,10,antonym,1,Chao will be sad if Chao and Yan run into each other.,Is Chao seeking Yan?,No,20.0,1,-4.715035915374756,-4.745082378387451,-0.560092723369598,-0.054029307365417445,-4.154943192005158,-4.691053071022034,Yes,False,False,True
39,10,social-interactions,10,antonym,2,Chao will be happy if Chao and Yan run into each other.,Is Chao evading Yan?,No,20.0,1,-6.026483535766602,-6.024740695953369,-1.8715403437614437,-1.3336876249313354,-4.154943192005158,-4.691053071022034,No,True,False,True
40,10,social-interactions,10,antonym,2,Chao will be happy if Chao and Yan run into each other.,Is Chao seeking Yan?,Yes,20.0,1,-4.996617794036865,-5.745659351348877,-0.8416746020317074,-1.0546062803268432,-4.154943192005158,-4.691053071022034,Yes,True,True,True
41,11,social-interactions,11,variable swap,1,Chao is showing Yan how to ski.,Is Chao teaching Yan?,Yes,20.0,1,-4.022899627685547,-5.834292888641357,0.13204356431961095,-1.1432398176193237,-4.154943192005158,-4.691053071022034,Yes,True,True,True
42,11,social-interactions,11,variable swap,1,Chao is showing Yan how to ski.,Is Chao learning from Yan?,No,20.0,1,-4.4626336097717285,-4.524322032928467,-0.3076904177665707,0.16673103809356693,-4.154943192005158,-4.691053071022034,Yes,False,False,True
43,11,social-interactions,11,variable swap,2,Yan is showing Chao how to ski.,Is Chao teaching Yan?,No,20.0,1,-5.118284702301025,-4.711377143859863,-0.9633415102958676,-0.020324072837829554,-4.154943192005158,-4.691053071022034,No,True,False,True
44,11,social-interactions,11,variable swap,2,Yan is showing Chao how to ski.,Is Chao learning from Yan?,Yes,20.0,1,-4.149740695953369,-5.523403167724609,0.005202496051788685,-0.8323500967025756,-4.154943192005158,-4.691053071022034,Yes,True,True,True
46,11,social-interactions,12,variable swap,1,Chao is showing Yan how to ski.,Is Yan teaching Chao?,No,20.0,1,-4.398877143859863,-4.303332328796387,-0.24393395185470546,0.387720742225647,-4.154943192005158,-4.691053071022034,No,True,False,True
48,11,social-interactions,12,variable swap,2,Yan is showing Chao how to ski.,Is Yan teaching Chao?,Yes,20.0,1,-3.711822271347046,-5.053885459899902,0.4431209206581119,-0.3628323888778686,-4.154943192005158,-4.691053071022034,Yes,True,True,True
49,11,social-interactions,13,variable swap,1,Chao is showing Yan how to ski.,Is Yan learning from Chao?,Yes,20.0,1,-3.820399522781372,-5.552743911743164,0.33454366922378576,-0.8616908407211303,-4.154943192005158,-4.691053071022034,Yes,True,True,True
51,11,social-interactions,13,variable swap,2,Yan is showing Chao how to ski.,Is Yan learning from Chao?,No,20.0,1,-4.120082378387451,-4.088003158569336,0.034860813617706654,0.6030499124526978,-4.154943192005158,-4.691053071022034,No,True,False,True
53,12,social-interactions,14,antonym,1,Chao can ski better than Yan.,Is Chao teaching Yan?,Yes,20.0,1,-5.060688018798828,-4.560997486114502,-0.9057448267936703,0.13005558490753177,-4.154943192005158,-4.691053071022034,No,False,False,False
54,12,social-interactions,14,antonym,1,Chao can ski better than Yan.,Is Chao learning from Yan?,No,20.0,1,-4.80951452255249,-5.18451452255249,-0.6545713305473324,-0.4934614515304565,-4.154943192005158,-4.691053071022034,Yes,False,False,True
55,12,social-interactions,14,antonym,2,Chao can ski worse than Yan.,Is Chao teaching Yan?,No,20.0,1,-5.217381954193115,-4.873588562011719,-1.0624387621879574,-0.18253549098968502,-4.154943192005158,-4.691053071022034,No,True,False,True
56,12,social-interactions,14,antonym,2,Chao can ski worse than Yan.,Is Chao learning from Yan?,Yes,20.0,1,-4.841196060180664,-5.591031551361084,-0.6862528681755062,-0.8999784803390503,-4.154943192005158,-4.691053071022034,Yes,True,True,True
58,12,social-interactions,15,antonym,1,Chao can ski better than Yan.,Is Yan teaching Chao?,No,20.0,2,-5.092100143432617,-4.529793739318848,-0.772597322463989,0.291622838973999,-4.319502820968628,-4.821416578292847,No,True,False,True
60,12,social-interactions,15,antonym,2,Chao can ski worse than Yan.,Is Yan teaching Chao?,Yes,20.0,2,-5.092464923858643,-5.092464923858643,-0.7729621028900144,-0.27104834556579593,-4.319502820968628,-4.821416578292847,No,False,False,False
61,12,social-interactions,16,antonym,1,Chao can ski better than Yan.,Is Yan learning from Chao?,Yes,20.0,2,-4.746399879455566,-5.527535915374756,-0.42689705848693826,-0.7061193370819092,-4.319502820968628,-4.821416578292847,Yes,True,True,True
63,12,social-interactions,16,antonym,2,Chao can ski worse than Yan.,Is Yan learning from Chao?,No,20.0,2,-4.935024261474609,-5.4348649978637695,-0.6155214405059812,-0.6134484195709229,-4.319502820968628,-4.821416578292847,Yes,False,False,True
73,15,social-interactions,19,antonym,1,Chao is providing Yan with false information.,Is Chao deceiving Yan?,Yes,20.0,2,-4.589796543121338,-6.558421611785889,-0.27029372215270975,-1.737005033493042,-4.319502820968628,-4.821416578292847,Yes,True,True,True
74,15,social-interactions,19,antonym,1,Chao is providing Yan with false information.,Is Chao helping Yan?,No,20.0,2,-4.181190013885498,-4.806190013885498,0.1383128070831301,0.015226564407348597,-4.319502820968628,-4.821416578292847,Yes,False,True,False
75,15,social-interactions,19,antonym,2,Chao is providing Yan with accurate information.,Is Chao deceiving Yan?,No,20.0,2,-4.652042388916016,-4.246399879455566,-0.3325395679473875,0.5750166988372802,-4.319502820968628,-4.821416578292847,No,True,False,True
76,15,social-interactions,19,antonym,2,Chao is providing Yan with accurate information.,Is Chao helping Yan?,Yes,20.0,2,-3.4336681365966797,-6.652535915374756,0.8858346843719485,-1.8311193370819092,-4.319502820968628,-4.821416578292847,Yes,True,True,True
77,16,social-interactions,20,antonym,1,Chao is providing Yan with misleading information.,Is Chao deceiving Yan?,Yes,20.0,2,-4.652535915374756,-6.496617794036865,-0.3330330944061277,-1.6752012157440186,-4.319502820968628,-4.821416578292847,Yes,True,True,True
78,16,social-interactions,20,antonym,1,Chao is providing Yan with misleading information.,Is Chao helping Yan?,No,20.0,2,-3.9463043212890625,-4.9315714836120605,0.37319849967956564,-0.1101549053192139,-4.319502820968628,-4.821416578292847,Yes,False,True,False
79,16,social-interactions,20,antonym,2,Chao is providing Yan with useful information.,Is Chao deceiving Yan?,No,20.0,2,-4.301452159881592,-4.270540237426758,0.018050661087036346,0.5508763408660888,-4.319502820968628,-4.821416578292847,No,True,False,True
80,16,social-interactions,20,antonym,2,Chao is providing Yan with useful information.,Is Chao helping Yan?,Yes,20.0,2,-3.5544052124023438,-6.396185874938965,0.7650976085662844,-1.5747692966461182,-4.319502820968628,-4.821416578292847,Yes,True,True,True
81,17,social-interactions,21,antonym,1,Chao is directing Yan toward the wrong path.,Is Chao deceiving Yan?,Yes,20.0,2,-4.837240695953369,-4.370921611785889,-0.517737874984741,0.450494966506958,-4.319502820968628,-4.821416578292847,No,False,False,False
82,17,social-interactions,21,antonym,1,Chao is directing Yan toward the wrong path.,Is Chao helping Yan?,No,20.0,2,-3.7428531646728516,-3.463003158569336,0.5766496562957766,1.3584134197235107,-4.319502820968628,-4.821416578292847,No,True,False,True
83,17,social-interactions,21,antonym,2,Chao is directing Yan toward the correct path.,Is Chao deceiving Yan?,No,20.0,2,-3.963676929473877,-3.4029715061187744,0.3558258914947512,1.4184450721740722,-4.319502820968628,-4.821416578292847,No,True,False,True
84,17,social-interactions,21,antonym,2,Chao is directing Yan toward the correct path.,Is Chao helping Yan?,Yes,20.0,2,-3.181929588317871,-5.9322662353515625,1.137573232650757,-1.1108496570587159,-4.319502820968628,-4.821416578292847,Yes,True,True,True
85,18,social-interactions,22,other,1,Chao is forcing Yan to act in a certain way.,Is Chao coercing Yan?,Yes,20.0,2,-4.05866813659668,-4.653531551361084,0.26083468437194846,0.16788502693176266,-4.319502820968628,-4.821416578292847,Yes,True,True,True
86,18,social-interactions,22,other,1,Chao is forcing Yan to act in a certain way.,Is Chao helping Yan?,No,20.0,2,-3.775850534439087,-4.651771545410156,0.5436522865295412,0.1696450328826904,-4.319502820968628,-4.821416578292847,Yes,False,True,False
87,18,social-interactions,22,other,2,Chao is advising Yan to act in a certain way.,Is Chao coercing Yan?,No,20.0,2,-4.243690013885498,-3.730602502822876,0.0758128070831301,1.0908140754699707,-4.319502820968628,-4.821416578292847,No,True,False,True
88,18,social-interactions,22,other,2,Chao is advising Yan to act in a certain way.,Is Chao helping Yan?,Yes,20.0,2,-3.5410380363464355,-5.338983535766602,0.7784647846221926,-0.5175669574737549,-4.319502820968628,-4.821416578292847,Yes,True,True,True
89,19,social-interactions,23,antonym,1,Chao is disempowering Yan.,Is Chao coercing Yan?,Yes,20.0,2,-4.054893970489502,-3.4336681365966797,0.2646088504791262,1.387748441696167,-4.319502820968628,-4.821416578292847,No,False,False,False
90,19,social-interactions,23,antonym,1,Chao is disempowering Yan.,Is Chao helping Yan?,No,20.0,2,-3.6803531646728516,-3.7440714836120605,0.6391496562957766,1.077345094680786,-4.319502820968628,-4.821416578292847,Yes,False,False,True
91,19,social-interactions,23,antonym,2,Chao is empowering Yan.,Is Chao coercing Yan?,No,20.0,2,-4.210399627685547,-3.4642715454101562,0.10910319328308127,1.3571450328826904,-4.319502820968628,-4.821416578292847,No,True,False,True
92,19,social-interactions,23,antonym,2,Chao is empowering Yan.,Is Chao helping Yan?,Yes,20.0,2,-3.458040237426758,-5.209292888641357,0.8614625835418703,-0.3878763103485108,-4.319502820968628,-4.821416578292847,Yes,True,True,True
93,20,social-interactions,24,antonym,1,Chao is making Yan feel worse.,Is Chao coercing Yan?,Yes,20.0,3,-3.7301011085510254,-3.7163503170013428,0.5810138821601871,1.2021315455436703,-4.3111149907112125,-4.918481862545013,No,False,False,False
94,20,social-interactions,24,antonym,1,Chao is making Yan feel worse.,Is Chao helping Yan?,No,20.0,3,-3.336822271347046,-2.837240695953369,0.9742927193641666,2.081241166591644,-4.3111149907112125,-4.918481862545013,No,True,False,True
95,20,social-interactions,24,antonym,2,Chao is making Yan feel better.,Is Chao coercing Yan?,No,20.0,3,-3.9961681365966797,-3.1538503170013428,0.3149468541145328,1.7646315455436703,-4.3111149907112125,-4.918481862545013,No,True,False,True
96,20,social-interactions,24,antonym,2,Chao is making Yan feel better.,Is Chao helping Yan?,Yes,20.0,3,-3.0270423889160156,-6.18287992477417,1.2840726017951969,-1.2643980622291568,-4.3111149907112125,-4.918481862545013,Yes,True,True,True
97,21,social-interactions,25,other,1,Yan is upset about Chao's presence.,Is Chao coercing Yan?,Yes,20.0,3,-4.8065714836120605,-3.793935775756836,-0.49545649290084803,1.1245460867881771,-4.3111149907112125,-4.918481862545013,No,False,False,False
98,21,social-interactions,25,other,1,Yan is upset about Chao's presence.,Is Chao helping Yan?,No,20.0,3,-3.8669052124023438,-3.869429588317871,0.44420977830886876,1.049052274227142,-4.3111149907112125,-4.918481862545013,Yes,False,False,True
99,21,social-interactions,25,other,2,Yan is grateful for Chao's presence.,Is Chao coercing Yan?,No,20.0,3,-4.433159351348877,-3.3104472160339355,-0.12204436063766444,1.6080346465110775,-4.3111149907112125,-4.918481862545013,No,True,False,True
100,21,social-interactions,25,other,2,Yan is grateful for Chao's presence.,Is Chao helping Yan?,Yes,20.0,3,-2.696716070175171,-4.463003158569336,1.6143989205360416,0.45547870397567713,-4.3111149907112125,-4.918481862545013,Yes,True,True,True
101,22,social-interactions,26,antonym,1,Chao is being considerate towards Yan.,Is Chao respecting Yan?,Yes,20.0,3,-4.027042388916016,-5.838676929473877,0.2840726017951969,-0.9201950669288639,-4.3111149907112125,-4.918481862545013,Yes,True,True,True
102,22,social-interactions,26,antonym,1,Chao is being considerate towards Yan.,Is Chao insulting Yan?,No,20.0,3,-4.400850296020508,-3.9785380363464355,-0.0897353053092953,0.9399438261985775,-4.3111149907112125,-4.918481862545013,No,True,False,True
103,22,social-interactions,26,antonym,2,Chao is being dismissive towards Yan.,Is Chao respecting Yan?,No,20.0,3,-4.4940714836120605,-3.650850534439087,-0.18295649290084803,1.2676313281059262,-4.3111149907112125,-4.918481862545013,No,True,False,True
104,22,social-interactions,26,antonym,2,Chao is being dismissive towards Yan.,Is Chao insulting Yan?,Yes,20.0,3,-4.242393970489502,-4.928885459899902,0.06872102022171056,-0.010403597354889271,-4.3111149907112125,-4.918481862545013,Yes,True,True,True
105,23,social-interactions,27,antonym,1,Chao is being polite towards Yan.,Is Chao respecting Yan?,Yes,20.0,3,-3.5892715454101562,-5.2751336097717285,0.7218434453010563,-0.35665174722671544,-4.3111149907112125,-4.918481862545013,Yes,True,True,True
106,23,social-interactions,27,antonym,1,Chao is being polite towards Yan.,Is Chao insulting Yan?,No,20.0,3,-4.8065714836120605,-3.274322271347046,-0.49545649290084803,1.6441595911979672,-4.3111149907112125,-4.918481862545013,No,True,False,True
107,23,social-interactions,27,antonym,2,Chao is being rude towards Yan.,Is Chao respecting Yan?,No,20.0,3,-5.122195243835449,-3.0279715061187744,-0.8110802531242367,1.8905103564262387,-4.3111149907112125,-4.918481862545013,No,True,False,True
108,23,social-interactions,27,antonym,2,Chao is being rude towards Yan.,Is Chao insulting Yan?,Yes,20.0,3,-4.119429588317871,-5.273403167724609,0.19168540239334142,-0.3549213051795963,-4.3111149907112125,-4.918481862545013,Yes,True,True,True
109,24,social-interactions,28,antonym,1,Yan enjoys interacting with Chao.,Is Chao respecting Yan?,Yes,20.0,3,-4.275850296020508,-5.5251336097717285,0.0352646946907047,-0.6066517472267154,-4.3111149907112125,-4.918481862545013,Yes,True,True,True
110,24,social-interactions,28,antonym,1,Yan enjoys interacting with Chao.,Is Chao insulting Yan?,No,20.0,3,-4.397363185882568,-4.73824405670166,-0.08624819517135585,0.18023780584335292,-4.3111149907112125,-4.918481862545013,Yes,False,False,True
111,24,social-interactions,28,antonym,2,Yan hates interacting with Chao.,Is Chao respecting Yan?,No,20.0,3,-4.273403167724609,-3.9781627655029297,0.03771182298660314,0.9403190970420834,-4.3111149907112125,-4.918481862545013,No,True,False,True
112,24,social-interactions,28,antonym,2,Yan hates interacting with Chao.,Is Chao insulting Yan?,Yes,20.0,3,-4.398403167724609,-4.087240695953369,-0.08728817701339686,0.8312411665916439,-4.3111149907112125,-4.918481862545013,No,False,False,False
113,25,social-interactions,29,antonym,1,Chao remarks that Yan is cute.,Is Chao flirting with Yan?,Yes,20.0,3,-4.714271545410156,-6.05787992477417,-0.40315655469894374,-1.1393980622291568,-4.3111149907112125,-4.918481862545013,Yes,True,True,True
114,25,social-interactions,29,antonym,1,Chao remarks that Yan is cute.,Is Chao insulting Yan?,No,20.0,3,-4.712240695953369,-4.775503158569336,-0.4011257052421566,0.14297870397567713,-4.3111149907112125,-4.918481862545013,Yes,False,False,True
115,25,social-interactions,29,antonym,2,Chao remarks that Yan is ugly.,Is Chao flirting with Yan?,No,20.0,3,-4.7440714836120605,-5.463676929473877,-0.43295649290084803,-0.5451950669288639,-4.3111149907112125,-4.918481862545013,Yes,False,True,False
116,25,social-interactions,29,antonym,2,Chao remarks that Yan is ugly.,Is Chao insulting Yan?,Yes,20.0,3,-4.553885459899902,-5.431190013885498,-0.24277046918868983,-0.512708151340485,-4.3111149907112125,-4.918481862545013,Yes,True,True,True
117,26,social-interactions,30,antonym,1,Chao makes playful comments about Yan.,Is Chao flirting with Yan?,Yes,20.0,4,-4.275850296020508,-6.026771545410156,0.14393513441085837,-1.0429768037796023,-4.419785430431366,-4.983794741630554,Yes,True,True,True
118,26,social-interactions,30,antonym,1,Chao makes playful comments about Yan.,Is Chao insulting Yan?,No,20.0,4,-4.305784702301025,-4.306929588317871,0.11400072813034079,0.6768651533126828,-4.419785430431366,-4.983794741630554,Yes,False,False,True
119,26,social-interactions,30,antonym,2,Chao makes hurtful comments about Yan.,Is Chao flirting with Yan?,No,20.0,4,-4.089271545410156,-4.183899879455566,0.33051388502120993,0.7998948621749875,-4.419785430431366,-4.983794741630554,Yes,False,False,True
120,26,social-interactions,30,antonym,2,Chao makes hurtful comments about Yan.,Is Chao insulting Yan?,Yes,20.0,4,-3.4507625102996826,-5.1229472160339355,0.9690229201316836,-0.13915247440338163,-4.419785430431366,-4.983794741630554,Yes,True,True,True
121,27,social-interactions,31,other,1,Chao is joking about Yan.,Is Chao teasing Yan?,Yes,20.0,4,-3.6353089809417725,-4.713003158569336,0.7844764494895937,0.270791583061218,-4.419785430431366,-4.983794741630554,Yes,True,True,True
122,27,social-interactions,31,other,1,Chao is joking about Yan.,Is Chao comforting Yan?,No,20.0,4,-4.368690013885498,-4.556190013885498,0.05109541654586813,0.42760472774505587,-4.419785430431366,-4.983794741630554,Yes,False,False,True
123,27,social-interactions,31,other,2,Chao is consoling Yan.,Is Chao teasing Yan?,No,20.0,4,-4.208040237426758,-3.3978993892669678,0.21174519300460837,1.5858953523635861,-4.419785430431366,-4.983794741630554,No,True,False,True
124,27,social-interactions,31,other,2,Chao is consoling Yan.,Is Chao comforting Yan?,Yes,20.0,4,-4.7154717445373535,-6.653169631958008,-0.29568631410598734,-1.669374890327454,-4.419785430431366,-4.983794741630554,Yes,True,True,True
125,28,social-interactions,32,antonym,1,"When interacting with Yan, Chao is being annoying.",Is Chao teasing Yan?,Yes,20.0,4,-3.600348949432373,-3.784558057785034,0.8194364809989931,1.1992366838455197,-4.419785430431366,-4.983794741630554,Yes,True,False,False
126,28,social-interactions,32,antonym,1,"When interacting with Yan, Chao is being annoying.",Is Chao comforting Yan?,No,20.0,4,-4.020540237426758,-3.205019235610962,0.39924519300460837,1.778775506019592,-4.419785430431366,-4.983794741630554,No,True,False,True
127,28,social-interactions,32,antonym,2,"When interacting with Yan, Chao is being supportive.",Is Chao teasing Yan?,No,20.0,4,-3.3072662353515625,-3.400503158569336,1.1125191950798037,1.583291583061218,-4.419785430431366,-4.983794741630554,Yes,False,False,True
128,28,social-interactions,32,antonym,2,"When interacting with Yan, Chao is being supportive.",Is Chao comforting Yan?,Yes,20.0,4,-3.4303531646728516,-4.742393970489502,0.9894322657585146,0.24140077114105196,-4.419785430431366,-4.983794741630554,Yes,True,True,True
129,29,social-interactions,33,antonym,1,"When interacting with Yan, Chao is being callous.",Is Chao teasing Yan?,Yes,20.0,4,-4.0572662353515625,-3.682879686355591,0.3625191950798037,1.300915055274963,-4.419785430431366,-4.983794741630554,No,False,False,False
130,29,social-interactions,33,antonym,1,"When interacting with Yan, Chao is being callous.",Is Chao comforting Yan?,No,20.0,4,-3.3856301307678223,-2.2298262119293213,1.034155299663544,2.7539685297012326,-4.419785430431366,-4.983794741630554,No,True,False,True
