Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
32,2,physical-interactions,,variable swap,2,The nail and the wheel are touching. The nail is much hotter than the wheel.,Is the nail heating the wheel?,Yes,20.0,0,-0.8707380890846252,-0.6206648349761963,-0.10422868170361554,0.39484251833831263,-0.7665094073810097,-1.015507353314509,No,False,False,False
34,2,physical-interactions,,variable swap,1,The nail and the wheel are touching. The nail is much colder than the wheel.,Is the nail heating the wheel?,No,20.0,0,-1.9605485200881958,-0.20855793356895447,-1.194039112707186,0.8069494197455545,-0.7665094073810097,-1.015507353314509,No,True,False,True
37,2,physical-interactions,,antonym,1,The wheel and the nail are touching. The wheel is much hotter than the nail.,Is the nail cooling the wheel?,Yes,20.0,0,-0.8004283308982849,-0.6754055619239807,-0.03391892351727521,0.3401017913905282,-0.7665094073810097,-1.015507353314509,No,False,False,False
39,2,physical-interactions,,antonym,2,The wheel and the nail are touching. The wheel is much colder than the nail.,Is the nail cooling the wheel?,No,20.0,0,-0.5621646046638489,-0.9370694160461426,0.20434480271716082,0.07843793726836634,-0.7665094073810097,-1.015507353314509,Yes,False,True,False
43,2,physical-interactions,,variable swap,2,The nail and the wheel are touching. The nail is much hotter than the wheel.,Is the nail cooling the wheel?,No,20.0,0,-0.8824294209480286,-0.6323784589767456,-0.11592001356701886,0.3831288943377633,-0.7665094073810097,-1.015507353314509,No,True,False,True
45,2,physical-interactions,,variable swap,1,The nail and the wheel are touching. The nail is much colder than the wheel.,Is the nail cooling the wheel?,Yes,20.0,0,-0.8004283308982849,-0.6753556728363037,-0.03391892351727521,0.3401516804782052,-0.7665094073810097,-1.015507353314509,No,False,False,False
49,3,physical-interactions,,antonym,1,The wheel is moving down.,Is Chao dropping the wheel?,Yes,20.0,0,-1.0152390003204346,-0.5150973796844482,-0.24872959293942487,0.5004099736300607,-0.7665094073810097,-1.015507353314509,No,False,False,False
50,3,physical-interactions,,antonym,1,The wheel is moving down.,Is Chao lifting the wheel?,No,20.0,0,-0.7144990563392639,-0.7143726348876953,0.052010351041745784,0.3011347184268136,-0.7665094073810097,-1.015507353314509,No,True,False,True
51,3,physical-interactions,,antonym,2,The wheel is moving up.,Is Chao dropping the wheel?,No,20.0,0,-1.1793333292007446,-0.4292032718658447,-0.41282392181973493,0.5863040814486642,-0.7665094073810097,-1.015507353314509,No,True,False,True
52,3,physical-interactions,,antonym,2,The wheel is moving up.,Is Chao lifting the wheel?,Yes,20.0,0,-0.4469473958015442,-1.0698784589767456,0.3195620115794655,-0.054371105662236685,-0.7665094073810097,-1.015507353314509,Yes,True,True,True
53,4,physical-interactions,,antonym,1,The wheel is moving toward the ground.,Is Chao dropping the wheel?,Yes,20.0,0,-0.9487249851226807,-0.573500394821167,-0.18221557774167096,0.44200695849334193,-0.7665094073810097,-1.015507353314509,No,False,False,False
54,4,physical-interactions,,antonym,1,The wheel is moving toward the ground.,Is Chao lifting the wheel?,No,20.0,0,-0.8627678155899048,-0.6125795841217041,-0.09625840820889509,0.4029277691928048,-0.7665094073810097,-1.015507353314509,No,True,False,True
55,4,physical-interactions,,antonym,2,The wheel is moving away from the ground.,Is Chao dropping the wheel?,No,20.0,0,-0.8198504447937012,-0.6945970058441162,-0.05334103741269147,0.3209103474703927,-0.7665094073810097,-1.015507353314509,No,True,False,True
56,4,physical-interactions,,antonym,2,The wheel is moving away from the ground.,Is Chao lifting the wheel?,Yes,20.0,0,-0.8745416402816772,-0.6242901086807251,-0.10803223290066755,0.3912172446337838,-0.7665094073810097,-1.015507353314509,No,False,False,False
57,5,physical-interactions,,antonym,1,The nail is moving closer to the magnet.,Is the magnet attracting the nail?,Yes,20.0,0,-0.007458117790520191,-5.749569416046143,0.7590512895904895,-4.734062062731634,-0.7665094073810097,-1.015507353314509,Yes,True,True,True
58,5,physical-interactions,,antonym,1,The nail is moving closer to the magnet.,Is the magnet repelling the nail?,No,20.0,0,-0.014048364944756031,-4.624619960784912,0.7524610424362537,-3.6091126074704034,-0.7665094073810097,-1.015507353314509,Yes,False,True,False
59,5,physical-interactions,,antonym,2,The nail is moving away from the magnet.,Is the magnet attracting the nail?,No,20.0,0,-0.26535966992378235,-1.5152842998504639,0.5011497374572274,-0.49977694653595495,-0.7665094073810097,-1.015507353314509,Yes,False,True,False
60,5,physical-interactions,,antonym,2,The nail is moving away from the magnet.,Is the magnet repelling the nail?,Yes,20.0,0,-0.03129686787724495,-3.655881643295288,0.7352125395037648,-2.6403742899807794,-0.7665094073810097,-1.015507353314509,Yes,True,True,True
61,6,physical-interactions,,antonym,1,The magnet is moving closer to the screwdriver.,Is the screwdriver attracting the magnet?,Yes,20.0,0,-0.06708531081676483,-2.9369471073150635,0.6994240965642449,-1.9214397540005546,-0.7665094073810097,-1.015507353314509,Yes,True,True,True
62,6,physical-interactions,,antonym,1,The magnet is moving closer to the screwdriver.,Is the screwdriver repelling the magnet?,No,20.0,0,-0.14130060374736786,-2.1401593685150146,0.6252088036336418,-1.1246520152005057,-0.7665094073810097,-1.015507353314509,Yes,False,True,False
63,6,physical-interactions,,antonym,2,The magnet is moving away from the screwdriver.,Is the screwdriver attracting the magnet?,No,20.0,0,-0.7262348532676697,-0.7261417508125305,0.04027455411334002,0.2893656025019784,-0.7665094073810097,-1.015507353314509,No,True,False,True
64,6,physical-interactions,,antonym,2,The magnet is moving away from the screwdriver.,Is the screwdriver repelling the magnet?,Yes,20.0,0,-0.15305152535438538,-2.0307769775390625,0.6134578820266243,-1.0152696242245536,-0.7665094073810097,-1.015507353314509,Yes,True,True,True
65,7,physical-interactions,,antonym,1,The nail will collide with the magnet.,Is the magnet attracting the nail?,Yes,20.0,1,-0.2230772078037262,-1.7256147861480713,0.444628491859279,-0.5719179449149885,-0.6677056996630052,-1.1536968412330828,Yes,True,True,True
66,7,physical-interactions,,antonym,1,The nail will collide with the magnet.,Is the magnet repelling the nail?,No,20.0,1,-0.3021867573261261,-1.4287248849868774,0.3655189423368791,-0.27502804375379464,-0.6677056996630052,-1.1536968412330828,Yes,False,True,False
67,7,physical-interactions,,antonym,2,The nail will move further from the magnet.,Is the magnet attracting the nail?,No,20.0,1,-0.09963630139827728,-2.467970371246338,0.5680693982647279,-1.314273530013255,-0.6677056996630052,-1.1536968412330828,Yes,False,True,False
68,7,physical-interactions,,antonym,2,The nail will move further from the magnet.,Is the magnet repelling the nail?,Yes,20.0,1,-0.06304547190666199,-2.936744213104248,0.6046602277563432,-1.7830473718711652,-0.6677056996630052,-1.1536968412330828,Yes,True,True,True
69,8,physical-interactions,,antonym,1,The truck is moving forward but Chao is not.,Is Chao throwing the truck?,Yes,20.0,1,-1.9605485200881958,-0.20947718620300293,-1.2928428204251907,0.9442196550300799,-0.6677056996630052,-1.1536968412330828,No,False,False,False
70,8,physical-interactions,,antonym,1,The truck is moving forward but Chao is not.,Is Chao climbing on the truck?,No,20.0,1,-1.5465009212493896,-0.29639458656311035,-0.8787952215863845,0.8573022546699725,-0.6677056996630052,-1.1536968412330828,No,True,False,True
71,8,physical-interactions,,antonym,2,The truck is staying in the same spot but Chao is not.,Is Chao throwing the truck?,No,20.0,1,-1.36676025390625,-0.368624210357666,-0.6990545542432448,0.7850726308754168,-0.6677056996630052,-1.1536968412330828,No,True,False,True
72,8,physical-interactions,,antonym,2,The truck is staying in the same spot but Chao is not.,Is Chao climbing on the truck?,Yes,20.0,1,-0.7261417508125305,-0.7259876132011414,-0.058436051149525325,0.42770922803194145,-0.6677056996630052,-1.1536968412330828,No,False,False,False
73,9,physical-interactions,,antonym,1,Chao is staying in the same spot but the truck is not.,Is Chao throwing the truck?,Yes,20.0,1,-1.6870416402816772,-0.30999496579170227,-1.0193359406186722,0.8437018754413805,-0.6677056996630052,-1.1536968412330828,No,False,False,False
74,9,physical-interactions,,antonym,1,Chao is staying in the same spot but the truck is not.,Is Chao climbing on the truck?,No,20.0,1,-1.8589236736297607,-0.23375816643238068,-1.1912179739667557,0.9199386748007021,-0.6677056996630052,-1.1536968412330828,No,True,False,True
75,9,physical-interactions,,antonym,2,Chao is moving but the truck is not.,Is Chao throwing the truck?,No,20.0,1,-2.187164545059204,-0.18999776244163513,-1.519458845396199,0.9636990787914477,-0.6677056996630052,-1.1536968412330828,No,True,False,True
76,9,physical-interactions,,antonym,2,Chao is moving but the truck is not.,Is Chao climbing on the truck?,Yes,20.0,1,-1.6559040546417236,-0.28278490900993347,-0.9881983549787184,0.8709119322231493,-0.6677056996630052,-1.1536968412330828,No,False,False,False
77,10,physical-interactions,,antonym,1,The truck is in the air.,Is Chao throwing the truck?,Yes,20.0,1,-0.6714510917663574,-0.7962955832481384,-0.0037453921033522297,0.3574012579849444,-0.6677056996630052,-1.1536968412330828,Yes,True,False,False
78,10,physical-interactions,,antonym,1,The truck is in the air.,Is Chao climbing on the truck?,No,20.0,1,-0.8003281354904175,-0.6751221418380737,-0.1326224358274123,0.4785746993950091,-0.6677056996630052,-1.1536968412330828,No,True,False,True
79,10,physical-interactions,,antonym,2,The truck is on the ground.,Is Chao throwing the truck?,No,20.0,1,-1.2727961540222168,-0.39578139781951904,-0.6050904543592116,0.7579154434135638,-0.6677056996630052,-1.1536968412330828,No,True,False,True
80,10,physical-interactions,,antonym,2,The truck is on the ground.,Is Chao climbing on the truck?,Yes,20.0,1,-1.0150270462036133,-0.5187843441963196,-0.3473213465406081,0.6349124970367632,-0.6677056996630052,-1.1536968412330828,No,False,False,False
81,11,physical-interactions,,antonym,1,Chao is on the ground but the truck is not.,Is Chao throwing the truck?,Yes,20.0,1,-2.1089510917663574,-0.23290324211120605,-1.4412453921033523,0.9207935991218767,-0.6677056996630052,-1.1536968412330828,No,False,False,False
82,11,physical-interactions,,antonym,1,Chao is on the ground but the truck is not.,Is Chao climbing on the truck?,No,20.0,1,-2.1870954036712646,-0.1908511221408844,-1.5193897040082596,0.9628457190921984,-0.6677056996630052,-1.1536968412330828,No,True,False,True
83,11,physical-interactions,,antonym,2,Chao is above the ground but the truck is not.,Is Chao throwing the truck?,No,20.0,1,-1.4213945865631104,-0.4231278896331787,-0.7536888869001052,0.7305689515999041,-0.6677056996630052,-1.1536968412330828,No,True,False,True
84,11,physical-interactions,,antonym,2,Chao is above the ground but the truck is not.,Is Chao climbing on the truck?,Yes,20.0,1,-1.6869804859161377,-0.30983829498291016,-1.0192747862531326,0.8438585462501726,-0.6677056996630052,-1.1536968412330828,No,False,False,False
85,12,physical-interactions,,antonym,1,The truck is smaller than Chao.,Is Chao throwing the truck?,Yes,20.0,1,-0.6792327165603638,-0.8040257692337036,-0.011527016897358577,0.3496710719993792,-0.6677056996630052,-1.1536968412330828,Yes,True,False,False
86,12,physical-interactions,,antonym,1,The truck is smaller than Chao.,Is Chao climbing on the truck?,No,20.0,1,-0.4624204635620117,-1.0852547883987427,0.20528523610099347,0.06844205283434013,-0.6677056996630052,-1.1536968412330828,Yes,False,True,False
87,12,physical-interactions,,antonym,2,The truck is larger than Chao.,Is Chao throwing the truck?,No,20.0,1,-1.0385223627090454,-0.5422940254211426,-0.3708166630460402,0.6114028158119402,-0.6677056996630052,-1.1536968412330828,No,True,False,True
88,12,physical-interactions,,antonym,2,The truck is larger than Chao.,Is Chao climbing on the truck?,Yes,20.0,1,-0.5658511519432068,-0.9406934976577759,0.1018545477197984,0.21300334357530692,-0.6677056996630052,-1.1536968412330828,Yes,True,False,False
89,13,physical-interactions,,antonym,1,The truck is lighter than Chao.,Is Chao throwing the truck?,Yes,20.0,1,-0.5190016031265259,-1.0226140022277832,0.1487040965364793,0.1310828390052996,-0.6677056996630052,-1.1536968412330828,Yes,True,True,True
90,13,physical-interactions,,antonym,1,The truck is lighter than Chao.,Is Chao climbing on the truck?,No,20.0,1,-0.5657772421836853,-0.9405466318130493,0.10192845747931989,0.2131502094200335,-0.6677056996630052,-1.1536968412330828,Yes,False,False,True
91,13,physical-interactions,,antonym,2,The truck is heavier than Chao.,Is Chao throwing the truck?,No,20.0,1,-0.6870120763778687,-0.8117901086807251,-0.01930637671486346,0.3419067325523577,-0.6677056996630052,-1.1536968412330828,Yes,False,False,True
92,13,physical-interactions,,antonym,2,The truck is heavier than Chao.,Is Chao climbing on the truck?,Yes,20.0,1,-0.624411404132843,-0.8741955161094666,0.043294295530162175,0.27950132512361625,-0.6677056996630052,-1.1536968412330828,Yes,True,False,False
93,14,physical-interactions,,antonym,1,The wheel is moving towards Chao.,Is Chao catching the wheel?,Yes,20.0,1,-0.6090008616447449,-0.8588305711746216,0.05870483801826032,0.2948662700584612,-0.6677056996630052,-1.1536968412330828,Yes,True,False,False
94,14,physical-interactions,,antonym,1,The wheel is moving towards Chao.,Is Chao throwing the wheel?,No,20.0,1,-1.1089767217636108,-0.485782653093338,-0.44127102210060565,0.6679141881397448,-0.6677056996630052,-1.1536968412330828,No,True,False,True
95,14,physical-interactions,,antonym,2,The wheel is moving away from Chao.,Is Chao catching the wheel?,No,20.0,1,-0.6753556728363037,-0.7999861836433411,-0.007649973173298519,0.35371065758974174,-0.6677056996630052,-1.1536968412330828,Yes,False,False,True
96,14,physical-interactions,,antonym,2,The wheel is moving away from Chao.,Is Chao throwing the wheel?,Yes,20.0,1,-0.47809407114982605,-1.100869059562683,0.18961162851317914,0.0528277816703997,-0.6677056996630052,-1.1536968412330828,Yes,True,True,True
97,15,physical-interactions,,antonym,1,Chao is making the wheel stop.,Is Chao catching the wheel?,Yes,20.0,1,-1.8356149196624756,-0.21435773372650146,-1.1679092199994705,0.9393391075065813,-0.6677056996630052,-1.1536968412330828,No,False,False,False
98,15,physical-interactions,,antonym,1,Chao is making the wheel stop.,Is Chao throwing the wheel?,No,20.0,1,-1.3590646982192993,-0.3569987714290619,-0.6913589985562941,0.7966980698040209,-0.6677056996630052,-1.1536968412330828,No,True,False,True
99,15,physical-interactions,,antonym,2,Chao is making the wheel move.,Is Chao catching the wheel?,No,20.0,1,-1.530924916267395,-0.28080567717552185,-0.8632192166043898,0.872891164057561,-0.6677056996630052,-1.1536968412330828,No,True,False,True
100,15,physical-interactions,,antonym,2,Chao is making the wheel move.,Is Chao throwing the wheel?,Yes,20.0,1,-0.8591012358665466,-0.6090008616447449,-0.19139553620354144,0.5446959795883379,-0.6677056996630052,-1.1536968412330828,No,False,False,False
101,16,physical-interactions,,antonym,1,The wheel is now within Chao's reach.,Is Chao catching the wheel?,Yes,20.0,2,-0.1929771453142166,-1.9445970058441162,0.5802922999813549,-0.898962418070516,-0.7732694452955715,-1.0456345877736002,Yes,True,True,True
102,16,physical-interactions,,antonym,1,The wheel is now within Chao's reach.,Is Chao throwing the wheel?,No,20.0,2,-0.5502678155899048,-1.0460830926895142,0.22300162970566673,-0.000448504915913972,-0.7732694452955715,-1.0456345877736002,Yes,False,True,False
103,16,physical-interactions,,antonym,2,The wheel is now out of Chao's reach.,Is Chao catching the wheel?,No,20.0,2,-1.1323206424713135,-0.5108523368835449,-0.35905119717574197,0.5347822508900553,-0.7732694452955715,-1.0456345877736002,No,True,False,True
104,16,physical-interactions,,antonym,2,The wheel is now out of Chao's reach.,Is Chao throwing the wheel?,Yes,20.0,2,-1.069788932800293,-0.5734049081802368,-0.29651948750472146,0.47222967959336337,-0.7732694452955715,-1.0456345877736002,No,False,False,False
105,17,physical-interactions,,antonym,1,The wheel is moving away from Chao.,Is Chao pushing the wheel?,Yes,20.0,2,-0.2515954375267029,-1.624446988105774,0.5216740077688686,-0.5788124003321737,-0.7732694452955715,-1.0456345877736002,Yes,True,True,True
106,17,physical-interactions,,antonym,1,The wheel is moving away from Chao.,Is Chao pulling the wheel?,No,20.0,2,-0.5230233073234558,-1.0228350162506104,0.2502461379721157,0.022799571522989837,-0.7732694452955715,-1.0456345877736002,Yes,False,True,False
107,17,physical-interactions,,antonym,2,The wheel is moving towards Chao.,Is Chao pushing the wheel?,No,20.0,2,-0.3414291739463806,-1.343246579170227,0.4318402713491909,-0.29761199139662686,-0.7732694452955715,-1.0456345877736002,Yes,False,True,False
108,17,physical-interactions,,antonym,2,The wheel is moving towards Chao.,Is Chao pulling the wheel?,Yes,20.0,2,-0.6246429085731506,-0.8744804859161377,0.14862653672242088,0.1711541018574625,-0.7732694452955715,-1.0456345877736002,Yes,True,False,False
109,18,physical-interactions,,antonym,1,The distance between Chao and the wheel is increasing.,Is Chao pushing the wheel?,Yes,20.0,2,-0.1832152158021927,-1.9369113445281982,0.5900542294933788,-0.891276756754598,-0.7732694452955715,-1.0456345877736002,Yes,True,True,True
110,18,physical-interactions,,antonym,1,The distance between Chao and the wheel is increasing.,Is Chao pulling the wheel?,No,20.0,2,-0.2075948417186737,-1.8353350162506104,0.5656746035768978,-0.7897004284770102,-0.7732694452955715,-1.0456345877736002,Yes,False,True,False
111,18,physical-interactions,,antonym,2,The distance between Chao and the wheel is decreasing.,Is Chao pushing the wheel?,No,20.0,2,-0.14807194471359253,-2.15567946434021,0.625197500581979,-1.1100448765666098,-0.7732694452955715,-1.0456345877736002,Yes,False,True,False
112,18,physical-interactions,,antonym,2,The distance between Chao and the wheel is decreasing.,Is Chao pulling the wheel?,Yes,20.0,2,-0.15100057423114777,-2.1557140350341797,0.6222688710644237,-1.1100794472605795,-0.7732694452955715,-1.0456345877736002,Yes,True,True,True
113,19,physical-interactions,,antonym,1,"When the action is complete, Chao will no longer be touching the wheel.",Is Chao pushing the wheel?,Yes,20.0,2,-1.4447191953659058,-0.3194495439529419,-0.6714497500703343,0.7261850438206583,-0.7732694452955715,-1.0456345877736002,No,False,False,False
114,19,physical-interactions,,antonym,1,"When the action is complete, Chao will no longer be touching the wheel.",Is Chao pulling the wheel?,No,20.0,2,-2.499373435974121,-0.12029250711202621,-1.7261039906785496,0.925342080661574,-0.7732694452955715,-1.0456345877736002,No,True,False,True
115,19,physical-interactions,,antonym,2,"When the action is complete, Chao will still be touching the wheel.",Is Chao pushing the wheel?,No,20.0,2,-0.5618734955787659,-0.9365297555923462,0.21139594971680564,0.109104832181254,-0.7732694452955715,-1.0456345877736002,Yes,False,True,False
116,19,physical-interactions,,antonym,2,"When the action is complete, Chao will still be touching the wheel.",Is Chao pulling the wheel?,Yes,20.0,2,-1.1868735551834106,-0.4364672303199768,-0.41360410988783913,0.6091673574536234,-0.7732694452955715,-1.0456345877736002,No,False,False,False
117,20,physical-interactions,,other,1,The wheel is exerting force upon the nail.,Is the wheel pushing the nail?,Yes,20.0,2,-0.06602473556995392,-2.9369804859161377,0.7072447097256176,-1.8913458981425375,-0.7732694452955715,-1.0456345877736002,Yes,True,True,True
118,20,physical-interactions,,other,1,The wheel is exerting force upon the nail.,Is the nail pushing the wheel?,No,20.0,2,-0.49954164028167725,-0.9994470477104187,0.27372780501389427,0.04618754006318149,-0.7732694452955715,-1.0456345877736002,Yes,False,True,False
119,20,physical-interactions,,other,2,The wheel is moving away from the nail.,Is the wheel pushing the nail?,No,20.0,2,-0.8590448498725891,-0.6089766621589661,-0.0857754045770176,0.4366579256146341,-0.7732694452955715,-1.0456345877736002,No,True,False,True
120,20,physical-interactions,,other,2,The wheel is moving away from the nail.,Is the nail pushing the wheel?,Yes,20.0,2,-0.6598299145698547,-0.7846814393997192,0.11343953072571678,0.26095314837388095,-0.7732694452955715,-1.0456345877736002,Yes,True,False,False
123,20,physical-interactions,,variable swap,2,The nail is exerting force upon the wheel.,Is the wheel pushing the nail?,No,20.0,2,-0.3688071370124817,-1.2417327165603638,0.4044623082830898,-0.19609812878676358,-0.7732694452955715,-1.0456345877736002,Yes,False,True,False
124,20,physical-interactions,,variable swap,2,The nail is exerting force upon the wheel.,Is the nail pushing the wheel?,Yes,20.0,2,-0.06077435985207558,-2.937142848968506,0.7124950854434959,-1.8915082611949057,-0.7732694452955715,-1.0456345877736002,Yes,True,True,True
125,20,physical-interactions,,variable swap,1,The nail is moving away from the wheel.,Is the wheel pushing the nail?,Yes,20.0,2,-0.5465835928916931,-0.9215008616447449,0.2266858524038784,0.12413372612885532,-0.7732694452955715,-1.0456345877736002,Yes,True,True,True
126,20,physical-interactions,,variable swap,1,The nail is moving away from the wheel.,Is the nail pushing the wheel?,No,20.0,2,-0.9957988858222961,-0.4957152009010315,-0.22252944052672463,0.5499193868725687,-0.7732694452955715,-1.0456345877736002,No,True,False,True
129,22,physical-interactions,,other,1,The wheel is moving because of Chao.,Is Chao throwing the wheel?,Yes,20.0,2,-0.3843027353286743,-1.2570017576217651,0.3889667099668972,-0.21136716984816495,-0.7732694452955715,-1.0456345877736002,Yes,True,True,True
130,22,physical-interactions,,other,1,The wheel is moving because of Chao.,Is Chao dropping the wheel?,No,20.0,2,-0.8081648349761963,-0.6828866004943848,-0.03489538968062478,0.3627479872792154,-0.7732694452955715,-1.0456345877736002,No,True,False,True
131,22,physical-interactions,,other,2,The wheel is moving because of gravity.,Is Chao throwing the wheel?,No,20.0,2,-1.1712582111358643,-0.4189978241920471,-0.39798876584029275,0.6266367635815531,-0.7732694452955715,-1.0456345877736002,No,True,False,True
132,22,physical-interactions,,other,2,The wheel is moving because of gravity.,Is Chao dropping the wheel?,Yes,20.0,2,-0.9369804859161377,-0.5617901086807251,-0.16371104062056618,0.4838444790928751,-0.7732694452955715,-1.0456345877736002,No,False,False,False
133,23,physical-interactions,,antonym,1,The wheel will soon be in pieces.,Is Chao breaking the wheel?,Yes,20.0,2,-0.9135223627090454,-0.6632517576217651,-0.1402529174134739,0.38238283015183505,-0.7732694452955715,-1.0456345877736002,No,False,False,False
134,23,physical-interactions,,antonym,1,The wheel will soon be in pieces.,Is Chao fixing the wheel?,No,20.0,2,-0.6128556728363037,-0.862699568271637,0.1604137724592678,0.18293501950196323,-0.7732694452955715,-1.0456345877736002,Yes,False,False,True
135,23,physical-interactions,,antonym,2,The wheel will soon be in one piece.,Is Chao breaking the wheel?,No,20.0,2,-0.9211760759353638,-0.6708260178565979,-0.14790663063979226,0.3748085699170023,-0.7732694452955715,-1.0456345877736002,No,True,False,True
136,23,physical-interactions,,antonym,2,The wheel will soon be in one piece.,Is Chao fixing the wheel?,Yes,20.0,2,-0.2885706424713135,-1.538324236869812,0.48469880282425803,-0.4926896490962118,-0.7732694452955715,-1.0456345877736002,Yes,True,True,True
