Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,-3.419280767440796,-5.148403167724609,Yes,False
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,-5.372815132141113,-5.367853164672852,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,-5.181929588317871,-5.045440196990967,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,-3.9947662353515625,-6.915647506713867,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,-6.559322357177734,-3.72688627243042,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 79?,No,-7.586822032928467,-4.137529373168945,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 1?,No,-5.591350555419922,-3.900503158569336,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 16?,No,-4.492853164672852,-6.468360900878906,Yes,False
Arithmetic,1_digit_addition,'',Is 3 plus 3 equal to 4?,No,-3.3572237491607666,-7.116905212402344,Yes,False
Arithmetic,1_digit_addition,'',Is 8 plus 6 equal to 33?,No,-8.29833698272705,-3.721963405609131,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 6 equal to 3?,No,-4.654493808746338,-5.088983535766602,Yes,False
Arithmetic,1_digit_addition,'',Is 0 plus 7 equal to 8?,No,-3.3886661529541016,-5.117853164672852,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 6 equal to 6?,No,-4.310688018798828,-7.802743911743164,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 1 equal to 6?,No,-7.308899879455566,-2.744429588317871,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 8 equal to 44?,No,-8.115243911743164,-4.0267229080200195,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 8 equal to 64?,No,-7.528169631958008,-3.9603993892669678,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 1 equal to 7?,No,-6.740832328796387,-4.72202730178833,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 19?,No,-5.86324405670166,-5.263912677764893,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 84?,No,-7.182582378387451,-4.424990653991699,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 4?,No,-5.652042388916016,-3.4091696739196777,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 3 equal to 33?,No,-7.234930038452148,-5.260858535766602,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 7 equal to 72?,No,-7.683159351348877,-2.9728002548217773,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 2 equal to 8?,No,-4.463983535766602,-6.075029373168945,Yes,False
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 8?,No,-2.9191136360168457,-6.083040237426758,Yes,False
Arithmetic,1_digit_addition,'',Is 3 plus 5 equal to 1?,No,-5.12201452255249,-3.3044052124023438,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 9 equal to 27?,No,-3.9178595542907715,-7.88633394241333,Yes,False
Arithmetic,1_digit_addition,'',Is 3 plus 9 equal to 97?,No,-7.648403167724609,-3.518467664718628,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 8 equal to 24?,No,-4.12037992477417,-7.848699569702148,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 0 equal to 8?,No,-6.058421611785889,-3.73749041557312,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 0 equal to 2?,No,-5.810173988342285,-3.2310450077056885,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 61?,No,-8.178332328796387,-2.7906477451324463,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 0 equal to 3?,No,-6.308899879455566,-3.1178531646728516,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 2 equal to 3?,No,-3.467100143432617,-4.963003158569336,Yes,False
Arithmetic,1_digit_addition,'',Is 5 plus 8 equal to 38?,No,-6.710399627685547,-4.934054374694824,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 9 equal to 50?,No,-7.868284702301025,-2.92499041557312,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 5 equal to 5?,No,-4.371822357177734,-6.54918909072876,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 2 equal to 1?,No,-6.212240695953369,-4.387529373168945,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 7 equal to 18?,No,-3.525503158569336,-6.5630693435668945,Yes,False
Arithmetic,1_digit_addition,'',Is 0 plus 3 equal to 7?,No,-4.590856075286865,-4.272363185882568,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 1 equal to 9?,No,-5.992853164672852,-4.786199569702148,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 3 equal to 5?,No,-4.248297691345215,-6.806190013885498,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 5?,No,-7.49701452255249,-2.2432847023010254,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 5 equal to 30?,No,-8.29833698272705,-4.022054195404053,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 9 equal to 39?,No,-6.586822032928467,-4.4351043701171875,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 4 equal to 78?,No,-9.36324405670166,-2.8107991218566895,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 0 equal to 8?,No,-6.026483535766602,-4.201153755187988,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 0 equal to 4?,No,-6.869429588317871,-4.108965873718262,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 7 equal to 22?,No,-4.526176929473877,-5.451153755187988,Yes,False
Arithmetic,1_digit_addition,'',Is 0 plus 4 equal to 2?,No,-4.9348649978637695,-3.6958658695220947,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 1 equal to 1?,No,-6.9947662353515625,-4.862490653991699,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 2 equal to 50?,No,-9.053332328796387,-3.530590295791626,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 8 equal to 95?,No,-8.433158874511719,-2.9583680629730225,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 2 equal to 7?,No,-5.930784702301025,-3.6780142784118652,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 9 equal to 7?,No,-5.091031551361084,-4.021792888641357,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 8 equal to 17?,No,-4.120659351348877,-6.1681904792785645,Yes,False
Arithmetic,1_digit_addition,'',Is 8 plus 8 equal to 89?,No,-8.682266235351562,-2.6310195922851562,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 6 equal to 21?,No,-5.205019474029541,-5.412174224853516,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 9 equal to 37?,No,-7.896185874938965,-3.805708646774292,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 7 equal to 1?,No,-5.403696060180664,-3.5402634143829346,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 1 equal to 5?,No,-6.1848649978637695,-3.041722059249878,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 6 equal to 30?,No,-8.367393493652344,-3.3670177459716797,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 4 equal to 5?,No,-5.37201452255249,-3.476405382156372,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 6 equal to 95?,No,-8.431190490722656,-2.9527158737182617,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 5 equal to 7?,Yes,-3.2463998794555664,-6.983965873718262,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 6?,Yes,-2.5924649238586426,-7.588350296020508,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 0 equal to 9?,Yes,-4.748188018798828,-8.616385459899902,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 0 equal to 0?,Yes,-3.4678666591644287,-5.779260158538818,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 5?,Yes,-4.061467170715332,-5.808159351348877,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 11?,Yes,-6.613952159881592,-6.5267229080200195,No,False
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 3?,Yes,-3.0766913890838623,-6.245082378387451,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 7?,Yes,-4.121617794036865,-4.424990653991699,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 5 equal to 8?,Yes,-3.091031312942505,-6.892519474029541,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 1 equal to 4?,Yes,-4.059322357177734,-6.737490653991699,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 10?,Yes,-7.370921611785889,-4.674990653991699,No,False
Arithmetic,1_digit_addition,'',Is 5 plus 2 equal to 7?,Yes,-4.902296543121338,-5.951153755187988,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 12?,Yes,-4.0902605056762695,-6.9541401863098145,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 15?,Yes,-4.713983535766602,-6.512529373168945,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 3 equal to 3?,Yes,-4.123967170715332,-5.933421611785889,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 9 equal to 9?,Yes,-3.9522552490234375,-5.746617794036865,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 14?,Yes,-6.738952159881592,-8.46422290802002,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 15?,Yes,-3.5908563137054443,-7.580019474029541,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 7?,Yes,-4.932582378387451,-5.354458332061768,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 9?,Yes,-4.8072662353515625,-6.166958332061768,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 4?,Yes,-3.5135397911071777,-7.305353164672852,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 5?,Yes,-3.5132625102996826,-6.208040237426758,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 4?,Yes,-3.3257625102996826,-6.365832328796387,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 13?,Yes,-4.462240695953369,-7.496554374694824,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 8 equal to 12?,Yes,-3.8560450077056885,-7.795440196990967,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 8?,Yes,-3.777535915374756,-6.014710903167725,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 6?,Yes,-4.153169631958008,-6.708040237426758,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 16?,Yes,-3.372814893722534,-7.677118301391602,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 12?,Yes,-5.147899627685547,-8.09524917602539,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 8?,Yes,-4.245082378387451,-6.6681904792785645,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 0 equal to 3?,Yes,-3.670396089553833,-7.837240695953369,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 8 equal to 16?,Yes,-3.2332229614257812,-7.995082378387451,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 8?,Yes,-3.9366438388824463,-6.058899879455566,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 5?,Yes,-2.608069658279419,-6.401176929473877,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 4 equal to 13?,Yes,-6.583040237426758,-6.873622894287109,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 0 equal to 2?,Yes,-3.607591152191162,-6.775503158569336,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 5?,Yes,-3.95159912109375,-7.681190013885498,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 2 equal to 8?,Yes,-4.089796543121338,-7.076153755187988,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 9?,Yes,-5.121399879455566,-4.609930038452148,No,False
Arithmetic,1_digit_addition,'',Is 8 plus 9 equal to 17?,Yes,-3.9975242614746094,-5.988952159881592,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 12?,Yes,-4.774740695953369,-6.757275581359863,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 9?,Yes,-4.277296543121338,-6.889710903167725,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 6 equal to 8?,Yes,-2.7947237491607666,-7.73824405670166,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 6 equal to 10?,Yes,-5.0902605056762695,-5.580845832824707,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 10?,Yes,-5.748297691345215,-4.056929588317871,No,False
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 6?,Yes,-4.029881954193115,-7.776176929473877,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 7?,Yes,-3.8086681365966797,-5.796465873718262,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 4?,Yes,-4.060688018798828,-7.993284702301025,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 7 equal to 10?,Yes,-4.434117794036865,-6.173336505889893,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 7 equal to 7?,Yes,-3.686467170715332,-5.87116813659668,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 8 equal to 17?,Yes,-4.464796543121338,-7.32383394241333,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 11?,Yes,-6.085903167724609,-6.739546775817871,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 10?,Yes,-5.871399879455566,-6.052118301391602,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 1 equal to 7?,Yes,-5.1822662353515625,-5.8556904792785645,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 1 equal to 5?,Yes,-5.120921611785889,-5.673336505889893,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 9?,Yes,-4.0277605056762695,-5.764710903167725,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 8 equal to 15?,Yes,-3.8716177940368652,-7.670440196990967,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 11?,Yes,-7.618690013885498,-4.666958332061768,No,False
Arithmetic,1_digit_addition,'',Is 9 plus 2 equal to 11?,Yes,-6.990832328796387,-7.34702730178833,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 6 equal to 14?,Yes,-4.588003158569336,-7.943248748779297,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 1 equal to 2?,Yes,-3.4828007221221924,-5.933421611785889,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 8 equal to 14?,Yes,-3.6070852279663086,-8.05145263671875,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 14?,Yes,-4.43366813659668,-8.164254188537598,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 0 equal to 1?,Yes,-3.966993808746338,-5.526771545410156,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 1 equal to 1?,Yes,-4.654964923858643,-4.528169631958008,No,False
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 10?,Yes,-6.1501336097717285,-6.07383394241333,No,False
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 11?,Yes,-5.461377143859863,-6.748622894287109,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 16?,Yes,-3.839796781539917,-8.232940673828125,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 9?,Yes,-3.6364824771881104,-6.203205108642578,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 12?,Yes,-3.669976234436035,-7.710399627685547,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 3 equal to 10?,Yes,-5.713350296020508,-6.513653755187988,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 6?,Yes,-3.7158563137054443,-5.769853591918945,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 9 equal to 18?,Yes,-3.2636661529541016,-7.741385459899902,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 4 equal to 4?,Yes,-3.7802491188049316,-6.090035915374756,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 9 equal to 11?,Yes,-5.774740695953369,-6.7505693435668945,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 4 equal to 8?,Yes,-3.1386661529541016,-6.898403167724609,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 3 equal to 8?,Yes,-4.246617794036865,-6.735836505889893,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 9 equal to 12?,Yes,-4.1815714836120605,-7.470249652862549,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 3 equal to 6?,Yes,-2.9042601585388184,-6.773877143859863,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 7?,Yes,-4.248297691345215,-8.305353164672852,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 2 equal to 2?,Yes,-4.092615604400635,-5.340035915374756,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 7 equal to 13?,Yes,-4.2154717445373535,-6.018345832824707,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 12?,Yes,-5.928885459899902,-6.782749652862549,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 6 equal to 9?,Yes,-2.9029715061187744,-7.262529373168945,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 15?,Yes,-4.431190013885498,-7.661199569702148,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 9 equal to 10?,Yes,-5.435024261474609,-4.989618301391602,No,False
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 9?,Yes,-4.307582378387451,-7.476754665374756,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 5 equal to 13?,Yes,-6.799990653991699,-5.954290390014648,No,False
Arithmetic,1_digit_addition,'',Is 7 plus 6 equal to 13?,Yes,-5.368690013885498,-6.09702730178833,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 2 equal to 5?,Yes,-4.935315132141113,-4.364618301391602,No,False
Arithmetic,1_digit_addition,'',Is 2 plus 7 equal to 9?,Yes,-3.0277605056762695,-7.201153755187988,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 3?,Yes,-3.935314893722534,-5.053885459899902,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 11?,Yes,-7.645540237426758,-5.748622894287109,No,False
Arithmetic,1_digit_addition,'',Is 5 plus 8 equal to 13?,Yes,-4.995659351348877,-6.786199569702148,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 8?,Yes,-4.592293739318848,-7.900503158569336,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 6 equal to 11?,Yes,-6.55866813659668,-4.672430038452148,No,False
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 6?,Yes,-3.4810450077056885,-7.205019474029541,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 6?,Yes,-3.7647552490234375,-6.308899879455566,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 8 equal to 10?,Yes,-4.43451452255249,-6.79918909072876,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 7 equal to 14?,Yes,-3.825448513031006,-7.614618301391602,Yes,True
Arithmetic,1_digit_subtraction,'',Is 8 minus 3 equal to 3?,No,-5.276176929473877,-6.138653755187988,Yes,False
Arithmetic,1_digit_subtraction,'',Is 1 minus 5 equal to 26?,No,-6.929405212402344,-3.0029196739196777,No,True
Arithmetic,1_digit_subtraction,'',Is 2 minus 5 equal to 39?,No,-7.929893970489502,-2.982940435409546,No,True
Arithmetic,1_digit_subtraction,'',Is 0 minus 6 equal to 69?,No,-7.2751336097717285,-3.3304390907287598,No,True
Arithmetic,1_digit_subtraction,'',Is 1 minus 8 equal to 47?,No,-7.241905212402344,-3.219536781311035,No,True
Arithmetic,1_digit_subtraction,'',Is 7 minus 4 equal to 8?,No,-5.8376336097717285,-4.139710903167725,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 9 equal to 85?,No,-7.991385459899902,-2.409558057785034,No,True
Arithmetic,1_digit_subtraction,'',Is 1 minus 3 equal to 72?,No,-7.241905212402344,-3.005080461502075,No,True
Arithmetic,1_digit_subtraction,'',Is 5 minus 8 equal to 97?,No,-7.525503158569336,-2.772082567214966,No,True
Arithmetic,1_digit_subtraction,'',Is 9 minus 2 equal to 5?,No,-5.335903167724609,-5.194775581359863,No,True
Arithmetic,1_digit_subtraction,'',Is 3 minus 9 equal to 90?,No,-7.367853164672852,-2.86249041557312,No,True
Arithmetic,1_digit_subtraction,'',Is 6 minus 0 equal to 5?,No,-4.838676929473877,-4.455019474029541,No,True
Arithmetic,1_digit_subtraction,'',Is 8 minus 6 equal to 5?,No,-4.803885459899902,-4.790647506713867,No,True
Arithmetic,1_digit_subtraction,'',Is 5 minus 7 equal to 57?,No,-7.8690714836120605,-3.0997695922851562,No,True
Arithmetic,1_digit_subtraction,'',Is 7 minus 2 equal to 3?,No,-5.084863185882568,-5.3130693435668945,Yes,False
Arithmetic,1_digit_subtraction,'',Is 0 minus 0 equal to 4?,No,-6.247524261474609,-3.448432207107544,No,True
Arithmetic,1_digit_subtraction,'',Is 5 minus 4 equal to 9?,No,-6.525503158569336,-3.5804390907287598,No,True
Arithmetic,1_digit_subtraction,'',Is 6 minus 7 equal to 20?,No,-7.024740695953369,-3.0047476291656494,No,True
Arithmetic,1_digit_subtraction,'',Is 8 minus 5 equal to 2?,No,-4.488952159881592,-6.772054195404053,Yes,False
Arithmetic,1_digit_subtraction,'',Is 4 minus 5 equal to 81?,No,-7.493284702301025,-2.5521180629730225,No,True
Arithmetic,1_digit_subtraction,'',Is 9 minus 4 equal to 3?,No,-4.459863185882568,-6.559054374694824,Yes,False
Arithmetic,1_digit_subtraction,'',Is 9 minus 0 equal to 5?,No,-4.838350296020508,-4.203205108642578,No,True
Arithmetic,1_digit_subtraction,'',Is 7 minus 9 equal to 22?,No,-6.556929588317871,-3.4685873985290527,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 2 equal to 8?,No,-6.087240695953369,-3.936840295791626,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 6 equal to 12?,No,-6.901483535766602,-3.58124041557312,No,True
Arithmetic,1_digit_subtraction,'',Is 8 minus 7 equal to 2?,No,-4.368284702301025,-4.858965873718262,Yes,False
Arithmetic,1_digit_subtraction,'',Is 0 minus 3 equal to 61?,No,-7.054893970489502,-2.877105712890625,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 3 equal to 3?,No,-4.808159351348877,-5.237490653991699,Yes,False
Arithmetic,1_digit_subtraction,'',Is 0 minus 2 equal to 27?,No,-7.150503158569336,-3.098154306411743,No,True
