Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-4.242393970489502,-3.4919052124023438,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,-4.304893970489502,-3.7898385524749756,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,-4.117853164672852,-3.22688627243042,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,-3.9781627655029297,-3.7277634143829346,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,-4.778531551361084,-3.8885397911071777,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-4.492853164672852,-3.4463043212890625,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,-4.615243911743164,-3.365832567214966,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,-3.8348634243011475,-3.7717928886413574,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,-4.680784702301025,-3.869429588317871,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,-3.943216323852539,-4.021792888641357,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,-4.086377143859863,-4.085903167724609,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,-4.965856075286865,-4.028850555419922,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,-4.179405212402344,-3.8523385524749756,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,-4.149322032928467,-3.836822271347046,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,-4.211822032928467,-3.4463043212890625,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,-3.9785380363464355,-3.791722059249878,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,-4.054405212402344,-3.881875514984131,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,-4.55866813659668,-3.2312464714050293,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,-4.492853164672852,-3.822467088699341,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,-4.025850296020508,-3.7767715454101562,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,-4.275503158569336,-3.713676929473877,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,-4.022899627685547,-3.8199033737182617,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,-3.742393970489502,-4.179405212402344,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,-4.147363185882568,-3.8813138008117676,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 79?,No,-4.304405212402344,-3.351405382156372,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 1?,No,-4.619429588317871,-3.761215925216675,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 16?,No,-3.726405382156372,-4.115832328796387,Yes,False
Arithmetic,1_digit_addition,'',Is 3 plus 3 equal to 4?,No,-4.214796543121338,-3.7935450077056885,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 6 equal to 33?,No,-4.085903167724609,-3.7103993892669678,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 6 equal to 3?,No,-4.304893970489502,-3.6031627655029297,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 7 equal to 8?,No,-4.149322032928467,-3.7751338481903076,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 6 equal to 6?,No,-3.946716070175171,-3.634967088699341,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 1 equal to 6?,No,-4.685315132141113,-4.310688018798828,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 8 equal to 44?,No,-4.243284702301025,-3.322103261947632,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 8 equal to 64?,No,-3.9307847023010254,-3.806190252304077,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 1 equal to 7?,No,-4.088676929473877,-3.823715925216675,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 19?,No,-3.7583658695220947,-3.992393970489502,Yes,False
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 84?,No,-3.8053531646728516,-3.8678531646728516,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 4?,No,-4.463676929473877,-3.5267715454101562,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 3 equal to 33?,No,-4.084863185882568,-3.8188138008117676,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 7 equal to 72?,No,-4.210399627685547,-3.8348634243011475,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 2 equal to 8?,No,-4.055784702301025,-4.0565714836120605,Yes,False
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 8?,No,-4.022899627685547,-3.836822271347046,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 5 equal to 1?,No,-4.744429588317871,-3.3084216117858887,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 9 equal to 27?,No,-3.6803531646728516,-3.6807847023010254,Yes,False
Arithmetic,1_digit_addition,'',Is 3 plus 9 equal to 97?,No,-4.426452159881592,-3.2875638008117676,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 8 equal to 24?,No,-3.6958658695220947,-3.6963043212890625,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 0 equal to 8?,No,-4.465035915374756,-3.6066136360168457,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 0 equal to 2?,No,-4.465669631958008,-4.153531551361084,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 61?,No,-4.1815714836120605,-3.306929588317871,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 0 equal to 3?,No,-4.559695243835449,-4.122524261474609,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 2 equal to 3?,No,-4.213350296020508,-3.9014835357666016,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 8 equal to 38?,No,-4.209292888641357,-3.5372695922851562,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 9 equal to 50?,No,-4.149740695953369,-3.087240695953369,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 5 equal to 5?,No,-4.118690013885498,-3.729222059249878,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 2 equal to 1?,No,-4.5572662353515625,-3.745379686355591,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 7 equal to 18?,No,-4.115243911743164,-3.6163854598999023,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 3 equal to 7?,No,-4.211822032928467,-3.7751338481903076,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 1 equal to 9?,No,-4.088003158569336,-3.7139835357666016,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 3 equal to 5?,No,-4.211377143859863,-3.8376338481903076,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 5?,No,-4.6229472160339355,-3.8730714321136475,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 5 equal to 30?,No,-3.8984034061431885,-3.8978993892669678,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 9 equal to 39?,No,-4.242393970489502,-3.1656627655029297,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 4 equal to 78?,No,-4.304893970489502,-3.5538854598999023,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 0 equal to 8?,No,-4.305784702301025,-3.697467088699341,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 0 equal to 4?,No,-4.020540237426758,-3.818216323852539,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 7 equal to 22?,No,-3.9307847023010254,-3.5553531646728516,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 4 equal to 2?,No,-4.461822032928467,-3.7906627655029297,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 1 equal to 1?,No,-4.714796543121338,-4.2152605056762695,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 2 equal to 50?,No,-4.055353164672852,-3.4928531646728516,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 8 equal to 95?,No,-4.242393970489502,-3.445399522781372,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 2 equal to 7?,No,-3.962240695953369,-3.650503158569336,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 9 equal to 7?,No,-4.2751336097717285,-3.6660380363464355,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 8 equal to 17?,No,-3.5708658695220947,-3.820399522781372,Yes,False
Arithmetic,1_digit_addition,'',Is 8 plus 8 equal to 89?,No,-4.460903167724609,-3.5234034061431885,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 6 equal to 21?,No,-3.788905382156372,-4.053885459899902,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 9 equal to 37?,No,-4.085903167724609,-3.4777634143829346,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 7 equal to 1?,No,-4.652042388916016,-3.3560450077056885,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 1 equal to 5?,No,-4.68366813659668,-4.05951452255249,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 6 equal to 30?,No,-4.085903167724609,-3.35188627243042,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 4 equal to 5?,No,-4.620659351348877,-3.6369683742523193,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 6 equal to 95?,No,-4.552118301391602,-3.568216323852539,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 5 equal to 7?,Yes,-3.742393970489502,-4.118284702301025,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 6?,Yes,-3.386733055114746,-4.027535915374756,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 0 equal to 9?,Yes,-3.6622695922851562,-4.303885459899902,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 0 equal to 0?,Yes,-4.120921611785889,-4.746399879455566,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 5?,Yes,-3.8988771438598633,-3.9001338481903076,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 11?,Yes,-4.085399627685547,-4.271792888641357,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 3?,Yes,-3.7619683742523193,-4.0277605056762695,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 7?,Yes,-3.912848949432373,-3.851405382156372,No,False
Arithmetic,1_digit_addition,'',Is 3 plus 5 equal to 8?,Yes,-4.049990653991699,-4.05074405670166,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 1 equal to 4?,Yes,-4.120082378387451,-3.948715925216675,No,False
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 10?,Yes,-3.399322271347046,-4.149740695953369,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 2 equal to 7?,Yes,-3.9928531646728516,-3.993690252304077,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 12?,Yes,-3.7098634243011475,-3.7723634243011475,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 15?,Yes,-3.6488771438598633,-3.8363771438598633,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 3 equal to 3?,Yes,-4.0251336097717285,-3.838350534439087,No,False
Arithmetic,1_digit_addition,'',Is 0 plus 9 equal to 9?,Yes,-3.9609034061431885,-3.774322271347046,No,False
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 14?,Yes,-3.942580461502075,-4.176452159881592,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 15?,Yes,-3.4913854598999023,-4.178885459899902,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 7?,Yes,-3.72688627243042,-3.9773385524749756,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 9?,Yes,-3.8523385524749756,-4.055784702301025,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 4?,Yes,-3.716632127761841,-4.529131889343262,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 5?,Yes,-3.713003158569336,-3.8389835357666016,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 4?,Yes,-3.7450826168060303,-3.870659112930298,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 13?,Yes,-4.145540237426758,-3.8813138008117676,No,False
Arithmetic,1_digit_addition,'',Is 4 plus 8 equal to 12?,Yes,-3.5228993892669678,-3.9609034061431885,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 8?,Yes,-3.822467088699341,-3.6356301307678223,No,False
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 6?,Yes,-4.245082378387451,-3.7926011085510254,No,False
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 16?,Yes,-3.4919052124023438,-4.053885459899902,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 12?,Yes,-3.78938627243042,-3.913393497467041,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 8?,Yes,-3.774322271347046,-4.086377143859863,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 0 equal to 3?,Yes,-4.055784702301025,-3.806929588317871,No,False
Arithmetic,1_digit_addition,'',Is 8 plus 8 equal to 16?,Yes,-3.5708658695220947,-3.8833658695220947,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 8?,Yes,-4.022899627685547,-3.836822271347046,No,False
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 5?,Yes,-3.9481301307678223,-3.698715925216675,No,False
Arithmetic,1_digit_addition,'',Is 9 plus 4 equal to 13?,Yes,-3.9122695922851562,-3.9741532802581787,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 0 equal to 2?,Yes,-4.402535915374756,-4.153169631958008,No,False
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 5?,Yes,-3.944375514984131,-4.149322032928467,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 2 equal to 8?,Yes,-3.601405382156372,-4.304893970489502,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 9?,Yes,-3.8663854598999023,-4.054893970489502,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 9 equal to 17?,Yes,-3.6163854598999023,-3.7413854598999023,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 12?,Yes,-3.6324033737182617,-4.304405212402344,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 9?,Yes,-3.476405382156372,-4.399322032928467,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 6 equal to 8?,Yes,-3.6484034061431885,-4.086822032928467,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 6 equal to 10?,Yes,-3.6467928886413574,-3.8967928886413574,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 10?,Yes,-3.619429588317871,-3.807879686355591,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 6?,Yes,-3.663393497467041,-4.023403167724609,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 7?,Yes,-3.8053531646728516,-3.6815714836120605,No,False
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 4?,Yes,-3.806190252304077,-4.056929588317871,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 7 equal to 10?,Yes,-3.908768892288208,-3.722058057785034,No,False
Arithmetic,1_digit_addition,'',Is 0 plus 7 equal to 7?,Yes,-4.086377143859863,-3.759216070175171,No,False
Arithmetic,1_digit_addition,'',Is 9 plus 8 equal to 17?,Yes,-3.7109034061431885,-3.7113771438598633,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 11?,Yes,-4.049990653991699,-3.6609976291656494,No,False
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 10?,Yes,-3.7583658695220947,-3.9463043212890625,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 1 equal to 7?,Yes,-3.947103261947632,-3.994429588317871,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 1 equal to 5?,Yes,-4.151176929473877,-3.9642715454101562,No,False
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 9?,Yes,-3.712240695953369,-3.775503158569336,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 8 equal to 15?,Yes,-3.4307847023010254,-3.8057847023010254,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 11?,Yes,-3.5223634243011475,-3.8978993892669678,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 2 equal to 11?,Yes,-3.7717928886413574,-3.958685874938965,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 6 equal to 14?,Yes,-3.740832567214966,-4.303332328796387,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 1 equal to 2?,Yes,-4.216495513916016,-4.528696060180664,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 8 equal to 14?,Yes,-3.5853993892669678,-4.209863185882568,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 14?,Yes,-4.205845832824707,-4.206623077392578,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 0 equal to 1?,Yes,-4.246822357177734,-4.434695243835449,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 1 equal to 1?,Yes,-4.339796543121338,-4.277535915374756,No,False
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 10?,Yes,-3.72688627243042,-4.054893970489502,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 11?,Yes,-3.816904306411743,-3.9411849975585938,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 16?,Yes,-3.60188627243042,-3.788905382156372,Yes,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 9?,Yes,-3.865244150161743,-4.177743911743164,Yes,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 12?,Yes,-3.4294052124023438,-4.055353164672852,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 3 equal to 10?,Yes,-3.6949033737182617,-4.116385459899902,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 6?,Yes,-3.743690252304077,-3.8072662353515625,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 9 equal to 18?,Yes,-3.5234034061431885,-3.9609034061431885,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 4 equal to 4?,Yes,-3.9307847023010254,-3.869429588317871,No,False
Arithmetic,1_digit_addition,'',Is 2 plus 9 equal to 11?,Yes,-3.9592928886413574,-3.7098634243011475,No,False
Arithmetic,1_digit_addition,'',Is 4 plus 4 equal to 8?,Yes,-3.557879686355591,-4.245659351348877,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 3 equal to 8?,Yes,-3.9913854598999023,-3.9449033737182617,No,False
Arithmetic,1_digit_addition,'',Is 3 plus 9 equal to 12?,Yes,-3.909558057785034,-3.7853002548217773,No,False
Arithmetic,1_digit_addition,'',Is 3 plus 3 equal to 6?,Yes,-3.7295336723327637,-3.6053595542907715,No,False
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 7?,Yes,-3.5997695922851562,-4.084863185882568,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 2 equal to 2?,Yes,-4.0572662353515625,-3.9795336723327637,No,False
Arithmetic,1_digit_addition,'',Is 6 plus 7 equal to 13?,Yes,-3.6478993892669678,-3.7103993892669678,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 12?,Yes,-3.4294052124023438,-4.116385459899902,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 6 equal to 9?,Yes,-3.7234976291656494,-4.208685874938965,Yes,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 15?,Yes,-3.678332567214966,-4.052743911743164,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 9 equal to 10?,Yes,-3.6978089809417725,-3.386215925216675,No,False
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 9?,Yes,-3.492393970489502,-4.180353164672852,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 5 equal to 13?,Yes,-3.8348634243011475,-3.9592928886413574,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 6 equal to 13?,Yes,-3.725348949432373,-3.912848949432373,Yes,True
Arithmetic,1_digit_addition,'',Is 3 plus 2 equal to 5?,Yes,-3.9928531646728516,-3.884216070175171,No,False
Arithmetic,1_digit_addition,'',Is 2 plus 7 equal to 9?,Yes,-3.787848949432373,-4.210399627685547,Yes,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 3?,Yes,-4.841031551361084,-4.216196060180664,No,False
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 11?,Yes,-3.5074033737182617,-4.178885459899902,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 8 equal to 13?,Yes,-4.174990653991699,-3.7396180629730225,No,False
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 8?,Yes,-3.7413854598999023,-4.116905212402344,Yes,True
Arithmetic,1_digit_addition,'',Is 5 plus 6 equal to 11?,Yes,-3.9116532802581787,-3.5359976291656494,No,False
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 6?,Yes,-3.6807847023010254,-3.994429588317871,Yes,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 6?,Yes,-3.8978993892669678,-3.774322271347046,No,False
Arithmetic,1_digit_addition,'',Is 2 plus 8 equal to 10?,Yes,-3.8363771438598633,-3.5251338481903076,No,False
Arithmetic,1_digit_addition,'',Is 7 plus 7 equal to 14?,Yes,-3.6178531646728516,-3.867393970489502,Yes,True
Arithmetic,1_digit_subtraction,'',Is 8 minus 3 equal to 3?,No,-4.394853591918945,-4.207353591918945,No,True
Arithmetic,1_digit_subtraction,'',Is 1 minus 5 equal to 26?,No,-5.206623077392578,-4.392519474029541,No,True
Arithmetic,1_digit_subtraction,'',Is 2 minus 5 equal to 39?,No,-4.865243911743164,-3.9896180629730225,No,True
Arithmetic,1_digit_subtraction,'',Is 0 minus 6 equal to 69?,No,-4.988952159881592,-4.30074405670166,No,True
Arithmetic,1_digit_subtraction,'',Is 1 minus 8 equal to 47?,No,-5.235836505889893,-4.423336505889893,No,True
Arithmetic,1_digit_subtraction,'',Is 7 minus 4 equal to 8?,No,-4.584863185882568,-3.8967928886413574,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 9 equal to 85?,No,-5.021792888641357,-4.082353591918945,No,True
Arithmetic,1_digit_subtraction,'',Is 1 minus 3 equal to 72?,No,-5.207353591918945,-4.4541401863098145,No,True
Arithmetic,1_digit_subtraction,'',Is 5 minus 8 equal to 97?,No,-4.769123077392578,-3.814605712890625,No,True
Arithmetic,1_digit_subtraction,'',Is 9 minus 2 equal to 5?,No,-4.207353591918945,-4.330845832824707,Yes,False
Arithmetic,1_digit_subtraction,'',Is 3 minus 9 equal to 90?,No,-4.802118301391602,-3.8021180629730225,No,True
Arithmetic,1_digit_subtraction,'',Is 6 minus 0 equal to 5?,No,-4.332353591918945,-4.333040237426758,Yes,False
Arithmetic,1_digit_subtraction,'',Is 8 minus 6 equal to 5?,No,-4.333685874938965,-4.146185874938965,No,True
Arithmetic,1_digit_subtraction,'',Is 5 minus 7 equal to 57?,No,-4.802743911743164,-3.490832567214966,No,True
Arithmetic,1_digit_subtraction,'',Is 7 minus 2 equal to 3?,No,-4.269853591918945,-4.269853591918945,No,True
Arithmetic,1_digit_subtraction,'',Is 0 minus 0 equal to 4?,No,-4.369429588317871,-4.120082378387451,No,True
Arithmetic,1_digit_subtraction,'',Is 5 minus 4 equal to 9?,No,-4.428332328796387,-3.678332567214966,No,True
Arithmetic,1_digit_subtraction,'',Is 6 minus 7 equal to 20?,No,-4.554893970489502,-3.5398385524749756,No,True
Arithmetic,1_digit_subtraction,'',Is 8 minus 5 equal to 2?,No,-4.365243911743164,-3.8497695922851562,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 5 equal to 81?,No,-4.865243911743164,-4.052118301391602,No,True
Arithmetic,1_digit_subtraction,'',Is 9 minus 4 equal to 3?,No,-4.458685874938965,-4.145540237426758,No,True
Arithmetic,1_digit_subtraction,'',Is 9 minus 0 equal to 5?,No,-4.363952159881592,-4.17574405670166,No,True
Arithmetic,1_digit_subtraction,'',Is 7 minus 9 equal to 22?,No,-4.523403167724609,-3.4598634243011475,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 2 equal to 8?,No,-4.366385459899902,-3.803332567214966,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 6 equal to 12?,No,-4.677743911743164,-3.7859976291656494,No,True
Arithmetic,1_digit_subtraction,'',Is 8 minus 7 equal to 2?,No,-4.460903167724609,-3.6488771438598633,No,True
Arithmetic,1_digit_subtraction,'',Is 0 minus 3 equal to 61?,No,-4.833685874938965,-4.208040237426758,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 3 equal to 3?,No,-4.333685874938965,-4.146792888641357,No,True
Arithmetic,1_digit_subtraction,'',Is 0 minus 2 equal to 27?,No,-4.801452159881592,-4.238952159881592,No,True
