property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,20.0,0,-3.010932207107544,-5.558421611785889,1.8036840430327823,0.061716964982804434,-4.814616250140326,-5.620138576768693,Yes,False,True,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,20.0,1,-2.824897289276123,-5.4973649978637695,1.9767775881858096,0.11502387580417484,-4.801674877461933,-5.612388873667944,Yes,False,True,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,20.0,0,-2.9788906574249268,-5.463676929473877,1.8357255927153995,0.15646164729481615,-4.814616250140326,-5.620138576768693,Yes,False,True,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,20.0,3,-4.67418909072876,-6.302118301391602,0.133722592393557,-0.671756286706243,-4.807911683122317,-5.630362014685359,Yes,False,True,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,20.0,3,-5.451153755187988,-7.263653755187988,-0.6432420720656715,-1.6332917405026297,-4.807911683122317,-5.630362014685359,Yes,False,True,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,20.0,2,-5.638653755187988,-7.703205108642578,-0.8343645127046679,-2.0712803677434017,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,20.0,2,-3.931929588317871,-5.870921611785889,0.8723596541654492,-0.2389968708867123,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,20.0,2,-4.075029373168945,-5.265705108642578,0.729259869314375,0.36621963225659826,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,20.0,3,-4.786199569702148,-6.536199569702148,0.021712113420168322,-0.9058375550167899,-4.807911683122317,-5.630362014685359,Yes,False,True,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,20.0,3,-4.4181904792785645,-6.421465873718262,0.3897212038437523,-0.7911038590329031,-4.807911683122317,-5.630362014685359,Yes,False,True,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,20.0,4,-5.354458332061768,-7.857940196990967,-0.5469420227266495,-2.2113212372575486,-4.807516309335118,-5.646618959733418,Yes,True,True,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,20.0,1,-5.6681904792785645,-7.978147506713867,-0.8665156018166318,-2.365758633045923,-4.801674877461933,-5.612388873667944,Yes,True,True,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,20.0,0,-3.871612310409546,-5.7943501472473145,0.9430039397307803,-0.17421157047862135,-4.814616250140326,-5.620138576768693,Yes,False,True,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,20.0,1,-4.963003158569336,-6.712240695953369,-0.16132828110740327,-1.0998518222854248,-4.801674877461933,-5.612388873667944,Yes,True,True,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,20.0,2,-3.6178531646728516,-5.743284702301025,1.1864360778104688,-0.111359961401849,-4.80428924248332,-5.631924740899176,Yes,True,True,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,20.0,2,-4.661199569702148,-7.348699569702148,0.1430896727811719,-1.716774828802972,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be bald,an owl,'',Can an owl be bald?,No,random,20.0,3,-3.495379686355591,-4.246617794036865,1.312531996766726,1.3837442206484933,-4.807911683122317,-5.630362014685359,Yes,False,False,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,20.0,4,-5.493284702301025,-5.493284702301025,-0.6857683929659073,0.15333425743239282,-4.807516309335118,-5.646618959733418,No,True,False,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,20.0,1,-4.774322032928467,-6.211822032928467,0.02735284453346587,-0.5994331592605224,-4.801674877461933,-5.612388873667944,Yes,True,True,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,20.0,3,-4.484930038452148,-6.233965873718262,0.3229816446701683,-0.6036038590329031,-4.807911683122317,-5.630362014685359,Yes,True,True,True
can be bent,an owl,'',Can an owl be bent?,No,random,20.0,1,-3.851405382156372,-4.742853164672852,0.9502694953055606,0.8695357089950928,-4.801674877461933,-5.612388873667944,Yes,False,True,False
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,20.0,2,-4.429405212402344,-7.180784702301025,0.3748840300809766,-1.548859961401849,-4.80428924248332,-5.631924740899176,Yes,True,True,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,20.0,4,-4.740243911743164,-5.990832328796387,0.06727239759195403,-0.3442133690629685,-4.807516309335118,-5.646618959733418,Yes,True,True,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,20.0,4,-3.556929588317871,-5.745921611785889,1.250586721017247,-0.09930265205247046,-4.807516309335118,-5.646618959733418,Yes,False,True,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,20.0,3,-4.644123077392578,-6.269853591918945,0.16378860572973863,-0.6394915772335867,-4.807911683122317,-5.630362014685359,Yes,True,True,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,20.0,0,-3.774740695953369,-5.4001336097717285,1.039875554186957,0.2200049669969646,-4.814616250140326,-5.620138576768693,Yes,False,True,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,20.0,1,-4.264710903167725,-6.205019474029541,0.5369639742942081,-0.5926306003615966,-4.801674877461933,-5.612388873667944,Yes,True,True,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,20.0,0,-4.36324405670166,-7.052743911743164,0.4513721934386661,-1.432605334974471,-4.814616250140326,-5.620138576768693,Yes,True,True,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,20.0,1,-4.868690013885498,-5.994429588317871,-0.06701513642356538,-0.3820407146499267,-4.801674877461933,-5.612388873667944,Yes,False,True,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,20.0,3,-3.0728089809417725,-5.589796543121338,1.7351027021805443,0.04056547156402068,-4.807911683122317,-5.630362014685359,Yes,True,True,True
can be cold,a plow,'',Can a plow be cold?,No,random,20.0,2,-3.197467088699341,-5.558899879455566,1.6068221537839795,0.07302486144360998,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,20.0,4,-4.518345832824707,-6.332353591918945,0.28917047651041106,-0.6857346321855271,-4.807516309335118,-5.646618959733418,Yes,True,True,True
can be covered,butter,'',Can butter be covered?,No,random,20.0,2,-4.707353591918945,-6.268345832824707,0.09693565056437503,-0.6364210919255306,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,20.0,4,-3.4478089809417725,-4.776483535766602,1.3597073283933456,0.8701354239668166,-4.807516309335118,-5.646618959733418,Yes,False,True,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,20.0,1,-4.116385459899902,-5.928332328796387,0.6852894175620303,-0.31594345512844235,-4.801674877461933,-5.612388873667944,Yes,True,True,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,20.0,2,-3.199897289276123,-6.05951452255249,1.6043919532071973,-0.42758978165331385,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,20.0,3,-3.2468223571777344,-4.7473649978637695,1.5610893259445824,0.882997016821589,-4.807911683122317,-5.630362014685359,Yes,False,True,False
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,20.0,3,-5.005748748779297,-7.007275581359863,-0.19783706565698012,-1.3769135666745047,-4.807911683122317,-5.630362014685359,Yes,True,True,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,20.0,1,-4.237490653991699,-5.61168909072876,0.5641842234702334,0.0006997829391846011,-4.801674877461933,-5.612388873667944,Yes,False,True,False
can be curly,hair,'',Can hair be curly?,Yes,random,20.0,4,-4.242853164672852,-6.054893970489502,0.5646631446622665,-0.40827501075608374,-4.807516309335118,-5.646618959733418,Yes,True,True,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,20.0,3,-5.282749652862549,-7.850273609161377,-0.47483796974023207,-2.2199115944760184,-4.807911683122317,-5.630362014685359,Yes,True,True,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,20.0,1,-4.615832328796387,-5.615832328796387,0.18584254866554595,-0.003443455128442352,-4.801674877461933,-5.612388873667944,Yes,False,True,False
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,20.0,4,-4.582353591918945,-6.455845832824707,0.22516271741617278,-0.8092268730912888,-4.807516309335118,-5.646618959733418,Yes,False,True,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,20.0,2,-4.774740695953369,-5.963350296020508,0.029548546529951203,-0.3314255551213314,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,20.0,1,-2.7475242614746094,-6.060900688171387,2.0541506159873233,-0.44851181450344235,-4.801674877461933,-5.612388873667944,Yes,False,True,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,20.0,1,-4.513653755187988,-5.826153755187988,0.2880211222739444,-0.21376488152004391,-4.801674877461933,-5.612388873667944,Yes,True,True,True
can be deflated,flour,'',Can flour be deflated?,No,random,20.0,4,-4.6416401863098145,-5.957353591918945,0.16587612302530363,-0.3107346321855271,-4.807516309335118,-5.646618959733418,Yes,False,True,False
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,20.0,3,-4.338003158569336,-7.276483535766602,0.4699085245529808,-1.646121521081243,-4.807911683122317,-5.630362014685359,Yes,True,True,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,20.0,2,-4.174990653991699,-6.301452159881592,0.6292985884916211,-0.6695274189824154,-4.80428924248332,-5.631924740899176,Yes,True,True,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,20.0,2,-4.858965873718262,-6.2306904792785645,-0.054676631234941375,-0.5987657383793881,-4.80428924248332,-5.631924740899176,Yes,True,True,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,20.0,4,-5.922430038452148,-6.735836505889893,-1.1149137291170303,-1.0892175461564744,-4.807516309335118,-5.646618959733418,Yes,False,False,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,20.0,4,-5.139710903167725,-6.639710903167725,-0.3321945938326065,-0.9930919434343064,-4.807516309335118,-5.646618959733418,Yes,True,True,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,20.0,0,-4.795440196990967,-7.9193501472473145,0.01917605314935944,-2.2992115704786213,-4.814616250140326,-5.620138576768693,Yes,True,True,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,20.0,1,-4.729458332061768,-7.232940196990967,0.07221654540016509,-1.6205513233230224,-4.801674877461933,-5.612388873667944,Yes,True,True,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,20.0,1,-5.944775581359863,-6.880748748779297,-1.1431007038979306,-1.2683598751113525,-4.801674877461933,-5.612388873667944,Yes,False,True,False
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,20.0,3,-4.517519474029541,-5.956623077392578,0.29039220909277574,-0.32626106270721955,-4.807911683122317,-5.630362014685359,Yes,False,True,False
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,20.0,0,-4.851754665374756,-6.1693501472473145,-0.03713841523442962,-0.5492115704786213,-4.814616250140326,-5.620138576768693,Yes,False,True,False
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,20.0,2,-4.150850296020508,-4.714542388916016,0.6534389464628125,0.9173823519831608,-4.80428924248332,-5.631924740899176,Yes,True,False,False
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,20.0,0,-3.3392715454101562,-7.026771545410156,1.47534470473017,-1.4066329686414631,-4.814616250140326,-5.620138576768693,Yes,True,True,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,20.0,3,-3.2145423889160156,-6.527535915374756,1.5933692942063011,-0.8971739006893973,-4.807911683122317,-5.630362014685359,Yes,False,True,False
can be fair,a piano,'',Can a piano be fair?,No,random,20.0,4,-5.526176929473877,-6.151771545410156,-0.7186606201387589,-0.505152585676738,-4.807516309335118,-5.646618959733418,Yes,False,False,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,20.0,2,-4.8291401863098145,-6.830019474029541,-0.02485094382649411,-1.1980947331303646,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,20.0,0,-4.9193501472473145,-6.172430038452148,-0.10473389710698822,-0.5522914616834553,-4.814616250140326,-5.620138576768693,Yes,True,True,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,20.0,1,-4.970249652862549,-6.780860900878906,-0.16857477540061616,-1.1684720272109619,-4.801674877461933,-5.612388873667944,Yes,False,True,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,20.0,3,-5.672430038452148,-6.176452159881592,-0.8645183553298317,-0.5460901451962332,-4.807911683122317,-5.630362014685359,Yes,False,False,True
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,20.0,2,-3.60188627243042,-5.774322032928467,1.2024029700529004,-0.1423972920292904,-4.80428924248332,-5.631924740899176,Yes,True,True,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,20.0,2,-2.795091152191162,-5.748588562011719,2.0091980902921582,-0.11666382111254237,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be fished,a herring,'',Can a herring be fished?,Yes,random,20.0,4,-4.547430038452148,-6.049990653991699,0.26008627088296965,-0.403371694258281,-4.807516309335118,-5.646618959733418,Yes,True,True,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,20.0,4,-2.838003158569336,-5.089271545410156,1.9695131507657822,0.557347414323262,-4.807516309335118,-5.646618959733418,Yes,True,True,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,20.0,1,-3.553332567214966,-5.680353164672852,1.2483423102469668,-0.0679642910049072,-4.801674877461933,-5.612388873667944,Yes,False,True,False
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,20.0,3,-4.080845832824707,-6.708685874938965,0.7270658502976097,-1.0783238602536063,-4.807911683122317,-5.630362014685359,Yes,False,True,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,20.0,0,-2.7320852279663086,-5.6229472160339355,2.0825310221740176,-0.002808639265242441,-4.814616250140326,-5.620138576768693,Yes,False,True,False
can be folded,a finger,'',Can a finger be folded?,No,random,20.0,4,-3.975348949432373,-5.208040237426758,0.832167359902745,0.4385787223066604,-4.807516309335118,-5.646618959733418,Yes,False,True,False
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,20.0,0,-3.431190252304077,-4.743690013885498,1.383425997836249,0.8764485628831951,-4.814616250140326,-5.620138576768693,Yes,True,True,True
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,20.0,1,-4.301452159881592,-4.799990653991699,0.5002227175803409,0.8123982196762451,-4.801674877461933,-5.612388873667944,Yes,False,False,True
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,20.0,2,-4.211377143859863,-5.649322032928467,0.5929120986234571,-0.017397292029290412,-4.80428924248332,-5.631924740899176,Yes,True,True,True
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,20.0,2,-3.945399522781372,-5.522899627685547,0.8588897197019483,0.10902511321362951,-4.80428924248332,-5.631924740899176,Yes,True,True,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,20.0,2,-4.024740695953369,-6.646792888641357,0.7795485465299512,-1.014868147742181,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,20.0,2,-4.021185874938965,-5.333685874938965,0.7831033675443555,0.29823886596021154,-4.80428924248332,-5.631924740899176,Yes,True,True,True
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,20.0,4,-4.117393970489502,-4.492393970489502,0.6901223388456161,1.1542249892439163,-4.807516309335118,-5.646618959733418,Yes,False,False,True
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,20.0,0,-4.3291401863098145,-6.890705108642578,0.4854760638305118,-1.270566531873885,-4.814616250140326,-5.620138576768693,Yes,True,True,True
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,20.0,0,-3.4271180629730225,-5.489618301391602,1.3874981871673038,0.13052027537709154,-4.814616250140326,-5.620138576768693,Yes,False,True,False
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,20.0,1,-3.4001338481903076,-5.838350296020508,1.401541029271625,-0.22596142235256345,-4.801674877461933,-5.612388873667944,Yes,False,True,False
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,20.0,2,-4.11324405670166,-5.802118301391602,0.6910451857816602,-0.17019356049242518,-4.80428924248332,-5.631924740899176,Yes,True,True,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,20.0,3,-5.226754665374756,-6.655860900878906,-0.4188429822524391,-1.0254988861935477,-4.807911683122317,-5.630362014685359,Yes,False,True,False
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,20.0,3,-4.366905212402344,-6.242393970489502,0.441006470719973,-0.6120319558041434,-4.807911683122317,-5.630362014685359,Yes,True,True,True
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,20.0,0,-5.112490653991699,-7.048336505889893,-0.297874403851373,-1.4281979291211995,-4.814616250140326,-5.620138576768693,Yes,False,True,False
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,20.0,0,-4.05074405670166,-6.30074405670166,0.7638721934386661,-0.680605479932967,-4.814616250140326,-5.620138576768693,Yes,False,True,False
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,20.0,3,-4.357940196990967,-6.295440196990967,0.44997148613134996,-0.6650781823056082,-4.807911683122317,-5.630362014685359,Yes,True,True,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,20.0,2,-5.834554195404053,-6.6538543701171875,-1.0302649529207324,-1.0219296292180111,-4.80428924248332,-5.631924740899176,Yes,False,False,True
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,20.0,0,-4.362490653991699,-6.23668909072876,0.452125596148627,-0.6165505139600667,-4.814616250140326,-5.620138576768693,Yes,True,True,True
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,20.0,4,-4.429405212402344,-6.178885459899902,0.37811109693277434,-0.5322665001664841,-4.807516309335118,-5.646618959733418,Yes,False,True,False
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,20.0,3,-4.146185874938965,-6.083685874938965,0.6617258081833519,-0.45332386025360627,-4.807911683122317,-5.630362014685359,Yes,True,True,True
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,20.0,1,-4.552118301391602,-5.802743911743164,0.2495565760703311,-0.1903550380752197,-4.801674877461933,-5.612388873667944,Yes,False,True,False
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,20.0,3,-2.9777634143829346,-5.931190013885498,1.8301482687393822,-0.3008279992001395,-4.807911683122317,-5.630362014685359,Yes,True,True,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,20.0,4,-4.642519474029541,-5.703205108642578,0.16499683530557707,-0.05658614890915992,-4.807516309335118,-5.646618959733418,Yes,False,True,False
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,20.0,2,-4.580019474029541,-6.8291401863098145,0.22426976845377933,-1.197215445410638,-4.80428924248332,-5.631924740899176,Yes,True,True,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,20.0,2,-5.107940196990967,-5.6693501472473145,-0.30365095450764645,-0.03742540634813807,-4.80428924248332,-5.631924740899176,Yes,True,False,False
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,20.0,0,-4.240243911743164,-5.303332328796387,0.5743723383971622,0.3168062479723064,-4.814616250140326,-5.620138576768693,Yes,False,True,False
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,20.0,2,-4.644853591918945,-6.394123077392578,0.15943565056437503,-0.7621983364934017,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,20.0,0,-4.580019474029541,-6.7041401863098145,0.23459677611078522,-1.0840016095411213,-4.814616250140326,-5.620138576768693,Yes,False,True,False
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,20.0,4,-4.676452159881592,-6.424990653991699,0.1310641494535263,-0.778371694258281,-4.807516309335118,-5.646618959733418,Yes,True,True,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,20.0,3,-4.459292888641357,-5.459292888641357,0.34861879448095934,0.17106912604400115,-4.807911683122317,-5.630362014685359,Yes,False,True,False
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,20.0,4,-5.114618301391602,-5.927743911743164,-0.3071019920564835,-0.28112495200974585,-4.807516309335118,-5.646618959733418,Yes,False,False,True
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,20.0,2,-4.180353164672852,-5.055784702301025,0.6239360778104688,0.576140038598151,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,20.0,1,-3.8978993892669678,-6.775503158569336,0.9037754881949649,-1.1631142849013916,-4.801674877461933,-5.612388873667944,Yes,True,True,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,20.0,1,-4.460399627685547,-6.335399627685547,0.3412752497763858,-0.7230107540176025,-4.801674877461933,-5.612388873667944,Yes,True,True,True
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,20.0,0,-3.009216070175171,-5.744429588317871,1.8054001799651553,-0.12429101154917799,-4.814616250140326,-5.620138576768693,Yes,True,True,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,20.0,0,-2.154493808746338,-4.154964923858643,2.6601224413939883,1.4651736529100505,-4.814616250140326,-5.620138576768693,Yes,False,True,False
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,20.0,2,-4.334863185882568,-4.585399627685547,0.469426056600752,1.0465251132136295,-4.80428924248332,-5.631924740899176,Yes,False,False,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,20.0,1,-4.522363185882568,-4.835399627685547,0.2793116915793643,0.7769892459823975,-4.801674877461933,-5.612388873667944,Yes,False,False,True
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,20.0,3,-5.137529373168945,-7.071211814880371,-0.32961769004662855,-1.4408498001950125,-4.807911683122317,-5.630362014685359,Yes,False,True,False
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,20.0,4,-5.298336505889893,-7.17574405670166,-0.4908201965547745,-1.529125096968242,-4.807516309335118,-5.646618959733418,Yes,True,True,True
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,20.0,0,-4.397363185882568,-6.522363185882568,0.4172530642577579,-0.9022246091138753,-4.814616250140326,-5.620138576768693,Yes,True,True,True
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,20.0,4,-4.610836505889893,-5.987490653991699,0.1966798034452255,-0.340871694258281,-4.807516309335118,-5.646618959733418,Yes,True,True,True
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,20.0,2,-4.085903167724609,-5.647899627685547,0.718386074758711,-0.01597488678637049,-4.80428924248332,-5.631924740899176,Yes,False,True,False
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,20.0,4,-5.643345832824707,-7.081623077392578,-0.8358295234895889,-1.43500411765916,-4.807516309335118,-5.646618959733418,Yes,True,True,True
