question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
The noroviruses typically cause which of the following?,(A) Diarrhoea,(B) Rash,(C) Projectile vomiting and diarrhoea,(D) Disease of the central nervous system,C,-3.2499899864196777,-4.499983310699463,-2.249964714050293,-1.5077847242355347,D,False
Deep nucleotide sequencing (NGS) is now cheap enough for general application. What will the technique mainly be useful for?,(A) Speedy vaccine development,(B) Identifying genetic variation,(C) Giving details on virus excretion in symptomless carriers,(D) Quickly identifying new viruses,D,-4.281229496002197,-2.531229257583618,-2.031177520751953,-0.5351294279098511,D,True
Determinants of acquiring an HIV infection from an infected person per sexual act include:,(A) Viral RNA level,(B) Presence of other infections,(C) Condom use,(D) All of the above,D,-4.562483310699463,-4.312478542327881,-1.8124545812606812,-0.31442558765411377,D,True
How is next generation sequencing (NGS) most often used?,(A) To identify a newly discovered virus,(B) To search for drug resistant mutants,(C) To identify quasi species viruses,(D) Cannot be used,D,-3.2968673706054688,-3.5468623638153076,-3.046840190887451,-0.80076003074646,D,True
Which of the following HPV viruses are known to cause cervical cancer?,(A) Viruses of all 5 clades,"(B) Types 14, 16, 18, 31, 45",(C) None are oncogenic per se,(D) Types 1-180,C,-3.031221628189087,-2.531221628189087,-1.7812135219573975,-0.7773154973983765,D,False
Which member of the paramyxovirus family can cause very serious croup?,(A) Measles,(B) Meta pneumo virus,(C) Hendra,(D) Respiratory syncytial virus (RSV),B,-4.093721866607666,-4.343703269958496,-2.343672752380371,-0.8436897993087769,D,False
Which of the following is the cause of delay in HIV testing among the Latino population?,(A) Stigma attached to the disease,(B) Machismo,(C) Drug abuse,(D) All of the above,D,-3.859358549118042,-4.124975681304932,-2.1093356609344482,-0.6132625341415405,D,True
Describe the morphology of a togavirus.,(A) Enveloped spherical particles with an icosahedral structure,(B) Non-enveloped with an icosahedral structure,(C) Filamentous virus with protruding glycoproteins,(D) Small round viruses,A,-2.687483310699463,-2.9374725818634033,-2.187441825866699,-0.6913785934448242,D,False
A good surveillance system should provide information about:,(A) Who is being infected,(B) Where the infected individuals are,(C) How rapidly infection is spreading,(D) All of the above,D,-3.9687464237213135,-3.9687447547912598,-1.9687365293502808,-0.7187436819076538,D,True
What has so far prevented polio being eradicated from the world?,(A) Inability to vaccinate in some countries,(B) Poor quality (unsafe) vaccines,(C) Genetic variation,(D) Expense,A,-3.1874725818634033,-2.187478542327881,-2.437441825866699,-0.6835695505142212,D,False
The range of disease caused by the family is wide but identify the exception from the following:,(A) Aplastic crisis in anaemia patients,(B) Fifth disease at 'Slapped cheek' syndrome,(C) Foetal infection with teratogenicity,(D) Serious pneumonia,A,-3.2499547004699707,-2.2499725818634033,-1.749903917312622,-0.7538607120513916,D,False
Which of the following drugs inhibit herpes viruses?,(A) Amantadine,(B) Acyclovir,(C) Oseltamivir,(D) Azidothymidine,D,-1.9999898672103882,-1.7578022480010986,-2.2499725818634033,-1.2577956914901733,D,True
The three countries with the most drug injectors are:,"(A) Bolivia, Argentina, Thailand","(B) China, the U.S. and Russia","(C) Afghanistan, Iraq and Myanmar","(D) Lithuania, Estonia and Latvia",B,-3.203113317489624,-2.2031004428863525,-2.2030932903289795,-1.2031080722808838,D,False
"Officials at a large community hospital report an increased incidence of acute lymphocytic leukemia (ALL) among children aged 5 – 12. They point out that some households in the community are exposed to chemical waste from a nearby factory. They believe that chemical waste causes leukemia. If a study is designed to evaluate the hospital officials’ claim, which of the following subjects are most likely to comprise the control group?",(A) Children exposed to the chemical waste who do not suffer from ALL,(B) Children not exposed to the chemical waste who do not suffer from ALL,(C) Children from the hospital’s outpatient clinic who do not suffer from ALL,(D) Children not exposed to the chemical waste who suffer from ALL,B,-4.281225204467773,-1.273409366607666,-4.031150817871094,-0.7733777761459351,D,False
Lassa and Ebola are emergent viruses in W. Africa. What is their origin?,(A) Humans,(B) Primates,(C) Fruit bats,(D) Pigs,B,-3.0937278270721436,-2.593703269958496,-1.3436897993087769,-1.0937135219573975,D,False
Antivirals can be used prophylactically or therapeutically in persons in which of the following circumstances?,(A) If administered within 4 days of clinical signs,(B) If used within 48 hours of first clinical signs,(C) Used for the obese,(D) Used in children under the age of 2 years where high virus spread is noted,C,-3.093733787536621,-2.093729257583618,-2.593677520751953,-0.5976294279098511,D,False
Papillomaviruses cause warts and cancer but how do they most often infect humans?,(A) Are water borne,(B) Are airborne,(C) Via scratches and breaks in the skin,(D) Are nosocomial and spread in hospitals,C,-4.124978542327881,-4.374964714050293,-1.609317660331726,-0.8632540702819824,D,False
There are 57 serotypes of adenovirus currently recognised. Which has the most important clinical impact?,(A) Diarrhoea,(B) Eye infections,(C) Respiratory tract infections,(D) Haemorrhagic cystitis,C,-4.249989986419678,-4.499985218048096,-2.015597105026245,-1.007788062095642,D,False
How are new polyomaviruses detailed,(A) Shot gun sequencing,(B) Cultivation in human neural cells,(C) Deep pyro sequencing (NGS),(D) Monoclonal antibody techniques,A,-3.4686226844787598,-3.218672752380371,-1.2184040546417236,-1.4685865640640259,C,False
Describe the YF vaccine.,(A) Killed virus vaccine,(B) Live attenuated virus vaccine developed by Pasteurian passage,(C) Live attenuated vaccine produced by direct mutation of the virus genome,(D) Experimental vaccine only,B,-3.218703269958496,-3.218703269958496,-1.9686226844787598,-0.964783787727356,D,False
What is the biggest risk factor for infection with Ebola?,(A) Working in a category IV laboratory,(B) Attending a funeral of a victim outside,(C) Nursing a patient at home,(D) Attending football matches or large gatherings,A,-2.5624871253967285,-2.812478542327881,-1.3124645948410034,-1.0624724626541138,D,False
"The influenza virus is mainly controlled in special ""risk"" sectors by:",(A) Hygiene,(B) Vaccination,(C) Antiviral drugs,(D) Humanised monoclonal antibodies,B,-2.9843623638153076,-2.484358549118042,-2.234330415725708,-0.988264799118042,D,False
"A case-control study is conducted to assess the association between alcohol consumption and lung cancer patients with lung cancer and 100 controls are asked about their past alcohol consumption. According to the study results, alcohol consumption is strongly associated with lung cancer (OR = 2.5). The researchers then divide the study subjects into two groups: smokers and non-smokers. Subsequent statistical analysis does not reveal any association between alcohol consumption and lung cancer within either group. The scenario described is an example of which of the following?",(A) Observer bias,(B) Confounding,(C) Placebo effect,(D) Nonresponse bias,B,-4.781150817871094,-1.781172752380371,-2.7810401916503906,-1.2811226844787598,D,False
How are arenaviruses spread?,(A) Sexual contact,(B) Blood,(C) Aerosols of urine from infected small mammals,(D) Mosquito bites,A,-3.812478542327881,-2.812478542327881,-1.062425136566162,-1.3124645948410034,C,False
Which areas of the world are rabies free?,(A) USA,(B) Norway,(C) EU,"(D) Island nations, UK, NZ and Australia",D,-3.203108072280884,-3.9530892372131348,-2.2030892372131348,-1.2030969858169556,D,True
The risk of perinatal transmission of HIV-1 infection during breast feeding is increased due to:,(A) Mixed feeding,(B) Very early introduction of solids,(C) Both a and b,(D) None of them,C,-4.312478542327881,-4.562472343444824,-0.8124417066574097,-0.8124785423278809,C,True
How is the parvovirus family targeted to reduce disease?,(A) Transfusion blood is screened,(B) Vaccine has been developed,(C) A range of new antivirals,(D) Social distancing,A,-3.4687278270721436,-2.468721628189087,-2.468672752380371,-0.7187216281890869,D,False
Who discovered the first virus?,(A) The microscopist Antonie van Leeuwenhoek,(B) The bacteriologist Charles Chamberland,(C) The botanist Dmitri Iwanowsky,(D) The virologist Jonas Salk,C,-1.890527367591858,-3.1404995918273926,-2.390418291091919,-1.8904995918273926,D,False
Structural interventions typically target:,(A) Policies,(B) The environment,(C) Availability,(D) All of the above,D,-3.0781147480010986,-3.5781118869781494,-2.0780892372131348,-0.8202956914901733,D,True
What is the main clinical picture of hepatitis A?,(A) Rash,(B) Limb paralysis,(C) Jaundice and abdominal discomfort,(D) Upper respiratory tract infection,C,-3.562478542327881,-4.562483310699463,-0.5585485696792603,-1.5624724626541138,C,True
If the human norovirus cannot be cultured in cell cultures how can it best be studied?,(A) Animal models,(B) Volunteer studies,(C) In cells using replicon systems,(D) Deductions from the 3 human ORF's of the virus genome,B,-4.531203269958496,-4.531203269958496,-1.5232752561569214,-0.7694549560546875,D,False
"Any systematic error in the design, conduct, or analysis of a study that results in a mistaken estimate of an exposure’s effect on the risk of disease is called:",(A) Confounding,(B) Bias,(C) Interaction,(D) Stratification,C,-3.203108072280884,-2.703108072280884,-2.2030789852142334,-0.45896732807159424,D,False
Describe the coronavirus structure.,(A) Club shaped glycoprotein spikes protrude through a lipid bilayer,(B) An icosahedral structure with an envelope,(C) An icosahedral large pleomorphic virus,(D) Large regimented barrel shaped virus,C,-1.9687278270721436,-1.968721628189087,-1.968672752380371,-1.2187135219573975,D,False
SARS is described as a zoonotic virus - what does this mean?,(A) Such viruses are confined to animals,(B) They do not cause disease in humans,(C) They emerge from animals to cross the species barrier infrequently,(D) They cause pandemics,A,-2.9687159061431885,-1.968715786933899,-1.7186568975448608,-0.9687060117721558,D,False
Which of the following coronaviruses has caused thousands of deaths around the world as an 'emergent' virus?,(A) MERS,(B) SARS,(C) OC43,(D) HKU1,A,-3.9531147480010986,-3.9531118869781494,-2.7030892372131348,-0.6992056369781494,D,False
Clinical infection by an arenavirus is characterised by which one of the following?,(A) Pantropic infection,(B) Signs of malaria,(C) Short (2-3 days) incubation,(D) Hepatitis,A,-3.6562135219573975,-3.9062135219573975,-1.8983391523361206,-0.40034401416778564,D,False
How does rubella cause foetal abnormalities?,(A) By crossing the placenta early in pregnancy and infecting the foetus,(B) By only infecting the placenta,(C) By inducing cytokines and chemokines in the mother,(D) By raising the temperature of the mother and inducing an abnormal immune reaction to the foetus,A,-1.7187232971191406,-1.7187292575836182,-2.468693494796753,-0.9687157869338989,D,False
Which of the following is an unusual feature of the replication cycle in coronaviruses?,(A) The RNAs all terminate in a common 3´ and produce nested set transcripts,(B) They take advantage of recombination with the long RNA genome,(C) They are not highly mutable,(D) They use capped cellular mRNA's,B,-2.4374725818634033,-1.6952667236328125,-1.9452155828475952,-0.9413607120513916,D,False
Which replication strategy is paralleled by some other viruses?,(A) Cytoplasmic replication and 'snatched caps' are used as primers for RNA transcription,(B) Replicates in cytoplasmic tubules,(C) Extracellular replication,(D) Replicates in the nucleus,C,-3.3749725818634033,-1.8671602010726929,-2.374925136566162,-0.6210485696792603,D,False
The characteristic of a generalized epidemic is:,(A) High rates in drug users,(B) High rates in MSM,(C) High rates in pregnant women,(D) High rate in STD clinic attendees,C,-2.8749725818634033,-2.374978542327881,-1.6327370405197144,-0.8788707256317139,D,False
An updated version of classification shows the parvovirus family as having how many genera?,(A) Having 5 genera,(B) A very large number of virus types,(C) Only a single virus,(D) Only three viruses,B,-3.328108072280884,-3.578108072280884,-3.3280892372131348,-1.835909366607666,D,False
The largest Latino community in the U.S. is:,(A) Puerto Rican,(B) Mexican,(C) Cuban,(D) Brazilian,B,-3.6249911785125732,-3.8749871253967285,-2.3749687671661377,-1.8749852180480957,D,False
How can epidemics of astrovirus mainly be controlled?,(A) By vaccination,(B) Using passive antibody,(C) Basic knowledge of hand washing and food hygiene,(D) Quarantine,C,-3.5468480587005615,-3.296840190887451,-1.3045921325683594,-1.054652452468872,D,False
"500 women aged 40 – 54 who present for routine check-ups are asked about their meat consumption the women turn out to be vegetarian. During the ensuing 5 years, 5 vegetarians and 43 non-vegetarians develop colorectal cancer. Which of the following best describes the study design?",(A) Case series report,(B) Cohort study,(C) Case-control study,(D) Cross-sectional study,A,-4.312475681304932,-1.3280969858169556,-2.5779995918273926,-1.8280657529830933,B,False
In the absence of treatment the risk of HIV transmission from an infected mother to her fetus/infant was highest in which of the following areas?,(A) Africa,(B) North America,(C) Europe,(D) Japan,A,-2.9999899864196777,-3.999983310699463,-1.9921602010726929,-0.742168664932251,D,False
Poliovirus can most easily become more virulent by which of the following processes?,(A) Mutation of the RNA genome at only a few positions,(B) Recombining with another enterovirus,(C) Altering its protein coat,(D) Multiple nucleotide deletions and substitutions,A,-2.8593480587005615,-2.359330415725708,-2.1092803478240967,-0.6015181541442871,D,False
A virus such as influenza which emerges suddenly and spreads globally is called:,(A) Epidemic,(B) Endemic,(C) Pandemic,(D) Zoonotic,B,-4.093737602233887,-4.593726634979248,-1.601468563079834,-1.1015355587005615,D,False
"Of the following factors, which are the most important factors for virus spread and infection?",(A) Age,(B) Sex,(C) Genetic factors,(D) Travel,D,-3.4062414169311523,-3.656229257583618,-2.6562061309814453,-0.9062316417694092,D,True
How do viruses of the calcivirus family replicate?,(A) As negative strand RNA viruses,(B) As positive strand RNA viruses,(C) Retroviruses,(D) Using genetic reassortment,B,-2.562483310699463,-2.562478542327881,-2.062441825866699,-1.0624645948410034,D,False
The parvoviruses have a rather unique genome; what form does it take?,(A) Circular ds DNA,(B) Small linear ss DNA,(C) ds DNA genome,(D) RNA genome with RT,D,-3.3437278270721436,-3.093721628189087,-1.5858608484268188,-0.8359012603759766,D,True
How can the morphology of filoviruses be described?,(A) Very large ball like structure,(B) Long filamentous threads,(C) Icosahedral virion,(D) Floppy membranes without defined morphology,C,-2.781221628189087,-2.781203269958496,-1.2811226844787598,-1.0312031507492065,D,False
What is the usual direction of 'knowledge' in a cell?,(A) From protein to DNA,(B) From DNA to DNA,(C) From DNA to RNA to protein,(D) Random,C,-2.765608072280884,-3.015608072280884,-1.5155788660049438,-1.2655969858169556,D,False
Why are drug combinations essential for HIV?,(A) Single drugs are not completely inhibitory,(B) Mutations negate the effect of one drug,(C) Combinations of antibiotics are effective versus TB,(D) The virus cannot mutate vs a combination,C,-3.4062395095825195,-3.1562328338623047,-2.406221628189087,-0.4042797088623047,D,False
"Many virus infections result in immune pathology, this is caused predominantly by which of the following?",(A) A cytokine storm,(B) Antibody mediated reactions,(C) A response of killer T cells (CD-8),(D) A decline in function of the immune system,A,-3.359354019165039,-4.374964714050293,-2.3592803478240967,-0.8632463216781616,D,False
David Baltimore is a molecular biologist. What did he discover?,(A) The structure of DNA,(B) X-ray crystallographic techniques,(C) The enzyme reverse transcriptase,(D) The anti HIV drug zidovudine,C,-2.7187423706054688,-2.468733787536621,-2.468733787536621,-0.9726436138153076,D,False
Identify the most commonly used diagnostic technique in the virus laboratory:,(A) Virus isolation in cell culture,(B) Deep sequencing (NGS),(C) Reverse transcriptase (RT) PCR,(D) Immuno-serology,B,-2.453108072280884,-2.9531118869781494,-1.4609012603759766,-1.4609204530715942,C,False
The major risk group for HIV infection among Latinos is:,(A) Heterosexual males,(B) Homosexual males,(C) Females,(D) Injection drug users,B,-3.562495231628418,-3.5624938011169434,-2.062481164932251,-1.0546796321868896,D,False
"In HIV-associated tuberculosis cases, treatment with antiretrovirals should begin:",(A) Before antiretroviral drugs are started,(B) After antiretroviral drugs are started,(C) Concurrently with antiretroviral drugs,(D) Doesn’t make any difference,C,-2.6249852180480957,-1.8827956914901733,-1.6327768564224243,-0.8827993869781494,D,False
A “benefit” of research may accrue:,(A) To the participant,(B) To his/her family,(C) To society,(D) All of the above,D,-3.5468480587005615,-4.062478542327881,-1.3046132326126099,-0.80466628074646,D,True
What is the current best option for preventing future outbreaks of Ebola?,"(A) Rebuild scientific, medical and nursing infrastructure and train staff",(B) Early and accurate diagnosis with molecular kits,(C) Develop effective vaccines,(D) Arrange rapid intervention into West Africa with EU and USA army teams,D,-2.468721628189087,-1.7187135219573975,-2.2186899185180664,-0.9687031507492065,D,True
Where are arenaviruses predominately located in the world?,(A) SE Asia,(B) Russia,(C) Africa and S. America,(D) N. America,A,-3.2187278270721436,-3.468721628189087,-1.710877776145935,-1.4609012603759766,D,False
The most important element of ethical research on human subjects is:,(A) Beneficence,(B) Justice,(C) A methodologically sound study design,(D) Informed consent,D,-3.6562366485595703,-3.1562304496765137,-2.6561970710754395,-0.6484180688858032,D,True
The characteristic of injecting drug users in Asia is/are:,(A) Strong family support,(B) Low failure rate for rehabilitation centers,(C) Remaining a member of the community,(D) Both a and c,D,-3.2499899864196777,-3.4999871253967285,-2.749964714050293,-0.25779569149017334,D,True
"Viruses have encouraged us to change our world, as we have now:",(A) Eradicated smallpox,(B) Eradicated polio,(C) Increased hygiene,(D) A better understanding of how cellular genes aid virus replication and so become a target for new drugs,A,-3.6406118869781494,-3.140608072280884,-2.1405789852142334,-0.38474881649017334,D,False
What is the most important factor for virus classification?,(A) The geometry of the virus,(B) How many proteins the virus has,(C) The disease a virus causes,(D) Chemistry of the DNA and RNA,D,-2.3437373638153076,-3.0937232971191406,-1.8515055179595947,-1.1015279293060303,D,True
The major issue for HIV infection among the Latino population is:,(A) Late detection of HIV status,(B) Cultural beliefs,(C) Immigration,(D) All of the above,D,-3.8437395095825195,-3.8437366485595703,-2.0937135219573975,-0.5898265838623047,D,True
Disease can most often be prevented by which of the following:,(A) Vaccines,(B) Antivirals,(C) Hygiene,(D) mosquito nets,A,-2.3593690395355225,-3.1093649864196777,-2.359340190887451,-1.109358549118042,D,False
Results of surveillance should be distributed to:,(A) Decision makers,(B) The public,(C) The data collectors,(D) All of the above,D,-2.953120231628418,-3.7031171321868896,-1.7031080722808838,-0.7031188011169434,D,True
Which is a major characteristic of the bunyavirus family?,"(A) Amplify by persistent infection of midgets, mosquitoes, sand flies, ticks",(B) Predominantly mosquito borne,(C) Genetic recombination or reassortment,(D) Spread to humans via bites of mice and rats,A,-2.531221628189087,-2.031221628189087,-2.7811899185180664,-0.7772971391677856,D,False
The group that permits analysis of the entire natural history of HIV/AIDS is:,(A) Persistent seronegatives,(B) Long-term survivors,(C) Seroconverters,(D) Long-term survivors with low levels of CD4+ cells,C,-3.484354019165039,-2.984354019165039,-1.234317660331726,-0.7343538999557495,D,False
The chance of acquiring HIV infection from factor VIII in the United States in 2011 is 0% primarily because:,(A) All donors for factor VIII are screened,(B) Factor VIII is subject to detergent “washing” prior to release,(C) Factor VIII is made synthetically,(D) Factor VIII is important from countries with no reported HIV,C,-3.421830415725708,-2.671840190887451,-2.1717803478240967,-0.6796424388885498,D,False
The prevalence of HIV among Latino-Americans compared to other ethic groups in the U.S. is:,(A) Highest,(B) Higher than all other ethnic groups except African-Americans,(C) Higher than in all other ethnic groups except African-Americans and,(D) Native Americans,B,-3.437478542327881,-2.9374725818634033,-1.9374417066574097,-1.4374724626541138,D,False
What is the rubella syndrome?,(A) A description of the 3 day rash of German measles,"(B) The teratogenic lesions of cataracts, deafness, mental retardation and microcephaly in the foetus",(C) Combination of rash and post infection encephalitis,(D) Side effects of the MMR vaccine,B,-3.8749725818634033,-2.6249725818634033,-2.374903917312622,-0.38081371784210205,D,False
What is the most common way for a virus to kill a cell?,(A) Dissolves the cellular membrane,(B) Induces apoptosis via caspases,(C) Fragments cellular DNA,(D) Totally blocks cellular transcription,B,-1.86716628074646,-2.1093480587005615,-2.1093177795410156,-0.8671296834945679,D,False
The influenza virus has complicated genetics mainly characterised by which of the following?,(A) Genetic reassortment amongst 8 genes,(B) High levels of recombination,(C) Rapid adsorption and fusion from without via a hydrophobic peptide,(D) High fidelity RNA replicase enzyme,B,-2.687441825866699,-2.437441825866699,-2.1872966289520264,-1.1952155828475952,D,False
The highest risk of HIV infection among drug users in the U.S. is in:,(A) The east coast,"(B) The central United States (Kansas, Missouri etc.)",(C) Southern California,"(D) The Pacific Northwest (Washington, Oregon, Idaho)",A,-2.9062328338623047,-3.1562278270721436,-1.8984012603759766,-0.8984155654907227,D,False
"A study is conducted to assess the relationship between race and end-stage renal disease pathologists independently study specimens from 1,000 kidney biopsies. The first group of pathologists is aware of the race of the patient from whom the biopsy came, while the second group is blinded as to the patient’s race. The first group reports ‘hypertensive nephropathy’ much more frequently for black patients than the second group. Which of the following types of bias is most likely present in this study?",(A) Confounding,(B) Nonresponse bias,(C) Recall bias,(D) Referral bias,A,-4.4061970710754395,-2.890565872192383,-2.8904640674591064,-1.1483699083328247,D,False
What is urban yellow fever (YF)?,(A) Part of a cycle of mosquitoes biting humans in cities,(B) Part of a cycle of mosquitoes biting humans and monkeys in forested areas,(C) A mutant of the YF virus,(D) A YF species that has adapted to new mosquitoes,A,-2.109354019165039,-2.1093480587005615,-1.6171296834945679,-1.1171424388885498,D,False
