property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-4.3124895095825195,-0.013364434242248535,-12.00532054901123,-12.036286354064941,7.692831039428711,12.022921919822693,No,True
can be fished,a herring,'',Can a herring be fished?,Yes,random,-0.0005780458450317383,-7.687499046325684,-12.00532054901123,-12.036286354064941,12.004742503166199,4.348787307739258,Yes,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-0.0011262893676757812,-6.937498569488525,-12.00532054901123,-12.036286354064941,12.004194259643555,5.098787784576416,Yes,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,-5.906244277954102,-0.0027457475662231445,-12.00532054901123,-12.036286354064941,6.099076271057129,12.033540606498718,No,True
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-0.010496258735656738,-4.562499046325684,-12.00532054901123,-12.036286354064941,11.994824290275574,7.473787307739258,Yes,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,-13.937481880187988,-4.2915362428175285e-06,-12.00532054901123,-12.036286354064941,-1.9321613311767578,12.036282062528699,No,True
can be folded,a finger,'',Can a finger be folded?,No,random,-0.017207860946655273,-4.093748569488525,-12.00532054901123,-12.036286354064941,11.988112688064575,7.942537784576416,Yes,False
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,-0.0001125335693359375,-9.937499046325684,-12.00532054901123,-12.036286354064941,12.005208015441895,2.098787307739258,Yes,True
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,-7.218715667724609,-0.0009412765502929688,-12.00532054901123,-12.036286354064941,4.786604881286621,12.035345077514648,No,True
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,-0.0016802549362182617,-7.781246662139893,-12.00532054901123,-12.036286354064941,12.003640294075012,4.255039691925049,Yes,True
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,-0.0002142190933227539,-9.062499046325684,-12.00532054901123,-12.036286354064941,12.005106329917908,2.973787307739258,Yes,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,-12.749992370605469,-9.965896606445312e-05,-12.00532054901123,-12.036286354064941,-0.7446718215942383,12.036186695098877,No,True
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,-0.011584281921386719,-4.49999475479126,-12.00532054901123,-12.036286354064941,11.993736267089844,7.536291599273682,Yes,True
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,-10.124985694885254,-7.891654968261719e-05,-12.00532054901123,-12.036286354064941,1.8803348541259766,12.036207437515259,No,True
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,-0.00023043157125357538,-8.937498092651367,-12.00532054901123,-12.036286354064941,12.005090117439977,3.098788261413574,Yes,True
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,-8.124988555908203,-0.00033605098724365234,-12.00532054901123,-12.036286354064941,3.8803319931030273,12.035950303077698,No,True
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,-6.249989986419678,-0.0019968748092651367,-12.00532054901123,-12.036286354064941,5.755330562591553,12.034289479255676,No,True
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,-0.004236817359924316,-5.499997138977051,-12.00532054901123,-12.036286354064941,12.001083731651306,6.536289215087891,Yes,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,-4.999989986419678,-0.0068950653076171875,-12.00532054901123,-12.036286354064941,7.005330562591553,12.029391288757324,No,True
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,-0.11180508136749268,-2.296869993209839,-12.00532054901123,-12.036286354064941,11.893515467643738,9.739416360855103,Yes,True
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,-10.062493324279785,-4.887580871582031e-05,-12.00532054901123,-12.036286354064941,1.9428272247314453,12.036237478256226,No,True
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,-0.2988168001174927,-1.3593705892562866,-12.00532054901123,-12.036286354064941,11.706503748893738,10.676915764808655,Yes,False
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,-0.00022673606872558594,-9.187499046325684,-12.00532054901123,-12.036286354064941,12.005093812942505,2.848787307739258,Yes,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,-3.7187347412109375,-0.028438568115234375,-12.00532054901123,-12.036286354064941,8.286585807800293,12.007847785949707,No,True
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,-0.00032842159271240234,-9.249998092651367,-12.00532054901123,-12.036286354064941,12.004992127418518,2.786288261413574,Yes,True
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,-0.10154712200164795,-2.3437447547912598,-12.00532054901123,-12.036286354064941,11.903773427009583,9.692541599273682,Yes,False
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,-0.0012328624725341797,-6.812498092651367,-12.00532054901123,-12.036286354064941,12.004087686538696,5.223788261413574,Yes,True
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,-11.312490463256836,-3.2901763916015625e-05,-12.00532054901123,-12.036286354064941,0.6928300857543945,12.036253452301025,No,True
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,-0.00016248226165771484,-10.499998092651367,-12.00532054901123,-12.036286354064941,12.005158066749573,1.5362882614135742,Yes,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,-0.042716383934020996,-3.2343714237213135,-12.00532054901123,-12.036286354064941,11.96260416507721,8.801914930343628,Yes,False
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,-0.0012006759643554688,-6.874996662139893,-12.00532054901123,-12.036286354064941,12.004119873046875,5.161289691925049,Yes,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,-0.000722050666809082,-7.812496662139893,-12.00532054901123,-12.036286354064941,12.004598498344421,4.223789691925049,Yes,True
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,-13.312487602233887,-1.311302276008064e-05,-12.00532054901123,-12.036286354064941,-1.3071670532226562,12.036273241042181,No,True
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,-3.593738317489624,-0.028317809104919434,-12.00532054901123,-12.036286354064941,8.411582231521606,12.007968544960022,No,True
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,-11.874983787536621,-1.8239023120258935e-05,-12.00532054901123,-12.036286354064941,0.13033676147460938,12.036268115041821,No,True
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,-0.0002554655075073242,-8.749998092651367,-12.00532054901123,-12.036286354064941,12.005065083503723,3.286288261413574,Yes,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,-8.18748664855957,-0.00032782554626464844,-12.00532054901123,-12.036286354064941,3.81783390045166,12.035958528518677,No,True
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,-8.68748950958252,-0.0004978179931640625,-12.00532054901123,-12.036286354064941,3.317831039428711,12.035788536071777,No,True
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,-16.62498664855957,-1.5974044799804688e-05,-12.00532054901123,-12.036286354064941,-4.61966609954834,12.036270380020142,No,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,-0.00035190582275390625,-8.749998092651367,-12.00532054901123,-12.036286354064941,12.004968643188477,3.286288261413574,Yes,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,-0.0027980804443359375,-6.062496185302734,-12.00532054901123,-12.036286354064941,12.002522468566895,5.973790168762207,Yes,True
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,-0.00023376941680908203,-8.999998092651367,-12.00532054901123,-12.036286354064941,12.005086779594421,3.036288261413574,Yes,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,-7.312492847442627,-0.0007005929946899414,-12.00532054901123,-12.036286354064941,4.6928277015686035,12.035585761070251,No,True
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,-14.812490463256836,-6.318092346191406e-06,-12.00532054901123,-12.036286354064941,-2.8071699142456055,12.036280035972595,No,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,-5.312490463256836,-0.005002856254577637,-12.00532054901123,-12.036286354064941,6.6928300857543945,12.031283497810364,No,True
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,-3.1093645095825195,-0.04980123043060303,-12.00532054901123,-12.036286354064941,8.895956039428711,11.986485123634338,No,True
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,-2.1874799728393555,-0.12011063098907471,-12.00532054901123,-12.036286354064941,9.817840576171875,11.916175723075867,No,False
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,-0.18064641952514648,-1.8046810626983643,-12.00532054901123,-12.036286354064941,11.824674129486084,10.231605291366577,Yes,True
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,-0.00020694734121207148,-9.12499713897705,-12.00532054901123,-12.036286354064941,12.005113601670018,2.9112892150878906,Yes,True
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,-11.624983787536621,-3.015995207533706e-05,-12.00532054901123,-12.036286354064941,0.3803367614746094,12.036256194112866,No,True
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,-13.499985694885254,-9.536744983051904e-06,-12.00532054901123,-12.036286354064941,-1.4946651458740234,12.036276817319958,No,False
can be found on farms,a pig,'',Can a pig be found on farms?,Yes,random,-0.0003631114959716797,-8.749998092651367,-12.00532054901123,-12.036286354064941,12.004957437515259,3.286288261413574,Yes,True
can be found on farms,a shrimp,'',Can a shrimp be found on farms?,No,random,-0.0005407333374023438,-7.999997615814209,-12.00532054901123,-12.036286354064941,12.004779815673828,4.036288738250732,Yes,False
can be found on furry animals,a flea,'',Can a flea be found on furry animals?,Yes,random,-0.0003758668899536133,-10.49999713897705,-12.00532054901123,-12.036286354064941,12.004944682121277,1.5362892150878906,Yes,True
can be found on lakes,a bench,'',Can a bench be found on lakes?,No,random,-3.281231641769409,-0.03832685947418213,-12.00532054901123,-12.036286354064941,8.724088907241821,11.99795949459076,No,True
can be found on land,a buffalo,'',Can a buffalo be found on land?,Yes,random,-0.0014520883560180664,-7.093746662139893,-12.00532054901123,-12.036286354064941,12.003868460655212,4.942539691925049,Yes,True
can be found on legs,sweet potato,'',Can sweet potato be found on legs?,No,random,-12.499968528747559,-2.563000816735439e-05,-12.00532054901123,-12.036286354064941,-0.4946479797363281,12.036260724056774,No,True
can be found on plants,a cricket,'',Can a cricket be found on plants?,Yes,random,-0.0006208419799804688,-7.874997138977051,-12.00532054901123,-12.036286354064941,12.00469970703125,4.161289215087891,Yes,True
can be found on ponds,a goose,'',Can a goose be found on ponds?,Yes,random,-0.005574584007263184,-5.281243801116943,-12.00532054901123,-12.036286354064941,11.999745965003967,6.755042552947998,Yes,True
can be found on ponds,a hoe,'',Can a hoe be found on ponds?,No,random,-7.999989986419678,-0.00036084651947021484,-12.00532054901123,-12.036286354064941,4.005330562591553,12.035925507545471,No,True
can be found on rivers,a cake,'',Can a cake be found on rivers?,No,random,-15.437487602233887,-3.933907464670483e-06,-12.00532054901123,-12.036286354064941,-3.4321670532226562,12.036282420157477,No,True
can be found on tables,a bottle,'',Can a bottle be found on tables?,Yes,random,-0.001900792121887207,-6.781247138977051,-12.00532054901123,-12.036286354064941,12.003419756889343,5.255039215087891,Yes,True
can be found on tables,a porcupine,'',Can a porcupine be found on tables?,No,random,-13.437487602233887,-2.443790617689956e-05,-12.00532054901123,-12.036286354064941,-1.4321670532226562,12.036261916158765,No,True
can be found underground,milk,'',Can milk be found underground?,No,random,-13.999994277954102,-5.602836608886719e-06,-12.00532054901123,-12.036286354064941,-1.994673728942871,12.036280751228333,No,True
can be found underwater,a strainer,'',Can a strainer be found underwater?,No,random,-9.812481880187988,-8.213520050048828e-05,-12.00532054901123,-12.036286354064941,2.192838668823242,12.036204218864441,No,True
can be fried,a wren,'',Can a wren be fried?,No,random,-7.531225204467773,-0.0008106231689453125,-12.00532054901123,-12.036286354064941,4.474095344543457,12.035475730895996,No,True
can be gifted,an orchid,'',Can an orchid be gifted?,Yes,random,-0.0003838539123535156,-7.937498569488525,-12.00532054901123,-12.036286354064941,12.004936695098877,4.098787784576416,Yes,True
can be gifted,a screwdriver,'',Can a screwdriver be gifted?,No,random,-0.016225099563598633,-4.156246185302734,-12.00532054901123,-12.036286354064941,11.989095449447632,7.880040168762207,Yes,False
