Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
21.0,4.0,quantitative-properties,,antonym,1.0,Yan has two fewer staplers compared to Chao.,Does Chao have more staplers than Yan?,Yes,0,-2.6078007221221924,-5.343017578125,-2.2515022307634354,-5.699316069483757,-0.356298491358757,Yes,True
22.0,4.0,quantitative-properties,,antonym,1.0,Yan has two fewer staplers compared to Chao.,Does Chao have fewer staplers than Yan?,No,0,-8.185446739196777,-1.9525973796844482,-7.82914824783802,-2.3088958710432053,-0.356298491358757,No,True
23.0,4.0,quantitative-properties,,antonym,2.0,Yan has two additional staplers compared to Chao.,Does Chao have more staplers than Yan?,No,0,-6.718061923980713,-2.5310401916503906,-6.361763432621956,-2.8873386830091476,-0.356298491358757,No,True
24.0,4.0,quantitative-properties,,antonym,2.0,Yan has two additional staplers compared to Chao.,Does Chao have fewer staplers than Yan?,Yes,0,-4.905603408813477,-3.171564817428589,-4.5493049174547195,-3.527863308787346,-0.356298491358757,No,False
25.0,5.0,quantitative-properties,,antonym,1.0,The truck full of staplers that belongs to Chao is bigger than that of Yan.,Does Chao have more staplers than Yan?,Yes,0,-10.99849796295166,-8.499568939208984,-10.642199471592903,-8.855867430567741,-0.356298491358757,No,False
26.0,5.0,quantitative-properties,,antonym,1.0,The truck full of staplers that belongs to Chao is bigger than that of Yan.,Does Chao have fewer staplers than Yan?,No,0,-11.686088562011719,-4.8434038162231445,-11.329790070652962,-5.1997023075819016,-0.356298491358757,No,True
27.0,5.0,quantitative-properties,,antonym,2.0,The truck full of staplers that belongs to Chao is smaller than that of Yan.,Does Chao have more staplers than Yan?,No,0,-12.561744689941406,-5.312331199645996,-12.20544619858265,-5.668629691004753,-0.356298491358757,No,True
28.0,5.0,quantitative-properties,,antonym,2.0,The truck full of staplers that belongs to Chao is smaller than that of Yan.,Does Chao have fewer staplers than Yan?,Yes,0,-9.936254501342773,-5.093381404876709,-9.579956009984016,-5.449679896235466,-0.356298491358757,No,False
29.0,6.0,quantitative-properties,,antonym,1.0,There are two fewer staplers in the zoo than in the shop.,Are there more staplers in the shop than in the zoo?,Yes,0,-5.686467170715332,-5.8113298416137695,-5.330168679356575,-6.1676283329725266,-0.356298491358757,Yes,True
30.0,6.0,quantitative-properties,,antonym,1.0,There are two fewer staplers in the zoo than in the shop.,Are there fewer staplers in the shop than in the zoo?,No,0,-7.9367899894714355,-3.8590009212493896,-7.5804914981126785,-4.215299412608147,-0.356298491358757,No,True
31.0,6.0,quantitative-properties,,antonym,2.0,There are nine more staplers in the zoo than in the shop.,Are there more staplers in the shop than in the zoo?,No,0,-9.436400413513184,-4.311873435974121,-9.080101922154427,-4.668171927332878,-0.356298491358757,No,True
32.0,6.0,quantitative-properties,,antonym,2.0,There are nine more staplers in the zoo than in the shop.,Are there fewer staplers in the shop than in the zoo?,Yes,0,-6.716880798339844,-4.716631889343262,-6.360582306981087,-5.072930380702019,-0.356298491358757,No,False
33.0,7.0,quantitative-properties,,number,1.0,Chao has three staplers and three keychains.,Is the number of staplers and keychains the same?,Yes,0,-4.686173915863037,-3.5466480255126953,-4.32987542450428,-3.9029465168714523,-0.356298491358757,No,False
34.0,7.0,quantitative-properties,,number,1.0,Chao has three staplers and three keychains.,Is the number of staplers and keychains different?,No,0,-4.530309677124023,-7.531105995178223,-4.174011185765266,-7.88740448653698,-0.356298491358757,Yes,False
35.0,7.0,quantitative-properties,,number,2.0,Chao has three staplers and five keychains.,Is the number of staplers and keychains the same?,No,1,-6.593142509460449,-0.7928550243377686,-6.378756793008911,-1.0072407407893071,-0.2143857164515386,No,True
36.0,7.0,quantitative-properties,,number,2.0,Chao has three staplers and five keychains.,Is the number of staplers and keychains different?,Yes,1,-2.3744113445281982,-6.1248979568481445,-2.1600256280766597,-6.339283673299683,-0.2143857164515386,Yes,True
37.0,8.0,quantitative-properties,,antonym,1.0,The cooler has an equal number of staplers compared to keychains.,Is the number of staplers and keychains the same?,Yes,1,-6.997195243835449,-2.4990885257720947,-6.782809527383911,-2.7134742422236333,-0.2143857164515386,No,False
39.0,8.0,quantitative-properties,,antonym,2.0,The cooler has a greater number of staplers compared to keychains.,Is the number of staplers and keychains the same?,No,1,-11.811980247497559,-3.7811625003814697,-11.59759453104602,-3.9955482168330083,-0.2143857164515386,No,True
40.0,8.0,quantitative-properties,,antonym,2.0,The cooler has a greater number of staplers compared to keychains.,Is the number of staplers and keychains different?,Yes,1,-7.249480724334717,-9.81235122680664,-7.035095007883179,-10.026736943258179,-0.2143857164515386,Yes,True
41.0,9.0,quantitative-properties,,other,1.0,There are three staplers. All staplers are paired with keychains.,Is the number of staplers and keychains the same?,Yes,1,-5.716631889343262,-4.655419826507568,-5.502246172891724,-4.8698055429591065,-0.2143857164515386,No,False
42.0,9.0,quantitative-properties,,other,1.0,There are three staplers. All staplers are paired with keychains.,Is the number of staplers and keychains different?,No,1,-6.623967170715332,-5.687095642089844,-6.409581454263794,-5.901481358541382,-0.2143857164515386,No,True
43.0,9.0,quantitative-properties,,other,2.0,There are three staplers. Most staplers are paired with keychains.,Is the number of staplers and keychains the same?,No,1,-10.561530113220215,-1.3982292413711548,-10.347144396768677,-1.6126149578226934,-0.2143857164515386,No,True
44.0,9.0,quantitative-properties,,other,2.0,There are three staplers. Most staplers are paired with keychains.,Is the number of staplers and keychains different?,Yes,1,-9.311744689941406,-4.468540191650391,-9.097358973489868,-4.682925908101929,-0.2143857164515386,No,False
45.0,10.0,quantitative-properties,,number,1.0,There are five staplers. Chao has zero staplers.,Does Chao have none of the staplers?,Yes,1,-5.936254501342773,-5.1873087882995605,-5.721868784891235,-5.401694504751099,-0.2143857164515386,No,False
46.0,10.0,quantitative-properties,,number,1.0,There are five staplers. Chao has zero staplers.,Does Chao have some of the staplers?,No,1,-5.718061923980713,-7.531105995178223,-5.503676207529175,-7.745491711629761,-0.2143857164515386,Yes,False
47.0,10.0,quantitative-properties,,number,2.0,There are five staplers. Chao has two staplers.,Does Chao have none of the staplers?,No,1,-9.749373435974121,-2.531144618988037,-9.534987719522583,-2.7455303354395757,-0.2143857164515386,No,True
48.0,10.0,quantitative-properties,,number,2.0,There are five staplers. Chao has two staplers.,Does Chao have some of the staplers?,Yes,1,-2.6715235710144043,-8.812409400939941,-2.4571378545628657,-9.02679511739148,-0.2143857164515386,Yes,True
49.0,11.0,quantitative-properties,,number,1.0,There are five staplers in total. There are zero staplers in the cooler belonging to Chao.,Does Chao have none of the staplers?,Yes,1,-6.90504264831543,-7.030832767486572,-6.6906569318638915,-7.24521848393811,-0.2143857164515386,Yes,True
50.0,11.0,quantitative-properties,,number,1.0,There are five staplers in total. There are zero staplers in the cooler belonging to Chao.,Does Chao have some of the staplers?,No,1,-5.374541759490967,-8.624820709228516,-5.160156043039429,-8.839206425680054,-0.2143857164515386,Yes,False
51.0,11.0,quantitative-properties,,number,2.0,There are five staplers in total. There are two staplers in the cooler belonging to Chao.,Does Chao have none of the staplers?,No,1,-9.499088287353516,-3.1561057567596436,-9.284702570901977,-3.370491473211182,-0.2143857164515386,No,True
52.0,11.0,quantitative-properties,,number,2.0,There are five staplers in total. There are two staplers in the cooler belonging to Chao.,Does Chao have some of the staplers?,Yes,1,-4.1557464599609375,-10.749859809875488,-3.941360743509399,-10.964245526327026,-0.2143857164515386,Yes,True
53.0,12.0,quantitative-properties,,other,1.0,"There are six staplers in total, and Chao has nothing.",Does Chao have none of the staplers?,Yes,1,-9.936400413513184,-7.249722003936768,-9.722014697061645,-7.464107720388306,-0.2143857164515386,No,False
54.0,12.0,quantitative-properties,,other,1.0,"There are six staplers in total, and Chao has nothing.",Does Chao have some of the staplers?,No,1,-10.936911582946777,-5.499841690063477,-10.72252586649524,-5.714227406515015,-0.2143857164515386,No,True
55.0,12.0,quantitative-properties,,other,2.0,"There are six staplers in total, and Chao has half.",Does Chao have none of the staplers?,No,1,-9.56222152709961,-1.3983739614486694,-9.347835810648071,-1.612759677900208,-0.2143857164515386,No,True
56.0,12.0,quantitative-properties,,other,2.0,"There are six staplers in total, and Chao has half.",Does Chao have some of the staplers?,Yes,1,-0.5076425075531006,-6.874964714050293,-0.293256791101562,-7.089350430501831,-0.2143857164515386,Yes,True
58.0,13.0,quantitative-properties,,number,1.0,There are five staplers. Chao has zero staplers.,Does Chao have all of the staplers?,No,1,-7.749569416046143,-0.675707221031189,-7.535183699594604,-0.8900929374827276,-0.2143857164515386,No,True
59.0,13.0,quantitative-properties,,number,2.0,There are five staplers. Chao has five staplers.,Does Chao have none of the staplers?,No,1,-8.873674392700195,-1.1795397996902466,-8.659288676248657,-1.3939255161417852,-0.2143857164515386,No,True
60.0,13.0,quantitative-properties,,number,2.0,There are five staplers. Chao has five staplers.,Does Chao have all of the staplers?,Yes,1,-2.1860885620117188,-5.499595642089844,-1.9717028455601802,-5.713981358541382,-0.2143857164515386,Yes,True
62.0,14.0,quantitative-properties,,number,1.0,There are five staplers in total. There are zero staplers in the cooler belonging to Chao.,Does Chao have all of the staplers?,No,1,-4.968103408813477,-4.156053066253662,-4.753717692361938,-4.3704387827052,-0.2143857164515386,No,True
63.0,14.0,quantitative-properties,,number,2.0,There are five staplers in total. There are five staplers in the cooler belonging to Chao.,Does Chao have none of the staplers?,No,1,-10.561530113220215,-2.8123204708099365,-10.347144396768677,-3.026706187261475,-0.2143857164515386,No,True
64.0,14.0,quantitative-properties,,number,2.0,There are five staplers in total. There are five staplers in the cooler belonging to Chao.,Does Chao have all of the staplers?,Yes,1,-6.686588764190674,-4.187203884124756,-6.472203047739136,-4.401589600576294,-0.2143857164515386,No,False
66.0,15.0,quantitative-properties,,antonym,1.0,"There are six staplers in total, and Chao has nothing.",Does Chao have all of the staplers?,No,1,-10.499446868896484,-2.9373977184295654,-10.285061152444946,-3.151783434881104,-0.2143857164515386,No,True
67.0,15.0,quantitative-properties,,antonym,2.0,"There are six staplers in total, and Chao has everything.",Does Chao have none of the staplers?,No,2,-11.811254501342773,-2.952953815460205,-11.09578007956346,-3.6684282372395196,-0.7154744217793145,No,True
68.0,15.0,quantitative-properties,,antonym,2.0,"There are six staplers in total, and Chao has everything.",Does Chao have all of the staplers?,Yes,2,-4.217809677124023,-6.7807464599609375,-3.502335255344709,-7.496220881740252,-0.7154744217793145,Yes,True
69.0,16.0,quantitative-properties,,antonym,1.0,Chao has a sufficient number of staplers.,Are there enough staplers?,Yes,2,-8.77672290802002,-12.858965873718262,-8.061248486240705,-13.574440295497576,-0.7154744217793145,Yes,True
70.0,16.0,quantitative-properties,,antonym,1.0,Chao has a sufficient number of staplers.,Are there not enough staplers?,No,2,-11.295440673828125,-10.744071006774902,-10.579966252048811,-11.459545428554216,-0.7154744217793145,Yes,False
71.0,16.0,quantitative-properties,,antonym,2.0,Chao has an insufficient number of staplers.,Are there enough staplers?,No,2,-8.930353164672852,-12.123297691345215,-8.214878742893537,-12.838772113124529,-0.7154744217793145,Yes,False
72.0,16.0,quantitative-properties,,antonym,2.0,Chao has an insufficient number of staplers.,Are there not enough staplers?,Yes,2,-7.359930038452148,-12.619071006774902,-6.644455616672834,-13.334545428554216,-0.7154744217793145,Yes,True
73.0,17.0,quantitative-properties,,antonym,1.0,Chao does not need more staplers.,Are there enough staplers?,Yes,2,-6.558421611785889,-12.686254501342773,-5.842947190006575,-13.401728923122088,-0.7154744217793145,Yes,True
74.0,17.0,quantitative-properties,,antonym,1.0,Chao does not need more staplers.,Are there not enough staplers?,No,2,-9.48583698272705,-9.933899879455566,-8.770362560947737,-10.64937430123488,-0.7154744217793145,Yes,False
75.0,17.0,quantitative-properties,,antonym,2.0,Chao needs more staplers.,Are there enough staplers?,No,2,-7.143345832824707,-12.246399879455566,-6.427871411045393,-12.96187430123488,-0.7154744217793145,Yes,False
76.0,17.0,quantitative-properties,,antonym,2.0,Chao needs more staplers.,Are there not enough staplers?,Yes,2,-8.0499906539917,-10.62219524383545,-7.334516232212385,-11.337669665614763,-0.7154744217793145,Yes,True
77.0,18.0,quantitative-properties,,number,1.0,Chao has a hundred staplers.,Are there many staplers?,Yes,2,-9.49616813659668,-11.873071670532227,-8.780693714817366,-12.58854609231154,-0.7154744217793145,Yes,True
78.0,18.0,quantitative-properties,,number,1.0,Chao has a hundred staplers.,Are there few staplers?,No,2,-9.49849796295166,-8.061254501342773,-8.783023541172346,-8.776728923122088,-0.7154744217793145,No,True
79.0,18.0,quantitative-properties,,number,2.0,Chao has two staplers.,Are there many staplers?,No,2,-12.118284225463867,-11.060446739196777,-11.402809803684553,-11.775921160976091,-0.7154744217793145,Yes,False
80.0,18.0,quantitative-properties,,number,2.0,Chao has two staplers.,Are there few staplers?,Yes,2,-12.185446739196777,-8.686530113220215,-11.469972317417463,-9.402004534999529,-0.7154744217793145,No,False
81.0,20.0,quantitative-properties,,number,1.0,Chao has a large number of staplers.,Are there many staplers?,Yes,2,-9.733965873718262,-12.490243911743164,-9.018491451938948,-13.205718333522478,-0.7154744217793145,Yes,True
82.0,20.0,quantitative-properties,,number,1.0,Chao has a large number of staplers.,Are there some staplers?,No,2,-5.196211814880371,-11.681929588317871,-4.480737393101057,-12.397404010097185,-0.7154744217793145,Yes,False
83.0,20.0,quantitative-properties,,number,2.0,Chao has a few staplers.,Are there many staplers?,No,2,-10.66695785522461,-11.30145263671875,-9.951483433445295,-12.016927058498064,-0.7154744217793145,Yes,False
84.0,20.0,quantitative-properties,,number,2.0,Chao has a few staplers.,Are there some staplers?,Yes,2,-5.490832328796387,-12.248674392700195,-4.775357907017073,-12.96414881447951,-0.7154744217793145,Yes,True
86.0,21.0,quantitative-properties,,number,1.0,Chao has a hundred staplers.,Are there no staplers?,No,2,-6.339796543121338,-5.405419826507568,-5.624322121342024,-6.1208942482868824,-0.7154744217793145,Yes,False
88.0,21.0,quantitative-properties,,number,2.0,Chao has zero staplers.,Are there no staplers?,Yes,2,-8.124704360961914,-8.437397956848145,-7.4092299391826,-9.152872378627459,-0.7154744217793145,Yes,True
90.0,22.0,quantitative-properties,,number,1.0,Chao has a large number of staplers.,Are there no staplers?,No,2,-9.803885459899902,-8.059322357177734,-9.088411038120588,-8.774796778957048,-0.7154744217793145,No,True
91.0,22.0,quantitative-properties,,number,2.0,Chao has no staplers.,Are there many staplers?,No,2,-10.184514999389648,-5.967464923858643,-9.469040577610334,-6.682939345637957,-0.7154744217793145,No,True
92.0,22.0,quantitative-properties,,number,2.0,Chao has no staplers.,Are there no staplers?,Yes,2,-10.186643600463867,-8.562309265136719,-9.471169178684553,-9.277783686916033,-0.7154744217793145,No,False
93.0,24.0,quantitative-properties,,antonym,1.0,Chao has a large amount of toothpaste.,Is there a lot of toothpaste?,Yes,2,-5.525850296020508,-13.810446739196777,-4.810375874241194,-14.525921160976091,-0.7154744217793145,Yes,True
94.0,24.0,quantitative-properties,,antonym,1.0,Chao has a large amount of toothpaste.,Is there a little toothpaste?,No,2,-6.214271545410156,-9.684117317199707,-5.498797123630842,-10.399591738979021,-0.7154744217793145,Yes,False
95.0,24.0,quantitative-properties,,antonym,2.0,Chao has a small amount of toothpaste.,Is there a lot of toothpaste?,No,2,-12.420440673828125,-11.058158874511719,-11.704966252048811,-11.773633296291033,-0.7154744217793145,Yes,False
96.0,24.0,quantitative-properties,,antonym,2.0,Chao has a small amount of toothpaste.,Is there a little toothpaste?,Yes,2,-6.433899879455566,-12.185688018798828,-5.718425457676252,-12.901162440578142,-0.7154744217793145,Yes,True
97.0,25.0,quantitative-properties,,antonym,1.0,Chao has five kilograms of toothpaste.,Is there a lot of toothpaste?,Yes,2,-9.248400688171387,-12.187309265136719,-8.532926266392073,-12.902783686916033,-0.7154744217793145,Yes,True
98.0,25.0,quantitative-properties,,antonym,1.0,Chao has five kilograms of toothpaste.,Is there a little toothpaste?,No,3,-8.496822357177734,-9.249373435974121,-7.895515786828819,-9.850680006323037,-0.6013065703489162,Yes,False
99.0,25.0,quantitative-properties,,antonym,2.0,Chao has five grams of toothpaste.,Is there a lot of toothpaste?,No,3,-8.74616813659668,-9.624446868896484,-8.144861566247764,-10.2257534392454,-0.6013065703489162,Yes,False
100.0,25.0,quantitative-properties,,antonym,2.0,Chao has five grams of toothpaste.,Is there a little toothpaste?,Yes,3,-8.184117317199707,-9.624195098876953,-7.582810746850791,-10.225501669225869,-0.6013065703489162,Yes,True
101.0,26.0,quantitative-properties,,antonym,1.0,The suitcase with toothpaste is big.,Is there a lot of toothpaste?,Yes,3,-1.8846032619476318,-7.803885459899902,-1.2832966915987156,-8.405192030248818,-0.6013065703489162,Yes,True
102.0,26.0,quantitative-properties,,antonym,1.0,The suitcase with toothpaste is big.,Is there a little toothpaste?,No,3,-3.5621109008789062,-4.010708332061768,-2.96080433052999,-4.612014902410683,-0.6013065703489162,Yes,False
103.0,26.0,quantitative-properties,,antonym,2.0,The suitcase with toothpaste is small.,Is there a lot of toothpaste?,No,3,-5.243284702301025,-7.058421611785889,-4.64197813195211,-7.659728182134804,-0.6013065703489162,Yes,False
104.0,26.0,quantitative-properties,,antonym,2.0,The suitcase with toothpaste is small.,Is there a little toothpaste?,Yes,3,-3.8454296588897705,-7.206623077392578,-3.2441230885408543,-7.807929647741494,-0.6013065703489162,Yes,True
105.0,27.0,quantitative-properties,,antonym,1.0,Chao has a large amount of the toothpaste.,Is there a lot of toothpaste?,Yes,3,-5.431929588317871,-12.936088562011719,-4.830623017968955,-13.537395132360635,-0.6013065703489162,Yes,True
107.0,27.0,quantitative-properties,,antonym,2.0,Chao has none of the toothpaste.,Is there a lot of toothpaste?,No,3,-10.30866813659668,-5.5307464599609375,-9.707361566247764,-6.132053030309853,-0.6013065703489162,No,True
108.0,27.0,quantitative-properties,,antonym,2.0,Chao has none of the toothpaste.,Is there no toothpaste?,Yes,3,-8.374333381652832,-3.9998767375946045,-7.773026811303916,-4.60118330794352,-0.6013065703489162,No,False
109.0,28.0,quantitative-properties,,antonym,1.0,Chao has a hundred litres of toothpaste.,Is there a lot of toothpaste?,Yes,3,-11.804405212402344,-12.061400413513184,-11.203098642053428,-12.6627069838621,-0.6013065703489162,Yes,True
110.0,28.0,quantitative-properties,,antonym,1.0,Chao has a hundred litres of toothpaste.,Is there no toothpaste?,No,3,-10.806929588317871,-6.53004264831543,-10.205623017968955,-7.1313492186643455,-0.6013065703489162,No,True
111.0,28.0,quantitative-properties,,antonym,2.0,Chao has zero litres of toothpaste.,Is there a lot of toothpaste?,No,3,-9.495658874511719,-7.593061923980713,-8.894352304162803,-8.194368494329629,-0.6013065703489162,No,True
112.0,28.0,quantitative-properties,,antonym,2.0,Chao has zero litres of toothpaste.,Is there no toothpaste?,Yes,3,-8.436980247497559,-7.5624098777771,-7.835673677148643,-8.163716448126015,-0.6013065703489162,Yes,True
113.0,29.0,quantitative-properties,,antonym,1.0,Chao has a sufficient amount of toothpaste.,Is there enough toothpaste?,Yes,3,-9.722026824951172,-12.18366813659668,-9.120720254602256,-12.784974706945595,-0.6013065703489162,Yes,True
114.0,29.0,quantitative-properties,,antonym,1.0,Chao has a sufficient amount of toothpaste.,Is there not enough toothpaste?,No,3,-13.18366813659668,-9.311643600463867,-12.582361566247764,-9.912950170812783,-0.6013065703489162,No,True
115.0,29.0,quantitative-properties,,antonym,2.0,Chao has an insufficient amount of toothpaste.,Is there enough toothpaste?,No,3,-8.98824405670166,-9.685900688171387,-8.386937486352744,-10.287207258520302,-0.6013065703489162,Yes,False
116.0,29.0,quantitative-properties,,antonym,2.0,Chao has an insufficient amount of toothpaste.,Is there not enough toothpaste?,Yes,3,-5.122673988342285,-10.624373435974121,-4.521367417993369,-11.225680006323037,-0.6013065703489162,Yes,True
117.0,30.0,quantitative-properties,,antonym,1.0,Chao does not need more toothpaste.,Is there enough toothpaste?,Yes,3,-8.929405212402344,-13.93366813659668,-8.328098642053428,-14.534974706945595,-0.6013065703489162,Yes,True
118.0,30.0,quantitative-properties,,antonym,1.0,Chao does not need more toothpaste.,Is there not enough toothpaste?,No,3,-11.119071006774902,-10.30986499786377,-10.517764436425987,-10.911171568212685,-0.6013065703489162,Yes,False
119.0,30.0,quantitative-properties,,antonym,2.0,Chao needs more toothpaste.,Is there enough toothpaste?,No,3,-7.609930038452148,-11.55866813659668,-7.008623468103233,-12.159974706945595,-0.6013065703489162,Yes,False
120.0,30.0,quantitative-properties,,antonym,2.0,Chao needs more toothpaste.,Is there not enough toothpaste?,Yes,3,-7.428885459899902,-9.621617317199707,-6.827578889550987,-10.222923887548623,-0.6013065703489162,Yes,True
121.0,31.0,quantitative-properties,,antonym,1.0,There are equal quantities of toothpaste and gel.,Is the amount of toothpaste and gel the same?,Yes,3,-2.995659112930298,-8.811530113220215,-2.3943525425813816,-9.41283668356913,-0.6013065703489162,Yes,True
122.0,31.0,quantitative-properties,,antonym,1.0,There are equal quantities of toothpaste and gel.,Is the amount of toothpaste and gel different?,No,3,-8.184514999389648,-5.093142509460449,-7.583208429040733,-5.694449079809365,-0.6013065703489162,No,True
123.0,31.0,quantitative-properties,,antonym,2.0,There are unequal quantities of toothpaste and gel.,Is the amount of toothpaste and gel the same?,No,3,-8.808899879455566,-1.8275270462036133,-8.20759330910665,-2.4288336165525295,-0.6013065703489162,No,True
124.0,31.0,quantitative-properties,,antonym,2.0,There are unequal quantities of toothpaste and gel.,Is the amount of toothpaste and gel different?,Yes,3,-5.714542388916016,-7.21754264831543,-5.1132358185671,-7.8188492186643455,-0.6013065703489162,Yes,True
125.0,32.0,quantitative-properties,,number,1.0,Chao has three litres of toothpaste and three litres of gel.,Is the amount of toothpaste and gel the same?,Yes,3,-4.059695243835449,-4.437012195587158,-3.458388673486533,-5.038318765936074,-0.6013065703489162,Yes,True
126.0,32.0,quantitative-properties,,number,1.0,Chao has three litres of toothpaste and three litres of gel.,Is the amount of toothpaste and gel different?,No,3,-5.0598649978637695,-5.312041759490967,-4.458558427514854,-5.913348329839883,-0.6013065703489162,Yes,False
127.0,32.0,quantitative-properties,,number,2.0,Chao has three litres of toothpaste and five litres of gel.,Is the amount of toothpaste and gel the same?,No,4,-7.7473649978637695,-1.4448504447937012,-7.59043392858335,-1.601781514074121,-0.15693106928041978,No,True
128.0,32.0,quantitative-properties,,number,2.0,Chao has three litres of toothpaste and five litres of gel.,Is the amount of toothpaste and gel different?,Yes,4,-2.685900926589966,-5.124664783477783,-2.528969857309546,-5.281595852758203,-0.15693106928041978,Yes,True
129.0,33.0,quantitative-properties,,antonym,1.0,The amount of toothpaste is greater than the amount of gel.,Is there more toothpaste than gel?,Yes,4,-5.029881954193115,-7.905832767486572,-4.8729508849126955,-8.062763836766992,-0.15693106928041978,Yes,True
130.0,33.0,quantitative-properties,,antonym,1.0,The amount of toothpaste is greater than the amount of gel.,Is there less toothpaste than gel?,No,4,-9.623967170715332,-5.905996799468994,-9.467036101434912,-6.062927868749414,-0.15693106928041978,No,True
131.0,33.0,quantitative-properties,,antonym,2.0,The amount of toothpaste is smaller than the amount of gel.,Is there more toothpaste than gel?,No,4,-7.779493808746338,-5.468358039855957,-7.622562739465918,-5.625289109136377,-0.15693106928041978,No,True
132.0,33.0,quantitative-properties,,antonym,2.0,The amount of toothpaste is smaller than the amount of gel.,Is there less toothpaste than gel?,Yes,4,-5.467615604400635,-4.030962944030762,-5.310684535120215,-4.1878940133111815,-0.15693106928041978,No,False
133.0,34.0,quantitative-properties,,antonym,1.0,Toothpaste is added to the truck that initially contained the same amount of toothpaste and gel.,Is there more toothpaste than gel?,Yes,4,-10.740243911743164,-10.68486499786377,-10.583312842462744,-10.84179606714419,-0.15693106928041978,Yes,True
134.0,34.0,quantitative-properties,,antonym,1.0,Toothpaste is added to the truck that initially contained the same amount of toothpaste and gel.,Is there less toothpaste than gel?,No,4,-11.991385459899902,-9.62236499786377,-11.834454390619483,-9.77929606714419,-0.15693106928041978,No,True
135.0,34.0,quantitative-properties,,antonym,2.0,Toothpaste is removed from the truck that initially contained the same amount of toothpaste and gel.,Is there more toothpaste than gel?,No,4,-10.491905212402344,-9.435315132141113,-10.334974143121924,-9.592246201421533,-0.15693106928041978,No,True
136.0,34.0,quantitative-properties,,antonym,2.0,Toothpaste is removed from the truck that initially contained the same amount of toothpaste and gel.,Is there less toothpaste than gel?,Yes,4,-11.242393493652344,-8.810571670532227,-11.085462424371924,-8.967502739812646,-0.15693106928041978,No,False
