task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-3.7783563137054443,-3.2792601585388184,No,False
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the office?,No,-4.521792888641357,-3.1478993892669678,No,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-3.7783563137054443,-3.2792601585388184,No,False
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the kitchen?,No,-4.617853164672852,-2.9940714836120605,No,True
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the garden?,Yes,-3.637948513031006,-3.513784646987915,No,False
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the hallway?,No,-7.123673915863037,-5.249664783477783,No,True
qa1,15,[11],John journeyed to the garden.,Is John in the garden?,Yes,-3.7164957523345947,-3.5922000408172607,No,False
qa1,15,[11],John journeyed to the garden.,Is John in the bedroom?,No,-6.811088562011719,-4.999446868896484,No,True
qa1,15,[11],John moved to the hallway.,Is John in the hallway?,Yes,-3.9961681365966797,-3.8104472160339355,No,False
qa1,15,[11],John moved to the hallway.,Is John in the garden?,No,-7.373967170715332,-5.249642848968506,No,True
qa1,12,[7],Mary journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-3.7312464714050293,-3.2319376468658447,No,False
qa1,12,[7],Mary journeyed to the bedroom.,Is Mary in the bathroom?,No,-5.023403167724609,-3.304893970489502,No,True
qa1,6,[4],Daniel went back to the office.,Is Daniel in the office?,Yes,-4.0279717445373535,-3.5750925540924072,No,False
qa1,6,[4],Daniel went back to the office.,Is Daniel in the hallway?,No,-7.15504264831543,-5.249541759490967,No,True
qa1,9,[8],Daniel travelled to the garden.,Is Daniel in the garden?,Yes,-3.6841177940368652,-3.6838998794555664,No,False
qa1,9,[8],Daniel travelled to the garden.,Is Daniel in the bathroom?,No,-7.749332904815674,-5.312320709228516,No,True
qa1,15,[14],Daniel travelled to the bedroom.,Is Daniel in the bedroom?,Yes,-3.6053595542907715,-3.2935450077056885,No,False
qa1,15,[14],Daniel travelled to the bedroom.,Is Daniel in the garden?,No,-5.87037992477417,-4.99616813659668,No,True
qa1,15,[14],Mary journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-3.7312464714050293,-3.2319376468658447,No,False
qa1,15,[14],Mary journeyed to the bedroom.,Is Mary in the hallway?,No,-4.650850296020508,-3.5423262119293213,No,True
qa1,6,[5],Sandra moved to the bedroom.,Is Sandra in the bedroom?,Yes,-3.9963998794555664,-3.607353925704956,No,False
qa1,6,[5],Sandra moved to the bedroom.,Is Sandra in the office?,No,-6.435571193695068,-4.905419826507568,No,True
qa1,6,[4],Mary went to the office.,Is Mary in the office?,Yes,-3.9109976291656494,-3.475893497467041,No,False
qa1,6,[4],Mary went to the office.,Is Mary in the garden?,No,-5.653531551361084,-4.4979472160339355,No,True
qa1,6,[4],John went back to the bathroom.,Is John in the bathroom?,Yes,-3.964796781539917,-3.590669870376587,No,False
qa1,6,[4],John went back to the bathroom.,Is John in the office?,No,-7.374143600463867,-5.249664783477783,No,True
qa1,6,[2],Sandra travelled to the garden.,Is Sandra in the garden?,Yes,-3.948715925216675,-3.6371893882751465,No,False
qa1,6,[2],Sandra travelled to the garden.,Is Sandra in the kitchen?,No,-7.40504264831543,-5.437184810638428,No,True
qa1,3,[1],Sandra journeyed to the kitchen.,Is Sandra in the kitchen?,Yes,-3.8057847023010254,-3.683159112930298,No,False
qa1,3,[1],Sandra journeyed to the kitchen.,Is Sandra in the office?,No,-5.547430038452148,-4.928332328796387,No,True
qa1,12,[8],Sandra journeyed to the hallway.,Is Sandra in the hallway?,Yes,-4.088003158569336,-3.4966177940368652,No,False
qa1,12,[8],Sandra journeyed to the hallway.,Is Sandra in the bathroom?,No,-5.2931904792785645,-3.362873077392578,No,True
qa1,9,[4],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-3.324233055114746,-3.2621893882751465,No,False
qa1,9,[4],Daniel journeyed to the office.,Is Daniel in the kitchen?,No,-7.467615604400635,-5.312142848968506,No,True
qa1,9,[8],John travelled to the bathroom.,Is John in the bathroom?,Yes,-3.6676011085510254,-3.543330669403076,No,False
qa1,9,[8],John travelled to the bathroom.,Is John in the hallway?,No,-5.151176929473877,-3.777296781539917,No,True
qa1,3,[2],John travelled to the garden.,Is John in the garden?,Yes,-4.181929588317871,-3.932879686355591,No,False
qa1,3,[2],John travelled to the garden.,Is John in the office?,No,-8.249541282653809,-5.3124098777771,No,True
qa1,6,[4],Sandra journeyed to the bedroom.,Is Sandra in the bedroom?,Yes,-4.0572662353515625,-3.3871893882751465,No,False
qa1,6,[4],Sandra journeyed to the bedroom.,Is Sandra in the kitchen?,No,-5.2041401863098145,-4.365243911743164,No,True
qa1,6,[2],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-3.8239824771881104,-3.513110399246216,No,False
qa1,6,[2],Sandra moved to the garden.,Is Sandra in the bathroom?,No,-7.9682769775390625,-5.218667984008789,No,True
qa1,9,[5],Daniel went to the bathroom.,Is Daniel in the bathroom?,Yes,-3.7777605056762695,-3.465669870376587,No,False
qa1,9,[5],Daniel went to the bathroom.,Is Daniel in the garden?,No,-7.4682769775390625,-5.593605995178223,No,True
qa1,15,[14],Mary moved to the office.,Is Mary in the office?,Yes,-3.538905382156372,-3.4156627655029297,No,False
qa1,15,[14],Mary moved to the office.,Is Mary in the kitchen?,No,-4.835399627685547,-3.2273385524749756,No,True
qa1,12,[5],Mary moved to the office.,Is Mary in the office?,Yes,-3.538905382156372,-3.4156627655029297,No,False
qa1,12,[5],Mary moved to the office.,Is Mary in the kitchen?,No,-4.835399627685547,-3.2273385524749756,No,True
qa1,15,[11],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-3.324233055114746,-3.2621893882751465,No,False
qa1,15,[11],Daniel journeyed to the office.,Is Daniel in the bedroom?,No,-6.029493808746338,-4.905309677124023,No,True
qa1,6,[2],Daniel travelled to the bathroom.,Is Daniel in the bathroom?,Yes,-3.6989824771881104,-3.511733055114746,No,False
qa1,6,[2],Daniel travelled to the bathroom.,Is Daniel in the hallway?,No,-5.7473649978637695,-4.3729472160339355,No,True
qa1,9,[8],John journeyed to the garden.,Is John in the garden?,Yes,-3.7164957523345947,-3.5922000408172607,No,False
qa1,9,[8],John journeyed to the garden.,Is John in the bathroom?,No,-7.718142509460449,-5.093605995178223,No,True
qa1,15,[13],Daniel journeyed to the bedroom.,Is Daniel in the bedroom?,Yes,-3.809695243835449,-3.1229472160339355,No,False
qa1,15,[13],Daniel journeyed to the bedroom.,Is Daniel in the kitchen?,No,-4.929893970489502,-3.7432847023010254,No,True
qa1,12,[8],Sandra moved to the bedroom.,Is Sandra in the bedroom?,Yes,-3.9963998794555664,-3.607353925704956,No,False
qa1,12,[8],Sandra moved to the bedroom.,Is Sandra in the kitchen?,No,-5.37116813659668,-4.122673988342285,No,True
qa1,9,[7],Sandra moved to the bathroom.,Is Sandra in the bathroom?,Yes,-3.886733055114746,-3.4509055614471436,No,False
qa1,9,[7],Sandra moved to the bathroom.,Is Sandra in the kitchen?,No,-5.371617794036865,-3.9979472160339355,No,True
qa1,12,[11],Daniel moved to the hallway.,Is Daniel in the hallway?,Yes,-3.903169870376587,-3.623188018798828,No,False
qa1,12,[11],Daniel moved to the hallway.,Is Daniel in the bathroom?,No,-5.211822032928467,-3.5410380363464355,No,True
qa1,15,[11],Daniel moved to the hallway.,Is Daniel in the hallway?,Yes,-3.903169870376587,-3.623188018798828,No,False
qa1,15,[11],Daniel moved to the hallway.,Is Daniel in the garden?,No,-5.589542388916016,-4.653169631958008,No,True
qa1,6,[1],Sandra travelled to the garden.,Is Sandra in the garden?,Yes,-3.948715925216675,-3.6371893882751465,No,False
qa1,6,[1],Sandra travelled to the garden.,Is Sandra in the bedroom?,No,-7.217615604400635,-5.3434247970581055,No,True
qa10,3,[2],Bill is in the kitchen.,Is Bill in the bedroom?,No,-4.054405212402344,-2.757899522781372,No,True
qa10,6,[4],Bill journeyed to the bedroom.,Is Bill in the bedroom?,Yes,-3.886215925216675,-3.0127761363983154,No,False
qa10,9,[4],Fred went to the bedroom.,Is Fred in the bedroom?,Yes,-3.697103261947632,-3.260932207107544,No,False
qa10,12,[11],Mary went back to the office.,Is Mary in the kitchen?,No,-5.995921611785889,-4.903169631958008,No,True
qa10,15,[14],Fred moved to the cinema.,Is Fred in the kitchen?,No,-7.154964923858643,-5.155805587768555,No,True
qa10,6,[5],Mary is in the office.,Is Mary in the office?,Yes,-3.696716070175171,-3.8856301307678223,Yes,True
qa10,15,[14],Fred is either in the school or the cinema.,Is Fred in the office?,No,-5.80866813659668,-4.5904717445373535,No,True
qa10,15,[14],Mary went to the park.,Is Mary in the park?,Yes,-3.4438138008117676,-3.195399522781372,No,False
qa10,9,[4],Fred went back to the cinema.,Is Fred in the office?,No,-7.874595642089844,-5.218650817871094,No,True
qa10,6,[2],Mary moved to the school.,Is Mary in the school?,Yes,-3.783768892288208,-3.4109976291656494,No,False
qa10,9,[8],Mary moved to the office.,Is Mary in the office?,Yes,-3.538905382156372,-3.4156627655029297,No,False
qa10,12,[10],Mary is in the school.,Is Mary in the school?,Yes,-3.5223634243011475,-3.5238771438598633,Yes,True
qa10,15,[13],Fred moved to the office.,Is Fred in the kitchen?,No,-5.401483535766602,-3.543102502822876,No,True
qa10,3,[2],Bill is in the office.,Is Bill in the park?,No,-4.460399627685547,-3.2906627655029297,No,True
qa10,12,[11],Julie went to the park.,Is Julie in the park?,Yes,-3.7588043212890625,-3.634967088699341,No,False
qa10,12,[11],Bill went to the bedroom.,Is Bill in the bedroom?,Yes,-3.6652634143829346,-3.2298262119293213,No,False
qa10,15,[14],Bill went back to the school.,Is Bill in the park?,No,-7.499244213104248,-5.343526363372803,No,True
qa10,12,[8],Mary travelled to the school.,Is Mary in the office?,No,-6.779131889343262,-5.498497486114502,No,True
qa10,15,[8],Mary travelled to the school.,Is Mary in the school?,Yes,-3.706623077392578,-3.33124041557312,No,False
qa10,3,[1],Mary went back to the bedroom.,Is Mary in the bedroom?,Yes,-3.8084216117858887,-3.528169870376587,No,False
qa10,3,[2],Fred is in the office.,Is Fred in the cinema?,No,-5.996617794036865,-4.4973649978637695,No,True
qa10,6,[5],Bill is in the kitchen.,Is Bill in the kitchen?,Yes,-3.1807847023010254,-3.4322662353515625,Yes,True
qa10,15,[14],Bill journeyed to the park.,Is Bill in the cinema?,No,-8.187185287475586,-5.218689918518066,No,True
qa10,3,[2],Bill went to the park.,Is Bill in the bedroom?,No,-7.624332904815674,-5.437320709228516,No,True
qa10,9,[8],Mary is in the office.,Is Mary in the office?,Yes,-3.696716070175171,-3.8856301307678223,Yes,True
qa10,6,[5],Bill went back to the office.,Is Bill in the kitchen?,No,-7.780309677124023,-5.437203884124756,No,True
qa10,15,[13],Bill travelled to the kitchen.,Is Bill in the kitchen?,Yes,-3.6027634143829346,-3.6676011085510254,Yes,True
qa10,15,[13],Fred went to the bedroom.,Is Fred in the school?,No,-4.388653755187988,-3.9839658737182617,No,True
qa10,3,[1],Fred is in the kitchen.,Is Fred in the school?,No,-3.990244150161743,-3.066904306411743,No,True
qa10,6,[5],Julie went back to the cinema.,Is Julie in the cinema?,Yes,-4.650850296020508,-4.277042388916016,No,False
qa10,9,[4],Julie went back to the park.,Is Julie in the park?,Yes,-4.743284702301025,-4.37037992477417,No,False
qa10,3,[2],Fred went to the kitchen.,Is Fred in the park?,No,-7.40536642074585,-5.468462944030762,No,True
qa10,9,[8],Bill moved to the cinema.,Is Bill in the cinema?,Yes,-3.8538906574249268,-3.6048262119293213,No,False
qa10,12,[8],Julie journeyed to the office.,Is Julie in the office?,Yes,-3.6673262119293213,-3.8244683742523193,Yes,True
qa10,15,[13],Mary is either in the bedroom or the park.,Is Mary in the school?,No,-4.319775581359863,-2.925579786300659,No,True
qa10,12,[11],Fred went to the school.,Is Fred in the cinema?,No,-7.655419826507568,-5.499738693237305,No,True
qa10,9,[8],Fred travelled to the bedroom.,Is Fred in the bedroom?,Yes,-3.7285380363464355,-3.3545336723327637,No,False
qa10,12,[11],Bill is in the bedroom.,Is Bill in the kitchen?,No,-4.239618301391602,-2.850348949432373,No,True
qa10,3,[2],Julie moved to the office.,Is Julie in the office?,Yes,-4.057582378387451,-3.980830669403076,No,False
qa10,15,[14],Julie is in the kitchen.,Is Julie in the cinema?,No,-7.059695243835449,-5.436173915863037,No,True
qa10,9,[5],Julie went to the kitchen.,Is Julie in the kitchen?,Yes,-3.899322271347046,-4.088983535766602,Yes,True
qa10,12,[11],Julie is in the park.,Is Julie in the school?,No,-4.395540237426758,-3.2708680629730225,No,True
qa10,15,[14],Mary travelled to the school.,Is Mary in the school?,Yes,-3.706623077392578,-3.33124041557312,No,False
qa10,3,[1],Bill went back to the bedroom.,Is Bill in the cinema?,No,-7.529793739318848,-5.186946868896484,No,True
qa10,15,[13],Mary is in the cinema.,Is Mary in the office?,No,-5.087240695953369,-3.774740695953369,No,True
qa10,12,[7],Julie is in the office.,Is Julie in the office?,Yes,-3.759603261947632,-4.338983535766602,Yes,True
qa10,3,[2],Julie journeyed to the park.,Is Julie in the park?,Yes,-4.276483535766602,-4.2777605056762695,Yes,True
qa10,9,[8],Bill is in the cinema.,Is Bill in the bedroom?,No,-5.368284702301025,-3.993690252304077,No,True
qa10,9,[8],Mary is in the kitchen.,Is Mary in the kitchen?,Yes,-3.429893970489502,-3.618690252304077,Yes,True
qa10,3,[1],Fred went to the office.,Is Fred in the bedroom?,No,-6.153850555419922,-4.90470027923584,No,True
qa10,9,[7],Julie moved to the school.,Is Julie in the school?,Yes,-3.865832567214966,-3.9913854598999023,Yes,True
qa10,3,[1],Bill went to the cinema.,Is Bill in the cinema?,Yes,-3.7698535919189453,-3.333685874938965,No,False
qa10,9,[7],Bill went to the bedroom.,Is Bill in the office?,No,-6.465035915374756,-4.903850555419922,No,True
qa10,3,[1],Julie is either in the bedroom or the kitchen.,Is Julie in the school?,No,-3.9468977451324463,-3.3218977451324463,No,True
qa10,15,[14],Julie moved to the bedroom.,Is Julie in the school?,No,-5.271792888641357,-5.117393970489502,No,True
qa10,15,[14],Mary moved to the office.,Is Mary in the office?,Yes,-3.538905382156372,-3.4156627655029297,No,False
qa10,3,[1],Julie is in the park.,Is Julie in the cinema?,No,-6.618690013885498,-4.996617794036865,No,True
qa10,3,[1],Fred went back to the school.,Is Fred in the school?,Yes,-3.490244150161743,-3.0851354598999023,No,False
qa10,3,[1],Julie went to the school.,Is Julie in the cinema?,No,-7.999642848968506,-5.374925136566162,No,True
qa10,6,[5],Julie went to the office.,Is Julie in the bedroom?,No,-7.249088764190674,-5.4059247970581055,No,True
qa10,3,[1],Fred went back to the office.,Is Fred in the office?,Yes,-3.900503158569336,-3.4017715454101562,No,False
qa10,6,[1],Fred went back to the office.,Is Fred in the office?,Yes,-3.900503158569336,-3.4017715454101562,No,False
qa10,6,[5],Mary is in the school.,Is Mary in the school?,Yes,-3.5223634243011475,-3.5238771438598633,Yes,True
qa10,12,[8],Mary is in the office.,Is Mary in the school?,No,-3.5565714836120605,-2.7426271438598633,No,True
qa10,3,[1],Bill journeyed to the bedroom.,Is Bill in the bedroom?,Yes,-3.886215925216675,-3.0127761363983154,No,False
qa10,15,[10],Mary is either in the cinema or the office.,Is Mary in the kitchen?,No,-5.07383394241333,-3.871612310409546,No,True
qa10,15,[11],Fred went back to the office.,Is Fred in the office?,Yes,-3.900503158569336,-3.4017715454101562,No,False
qa10,3,[2],Julie is in the kitchen.,Is Julie in the office?,No,-4.743690013885498,-3.447467088699341,No,True
qa10,15,[11],Julie is in the park.,Is Julie in the school?,No,-4.395540237426758,-3.2708680629730225,No,True
qa10,3,[2],Julie is in the kitchen.,Is Julie in the kitchen?,Yes,-3.338003158569336,-3.8395423889160156,Yes,True
qa10,12,[10],Bill journeyed to the kitchen.,Is Bill in the kitchen?,Yes,-3.5892715454101562,-3.3720145225524902,No,False
qa10,15,[14],Fred is in the cinema.,Is Fred in the park?,No,-5.683421611785889,-4.340856075286865,No,True
qa10,15,[14],Mary journeyed to the park.,Is Mary in the park?,Yes,-3.4801011085510254,-3.3562464714050293,No,False
qa10,9,[7],Bill is in the park.,Is Bill in the park?,Yes,-3.615244150161743,-3.742393970489502,Yes,True
qa10,15,[11],Bill went to the cinema.,Is Bill in the cinema?,Yes,-3.7698535919189453,-3.333685874938965,No,False
qa10,6,[5],Julie is either in the cinema or the cinema.,Is Julie in the kitchen?,No,-4.714796543121338,-2.6371893882751465,No,True
qa10,3,[1],Mary is in the school.,Is Mary in the school?,Yes,-3.5223634243011475,-3.5238771438598633,Yes,True
qa10,12,[11],Bill went to the park.,Is Bill in the office?,No,-8.124664306640625,-5.281181812286377,No,True
qa10,15,[13],Bill journeyed to the school.,Is Bill in the kitchen?,No,-7.717464923858643,-5.280832767486572,No,True
qa10,9,[7],Mary went back to the cinema.,Is Mary in the school?,No,-5.872815132141113,-5.21720027923584,No,True
qa10,15,[13],Mary went back to the park.,Is Mary in the park?,Yes,-3.725893497467041,-3.4152634143829346,No,False
qa10,6,[2],Mary went to the park.,Is Mary in the kitchen?,No,-5.432582378387451,-4.059117794036865,No,True
qa10,9,[2],Mary went to the park.,Is Mary in the park?,Yes,-3.4438138008117676,-3.195399522781372,No,False
qa10,3,[2],Julie travelled to the park.,Is Julie in the bedroom?,No,-7.936832904815674,-5.468564987182617,No,True
qa10,12,[11],Bill is in the park.,Is Bill in the cinema?,No,-5.643345832824707,-3.9603993892669678,No,True
qa10,3,[2],Mary is in the cinema.,Is Mary in the cinema?,Yes,-4.271792888641357,-4.398877143859863,Yes,True
qa10,12,[11],Julie is either in the school or the school.,Is Julie in the office?,No,-4.333685874938965,-2.944098949432373,No,True
qa10,6,[4],Mary journeyed to the kitchen.,Is Mary in the office?,No,-5.019853591918945,-3.942580461502075,No,True
qa10,12,[5],Bill journeyed to the cinema.,Is Bill in the cinema?,Yes,-4.428885459899902,-3.931190252304077,No,False
qa10,15,[14],Julie went to the kitchen.,Is Julie in the bedroom?,No,-6.0279717445373535,-4.716495513916016,No,True
qa10,9,[7],Mary went to the kitchen.,Is Mary in the cinema?,No,-7.592809677124023,-5.249684810638428,No,True
qa10,12,[5],Julie is in the park.,Is Julie in the cinema?,No,-6.618690013885498,-4.996617794036865,No,True
qa10,15,[14],Bill moved to the park.,Is Bill in the park?,Yes,-4.116905212402344,-3.9950826168060303,No,False
qa10,15,[14],Julie went back to the school.,Is Julie in the school?,Yes,-3.3690714836120605,-3.1822662353515625,No,False
qa10,9,[7],Julie travelled to the park.,Is Julie in the park?,Yes,-4.333685874938965,-4.209863185882568,No,False
qa10,15,[14],Fred is in the cinema.,Is Fred in the cinema?,Yes,-3.8523385524749756,-3.9156627655029297,Yes,True
qa10,3,[1],Mary is either in the park or the cinema.,Is Mary in the kitchen?,No,-4.6056904792785645,-3.0756001472473145,No,True
qa10,9,[7],Bill is in the school.,Is Bill in the bedroom?,No,-4.392519474029541,-3.0179390907287598,No,True
qa10,6,[2],Bill went back to the office.,Is Bill in the office?,Yes,-4.276176929473877,-3.855602502822876,No,False
qa10,9,[8],Bill is in the park.,Is Bill in the park?,Yes,-3.615244150161743,-3.742393970489502,Yes,True
qa11,15,"[7, 8]",John travelled to the garden. Afterwards he went to the hallway.,Is John in the hallway?,Yes,-3.4801011085510254,-2.8551011085510254,No,False
qa11,15,"[7, 8]",John travelled to the garden. Afterwards he went to the hallway.,Is John in the garden?,No,-3.636733055114746,-2.948715925216675,No,True
qa11,6,"[1, 2]",Daniel journeyed to the hallway. Then he journeyed to the bathroom.,Is Daniel in the bathroom?,Yes,-3.1703007221221924,-2.232985496520996,No,False
qa11,6,"[1, 2]",Daniel journeyed to the hallway. Then he journeyed to the bathroom.,Is Daniel in the office?,No,-7.311832904815674,-4.999831199645996,No,True
qa11,6,"[1, 2]",Sandra moved to the hallway. Following that she went back to the bathroom.,Is Sandra in the bathroom?,Yes,-3.963350534439087,-3.214796781539917,No,False
qa11,6,"[1, 2]",Sandra moved to the hallway. Following that she went back to the bathroom.,Is Sandra in the bedroom?,No,-4.431190013885498,-3.088676929473877,No,True
qa11,6,"[1, 2]",Mary travelled to the kitchen. Following that she journeyed to the garden.,Is Mary in the garden?,Yes,-3.245379686355591,-2.7440714836120605,No,False
qa11,6,"[1, 2]",Mary travelled to the kitchen. Following that she journeyed to the garden.,Is Mary in the bedroom?,No,-5.185024261474609,-3.5600242614746094,No,True
qa11,6,"[1, 2]",Mary went back to the kitchen. Then she went to the garden.,Is Mary in the garden?,Yes,-3.3105714321136475,-2.4976742267608643,No,False
qa11,6,"[1, 2]",Mary went back to the kitchen. Then she went to the garden.,Is Mary in the kitchen?,No,-4.153696060180664,-2.9033563137054443,No,True
qa11,15,"[10, 11]",Mary travelled to the kitchen. Afterwards she journeyed to the hallway.,Is Mary in the hallway?,Yes,-3.4336681365966797,-2.6836681365966797,No,False
qa11,15,"[10, 11]",Mary travelled to the kitchen. Afterwards she journeyed to the hallway.,Is Mary in the bathroom?,No,-5.403696060180664,-3.388784646987915,No,True
qa11,15,"[13, 14]",Sandra moved to the bathroom. Following that she went back to the garden.,Is Sandra in the garden?,Yes,-3.823715925216675,-3.5744683742523193,No,False
qa11,15,"[13, 14]",Sandra moved to the bathroom. Following that she went back to the garden.,Is Sandra in the kitchen?,No,-6.592464923858643,-4.7807769775390625,No,True
qa11,12,"[10, 11]",John went to the bathroom. Afterwards he moved to the office.,Is John in the office?,Yes,-3.7428531646728516,-3.2428531646728516,No,False
qa11,12,"[10, 11]",John went to the bathroom. Afterwards he moved to the office.,Is John in the bathroom?,No,-3.683159112930298,-2.4950826168060303,No,True
qa11,3,"[1, 2]",Mary moved to the kitchen. Following that she journeyed to the hallway.,Is Mary in the hallway?,Yes,-3.587240695953369,-3.0572662353515625,No,False
qa11,3,"[1, 2]",Mary moved to the kitchen. Following that she journeyed to the hallway.,Is Mary in the office?,No,-5.078205108642578,-3.2185873985290527,No,True
qa11,3,"[1, 2]",Mary went to the garden. Then she journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-3.6220145225524902,-2.2466177940368652,No,False
qa11,3,"[1, 2]",Mary went to the garden. Then she journeyed to the bedroom.,Is Mary in the garden?,No,-3.543935775756836,-2.480830669403076,No,True
qa11,9,"[4, 5]",John went to the office. Afterwards he moved to the garden.,Is John in the garden?,Yes,-3.494429588317871,-3.1825826168060303,No,False
qa11,9,"[4, 5]",John went to the office. Afterwards he moved to the garden.,Is John in the bedroom?,No,-6.749088764190674,-4.9059247970581055,No,True
qa11,3,"[1, 2]",Sandra journeyed to the bathroom. After that she went to the garden.,Is Sandra in the garden?,Yes,-3.4027605056762695,-3.2158563137054443,No,False
qa11,3,"[1, 2]",Sandra journeyed to the bathroom. After that she went to the garden.,Is Sandra in the bathroom?,No,-3.4336681365966797,-2.8084216117858887,No,True
qa11,15,"[13, 14]",Daniel moved to the hallway. After that he moved to the kitchen.,Is Daniel in the kitchen?,Yes,-3.4968223571777344,-2.9343223571777344,No,False
qa11,15,"[13, 14]",Daniel moved to the hallway. After that he moved to the kitchen.,Is Daniel in the bedroom?,No,-4.153356075286865,-2.3246893882751465,No,True
qa11,9,"[7, 8]",Sandra journeyed to the kitchen. Afterwards she went to the garden.,Is Sandra in the garden?,Yes,-3.4178595542907715,-3.1060450077056885,No,False
