property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
can be pushed by the person sitting in it,a mitten,'',Can a mitten be pushed by the person sitting in it?,No,random,-0.9368734955787659,-0.5621199011802673,No,True
can be rectangular in shape,a microwave,'',Can a microwave be rectangular in shape?,Yes,random,-1.0152842998504639,-0.5154738426208496,No,False
can be rectangular in shape,a soup,'',Can a soup be rectangular in shape?,No,random,-1.1400632858276367,-0.4528907835483551,No,True
can be refreshing,cider,'',Can cider be refreshing?,Yes,random,-0.4137137532234192,-1.351417064666748,Yes,True
can be refreshing,a crayfish,'',Can a crayfish be refreshing?,No,random,-0.9682140350341797,-0.5935264825820923,No,True
can be rented,a limousine,'',Can a limousine be rented?,Yes,random,-0.2691187560558319,-1.8278907537460327,Yes,True
can be resilient,mango,'',Can mango be resilient?,No,random,-0.8822552561759949,-0.6950942277908325,No,True
can be rickety,a trolley,'',Can a trolley be rickety?,Yes,random,-0.7143422365188599,-0.7770395874977112,Yes,True
can be ridden,a drill,'',Can a drill be ridden?,No,random,-1.63205087184906,-0.2535000741481781,No,True
can be ridden on paths,a bicycle,'',Can a bicycle be ridden on paths?,Yes,random,-0.272533118724823,-1.6479681730270386,Yes,True
can be rolled,a cape,'',Can a cape be rolled?,No,random,-0.6673915982246399,-0.792728066444397,Yes,False
