property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,20.0,2,-6.65470027923584,-2.5778050422668457,0.5771256873871957,6.749298202687697,-7.231825966623036,-9.327103244954543,No,True,False,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,20.0,3,-9.679893493652344,-1.3193939924240112,-2.4842401982639872,7.933062292934794,-7.1956532953883565,-9.252456285358805,No,True,False,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,20.0,3,-5.2779717445373535,-5.405642509460449,1.917681550851003,3.8468137758983563,-7.1956532953883565,-9.252456285358805,Yes,False,False,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,20.0,4,-0.5986745357513428,-7.901176929473877,6.615912829707598,1.4129036341727303,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,20.0,1,-3.777535915374756,-6.216993808746338,3.4052543800235506,3.1222364988444102,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,20.0,0,-8.432266235351562,-7.624143600463867,-1.2271428448148072,1.7302273343605474,-7.205123390536755,-9.354370934824415,No,True,False,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,20.0,1,-1.2991889715194702,-8.741385459899902,5.883601323878836,0.5978448476908458,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,20.0,2,-6.433159351348877,-12.62451171875,0.7986666152741586,-3.297408473795457,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,20.0,2,-1.034952163696289,-10.24752426147461,6.1968738029267465,-0.9204210165200664,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be bald,an owl,'',Can an owl be bald?,No,random,20.0,3,-6.644853591918945,-6.591350555419922,0.5507997034694112,2.6611057299388836,-7.1956532953883565,-9.252456285358805,No,True,False,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,20.0,4,-8.811588287353516,-8.812368392944336,-1.5970009218945744,0.5017121707022714,-7.214587365458941,-9.314080563646607,Yes,False,False,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,20.0,1,-4.183421611785889,-6.186643600463867,2.999368683612418,3.152586707126881,-7.1827902953983065,-9.339230307590748,Yes,True,False,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,20.0,3,-8.746822357177734,-14.812143325805664,-1.5511690617893779,-5.559687040446859,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be bent,an owl,'',Can an owl be bent?,No,random,20.0,1,-11.68486499786377,-8.561174392700195,-4.502074702465463,0.7780559148905528,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,20.0,2,-1.8396716117858887,-7.842809677124023,5.392154354837147,1.4842935678305196,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,20.0,4,-3.306190252304077,-11.810900688171387,3.908397113154864,-2.4968201245247794,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,20.0,4,-6.9869160652160645,-8.603147506713867,0.22767130024287674,0.7109330569327401,-7.214587365458941,-9.314080563646607,Yes,False,False,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,20.0,3,-6.9367899894714355,-12.374796867370605,0.25886330591692097,-3.1223405820118,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,20.0,0,-8.123588562011719,-9.874195098876953,-0.9184651714749634,-0.5198241640525385,-7.205123390536755,-9.354370934824415,Yes,False,False,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,20.0,1,-6.742853164672852,-15.373674392700195,0.43993713072545493,-6.034444085109447,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,20.0,0,-0.7974382638931274,-10.435900688171387,6.407685126643628,-1.081529753346972,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,20.0,1,-8.685173988342285,-8.373754501342773,-1.5023836929439787,0.9654758062479747,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,20.0,3,-6.683899879455566,-12.999088287353516,0.5117534159327901,-3.74663200199471,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be cold,a plow,'',Can a plow be cold?,No,random,20.0,2,-9.248071670532227,-14.186833381652832,-2.016245703909191,-4.859730136698289,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,20.0,4,-0.9966176748275757,-8.68599796295166,6.2179696906313655,0.6280826006949471,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be covered,butter,'',Can butter be covered?,No,random,20.0,2,-6.521792888641357,-13.059514999389648,0.7100330779816781,-3.7324117544351054,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,20.0,4,-4.748188018798828,-1.7338635921478271,2.466399346660113,7.58021697149878,-7.214587365458941,-9.314080563646607,No,True,False,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,20.0,1,-4.653696060180664,-11.99951171875,2.5290942352176424,-2.660281411159252,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,20.0,2,-9.24736499786377,-0.7769531607627869,-2.015539031240734,8.550150084191756,-7.231825966623036,-9.327103244954543,No,True,False,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,20.0,3,-10.934117317199707,-12.123967170715332,-3.7384640218113505,-2.8715108853565265,-7.1956532953883565,-9.252456285358805,Yes,False,False,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,20.0,3,-5.488952159881592,-11.934514999389648,1.7067011355067647,-2.682058714030843,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,20.0,1,-6.121822357177734,-10.687143325805664,1.0609679382205721,-1.347913018214916,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be curly,hair,'',Can hair be curly?,Yes,random,20.0,4,-4.019123077392578,-12.05866813659668,3.195464288066363,-2.7445875729500724,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,20.0,3,-0.3979293704032898,-7.405115604400635,6.797723924985067,1.8473406809581707,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,20.0,1,-9.811254501342773,-1.3123313188552856,-2.628464205944467,8.026898988735462,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,20.0,4,-1.62236487865448,-8.436790466308594,5.592222486804461,0.8772900973380136,-7.214587365458941,-9.314080563646607,Yes,False,True,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,20.0,2,-9.62116813659668,-3.514359712600708,-2.389342169973644,5.812743532353835,-7.231825966623036,-9.327103244954543,No,True,False,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,20.0,1,-5.269853591918945,-11.997815132141113,1.9129367034793612,-2.658584824550365,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,20.0,1,-8.430353164672852,-13.748297691345215,-1.247562869274545,-4.409067383754467,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be deflated,flour,'',Can flour be deflated?,No,random,20.0,4,-5.5902605056762695,-7.216760158538818,1.6243268597826717,2.097320405107789,-7.214587365458941,-9.314080563646607,Yes,False,False,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,20.0,3,-0.37376922369003296,-9.122946739196777,6.821884071698324,0.12950954616202814,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,20.0,2,-5.497673988342285,-14.562185287475586,1.7341519782807504,-5.235082042521043,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,20.0,2,-6.243690013885498,-13.311400413513184,0.9881359527375375,-3.9842971685586406,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,20.0,4,-9.37092113494873,-8.311643600463867,-2.1563337694897893,1.0024369631827401,-7.214587365458941,-9.314080563646607,No,True,False,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,20.0,4,-10.998297691345215,-13.561744689941406,-3.7837103258862737,-4.247664126294799,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,20.0,0,-5.248673915863037,-15.62451171875,1.9564494746737182,-6.270140783925585,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,20.0,1,-4.212240695953369,-11.496399879455566,2.9705495994449373,-2.1571695718648183,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,20.0,1,-9.996617317199707,-5.717381954193115,-2.8138270218014005,3.621848353397633,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,20.0,3,-5.655419826507568,-8.187397956848145,1.5402334688807882,1.065058328510661,-7.1956532953883565,-9.252456285358805,Yes,False,True,False
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,20.0,0,-9.73583698272705,-9.494766235351562,-2.5307135921902955,-0.14039530052714788,-7.205123390536755,-9.354370934824415,No,True,False,True
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,20.0,2,-9.053332328796387,-11.93486499786377,-1.8215063621733512,-2.6077617529092265,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,20.0,0,-1.4830909967422485,-10.553885459899902,5.722032393794507,-1.1995145250754877,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,20.0,3,-1.8706591129302979,-9.868284225463867,5.324994182458059,-0.6158279401050617,-7.1956532953883565,-9.252456285358805,Yes,False,True,False
can be fair,a piano,'',Can a piano be fair?,No,random,20.0,4,-3.8486998081207275,-5.225273609161377,3.3658875573382137,4.08880695448523,-7.214587365458941,-9.314080563646607,Yes,False,False,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,20.0,2,-6.616385459899902,-11.685173988342285,0.6154405067231332,-2.358070743387742,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,20.0,0,-7.992853164672852,-10.87349796295166,-0.7877297741360962,-1.5191270281272455,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,20.0,1,-2.8449902534484863,-9.496617317199707,4.33780004194982,-0.1573870096089589,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,20.0,3,-7.948358535766602,-7.591196060180664,-0.752705240378245,1.6612602251781414,-7.1956532953883565,-9.252456285358805,No,True,False,True
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,20.0,2,-7.122195243835449,-15.99951171875,0.10963072278758634,-6.672408473795457,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,20.0,2,-7.549990653991699,-11.43258285522461,-0.31816468736866366,-2.1054796102700664,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be fished,a herring,'',Can a herring be fished?,Yes,random,20.0,4,-8.872946739196777,-16.874738693237305,-1.6583593737378362,-7.560658129590697,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,20.0,4,-6.743690013885498,-12.061744689941406,0.47089735157344315,-2.747664126294799,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,20.0,1,-6.058899879455566,-7.3723649978637695,1.12389041594274,1.9668653097269786,-7.1827902953983065,-9.339230307590748,Yes,False,False,True
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,20.0,3,-0.6919037103652954,-8.123188018798828,6.503749585023061,1.1292682665599774,-7.1956532953883565,-9.252456285358805,Yes,False,True,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,20.0,0,-8.18486499786377,-1.6551845073699951,-0.9797416073270142,7.6991864274544195,-7.205123390536755,-9.354370934824415,No,True,False,True
can be folded,a finger,'',Can a finger be folded?,No,random,20.0,4,-7.019853591918945,-8.12252426147461,0.19473377353999588,1.191556302171998,-7.214587365458941,-9.314080563646607,Yes,False,False,True
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,20.0,0,-3.2163503170013428,-14.311911582946777,3.9887730735354125,-4.957540648122363,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,20.0,1,-7.718017578125,-9.686744689941406,-0.5352272827266935,-0.3475143823506581,-7.1827902953983065,-9.339230307590748,Yes,False,False,True
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,20.0,2,-4.496399879455566,-18.747194290161133,2.735426087167469,-9.42009104520659,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,20.0,2,-7.497524261474609,-16.12396812438965,-0.2656982948515738,-6.796864879435105,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,20.0,2,-7.027296543121338,-11.061980247497559,0.20452942350169767,-1.7348770025430156,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,20.0,2,-4.99537992477417,-15.124290466308594,2.2364460418488656,-5.797187221354051,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,20.0,4,-7.338350296020508,-7.343061923980713,-0.12376293056156662,1.9710186396658944,-7.214587365458941,-9.314080563646607,Yes,False,False,True
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,20.0,0,-7.586958408355713,-14.120379447937012,-0.38183501781895757,-4.766008513112597,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,20.0,0,-10.615243911743164,-6.651771545410156,-3.4101205212064087,2.7025993894142584,-7.205123390536755,-9.354370934824415,No,True,False,True
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,20.0,1,-8.747815132141113,-14.562143325805664,-1.5650248367428068,-5.222913018214916,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,20.0,2,-3.652296781539917,-13.061530113220215,3.5795291850831186,-3.734426868265672,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,20.0,3,-8.120658874511719,-9.685900688171387,-0.9250055791233622,-0.43344440281258123,-7.1956532953883565,-9.252456285358805,Yes,False,False,True
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,20.0,3,-4.651771545410156,-14.874195098876953,2.5438817499782003,-5.621738813518148,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,20.0,0,-11.55866813659668,-7.873967170715332,-4.353544746059924,1.4804037641090826,-7.205123390536755,-9.354370934824415,No,True,False,True
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,20.0,0,-9.36395263671875,-13.056929588317871,-2.1588292461819947,-3.7025586534934565,-7.205123390536755,-9.354370934824415,Yes,False,True,False
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,20.0,3,-6.1822662353515625,-15.998071670532227,1.013387060036794,-6.745615385173421,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,20.0,2,-9.218360900878906,-12.935173988342285,-1.9865349342558707,-3.608070743387742,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,20.0,0,-6.74537992477417,-18.623071670532227,0.4597434657625854,-9.268700735707812,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,20.0,4,-7.747195243835449,-9.437041282653809,-0.532607878376508,-0.12296071900720129,-7.214587365458941,-9.314080563646607,Yes,False,False,True
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,20.0,3,-9.87382984161377,-15.937283515930176,-2.678176546225413,-6.68482723057137,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,20.0,1,-10.670440673828125,-8.746822357177734,-3.4876503784298185,0.5924079504130138,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,20.0,3,-2.2470145225524902,-15.248297691345215,4.948638772835866,-5.995841405986409,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,20.0,4,-2.948715925216675,-11.249195098876953,4.265871440242266,-1.9351145352303458,-7.214587365458941,-9.314080563646607,Yes,False,True,False
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,20.0,2,-6.5572662353515625,-15.374088287353516,0.6745597312714731,-6.046985042398973,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,20.0,2,-5.870921611785889,-12.499373435974121,1.360904354837147,-3.172270191019578,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,20.0,0,-8.867853164672852,-3.8581488132476807,-1.6627297741360962,5.496222121576734,-7.205123390536755,-9.354370934824415,No,True,False,True
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,20.0,2,-10.355690956115723,-14.555353164672852,-3.123864989492687,-5.2282499197183085,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,20.0,0,-5.649740695953369,-8.56099796295166,1.5553826945833862,0.7933729718727545,-7.205123390536755,-9.354370934824415,Yes,False,True,False
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,20.0,4,-2.123400926589966,-14.561254501342773,5.091186438868975,-5.247173937696166,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,20.0,3,-9.997014999389648,-6.499619960784912,-2.801361704001292,2.7528363245738934,-7.1956532953883565,-9.252456285358805,No,True,False,True
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,20.0,4,-11.623967170715332,-6.842970371246338,-4.409379805256391,2.4711101924002694,-7.214587365458941,-9.314080563646607,No,True,False,True
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,20.0,2,-9.932879447937012,-6.153169631958008,-2.701053481313976,3.173933612996535,-7.231825966623036,-9.327103244954543,No,True,False,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,20.0,1,-6.499244213104248,-15.99976921081543,0.6835460822940584,-6.660538903224682,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,20.0,1,-6.492853164672852,-13.621399879455566,0.6899371307254549,-4.282169571864818,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,20.0,0,-6.2488298416137695,-16.62462043762207,0.9562935489229858,-7.270249502797656,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,20.0,0,-11.809514999389648,-8.999088287353516,-4.604391608852893,0.355282647470899,-7.205123390536755,-9.354370934824415,No,True,False,True
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,20.0,2,-8.060315132141113,-2.4995694160461426,-0.8284891655180777,6.8275338289084,-7.231825966623036,-9.327103244954543,No,True,False,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,20.0,1,-3.6660380363464355,-9.874088287353516,3.516752259051871,-0.5348579797627675,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,20.0,3,-6.152296543121338,-11.874373435974121,1.0433567522670186,-2.6219171506153156,-7.1956532953883565,-9.252456285358805,Yes,False,True,False
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,20.0,4,-4.435173988342285,-14.374568939208984,2.779413377116656,-5.060488375562377,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,20.0,0,-7.679893970489502,-15.749446868896484,-0.47477057995274663,-6.39507593407207,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,20.0,4,-7.1822662353515625,-14.059514999389648,0.03232113010737869,-4.745434435743041,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,20.0,2,-12.244071006774902,-9.747014999389648,-5.012245040151867,-0.4199117544351054,-7.231825966623036,-9.327103244954543,No,True,False,True
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,20.0,4,-8.4874906539917,-15.935446739196777,-1.272903288532758,-6.62136617555017,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be found on farms,a pig,'',Can a pig be found on farms?,Yes,random,20.0,4,-7.998071193695068,-19.499088287353516,-0.7834838282361272,-10.185007723706908,-7.214587365458941,-9.314080563646607,Yes,True,True,True
