property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,20.0,4,-0.08133556693792343,-2.5781004428863525,2.078788317732549,3.758588177151493,-2.1601238846704724,-6.336688620037846,Yes,False,False,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,20.0,3,-0.002639111829921603,-6.499972343444824,2.1782253790463506,-0.10013641732033918,-2.180864490876272,-6.399835926124485,Yes,True,True,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,20.0,0,-0.0028368241619318724,-7.499964714050293,2.16970591839608,-1.1586476049509313,-2.172542742558012,-6.341317109099362,Yes,False,True,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,20.0,1,-0.02390233241021633,-3.906221628189087,2.141806230187995,2.452153206630153,-2.1657085625982115,-6.35837483481924,Yes,True,False,False
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,20.0,0,-0.001617011264897883,-11.749968528747559,2.170925731293114,-5.408651419648197,-2.172542742558012,-6.341317109099362,Yes,True,True,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,20.0,1,-0.0014930551405996084,-7.624964714050293,2.164215507457612,-1.266589879231053,-2.1657085625982115,-6.35837483481924,Yes,False,True,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,20.0,3,-0.0012032135855406523,-12.687477111816406,2.1796612772907316,-6.287641185691921,-2.180864490876272,-6.399835926124485,Yes,True,True,True
can be cold,a plow,'',Can a plow be cold?,No,random,20.0,2,-0.0657137855887413,-2.812474250793457,2.11437869578523,3.5886177899361,-2.1800924813739715,-6.401092040729557,Yes,False,False,True
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,20.0,4,-0.0011779412161558867,-12.999948501586914,2.1589459434543166,-6.6632598815490685,-2.1601238846704724,-6.336688620037846,Yes,True,True,True
can be covered,butter,'',Can butter be covered?,No,random,20.0,2,-0.001541806268505752,-12.374980926513672,2.1785506751054657,-5.973888885784115,-2.1800924813739715,-6.401092040729557,Yes,False,True,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,20.0,4,-0.03601807728409767,-3.4062135219573975,2.1241058073863748,2.930475098080448,-2.1601238846704724,-6.336688620037846,Yes,False,False,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,20.0,1,-0.001389337470754981,-13.06246280670166,2.1643192251274566,-6.70408797188242,-2.1657085625982115,-6.35837483481924,Yes,True,True,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,20.0,2,-0.39034250378608704,-1.1405951976776123,1.7897499775878845,5.2604968430519445,-2.1800924813739715,-6.401092040729557,Yes,False,False,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,20.0,3,-9.312309265136719,-0.00474393367767334,-7.131444774260446,6.395091992446812,-2.180864490876272,-6.399835926124485,No,True,False,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,20.0,3,-0.0013176545035094023,-11.749959945678711,2.179546836372763,-5.350124019554226,-2.180864490876272,-6.399835926124485,Yes,True,True,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,20.0,1,-0.012797842733561993,-4.624974250793457,2.1529107198646495,1.733400584025783,-2.1657085625982115,-6.35837483481924,Yes,False,True,False
can be curly,hair,'',Can hair be curly?,Yes,random,20.0,4,-0.0007204158464446664,-13.187451362609863,2.159403468824028,-6.850762742572018,-2.1601238846704724,-6.336688620037846,Yes,True,True,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,20.0,3,-0.001647528843022883,-13.249968528747559,2.1792169620332493,-6.8501326026230736,-2.180864490876272,-6.399835926124485,Yes,True,True,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,20.0,1,-0.7067294716835022,-0.7070142030715942,1.4589790909147093,5.651360631747646,-2.1657085625982115,-6.35837483481924,Yes,False,False,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,20.0,4,-0.0011499705724418163,-10.937457084655762,2.1589739140980306,-4.600768464617916,-2.1601238846704724,-6.336688620037846,Yes,False,True,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,20.0,2,-6.49992036819458,-0.009210824966430664,-4.319827886820608,6.391881215763126,-2.1800924813739715,-6.401092040729557,No,True,False,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,20.0,1,-0.002192174084484577,-12.937429428100586,2.163516388513727,-6.579054593281346,-2.1657085625982115,-6.35837483481924,Yes,False,True,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,20.0,1,-0.001396966865286231,-12.31246280670166,2.1643115957329253,-5.95408797188242,-2.1657085625982115,-6.35837483481924,Yes,True,True,True
can be deflated,flour,'',Can flour be deflated?,No,random,20.0,4,-7.812351226806641,-0.006730437278747559,-5.652227342136168,6.329958182759098,-2.1601238846704724,-6.336688620037846,No,True,False,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,20.0,3,-0.0012125971261411905,-10.124964714050293,2.179651893750131,-3.725128787925808,-2.180864490876272,-6.399835926124485,Yes,True,True,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,20.0,2,-0.0008325108792632818,-14.124934196472168,2.179259970494708,-7.723842155742611,-2.1800924813739715,-6.401092040729557,Yes,True,True,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,20.0,2,-0.0009568079258315265,-12.187445640563965,2.17913567344814,-5.786353599834408,-2.1800924813739715,-6.401092040729557,Yes,True,True,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,20.0,4,-0.0024403338320553303,-8.249968528747559,2.157683550838417,-1.913279908709713,-2.1601238846704724,-6.336688620037846,Yes,False,True,False
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,20.0,4,-1.234218955039978,-0.3573964834213257,0.9259049296304944,5.97929213661652,-2.1601238846704724,-6.336688620037846,No,False,False,False
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,20.0,0,-0.001856599934399128,-12.687457084655762,2.170686142623613,-6.3461399755564,-2.172542742558012,-6.341317109099362,Yes,True,True,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,20.0,1,-0.002614155877381563,-11.812457084655762,2.16309440672083,-5.454082249836522,-2.1657085625982115,-6.35837483481924,Yes,True,True,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,20.0,1,-7.49989128112793,-0.006541013717651367,-5.334182718529718,6.351833821101589,-2.1657085625982115,-6.35837483481924,No,True,False,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,20.0,3,-0.0634111538529396,-2.9374547004699707,2.1174533370233326,3.4623812256545143,-2.180864490876272,-6.399835926124485,Yes,False,False,True
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,20.0,0,-0.008169073611497879,-4.999989986419678,2.164373668946514,1.341327122679684,-2.172542742558012,-6.341317109099362,Yes,False,True,False
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,20.0,2,-0.0017351843416690826,-10.312466621398926,2.1783572970323024,-3.911374580669369,-2.1800924813739715,-6.401092040729557,Yes,True,True,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,20.0,0,-0.0014642479363828897,-14.312466621398926,2.171078494621629,-7.971149512299564,-2.172542742558012,-6.341317109099362,Yes,True,True,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,20.0,3,-0.8396809101104736,-0.5898333787918091,1.3411835807657986,5.810002547332676,-2.180864490876272,-6.399835926124485,No,True,False,True
can be fair,a piano,'',Can a piano be fair?,No,random,20.0,4,-0.03160209581255913,-3.5312111377716064,2.1285217888579133,2.805477482266239,-2.1601238846704724,-6.336688620037846,Yes,False,False,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,20.0,2,-0.001609381870366633,-10.749964714050293,2.178483099503605,-4.348872673320736,-2.1800924813739715,-6.401092040729557,Yes,False,True,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,20.0,0,-0.0020908843725919724,-12.937445640563965,2.17045185818542,-6.596128531464603,-2.172542742558012,-6.341317109099362,Yes,True,True,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,20.0,1,-0.011531502939760685,-4.624977111816406,2.154177059658451,1.7333977230028337,-2.1657085625982115,-6.35837483481924,Yes,False,True,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,20.0,3,-2.8279995918273926,-0.07371354103088379,-0.6471351009511204,6.326122385093601,-2.180864490876272,-6.399835926124485,No,True,False,True
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,20.0,2,-0.0012847527395933867,-12.624948501586914,2.178807728634378,-6.223856460857357,-2.1800924813739715,-6.401092040729557,Yes,True,True,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,20.0,2,-0.005385591182857752,-6.124959945678711,2.1747068901911137,0.2761320950508459,-2.1800924813739715,-6.401092040729557,Yes,False,True,False
can be fished,a herring,'',Can a herring be fished?,Yes,random,20.0,4,-0.0016930106794461608,-10.499972343444824,2.1584308739910263,-4.163283723406979,-2.1601238846704724,-6.336688620037846,Yes,True,True,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,20.0,4,-0.0012658836785703897,-11.93746280670166,2.158858000991902,-5.6007741866638145,-2.1601238846704724,-6.336688620037846,Yes,True,True,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,20.0,1,-0.004633043427020311,-5.624978542327881,2.1610755191711912,0.7333962924913591,-2.1657085625982115,-6.35837483481924,Yes,False,True,False
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,20.0,3,-0.0014778717886656523,-13.874968528747559,2.1793866190876066,-7.4751326026230736,-2.180864490876272,-6.399835926124485,Yes,False,True,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,20.0,0,-5.999820709228516,-0.009564518928527832,-3.8272779666705037,6.331752590170834,-2.172542742558012,-6.341317109099362,No,True,False,True
can be folded,a finger,'',Can a finger be folded?,No,random,20.0,4,-0.0023813853040337563,-9.937445640563965,2.1577424993664387,-3.6007570205261192,-2.1601238846704724,-6.336688620037846,Yes,False,True,False
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,20.0,0,-0.001027856720611453,-12.06246280670166,2.1715148858374005,-5.7211456976022985,-2.172542742558012,-6.341317109099362,Yes,True,True,True
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,20.0,1,-0.074556365609169,-2.703113317489624,2.0911521969890425,3.655261517329616,-2.1657085625982115,-6.35837483481924,Yes,False,False,True
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,20.0,2,-0.001305414130911231,-15.624948501586914,2.1787870672430603,-9.223856460857357,-2.1800924813739715,-6.401092040729557,Yes,True,True,True
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,20.0,2,-0.0008859166409820318,-15.687445640563965,2.1792065647329895,-9.286353599834408,-2.1800924813739715,-6.401092040729557,Yes,True,True,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,20.0,2,-0.10055090487003326,-2.5937135219573975,2.0795415765039382,3.8073785187721594,-2.1800924813739715,-6.401092040729557,Yes,False,False,True
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,20.0,2,-0.0005010805325582623,-13.874948501586914,2.1795914008414132,-7.473856460857357,-2.1800924813739715,-6.401092040729557,Yes,True,True,True
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,20.0,4,-0.10382808744907379,-2.359354019165039,2.0562957972213987,3.9773346008728065,-2.1601238846704724,-6.336688620037846,Yes,False,False,True
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,20.0,0,-0.0016455992590636015,-9.812484741210938,2.1708971432989483,-3.471167632111576,-2.172542742558012,-6.341317109099362,Yes,True,True,True
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,20.0,0,-0.003447070252150297,-6.874988555908203,2.1690956723058616,-0.5336714468088415,-2.172542742558012,-6.341317109099362,Yes,False,True,False
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,20.0,1,-0.002291934099048376,-7.6249871253967285,2.163416628499163,-1.2666122905774886,-2.1657085625982115,-6.35837483481924,Yes,False,True,False
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,20.0,2,-0.001080178888514638,-8.87498664855957,2.179012302485457,-2.4738946078300135,-2.1800924813739715,-6.401092040729557,Yes,True,True,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,20.0,3,-0.0014549836050719023,-13.12497615814209,2.1794095072712003,-6.725140232017605,-2.180864490876272,-6.399835926124485,Yes,False,True,False
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,20.0,3,-0.0011804881505668163,-11.374948501586914,2.1796840027257054,-4.975112575462429,-2.180864490876272,-6.399835926124485,Yes,True,True,True
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,20.0,0,-0.0027915805112570524,-6.374972343444824,2.169751162046755,-0.03365523434546258,-2.172542742558012,-6.341317109099362,Yes,False,True,False
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,20.0,0,-0.0008449821034446359,-13.437484741210938,2.1716977604545673,-7.096167632111576,-2.172542742558012,-6.341317109099362,Yes,False,True,False
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,20.0,3,-0.001694394159130752,-12.374964714050293,2.1791700967171415,-5.975128787925808,-2.180864490876272,-6.399835926124485,Yes,True,True,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,20.0,2,-0.0016293578082695603,-7.249988555908203,2.178463123565702,-0.8488965151786463,-2.1800924813739715,-6.401092040729557,Yes,False,True,False
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,20.0,0,-0.0027152865659445524,-13.624959945678711,2.1698274559920674,-7.283642836579349,-2.172542742558012,-6.341317109099362,Yes,True,True,True
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,20.0,4,-0.9060264825820923,-0.5312304496765137,1.2540974020883802,5.805458170361332,-2.1601238846704724,-6.336688620037846,No,True,False,True
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,20.0,3,-0.0018621216295287013,-11.812457084655762,2.1790023692467435,-5.412621158531277,-2.180864490876272,-6.399835926124485,Yes,True,True,True
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,20.0,1,-3.1717536449432373,-0.05124962329864502,-1.0060450823450258,6.307125211520595,-2.1657085625982115,-6.35837483481924,No,True,False,True
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,20.0,3,-0.0013767220079898834,-14.12492561340332,2.1794877688682823,-7.725089687278835,-2.180864490876272,-6.399835926124485,Yes,True,True,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,20.0,4,-0.1375134140253067,-2.1406090259552,2.0226104706451657,4.196079594082645,-2.1601238846704724,-6.336688620037846,Yes,False,False,True
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,20.0,2,-0.0012658836785703897,-13.499948501586914,2.178826597695401,-7.098856460857357,-2.1800924813739715,-6.401092040729557,Yes,True,True,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,20.0,2,-0.0014930551405996084,-12.499948501586914,2.178599426233372,-6.098856460857357,-2.1800924813739715,-6.401092040729557,Yes,True,True,True
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,20.0,0,-0.9842456579208374,-0.48436439037323,1.1882970846371745,5.856952718726132,-2.172542742558012,-6.341317109099362,No,True,False,True
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,20.0,2,-0.0015726529527455568,-12.99997615814209,2.178519828421226,-6.598884117412533,-2.1800924813739715,-6.401092040729557,Yes,False,True,False
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,20.0,0,-5.906137466430664,-0.01902484893798828,-3.733594723872652,6.322292260161373,-2.172542742558012,-6.341317109099362,No,True,False,True
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,20.0,4,-0.0014530159533023834,-13.187451362609863,2.15867086871717,-6.850762742572018,-2.1601238846704724,-6.336688620037846,Yes,True,True,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,20.0,3,-0.8397566080093384,-0.5898265838623047,1.3411078828669338,5.81000934226218,-2.180864490876272,-6.399835926124485,No,True,False,True
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,20.0,4,-4.78112268447876,-0.016463518142700195,-2.6209987998082873,6.320225101895145,-2.1601238846704724,-6.336688620037846,No,True,False,True
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,20.0,2,-8.624876976013184,-0.005994081497192383,-6.444784494639212,6.3950979592323645,-2.1800924813739715,-6.401092040729557,No,True,False,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,20.0,1,-0.0023335223086178303,-12.874934196472168,2.1633750402895937,-6.516559361652928,-2.1657085625982115,-6.35837483481924,Yes,True,True,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,20.0,1,-0.0018445556052029133,-8.687466621398926,2.1638640069930086,-2.329091786579686,-2.1657085625982115,-6.35837483481924,Yes,True,True,True
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,20.0,0,-0.001272108987905085,-12.437470436096191,2.171270633570107,-6.09615332699683,-2.172542742558012,-6.341317109099362,Yes,True,True,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,20.0,0,-6.374941825866699,-0.0067054033279418945,-4.202399083308688,6.33461170577142,-2.172542742558012,-6.341317109099362,No,True,False,True
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,20.0,2,-5.12492036819458,-0.013842582702636719,-2.9448278868206086,6.38724945802692,-2.1800924813739715,-6.401092040729557,No,True,False,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,20.0,1,-0.0014301277697086334,-12.062420845031738,2.164278434828503,-5.704046010212498,-2.1657085625982115,-6.35837483481924,Yes,False,True,False
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,20.0,3,-0.00325019471347332,-9.812470436096191,2.177614296162799,-3.4126345099717064,-2.180864490876272,-6.399835926124485,Yes,False,True,False
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,20.0,4,-0.002150536049157381,-7.874954700469971,2.157973348621315,-1.538266080432125,-2.1601238846704724,-6.336688620037846,Yes,True,True,True
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,20.0,0,-0.001617011264897883,-11.999972343444824,2.170925731293114,-5.658655234345463,-2.172542742558012,-6.341317109099362,Yes,True,True,True
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,20.0,4,-0.0012281504459679127,-10.562484741210938,2.1588957342245045,-4.225796121173092,-2.1601238846704724,-6.336688620037846,Yes,True,True,True
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,20.0,2,-7.124876499176025,-0.013536572456359863,-4.9447840178020535,6.387555468273197,-2.1800924813739715,-6.401092040729557,No,True,False,True
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,20.0,4,-0.0184030644595623,-4.156219959259033,2.14172082021091,2.1804686607788124,-2.1601238846704724,-6.336688620037846,Yes,True,False,False
