Type,Digits,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,20.0,4,-14.562451362609863,-0.0007604361162520945,-9.563831556628095,2.56786340639829,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,20.0,4,-14.062429428100586,-0.00043630608706735075,-9.063809622118818,2.568187536427475,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,20.0,4,-13.062409400939941,-0.0004349948721937835,-8.063789594958173,2.5681888476423484,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,20.0,3,-12.24989128112793,-0.0004206901357974857,-7.110280595727423,2.5707133793965795,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,20.0,4,-13.749841690063477,-0.0005600461736321449,-8.751221884081708,2.56806379634091,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,20.0,0,-10.062420845031738,-0.005015134811401367,-5.041086597888292,2.574317567882546,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,20.0,1,-11.374568939208984,-0.0007929963758215308,-6.33111288607588,2.5737637304447163,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,20.0,4,-8.31235122680664,-0.0018908997299149632,-3.3137314208248734,2.5667329427846273,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,20.0,3,-11.687383651733398,-0.0013809206429868937,-6.547772966332892,2.56975314888939,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,20.0,4,-12.937451362609863,-0.0008651018724776804,-7.938831556628096,2.5677587406420646,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,20.0,1,-11.999954223632812,-0.0005408526048995554,-6.956498170499708,2.5740158742156383,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,20.0,0,-11.937474250793457,-0.001214146614074707,-6.9161400036500105,2.5781185560798727,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,20.0,2,-0.0006475448608398438,-7.499995708465576,5.0582538707873335,-4.94291529893566,-5.058901415648173,-2.5570804095299158,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,20.0,1,-10.937309265136719,-0.0005362058291211724,-5.893853212003615,2.5740205209914166,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,20.0,3,-14.62489128112793,-0.00029516243375837803,-9.485280595727424,2.5708389070986186,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,20.0,1,-13.874876976013184,-0.001484752050600946,-8.83142092288008,2.573071974769937,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,20.0,4,-10.999820709228516,-0.0006382477004081011,-6.001200903246748,2.567985594814134,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,20.0,3,-9.87489128112793,-0.001944065443240106,-4.735280595727423,2.569190004089137,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,20.0,2,-12.812429428100586,-0.0010405780049040914,-7.753528012452413,2.5560398315250117,-5.058901415648173,-2.5570804095299158,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,20.0,3,-0.005478382110595703,-5.374990940093994,5.134132303289911,-2.803856870561617,-5.139610685400506,-2.571134069532377,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,20.0,0,-11.062429428100586,-0.0006279946537688375,-6.041095180957139,2.5787047080401786,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 79?,No,20.0,4,-12.749972343444824,-0.00022435191203840077,-7.751352537463057,2.568399490602504,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 1?,No,20.0,4,-9.8749418258667,-0.0035831930581480265,-4.876322019884932,2.565040649456394,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 16?,No,20.0,0,-15.999446868896484,-0.0006238308269530535,-10.978112621753038,2.5787088718669944,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 3 equal to 4?,No,20.0,1,-12.249934196472168,-0.0021120309829711914,-7.206478143339064,2.5724446958375666,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 6 equal to 33?,No,20.0,3,-12.31235122680664,-0.0006237038178369403,-7.172740541406134,2.57051036571454,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 6 equal to 3?,No,20.0,0,-11.74989128112793,-0.0020715000573545694,-6.728557033984483,2.577261202636593,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 7 equal to 8?,No,20.0,0,-0.26532429456710815,-1.4527390003204346,4.756009952576338,1.1265937023735129,-5.021334247143447,-2.5793327026939474,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 2 plus 6 equal to 6?,No,20.0,4,-6.406137466430664,-0.002125621074810624,-1.4075176604488968,2.5664982214397316,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 1 equal to 6?,No,20.0,2,-15.062420845031738,-0.0004711151705123484,-10.003519429383566,2.5566092943594034,-5.058901415648173,-2.5570804095299158,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 8 equal to 44?,No,20.0,2,-14.187429428100586,-0.0004754067922476679,-9.128528012452414,2.556605002737668,-5.058901415648173,-2.5570804095299158,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 8 equal to 64?,No,20.0,0,-6.06247091293335,-0.0025038719177246094,-1.041136665789903,2.576828830776223,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 1 equal to 7?,No,20.0,4,-10.99991512298584,-0.00065529381390661,-6.001295317004073,2.5679685487006356,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 19?,No,20.0,4,-14.687143325805664,-0.0005267890519462526,-9.688523519823896,2.568097053462596,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 84?,No,20.0,2,-12.43735122680664,-0.000876308127772063,-7.378449811158467,2.5562041014021437,-5.058901415648173,-2.5570804095299158,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 4?,No,20.0,1,-9.874619483947754,-0.0011276083532720804,-4.83116343081465,2.5734291184672657,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 3 equal to 33?,No,20.0,1,-10.499704360961914,-0.0004469208652153611,-5.45624830782881,2.5741098059553225,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 7 equal to 72?,No,20.0,1,-9.99991512298584,-0.000399470969568938,-4.956459069852736,2.574157255850969,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 2 equal to 8?,No,20.0,1,-10.687095642089844,-0.0007283798768185079,-5.64363958895674,2.5738283469437193,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 8?,No,20.0,0,-15.999619483947754,-0.0010401032632216811,-10.978285236804307,2.5782925994307258,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 5 equal to 1?,No,20.0,1,-12.937409400939941,-0.0005555154057219625,-7.893953347806837,2.574001211414816,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 9 equal to 27?,No,20.0,2,-14.37489128112793,-0.0006217958871275187,-9.315989865479757,2.5564586136427883,-5.058901415648173,-2.5570804095299158,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 9 equal to 97?,No,20.0,4,-12.374903678894043,-0.0004563334514386952,-7.376283872912276,2.5681675090631035,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 8 equal to 24?,No,20.0,4,-11.999876976013184,-0.00048375219921581447,-7.001257170031416,2.5681400903153264,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 0 equal to 8?,No,20.0,0,-13.687451362609863,-0.0007054806337691844,-8.666117115466417,2.5786272220601782,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 0 equal to 2?,No,20.0,4,-11.81246280670166,-0.0005795956240035594,-6.813843000719893,2.5680442468905387,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 61?,No,20.0,4,-10.68735122680664,-0.0005406158161349595,-5.688731420824873,2.5680832266984073,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 0 equal to 3?,No,20.0,0,-13.437397956848145,-0.0026688578072935343,-8.416063709704698,2.576663844886654,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 2 equal to 3?,No,20.0,2,-0.021020060405135155,-3.8905389308929443,5.037881355243038,-1.3334585213630286,-5.058901415648173,-2.5570804095299158,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 8 equal to 38?,No,20.0,2,-13.187331199645996,-0.0004810105310752988,-8.128429783997824,2.5565993989988405,-5.058901415648173,-2.5570804095299158,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 9 equal to 50?,No,20.0,0,-13.749841690063477,-0.0003594179288484156,-8.72850744292003,2.578973284765099,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 5 equal to 5?,No,20.0,3,-7.781040191650391,-0.0011615765979513526,-2.6414295062498843,2.5699724929344256,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 2 equal to 1?,No,20.0,3,-11.749934196472168,-0.0008521081181243062,-6.610323511071662,2.5702819614142527,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 7 equal to 18?,No,20.0,3,-15.187309265136719,-0.0006427773041650653,-10.047698579736213,2.570491292228212,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 3 equal to 7?,No,20.0,4,-14.6249418258667,-0.00036871436168439686,-9.626322019884931,2.568255128152858,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 1 equal to 9?,No,20.0,2,-12.687438011169434,-0.0009948016377165914,-7.62853659552126,2.556085607892199,-5.058901415648173,-2.5570804095299158,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 3 equal to 5?,No,20.0,1,-12.124903678894043,-0.0016322137089446187,-7.081447625760939,2.572924513111593,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 5?,No,20.0,4,-10.874954223632812,-0.0006014109239913523,-5.876334417651045,2.568022431590551,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 5 equal to 30?,No,20.0,3,-11.374841690063477,-0.0007885713712312281,-6.23523100466297,2.5703454981611458,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 9 equal to 39?,No,20.0,2,-12.812397956848145,-0.001005649915896356,-7.753496541199971,2.5560747596140194,-5.058901415648173,-2.5570804095299158,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 4 equal to 78?,No,20.0,3,-11.562368392944336,-0.0010455857263877988,-6.42275770754383,2.570088483805989,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 0 equal to 8?,No,20.0,4,-13.87491512298584,-0.0008482934208586812,-8.876295317004072,2.5677755490936836,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 0 equal to 4?,No,20.0,3,-13.187429428100586,-0.00040388116030953825,-8.04781874270008,2.5707301883720675,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 7 equal to 22?,No,20.0,0,-14.06222152709961,-0.0004828000965062529,-9.040887279956163,2.578849902597441,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 4 equal to 2?,No,20.0,0,-10.812368392944336,-0.0012103324988856912,-5.791034145800889,2.5781223701950617,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 1 equal to 1?,No,20.0,1,-11.68735122680664,-0.0017062431434169412,-6.6438951736735365,2.572850483677121,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 2 equal to 50?,No,20.0,1,-12.437420845031738,-0.0004520418879110366,-7.393964791898634,2.574104684932627,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 8 equal to 95?,No,20.0,3,-13.312309265136719,-0.00040900876047089696,-8.172698579736213,2.570725060771906,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 2 equal to 7?,No,20.0,1,-16.124738693237305,-0.0009166008094325662,-11.0812826401042,2.5736401260111053,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 9 equal to 7?,No,20.0,1,-13.249954223632812,-0.0008945465669967234,-8.206498170499708,2.573662180253541,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 8 equal to 17?,No,20.0,4,-13.499373435974121,-0.0005398063221946359,-8.500753629992353,2.5680840361923476,-4.998619805981767,-2.5686238425145422,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 8 equal to 89?,No,20.0,0,-10.812445640563965,-0.0007653237553313375,-5.791111393420518,2.578567378938616,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 6 equal to 21?,No,20.0,2,-13.874796867370605,-0.0005291719571687281,-8.815895451722433,2.556551237572747,-5.058901415648173,-2.5570804095299158,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 9 equal to 37?,No,20.0,2,-14.374876976013184,-0.00048530136700719595,-9.315975560365011,2.5565951081629086,-5.058901415648173,-2.5570804095299158,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 7 equal to 1?,No,20.0,2,-10.749820709228516,-0.0011196144623681903,-5.690919293580342,2.5559607950675476,-5.058901415648173,-2.5570804095299158,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 1 equal to 5?,No,20.0,1,-12.749948501586914,-0.0002975464449264109,-7.70649244845381,2.5742591803756114,-5.043456053133104,-2.574556726820538,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 6 equal to 30?,No,20.0,0,-10.56235122680664,-0.0007733123493380845,-5.541016979663194,2.5785593903446093,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 4 equal to 5?,No,20.0,3,-10.937383651733398,-0.0016632082406431437,-5.797772966332892,2.569470861291734,-5.139610685400506,-2.571134069532377,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 6 equal to 95?,No,20.0,0,-10.124820709228516,-0.0006169099942781031,-5.103486462085069,2.5787157926996693,-5.021334247143447,-2.5793327026939474,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 5 equal to 7?,Yes,20.0,0,-0.00024318695068359375,-8.874998092651367,5.021091060192763,-6.29566538995742,-5.021334247143447,-2.5793327026939474,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 6?,Yes,20.0,2,-0.0003192425356246531,-8.437495231628418,5.058582173112549,-5.880414822098502,-5.058901415648173,-2.5570804095299158,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 9 plus 0 equal to 9?,Yes,20.0,4,-0.0030484001617878675,-7.312331199645996,4.995571405819979,-4.743707357131454,-4.998619805981767,-2.5686238425145422,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 0 plus 0 equal to 0?,Yes,20.0,2,-0.00837042648345232,-6.40612268447876,5.050530989164721,-3.849042274948844,-5.058901415648173,-2.5570804095299158,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 5?,Yes,20.0,1,-0.001656055566854775,-6.81249475479126,5.041799997566249,-4.237938027970722,-5.043456053133104,-2.574556726820538,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 11?,Yes,20.0,1,-0.0033643245697021484,-5.999993801116943,5.040091728563402,-3.4254370742964055,-5.043456053133104,-2.574556726820538,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 3?,Yes,20.0,4,-0.008478760719299316,-9.437498092651367,4.990141045262468,-6.868874250136825,-4.998619805981767,-2.5686238425145422,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 7?,Yes,20.0,1,-0.0032303333282470703,-5.843747615814209,5.040225719804857,-3.269190888993671,-5.043456053133104,-2.574556726820538,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 3 plus 5 equal to 8?,Yes,20.0,2,-0.008781075477600098,-4.781245231628418,5.050120340170573,-2.224164822098502,-5.058901415648173,-2.5570804095299158,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 3 plus 1 equal to 4?,Yes,20.0,0,-0.00040209293365478516,-8.499998092651367,5.020932154209792,-5.92066538995742,-5.021334247143447,-2.5793327026939474,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 10?,Yes,20.0,1,-0.0027102231979370117,-6.062496185302734,5.040745829935167,-3.4879394584821966,-5.043456053133104,-2.574556726820538,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 5 plus 2 equal to 7?,Yes,20.0,1,-0.0036971571389585733,-5.718731880187988,5.0397588959941455,-3.1441751533674505,-5.043456053133104,-2.574556726820538,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 12?,Yes,20.0,4,-0.011344552040100098,-4.499993324279785,4.987275253941667,-1.931369481765243,-4.998619805981767,-2.5686238425145422,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 15?,Yes,20.0,3,-0.010248064994812012,-4.593745231628418,5.129362620405694,-2.022611162096041,-5.139610685400506,-2.571134069532377,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 0 plus 3 equal to 3?,Yes,20.0,4,-0.0024845602456480265,-6.374993801116943,4.996135245736119,-3.806369958602401,-4.998619805981767,-2.5686238425145422,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 0 plus 9 equal to 9?,Yes,20.0,3,-0.0019799473229795694,-6.593743324279785,5.137630738077527,-4.022609254747408,-5.139610685400506,-2.571134069532377,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 14?,Yes,20.0,2,-0.004026532173156738,-5.593748569488525,5.054874883475017,-3.0366681599586096,-5.058901415648173,-2.5570804095299158,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 15?,Yes,20.0,0,-0.0172044038772583,-4.093742847442627,5.004129843266188,-1.5144101447486795,-5.021334247143447,-2.5793327026939474,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 7?,Yes,20.0,3,-0.003437638282775879,-5.781244277954102,5.1361730471177305,-3.2101102084217246,-5.139610685400506,-2.571134069532377,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 9?,Yes,20.0,0,-0.0004370212845969945,-8.937496185302734,5.02089722585885,-6.358163482608787,-5.021334247143447,-2.5793327026939474,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 4?,Yes,20.0,0,-0.010344506241381168,-6.6874895095825195,5.010989740902065,-4.108156806888572,-5.021334247143447,-2.5793327026939474,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 5?,Yes,20.0,0,-0.0002111196517944336,-9.25,5.021123127491652,-6.670667297306053,-5.021334247143447,-2.5793327026939474,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 4?,Yes,20.0,3,-0.0005377531051635742,-7.906248092651367,5.139072932295343,-5.33511402311899,-5.139610685400506,-2.571134069532377,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 13?,Yes,20.0,1,-0.003933429718017578,-5.593747615814209,5.0395226234150865,-3.019190888993671,-5.043456053133104,-2.574556726820538,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 4 plus 8 equal to 12?,Yes,20.0,2,-0.0012733940966427326,-8.124979019165039,5.057628021551531,-5.567898609635123,-5.058901415648173,-2.5570804095299158,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 8?,Yes,20.0,2,-0.00046813488006591797,-7.874999523162842,5.058433280768107,-5.317919113632926,-5.058901415648173,-2.5570804095299158,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 6?,Yes,20.0,1,-0.0005334615707397461,-8.3125,5.042922591562364,-5.737943273179463,-5.043456053133104,-2.574556726820538,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 16?,Yes,20.0,2,-0.16012942790985107,-1.9140372276306152,4.898771987738322,0.6430431818993005,-5.058901415648173,-2.5570804095299158,Yes,True,True,True
