property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-0.7436277270317078,-0.7445972561836243,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-2.3894362449645996,-0.13697637617588043,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-1.201166033744812,-0.4482964873313904,No,True
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-2.4050426483154297,-0.15338724851608276,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-1.1777738332748413,-0.43209725618362427,No,True
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-1.17034912109375,-0.41678476333618164,No,False
can be deflated,flour,'',Can flour be deflated?,No,random,-1.9519363641738892,-0.20122356712818146,No,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-1.350419282913208,-0.352798730134964,No,False
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-0.8730713725090027,-0.6234976649284363,No,False
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-1.0371187925338745,-0.5378831624984741,No,False
can be driven,satsuma,'',Can satsuma be driven?,No,random,-1.76409912109375,-0.2644729018211365,No,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-1.1937984228134155,-0.44439393281936646,No,False
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-1.1937984228134155,-0.4402315318584442,No,False
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-1.185024380683899,-0.437520831823349,No,False
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-2.1863298416137695,-0.18268579244613647,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-1.5609976053237915,-0.31353992223739624,No,True
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-1.35784912109375,-0.3562356233596802,No,True
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-1.357416033744812,-0.3562356233596802,No,False
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-0.8851987719535828,-0.6355347633361816,No,False
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-1.7562984228134155,-0.25689393281936646,No,True
can be fair,a piano,'',Can a piano be fair?,No,random,-2.4207229614257812,-0.16822637617588043,No,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-1.5605714321136475,-0.3074280917644501,No,True
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-1.0375484228134155,-0.5339815616607666,No,False
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-1.7402738332748413,-0.23907549679279327,No,True
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-1.7328959703445435,-0.2341984063386917,No,True
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-1.3656967878341675,-0.36407551169395447,No,False
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-1.951166033744812,-0.19803474843502045,No,True
can be fished,a herring,'',Can a herring be fished?,Yes,random,-0.8617964386940002,-0.6121246218681335,No,False
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-1.5444376468658447,-0.29539600014686584,No,False
can be flavored,a camel,'',Can a camel be flavored?,No,random,-2.4042601585388184,-0.15241152048110962,No,True
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-1.1785264015197754,-0.428783118724823,No,True
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,-2.607896089553833,-0.1157953068614006,No,True
can be folded,a finger,'',Can a finger be folded?,No,random,-1.5453959703445435,-0.2939978241920471,No,True
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,-1.951166033744812,-0.19769880175590515,No,False
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,-1.35784912109375,-0.3578490912914276,No,True
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,-1.1694376468658447,-0.4238751232624054,No,False
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,-0.7328959703445435,-0.7332229018211365,Yes,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,-2.169976234436035,-0.167423814535141,No,True
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,-1.3656967878341675,-0.36407551169395447,No,False
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,-1.7332229614257812,-0.23542897403240204,No,True
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,-1.5375949144363403,-0.28754836320877075,No,False
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,-2.170396089553833,-0.16483400762081146,No,True
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,-1.5527738332748413,-0.3008245527744293,No,True
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,-1.3422476053237915,-0.3445306718349457,No,False
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,-1.7397310733795166,-0.24124853312969208,No,True
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,-2.1547000408172607,-0.15507981181144714,No,False
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,-2.1543805599212646,-0.1586480736732483,No,True
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,-1.3574762344360352,-0.35789600014686584,No,True
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,-1.5365674495697021,-0.28851571679115295,No,False
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,-1.3574762344360352,-0.36179640889167786,No,True
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,-1.5449762344360352,-0.2973461449146271,No,False
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,-1.951166033744812,-0.20096097886562347,No,True
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,-0.8734976649284363,-0.6240885853767395,No,False
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,-1.5449762344360352,-0.2957229018211365,No,True
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,-1.5371187925338745,-0.28788313269615173,No,False
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,-2.607896089553833,-0.10984613746404648,No,True
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,-1.3422476053237915,-0.3464815318584442,No,False
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,-1.5371187925338745,-0.2836480736732483,No,False
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,-2.6225242614746094,-0.11917263269424438,No,True
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,-1.3647310733795166,-0.36764708161354065,No,True
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,-2.373497724533081,-0.1287069022655487,No,True
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,-1.0137262344360352,-0.5180464386940002,No,False
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,-1.7480714321136475,-0.2527315318584442,No,True
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,-1.3969467878341675,-0.397533118724823,No,True
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,-2.1694376468658447,-0.16601741313934326,No,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,-1.1703959703445435,-0.422673761844635,No,False
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,-1.5371187925338745,-0.29144880175590515,No,False
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,-1.1928174495697021,-0.4433687627315521,No,False
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,-1.7402738332748413,-0.24459724128246307,No,True
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,-2.607896089553833,-0.11189250648021698,No,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,-1.5375949144363403,-0.28949853777885437,No,True
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,-1.7631103992462158,-0.2640990912914276,No,True
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,-1.0137262344360352,-0.5141459703445435,No,False
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,-1.5371187925338745,-0.28754836320877075,No,False
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,-1.5449762344360352,-0.2957229018211365,No,False
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,-2.3886661529541016,-0.13260851800441742,No,True
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,-2.170396089553833,-0.16385851800441742,No,False
can be found on farms,a pig,'',Can a pig be found on farms?,Yes,random,-1.17034912109375,-0.4187356233596802,No,False
can be found on farms,a shrimp,'',Can a shrimp be found on farms?,No,random,-1.9355714321136475,-0.1898980736732483,No,True
can be found on furry animals,a flea,'',Can a flea be found on furry animals?,Yes,random,-1.5375949144363403,-0.28983399271965027,No,False
can be found on lakes,a bench,'',Can a bench be found on lakes?,No,random,-1.951166033744812,-0.198673814535141,No,True
can be found on land,a buffalo,'',Can a buffalo be found on land?,Yes,random,-1.3500484228134155,-0.3464815318584442,No,False
can be found on legs,sweet potato,'',Can sweet potato be found on legs?,No,random,-2.169976234436035,-0.16644880175590515,No,True
can be found on plants,a cricket,'',Can a cricket be found on plants?,Yes,random,-2.1547937393188477,-0.16190777719020844,No,False
can be found on ponds,a goose,'',Can a goose be found on ponds?,Yes,random,-1.0219467878341675,-0.5222763419151306,No,False
can be found on ponds,a hoe,'',Can a hoe be found on ponds?,No,random,-1.7402738332748413,-0.23777154088020325,No,True
can be found on rivers,a cake,'',Can a cake be found on rivers?,No,random,-2.4047000408172607,-0.14825184643268585,No,True
can be found on tables,a bottle,'',Can a bottle be found on tables?,Yes,random,-1.2084810733795166,-0.45749667286872864,No,False
can be found on tables,a porcupine,'',Can a porcupine be found on tables?,No,random,-2.38909912109375,-0.1475331038236618,No,True
can be found underground,milk,'',Can milk be found underground?,No,random,-2.842615842819214,-0.09625333547592163,No,True
can be found underwater,a strainer,'',Can a strainer be found underwater?,No,random,-2.373497724533081,-0.1309182047843933,No,True
can be fried,a wren,'',Can a wren be fried?,No,random,-2.1707229614257812,-0.1778074949979782,No,True
can be gifted,an orchid,'',Can an orchid be gifted?,Yes,random,-1.3656967878341675,-0.3699280917644501,No,False
can be gifted,a screwdriver,'',Can a screwdriver be gifted?,No,random,-1.7480714321136475,-0.24882981181144714,No,True
can be grated,a drill,'',Can a drill be grated?,No,random,-1.9597395658493042,-0.2100331038236618,No,True
can be grown,lemon,'',Can lemon be grown?,Yes,random,-0.8965238928794861,-0.6465238928794861,No,False
can be hard to clean,a jar,'',Can a jar be hard to clean?,No,random,-1.0141459703445435,-0.5144729018211365,No,True
can be healed,a bone,'',Can a bone be healed?,Yes,random,-0.876970112323761,-0.6273980736732483,No,False
can be healed,a scallop,'',Can a scallop be healed?,No,random,-1.35784912109375,-0.35818636417388916,No,True
can be held in the palm,ketchup,'',Can ketchup be held in the palm?,No,random,-1.7406967878341675,-0.24421018362045288,No,True
can be high definition,a television,'',Can a television be high definition?,Yes,random,-1.3496187925338745,-0.3480982184410095,No,False
can be high definition,peach,'',Can peach be high definition?,No,random,-1.9584810733795166,-0.20847180485725403,No,True
can be hit with a hammer,a nail,'',Can a nail be hit with a hammer?,Yes,random,-0.876970112323761,-0.6277315616607666,No,False
can be infected,an ear,'',Can an ear be infected?,Yes,random,-1.3496187925338745,-0.346741259098053,No,False
can be infected,a seahorse,'',Can a seahorse be infected?,No,random,-1.951166033744812,-0.19901011884212494,No,True
can be kept in a bowl,a goldfish,'',Can a goldfish be kept in a bowl?,Yes,random,-1.0062984228134155,-0.5066331624984741,No,False
can be kept in a bowl,a rhino,'',Can a rhino be kept in a bowl?,No,random,-2.3886661529541016,-0.1414237767457962,No,True
can be kneaded,a refrigerator,'',Can a refrigerator be kneaded?,No,random,-2.857896089553833,-0.10357088595628738,No,True
can be laid on its side,a crossbow,'',Can a crossbow be laid on its side?,Yes,random,-1.3656967878341675,-0.3623804450035095,No,False
can be lied on,a sofa,'',Can a sofa be lied on?,Yes,random,-1.5449762344360352,-0.297673761844635,No,False
can be lied on,a piano,'',Can a piano be lied on?,No,random,-1.7480714321136475,-0.2507806718349457,No,True
can be listened to,a seagull,'',Can a seagull be listened to?,No,random,-1.7324762344360352,-0.23614926636219025,No,True
can be locked,a spear,'',Can a spear be locked?,No,random,-1.7406967878341675,-0.2412831038236618,No,True
can be long,a boat,'',Can a boat be long?,Yes,random,-1.0144363641738892,-0.5146991610527039,No,False
can be long and thin in shape,a ball,'',Can a ball be long and thin in shape?,No,random,-1.1703959703445435,-0.42462462186813354,No,True
can be loose,a nectarine,'',Can a nectarine be loose?,No,random,-1.7562984228134155,-0.2549425959587097,No,True
can be made from barley,whiskey,'',Can whiskey be made from barley?,Yes,random,-1.3582229614257812,-0.35428476333618164,No,False
can be made from goat's milk,a hamster,'',Can a hamster be made from goat's milk?,No,random,-2.4047000408172607,-0.15241152048110962,No,True
can be made from wheat,flour,'',Can flour be made from wheat?,Yes,random,-0.8656968474388123,-0.6156968474388123,No,False
can be made in a teapot,a jacket,'',Can a jacket be made in a teapot?,No,random,-2.4042601585388184,-0.14889709651470184,No,True
can be made into juice,a date,'',Can a date be made into juice?,Yes,random,-1.5453959703445435,-0.2937356233596802,No,False
can be made into juice,a eucalyptus tree,'',Can a eucalyptus tree be made into juice?,No,random,-1.3496187925338745,-0.35004836320877075,No,True
can be made of blackcurrant,jam,'',Can jam be made of blackcurrant?,Yes,random,-1.0144729614257812,-0.5144729018211365,No,False
can be made of bronze,a falcon,'',Can a falcon be made of bronze?,No,random,-2.6082229614257812,-0.1084776371717453,No,True
can be made of canvas material,a deckchair,'',Can a deckchair be made of canvas material?,Yes,random,-1.1772310733795166,-0.42624667286872864,No,False
can be made of cardboard,a willow tree,'',Can a willow tree be made of cardboard?,No,random,-2.607476234436035,-0.10721098631620407,No,True
can be made of cashmere,a shawl,'',Can a shawl be made of cashmere?,Yes,random,-1.3496187925338745,-0.3484322726726532,No,False
can be made of cashmere,a lizard,'',Can a lizard be made of cashmere?,No,random,-2.1547937393188477,-0.1621682047843933,No,True
can be made of ceramic,a bowl,'',Can a bowl be made of ceramic?,Yes,random,-0.8574762344360352,-0.6074762344360352,No,False
can be made of chainmail,a stocking,'',Can a stocking be made of chainmail?,No,random,-1.7402738332748413,-0.24167196452617645,No,True
can be made of corduroy,a shovel,'',Can a shovel be made of corduroy?,No,random,-2.170396089553833,-0.1660708785057068,No,True
can be made of denim,a jacket,'',Can a jacket be made of denim?,Yes,random,-0.8617964386940002,-0.6121246218681335,No,False
can be made of ebony,leek,'',Can leek be made of ebony?,No,random,-1.5453959703445435,-0.29962462186813354,No,True
can be made of fabric,pumpkin,'',Can pumpkin be made of fabric?,No,random,-2.3886661529541016,-0.13324852287769318,No,True
can be made of gold,a chandelier,'',Can a chandelier be made of gold?,Yes,random,-1.7402738332748413,-0.24297721683979034,No,False
can be made of gold,blueberry,'',Can blueberry be made of gold?,No,random,-2.623497724533081,-0.12896686792373657,No,True
can be made of ivory,a piano,'',Can a piano be made of ivory?,Yes,random,-1.7328959703445435,-0.23542897403240204,No,False
can be made of ivory,a coach,'',Can a coach be made of ivory?,No,random,-1.95159912109375,-0.2039237767457962,No,True
can be made of kevlar,an armor,'',Can an armor be made of kevlar?,Yes,random,-1.1694376468658447,-0.42429640889167786,No,False
can be made of lace,a hornet,'',Can a hornet be made of lace?,No,random,-2.8422000408172607,-0.09111663699150085,No,True
can be made of linen,a blouse,'',Can a blouse be made of linen?,Yes,random,-1.1777738332748413,-0.42624667286872864,No,False
can be made of metal and plastic,a whisk,'',Can a whisk be made of metal and plastic?,Yes,random,-1.5371187925338745,-0.28983399271965027,No,False
can be made of metal and plastic,mayonnaise,'',Can mayonnaise be made of metal and plastic?,No,random,-2.1547937393188477,-0.16314393281936646,No,True
can be made of nylon,a cape,'',Can a cape be made of nylon?,Yes,random,-1.1625484228134155,-0.41483399271965027,No,False
can be made of nylon,a grenade,'',Can a grenade be made of nylon?,No,random,-1.951166033744812,-0.19803474843502045,No,True
can be made of plastic,a toe,'',Can a toe be made of plastic?,No,random,-1.9359976053237915,-0.18925604224205017,No,True
can be made of satin,a gown,'',Can a gown be made of satin?,Yes,random,-1.1699762344360352,-0.422673761844635,No,False
can be made of silk,a cape,'',Can a cape be made of silk?,Yes,random,-1.3418214321136475,-0.34029752016067505,No,False
can be made of soft fabric,a skirt,'',Can a skirt be made of soft fabric?,Yes,random,-1.3422476053237915,-0.3445306718349457,No,False
can be made of soft fabric,rhubarb,'',Can rhubarb be made of soft fabric?,No,random,-2.623497724533081,-0.11700185388326645,No,True
can be made of steel,a ship,'',Can a ship be made of steel?,Yes,random,-1.0062984228134155,-0.5068939328193665,No,False
can be made of wood,a stool,'',Can a stool be made of wood?,Yes,random,-1.3418214321136475,-0.3445306718349457,No,False
can be made of wood,a dressing gown,'',Can a dressing gown be made of wood?,No,random,-1.7410264015197754,-0.23835603892803192,No,True
can be made of wood and fabric,a bagpipe,'',Can a bagpipe be made of wood and fabric?,Yes,random,-1.3500484228134155,-0.35004836320877075,No,False
can be made using a kettle,tea,'',Can tea be made using a kettle?,Yes,random,-1.0062984228134155,-0.5066331624984741,No,False
can be made using a tire,a swing,'',Can a swing be made using a tire?,Yes,random,-1.1855714321136475,-0.4343789517879486,No,False
can be made using a tire,cauliflower,'',Can cauliflower be made using a tire?,No,random,-1.951166033744812,-0.20554640889167786,No,True
can be made with a stick,a catapult,'',Can a catapult be made with a stick?,Yes,random,-1.1694376468658447,-0.4238751232624054,No,False
can be matured,cheese,'',Can cheese be matured?,Yes,random,-1.0144363641738892,-0.5107964873313904,No,False
can be messy to eat,peach,'',Can peach be messy to eat?,Yes,random,-1.1855714321136475,-0.43404752016067505,No,False
can be messy to eat,a submarine,'',Can a submarine be messy to eat?,No,random,-1.95159912109375,-0.2022276371717453,No,True
can be mild in taste,a fir tree,'',Can a fir tree be mild in taste?,No,random,-1.9437984228134155,-0.19829650223255157,No,True
can be milked by a machine,a pansy,'',Can a pansy be milked by a machine?,No,random,-2.1855714321136475,-0.18697279691696167,No,True
can be oily,a wallet,'',Can a wallet be oily?,No,random,-2.1542601585388184,-0.15507981181144714,No,True
can be operated by pirates,a radio,'',Can a radio be operated by pirates?,No,random,-2.169976234436035,-0.16385851800441742,No,True
can be padded with straw and hay,a hutch,'',Can a hutch be padded with straw and hay?,Yes,random,-0.736375093460083,-0.7367964386940002,Yes,True
can be part of an armor,plum,'',Can plum be part of an armor?,No,random,-1.3496187925338745,-0.35004836320877075,No,True
can be pinstriped,a drum,'',Can a drum be pinstriped?,No,random,-1.7484976053237915,-0.24518579244613647,No,True
can be pitted,an olive,'',Can an olive be pitted?,Yes,random,-1.1855714321136475,-0.4382806718349457,No,False
can be played,a saxophone,'',Can a saxophone be played?,Yes,random,-1.2006103992462158,-0.44769880175590515,No,False
can be played,a scalpel,'',Can a scalpel be played?,No,random,-1.7718995809555054,-0.2761780917644501,No,True
can be plucked,a cello,'',Can a cello be plucked?,Yes,random,-1.7328959703445435,-0.23344917595386505,No,False
can be pulled by a tractor,a plow,'',Can a plow be pulled by a tractor?,Yes,random,-1.0137262344360352,-0.5141459703445435,No,False
can be pulled by animals,a hawk,'',Can a hawk be pulled by animals?,No,random,-2.170396089553833,-0.17094917595386505,No,True
can be pumped,a football,'',Can a football be pumped?,Yes,random,-2.1547937393188477,-0.1599569022655487,No,False
can be pushed by the person sitting in it,a wheelchair,'',Can a wheelchair be pushed by the person sitting in it?,Yes,random,-1.3647310733795166,-0.3633245527744293,No,False
can be pushed by the person sitting in it,a mitten,'',Can a mitten be pushed by the person sitting in it?,No,random,-1.3796098232269287,-0.3769701421260834,No,True
can be rectangular in shape,a microwave,'',Can a microwave be rectangular in shape?,Yes,random,-1.9437984228134155,-0.1921822875738144,No,False
can be rectangular in shape,a soup,'',Can a soup be rectangular in shape?,No,random,-1.7332229614257812,-0.2341984063386917,No,True
can be refreshing,cider,'',Can cider be refreshing?,Yes,random,-0.8818939328193665,-0.6320970058441162,No,False
can be refreshing,a crayfish,'',Can a crayfish be refreshing?,No,random,-1.7410264015197754,-0.24323445558547974,No,True
can be rented,a limousine,'',Can a limousine be rented?,Yes,random,-1.1928174495697021,-0.4398980736732483,No,False
can be resilient,mango,'',Can mango be resilient?,No,random,-1.0371187925338745,-0.5378831624984741,No,True
can be rickety,a trolley,'',Can a trolley be rickety?,Yes,random,-1.350419282913208,-0.3525952696800232,No,False
can be ridden,a drill,'',Can a drill be ridden?,No,random,-2.3886661529541016,-0.14532549679279327,No,True
can be ridden on paths,a bicycle,'',Can a bicycle be ridden on paths?,Yes,random,-0.7484976649284363,-0.7490885853767395,Yes,True
can be rolled,a cape,'',Can a cape be rolled?,No,random,-1.7484976053237915,-0.24811285734176636,No,True
can be rowed,a canoe,'',Can a canoe be rowed?,Yes,random,-0.8656968474388123,-0.6160263419151306,No,False
can be scary,a scarf,'',Can a scarf be scary?,No,random,-1.7562984228134155,-0.2527315318584442,No,True
can be served from a tap,a whisk,'',Can a whisk be served from a tap?,No,random,-1.5531967878341675,-0.30157551169395447,No,True
can be served in a cup,cider,'',Can cider be served in a cup?,Yes,random,-1.0219467878341675,-0.5183746218681335,No,False
