Shot Type,Dataset,Domain,Family,Base Model,Inst Model,Base Bias,Inst Bias,Base Bias (Abs),Inst Bias (Abs),Bias Diff
zeroshot,ewok,social_interactions,MPT,mpt-7b,mpt-7b-chat,-0.9032258064516129,-0.5161290322580645,0.9032258064516129,0.5161290322580645,-0.3870967741935484
zeroshot,ewok,social_interactions,MPT,mpt-30b,mpt-30b-chat,-0.9838709677419355,-0.7258064516129032,0.9838709677419355,0.7258064516129032,-0.25806451612903225
zeroshot,ewok,social_properties,MPT,mpt-7b,mpt-7b-chat,-0.10810810810810811,-0.02702702702702703,0.10810810810810811,0.02702702702702703,-0.08108108108108109
zeroshot,ewok,social_properties,MPT,mpt-30b,mpt-30b-chat,-0.5540540540540541,-0.4864864864864865,0.5540540540540541,0.4864864864864865,-0.06756756756756754
zeroshot,ewok,material_dynamics,MPT,mpt-7b,mpt-7b-chat,-0.1791044776119403,-0.8059701492537313,0.1791044776119403,0.8059701492537313,0.6268656716417911
zeroshot,ewok,material_dynamics,MPT,mpt-30b,mpt-30b-chat,-0.31343283582089554,0.04477611940298507,0.31343283582089554,0.04477611940298507,-0.26865671641791045
zeroshot,ewok,social_relations,MPT,mpt-7b,mpt-7b-chat,-0.6829268292682927,-0.1524390243902439,0.6829268292682927,0.1524390243902439,-0.5304878048780488
zeroshot,ewok,social_relations,MPT,mpt-30b,mpt-30b-chat,-0.9878048780487805,-0.8963414634146342,0.9878048780487805,0.8963414634146342,-0.09146341463414631
zeroshot,ewok,quantitative_properties,MPT,mpt-7b,mpt-7b-chat,-0.11594202898550725,-0.14492753623188406,0.11594202898550725,0.14492753623188406,0.028985507246376815
zeroshot,ewok,quantitative_properties,MPT,mpt-30b,mpt-30b-chat,-0.5072463768115942,-0.6086956521739131,0.5072463768115942,0.6086956521739131,0.10144927536231885
zeroshot,ewok,physical_dynamics,MPT,mpt-7b,mpt-7b-chat,-0.8,-0.8666666666666667,0.8,0.8666666666666667,0.06666666666666665
zeroshot,ewok,physical_dynamics,MPT,mpt-30b,mpt-30b-chat,-0.9666666666666667,-0.7666666666666667,0.9666666666666667,0.7666666666666667,-0.19999999999999996
zeroshot,ewok,agent_properties,MPT,mpt-7b,mpt-7b-chat,0.09523809523809523,-0.41156462585034015,0.09523809523809523,0.41156462585034015,0.3163265306122449
zeroshot,ewok,agent_properties,MPT,mpt-30b,mpt-30b-chat,-0.8809523809523809,-0.7857142857142857,0.8809523809523809,0.7857142857142857,-0.09523809523809523
zeroshot,ewok,physical_interactions,MPT,mpt-7b,mpt-7b-chat,-0.9891304347826086,-0.9782608695652174,0.9891304347826086,0.9782608695652174,-0.010869565217391242
zeroshot,ewok,physical_interactions,MPT,mpt-30b,mpt-30b-chat,-0.9891304347826086,-0.9239130434782609,0.9891304347826086,0.9239130434782609,-0.06521739130434778
zeroshot,ewok,material_properties,MPT,mpt-7b,mpt-7b-chat,0.08,-0.26,0.08,0.26,0.18
zeroshot,ewok,material_properties,MPT,mpt-30b,mpt-30b-chat,-0.56,-0.56,0.56,0.56,0.0
zeroshot,ewok,physical_relations,MPT,mpt-7b,mpt-7b-chat,-0.75,-0.5108695652173914,0.75,0.5108695652173914,-0.23913043478260865
zeroshot,ewok,physical_relations,MPT,mpt-30b,mpt-30b-chat,-0.7065217391304348,-0.8152173913043478,0.7065217391304348,0.8152173913043478,0.10869565217391297
zeroshot,ewok,spatial_relations,MPT,mpt-7b,mpt-7b-chat,-0.4594594594594595,-0.5135135135135135,0.4594594594594595,0.5135135135135135,0.054054054054054
zeroshot,ewok,spatial_relations,MPT,mpt-30b,mpt-30b-chat,-0.527027027027027,-0.8648648648648649,0.527027027027027,0.8648648648648649,0.33783783783783794
zeroshot,ewok,social_interactions,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,-0.16129032258064516,-0.1774193548387097,0.16129032258064516,0.1774193548387097,0.01612903225806453
zeroshot,ewok,social_interactions,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,0.5161290322580645,-0.1935483870967742,0.5161290322580645,0.1935483870967742,-0.3225806451612903
zeroshot,ewok,social_properties,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,-0.47297297297297297,-0.32432432432432434,0.47297297297297297,0.32432432432432434,-0.14864864864864863
zeroshot,ewok,social_properties,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,0.6081081081081081,-0.12162162162162163,0.6081081081081081,0.12162162162162163,-0.4864864864864865
zeroshot,ewok,material_dynamics,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,0.7313432835820896,0.29850746268656714,0.7313432835820896,0.29850746268656714,-0.4328358208955224
zeroshot,ewok,material_dynamics,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,0.7611940298507462,0.13432835820895522,0.7611940298507462,0.13432835820895522,-0.6268656716417911
zeroshot,ewok,social_relations,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,-0.5609756097560976,-0.1951219512195122,0.5609756097560976,0.1951219512195122,-0.3658536585365854
zeroshot,ewok,social_relations,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,0.4817073170731707,-0.14634146341463414,0.4817073170731707,0.14634146341463414,-0.33536585365853655
zeroshot,ewok,quantitative_properties,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,0.0,-0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043
zeroshot,ewok,quantitative_properties,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,0.4492753623188406,-0.043478260869565216,0.4492753623188406,0.043478260869565216,-0.4057971014492754
zeroshot,ewok,physical_dynamics,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,-0.4,-0.36666666666666664,0.4,0.36666666666666664,-0.03333333333333338
zeroshot,ewok,physical_dynamics,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,-0.16666666666666666,-0.23333333333333334,0.16666666666666666,0.23333333333333334,0.06666666666666668
zeroshot,ewok,agent_properties,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,-0.46598639455782315,-0.5816326530612245,0.46598639455782315,0.5816326530612245,0.11564625850340132
zeroshot,ewok,agent_properties,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,0.41156462585034015,-0.3163265306122449,0.41156462585034015,0.3163265306122449,-0.09523809523809523
zeroshot,ewok,physical_interactions,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,-0.75,-0.4782608695652174,0.75,0.4782608695652174,-0.2717391304347826
zeroshot,ewok,physical_interactions,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,-0.03260869565217391,-0.40217391304347827,0.03260869565217391,0.40217391304347827,0.3695652173913044
zeroshot,ewok,material_properties,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,0.08,-0.24,0.08,0.24,0.15999999999999998
zeroshot,ewok,material_properties,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,0.64,-0.18,0.64,0.18,-0.46
zeroshot,ewok,physical_relations,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,-0.2826086956521739,-0.358695652173913,0.2826086956521739,0.358695652173913,0.07608695652173914
zeroshot,ewok,physical_relations,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,0.18478260869565216,-0.13043478260869565,0.18478260869565216,0.13043478260869565,-0.05434782608695651
zeroshot,ewok,spatial_relations,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,0.44594594594594594,0.1891891891891892,0.44594594594594594,0.1891891891891892,-0.25675675675675674
zeroshot,ewok,spatial_relations,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,0.7297297297297297,-0.14864864864864866,0.7297297297297297,0.14864864864864866,-0.581081081081081
zeroshot,ewok,social_interactions,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-1.0,-0.8064516129032258,1.0,0.8064516129032258,-0.19354838709677424
zeroshot,ewok,social_interactions,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,-0.5645161290322581,-0.7258064516129032,0.5645161290322581,0.7258064516129032,0.16129032258064513
zeroshot,ewok,social_properties,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-0.5135135135135135,-0.7972972972972973,0.5135135135135135,0.7972972972972973,0.28378378378378377
zeroshot,ewok,social_properties,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,-0.1891891891891892,-0.6621621621621622,0.1891891891891892,0.6621621621621622,0.47297297297297297
zeroshot,ewok,material_dynamics,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-0.5373134328358209,-0.9104477611940298,0.5373134328358209,0.9104477611940298,0.3731343283582089
zeroshot,ewok,material_dynamics,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,0.44776119402985076,-0.4626865671641791,0.44776119402985076,0.4626865671641791,0.014925373134328346
zeroshot,ewok,social_relations,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-0.9878048780487805,-0.9329268292682927,0.9878048780487805,0.9329268292682927,-0.05487804878048774
zeroshot,ewok,social_relations,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,-0.6585365853658537,-0.7317073170731707,0.6585365853658537,0.7317073170731707,0.07317073170731703
zeroshot,ewok,quantitative_properties,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-0.8115942028985508,-0.2898550724637681,0.8115942028985508,0.2898550724637681,-0.5217391304347827
zeroshot,ewok,quantitative_properties,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,0.4057971014492754,-0.13043478260869565,0.4057971014492754,0.13043478260869565,-0.2753623188405797
zeroshot,ewok,physical_dynamics,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-0.8666666666666667,-0.8,0.8666666666666667,0.8,-0.06666666666666665
zeroshot,ewok,physical_dynamics,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,-0.5666666666666667,-0.7666666666666667,0.5666666666666667,0.7666666666666667,0.20000000000000007
zeroshot,ewok,agent_properties,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-0.891156462585034,-0.8741496598639455,0.891156462585034,0.8741496598639455,-0.017006802721088454
zeroshot,ewok,agent_properties,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,-0.027210884353741496,-0.7517006802721088,0.027210884353741496,0.7517006802721088,0.7244897959183673
zeroshot,ewok,physical_interactions,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-0.967391304347826,-0.9565217391304348,0.967391304347826,0.9565217391304348,-0.010869565217391242
zeroshot,ewok,physical_interactions,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,-0.8804347826086957,-0.9565217391304348,0.8804347826086957,0.9565217391304348,0.07608695652173914
zeroshot,ewok,material_properties,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-0.48,-0.88,0.48,0.88,0.4
zeroshot,ewok,material_properties,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,-0.46,-0.82,0.46,0.82,0.35999999999999993
zeroshot,ewok,physical_relations,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-0.8478260869565217,-0.9239130434782609,0.8478260869565217,0.9239130434782609,0.07608695652173914
zeroshot,ewok,physical_relations,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,-0.7717391304347826,-0.8152173913043478,0.7717391304347826,0.8152173913043478,0.04347826086956519
zeroshot,ewok,spatial_relations,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-0.9054054054054054,-0.7297297297297297,0.9054054054054054,0.7297297297297297,-0.17567567567567566
zeroshot,ewok,spatial_relations,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,0.6216216216216216,-0.22972972972972974,0.6216216216216216,0.22972972972972974,-0.3918918918918919
zeroshot,comps,comps,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.6276190476190476,0.13047619047619047,0.6276190476190476,0.13047619047619047,-0.49714285714285716
zeroshot,comps,comps,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.31238095238095237,0.32571428571428573,0.31238095238095237,0.32571428571428573,0.013333333333333364
zeroshot,comps,comps,MPT,mpt-7b,mpt-7b-chat,0.5371428571428571,0.22476190476190477,0.5371428571428571,0.22476190476190477,-0.31238095238095237
zeroshot,comps,comps,MPT,mpt-30b,mpt-30b-chat,-0.12857142857142856,-0.2276190476190476,0.12857142857142856,0.2276190476190476,0.09904761904761905
zeroshot,comps,comps,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,0.2704761904761905,0.11523809523809524,0.2704761904761905,0.11523809523809524,-0.15523809523809523
zeroshot,comps,comps,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,0.5819047619047619,0.24952380952380954,0.5819047619047619,0.24952380952380954,-0.3323809523809524
zeroshot,comps,comps,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,0.37142857142857144,-0.21047619047619048,0.37142857142857144,0.21047619047619048,-0.16095238095238096
zeroshot,comps,comps,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,0.5304761904761904,0.05333333333333334,0.5304761904761904,0.05333333333333334,-0.4771428571428571
zeroshot,babi,babi,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.38166666666666665,-0.4,0.38166666666666665,0.4,0.018333333333333368
zeroshot,babi,babi,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.15,0.08833333333333333,0.15,0.08833333333333333,-0.06166666666666666
zeroshot,babi,babi,MPT,mpt-7b,mpt-7b-chat,-0.615,-0.895,0.615,0.895,0.28
zeroshot,babi,babi,MPT,mpt-30b,mpt-30b-chat,-0.81,-0.7483333333333333,0.81,0.7483333333333333,-0.06166666666666676
zeroshot,babi,babi,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,-0.31666666666666665,-0.19333333333333333,0.31666666666666665,0.19333333333333333,-0.12333333333333332
zeroshot,babi,babi,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,0.24166666666666667,-0.09,0.24166666666666667,0.09,-0.15166666666666667
zeroshot,babi,babi,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-0.7666666666666667,-0.8083333333333333,0.7666666666666667,0.8083333333333333,0.04166666666666663
zeroshot,babi,babi,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,-0.31,-0.3566666666666667,0.31,0.3566666666666667,0.04666666666666669
zeroshot,arith,arith,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.14,-0.075,0.14,0.075,-0.06500000000000002
zeroshot,arith,arith,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.21666666666666667,0.30666666666666664,0.21666666666666667,0.30666666666666664,0.08999999999999997
zeroshot,arith,arith,MPT,mpt-7b,mpt-7b-chat,-0.505,-0.9983333333333333,0.505,0.9983333333333333,0.4933333333333333
zeroshot,arith,arith,MPT,mpt-30b,mpt-30b-chat,-0.5616666666666666,-0.9266666666666666,0.5616666666666666,0.9266666666666666,0.365
zeroshot,arith,arith,Qwen,Qwen1.5-7B,Qwen1.5-7B-Chat,-0.36,-0.5316666666666666,0.36,0.5316666666666666,0.17166666666666663
zeroshot,arith,arith,Qwen,Qwen1.5-32B,Qwen1.5-32B-Chat,0.16166666666666665,0.006666666666666667,0.16166666666666665,0.006666666666666667,-0.155
zeroshot,arith,arith,Llama,Llama-2-7b-hf,Llama-2-7b-chat-hf,-0.42,-0.3433333333333333,0.42,0.3433333333333333,-0.07666666666666666
zeroshot,arith,arith,Llama,Llama-2-13b-hf,Llama-2-13b-chat-hf,-0.08,-0.5683333333333334,0.08,0.5683333333333334,0.48833333333333334
zeroshot,mmlu,abstract_algebra,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.31001563321019676,0.19583429394554927,0.31001563321019676,0.19583429394554927,-0.11418133926464749
zeroshot,mmlu,abstract_algebra,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.26763696489767114,0.40338715519835,0.26763696489767114,0.40338715519835,0.13575019030067886
zeroshot,mmlu,anatomy,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.214375544377336,0.07047366499133444,0.214375544377336,0.07047366499133444,-0.14390187938600157
zeroshot,mmlu,anatomy,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.18872105082769774,0.3988908879521862,0.18872105082769774,0.3988908879521862,0.21016983712448845
zeroshot,mmlu,astronomy,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.07549186610026945,0.07493349512955408,0.07549186610026945,0.07493349512955408,-0.0005583709707153717
zeroshot,mmlu,astronomy,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.2904838401370154,0.4244420393491257,0.2904838401370154,0.4244420393491257,0.13395819921211033
zeroshot,mmlu,business_ethics,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.24201282935821714,0.05675842872658764,0.24201282935821714,0.05675842872658764,-0.1852544006316295
zeroshot,mmlu,business_ethics,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.25107208544929227,0.37195800750313773,0.25107208544929227,0.37195800750313773,0.12088592205384546
zeroshot,mmlu,clinical_knowledge,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.25940638710751485,0.13240660058490736,0.25940638710751485,0.13240660058490736,-0.1269997865226075
zeroshot,mmlu,clinical_knowledge,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.23330253504215726,0.4096438053392922,0.23330253504215726,0.4096438053392922,0.17634127029713492
zeroshot,mmlu,college_biology,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.23410087681197173,0.048752953339916805,0.23410087681197173,0.048752953339916805,-0.18534792347205492
zeroshot,mmlu,college_biology,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.24334264236089512,0.4197354727161447,0.24334264236089512,0.4197354727161447,0.17639283035524958
zeroshot,mmlu,college_chemistry,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.0886790575896249,0.09212670070121842,0.0886790575896249,0.09212670070121842,0.0034476431115935263
zeroshot,mmlu,college_chemistry,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.12853248505033524,0.35351064334477483,0.12853248505033524,0.35351064334477483,0.2249781582944396
zeroshot,mmlu,college_computer_science,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.16046767172690607,0.14297002607413256,0.16046767172690607,0.14297002607413256,-0.017497645652773508
zeroshot,mmlu,college_computer_science,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.23114588648948148,0.39308071130031513,0.23114588648948148,0.39308071130031513,0.16193482481083366
zeroshot,mmlu,college_mathematics,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.20810154287624574,0.10794084552245689,0.20810154287624574,0.10794084552245689,-0.10016069735378885
zeroshot,mmlu,college_mathematics,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.1582456016362808,0.40616640737905935,0.1582456016362808,0.40616640737905935,0.24792080574277855
zeroshot,mmlu,college_medicine,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.17041005165875556,0.05693258959002686,0.17041005165875556,0.05693258959002686,-0.11347746206872869
zeroshot,mmlu,college_medicine,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.20691732943238345,0.3963786348102091,0.20691732943238345,0.3963786348102091,0.18946130537782563
zeroshot,mmlu,college_physics,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.19257432404432606,0.1311196174649529,0.19257432404432606,0.1311196174649529,-0.06145470657937316
zeroshot,mmlu,college_physics,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.13635034928550951,0.39364791081110845,0.13635034928550951,0.39364791081110845,0.2572975615255989
zeroshot,mmlu,computer_security,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.3090923905037893,0.13265888447303342,0.3090923905037893,0.13265888447303342,-0.17643350603075586
zeroshot,mmlu,computer_security,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.2331074789658432,0.3644944822085358,0.2331074789658432,0.3644944822085358,0.13138700324269262
zeroshot,mmlu,conceptual_physics,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.14946226948779903,0.05950217375423447,0.14946226948779903,0.05950217375423447,-0.08996009573356456
zeroshot,mmlu,conceptual_physics,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.040701676114230874,0.38087411903582574,0.040701676114230874,0.38087411903582574,0.3401724429215949
zeroshot,mmlu,econometrics,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.17586023840681958,0.06781644482909395,0.17586023840681958,0.06781644482909395,-0.10804379357772563
zeroshot,mmlu,econometrics,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.18707479889643414,0.38030347776878376,0.18707479889643414,0.38030347776878376,0.19322867887234962
zeroshot,mmlu,electrical_engineering,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.13896873667059295,0.1126940214508119,0.13896873667059295,0.1126940214508119,-0.02627471521978106
zeroshot,mmlu,electrical_engineering,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.11537009695711932,0.3952967712134556,0.11537009695711932,0.3952967712134556,0.27992667425633627
zeroshot,mmlu,elementary_mathematics,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.16322664755796032,0.08000810404076976,0.16322664755796032,0.08000810404076976,-0.08321854351719056
zeroshot,mmlu,elementary_mathematics,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.06499324285558342,0.3343476746407488,0.06499324285558342,0.3343476746407488,0.2693544317851654
zeroshot,mmlu,formal_logic,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.15930154119582376,0.12024686087787557,0.15930154119582376,0.12024686087787557,-0.03905468031794819
zeroshot,mmlu,formal_logic,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.21442015008751458,0.33481934234805855,0.21442015008751458,0.33481934234805855,0.12039919226054396
zeroshot,mmlu,global_facts,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.21113814408139062,0.13797703398359856,0.21113814408139062,0.13797703398359856,-0.07316111009779205
zeroshot,mmlu,global_facts,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.21724575089296458,0.38289493965948485,0.21724575089296458,0.38289493965948485,0.16564918876652027
zeroshot,mmlu,high_school_biology,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.1704998196371531,0.024645969525726577,0.1704998196371531,0.024645969525726577,-0.14585385011142654
zeroshot,mmlu,high_school_biology,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.26152727565488565,0.4061783561281163,0.26152727565488565,0.4061783561281163,0.14465108047323066
zeroshot,mmlu,high_school_chemistry,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.15216808684500827,0.0572908012600173,0.15216808684500827,0.0572908012600173,-0.09487728558499096
zeroshot,mmlu,high_school_chemistry,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.11126558139253895,0.368796324161424,0.11126558139253895,0.368796324161424,0.25753074276888505
zeroshot,mmlu,high_school_computer_science,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.19586757215254852,0.06531841306698905,0.19586757215254852,0.06531841306698905,-0.13054915908555947
zeroshot,mmlu,high_school_computer_science,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,0.12072761619043058,0.36415598379631564,0.12072761619043058,0.36415598379631564,0.24342836760588504
zeroshot,mmlu,high_school_european_history,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,0.13578073600809426,0.06806959420070935,0.13578073600809426,0.06806959420070935,-0.06771114180738491
