property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-0.20756825804710388,-1.7964510917663574,-15.421310424804688,-12.550716400146484,15.213742166757584,10.754265308380127,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-0.17449359595775604,-1.898169994354248,-15.421310424804688,-12.550716400146484,15.246816828846931,10.652546405792236,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.0903773084282875,-2.5465235710144043,-15.421310424804688,-12.550716400146484,15.3309331163764,10.00419282913208,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-0.7178385853767395,-0.7025633454322815,-15.421310424804688,-12.550716400146484,14.703471839427948,11.848153054714203,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-1.569204568862915,-0.27071231603622437,-15.421310424804688,-12.550716400146484,13.852105855941772,12.28000408411026,Yes,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-0.6244470477104187,-0.8277623057365417,-15.421310424804688,-12.550716400146484,14.796863377094269,11.722954094409943,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.15195317566394806,-2.077784299850464,-15.421310424804688,-12.550716400146484,15.26935724914074,10.47293210029602,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-1.9986740350723267,-0.1660708785057068,-15.421310424804688,-12.550716400146484,13.42263638973236,12.384645521640778,Yes,False
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-0.3918556272983551,-1.218246579170227,-15.421310424804688,-12.550716400146484,15.029454797506332,11.332469820976257,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.11640565097332001,-2.343444585800171,-15.421310424804688,-12.550716400146484,15.304904773831367,10.207271814346313,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-1.7957926988601685,-0.20033049583435059,-15.421310424804688,-12.550716400146484,13.625517725944519,12.350385904312134,Yes,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-1.2651593685150146,-0.3474175035953522,-15.421310424804688,-12.550716400146484,14.156151056289673,12.203298896551132,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-0.648048460483551,-0.7770199179649353,-15.421310424804688,-12.550716400146484,14.773261964321136,11.773696482181549,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-0.29982230067253113,-1.4211760759353638,-15.421310424804688,-12.550716400146484,15.121488124132156,11.12954032421112,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-0.20721204578876495,-1.764988660812378,-15.421310424804688,-12.550716400146484,15.214098379015923,10.785727739334106,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-0.2787094712257385,-1.5542032718658447,-15.421310424804688,-12.550716400146484,15.142600953578949,10.99651312828064,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-0.39015936851501465,-1.249664545059204,-15.421310424804688,-12.550716400146484,15.031151056289673,11.30105185508728,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-2.5771992206573486,-0.09802252799272537,-15.421310424804688,-12.550716400146484,12.844111204147339,12.452693872153759,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-0.14221471548080444,-2.1403424739837646,-15.421310424804688,-12.550716400146484,15.279095709323883,10.41037392616272,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-0.4329696595668793,-1.1244804859161377,-15.421310424804688,-12.550716400146484,14.988340765237808,11.426235914230347,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-0.7883690595626831,-0.718277096748352,-15.421310424804688,-12.550716400146484,14.632941365242004,11.832439303398132,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-0.09295646846294403,-2.5779049396514893,-15.421310424804688,-12.550716400146484,15.328353956341743,9.972811460494995,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-1.4283719062805176,-0.31353992223739624,-15.421310424804688,-12.550716400146484,13.99293851852417,12.237176477909088,Yes,False
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-3.2649474143981934,-0.05575033277273178,-15.421310424804688,-12.550716400146484,12.156363010406494,12.494966067373753,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-0.11574207991361618,-2.3589766025543213,-15.421310424804688,-12.550716400146484,15.305568344891071,10.191739797592163,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-0.47435465455055237,-1.0310121774673462,-15.421310424804688,-12.550716400146484,14.946955770254135,11.519704222679138,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-0.07562854886054993,-2.8900973796844482,-15.421310424804688,-12.550716400146484,15.345681875944138,9.660619020462036,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-0.05727546662092209,-3.0932466983795166,-15.421310424804688,-12.550716400146484,15.364034958183765,9.457469701766968,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-0.7065016031265259,-0.7340235114097595,-15.421310424804688,-12.550716400146484,14.714808821678162,11.816692888736725,Yes,False
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-0.10453115403652191,-2.499642848968506,-15.421310424804688,-12.550716400146484,15.316779270768166,10.051073551177979,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-4.154881954193115,-0.03716820850968361,-15.421310424804688,-12.550716400146484,11.266428470611572,12.5135481916368,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-0.16937854886054993,-2.077713966369629,-15.421310424804688,-12.550716400146484,15.251931875944138,10.473002433776855,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-0.08115561306476593,-2.76535964012146,-15.421310424804688,-12.550716400146484,15.340154811739922,9.785356760025024,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-1.6399039030075073,-0.24859318137168884,-15.421310424804688,-12.550716400146484,13.78140652179718,12.302123218774796,Yes,False
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-0.12228123098611832,-2.2966747283935547,-15.421310424804688,-12.550716400146484,15.29902919381857,10.25404167175293,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-0.15295298397541046,-2.077875852584839,-15.421310424804688,-12.550716400146484,15.268357440829277,10.472840547561646,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-0.08439544588327408,-2.6870954036712646,-15.421310424804688,-12.550716400146484,15.336914978921413,9.86362099647522,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-3.8888959884643555,-0.03411942720413208,-15.421310424804688,-12.550716400146484,11.532414436340332,12.516596972942352,No,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-0.2730484902858734,-1.5230940580368042,-15.421310424804688,-12.550716400146484,15.148261934518814,11.02762234210968,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-0.2574949860572815,-1.5309630632400513,-15.421310424804688,-12.550716400146484,15.163815438747406,11.019753336906433,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-0.03567217290401459,-3.6715009212493896,-15.421310424804688,-12.550716400146484,15.385638251900673,8.879215478897095,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-2.2026593685150146,-0.14032427966594696,-15.421310424804688,-12.550716400146484,13.218651056289673,12.410392120480537,Yes,False
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-2.0617902278900146,-0.16840258240699768,-15.421310424804688,-12.550716400146484,13.359520196914673,12.382313817739487,Yes,False
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-1.6244804859161377,-0.26521405577659607,-15.421310424804688,-12.550716400146484,13.79682993888855,12.285502344369888,Yes,False
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-0.32573530077934265,-1.3824949264526367,-15.421310424804688,-12.550716400146484,15.095575124025345,11.168221473693848,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-0.6204293966293335,-0.8862549066543579,-15.421310424804688,-12.550716400146484,14.800881028175354,11.664461493492126,Yes,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-1.686744213104248,-0.25157231092453003,-15.421310424804688,-12.550716400146484,13.73456621170044,12.299144089221954,Yes,False
can be fair,a piano,'',Can a piano be fair?,No,random,-3.108292579650879,-0.08077269792556763,-15.421310424804688,-12.550716400146484,12.313017845153809,12.469943702220917,No,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-0.9838635921478271,-0.4996646046638489,-15.421310424804688,-12.550716400146484,14.43744683265686,12.051051795482635,Yes,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-0.29045727849006653,-1.530746579170227,-15.421310424804688,-12.550716400146484,15.130853146314621,11.019969820976257,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-0.6592966318130493,-0.7845835089683533,-15.421310424804688,-12.550716400146484,14.762013792991638,11.766132891178131,Yes,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-0.8002678155899048,-0.6246199011802673,-15.421310424804688,-12.550716400146484,14.621042609214783,11.926096498966217,Yes,False
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-0.41163361072540283,-1.1793333292007446,-15.421310424804688,-12.550716400146484,15.009676814079285,11.37138307094574,Yes,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-1.1948504447937012,-0.41961222887039185,-15.421310424804688,-12.550716400146484,14.226459980010986,12.131104171276093,Yes,False
can be fished,a herring,'',Can a herring be fished?,Yes,random,-0.15881021320819855,-2.0621848106384277,-15.421310424804688,-12.550716400146484,15.262500211596489,10.488531589508057,Yes,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-0.32372498512268066,-1.3434040546417236,-15.421310424804688,-12.550716400146484,15.097585439682007,11.20731234550476,Yes,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,-2.702307939529419,-0.09655863791704178,-15.421310424804688,-12.550716400146484,12.719002485275269,12.454157762229443,Yes,False
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-0.4232994616031647,-1.124619960784912,-15.421310424804688,-12.550716400146484,14.998010963201523,11.426096439361572,Yes,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,-3.9678096771240234,-0.03608229383826256,-15.421310424804688,-12.550716400146484,11.453500747680664,12.514634106308222,No,True
can be folded,a finger,'',Can a finger be folded?,No,random,-0.6246429085731506,-0.7849021553993225,-15.421310424804688,-12.550716400146484,14.796667516231537,11.765814244747162,Yes,False
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,-0.10957174003124237,-2.374783515930176,-15.421310424804688,-12.550716400146484,15.311738684773445,10.175932884216309,Yes,True
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,-1.0146081447601318,-0.518684983253479,-15.421310424804688,-12.550716400146484,14.406702280044556,12.032031416893005,Yes,False
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,-0.1519279181957245,-2.109083652496338,-15.421310424804688,-12.550716400146484,15.269382506608963,10.441632747650146,Yes,True
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,-0.1061360090970993,-2.45285964012146,-15.421310424804688,-12.550716400146484,15.315174415707588,10.097856760025024,Yes,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,-1.2808326482772827,-0.36691156029701233,-15.421310424804688,-12.550716400146484,14.140477776527405,12.183804839849472,Yes,False
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,-0.8589510917663574,-0.5661599040031433,-15.421310424804688,-12.550716400146484,14.56235933303833,11.984556496143341,Yes,True
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,-1.397905707359314,-0.30433326959609985,-15.421310424804688,-12.550716400146484,14.023404717445374,12.246383130550385,Yes,False
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,-0.667519211769104,-0.7536091208457947,-15.421310424804688,-12.550716400146484,14.753791213035583,11.79710727930069,Yes,True
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,-2.077629327774048,-0.15598049759864807,-15.421310424804688,-12.550716400146484,13.34368109703064,12.394735902547836,Yes,False
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,-0.3915593922138214,-1.288324236869812,-15.421310424804688,-12.550716400146484,15.029751032590866,11.262392163276672,Yes,False
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,-0.06874328851699829,-3.108830690383911,-15.421310424804688,-12.550716400146484,15.35256713628769,9.441885709762573,Yes,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,-1.0073206424713135,-0.5192099213600159,-15.421310424804688,-12.550716400146484,14.413989782333374,12.031506478786469,Yes,False
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,-0.11716009676456451,-2.3745694160461426,-15.421310424804688,-12.550716400146484,15.304150328040123,10.176146984100342,Yes,True
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,-2.4525632858276367,-0.10709231346845627,-15.421310424804688,-12.550716400146484,12.96874713897705,12.443624086678028,Yes,False
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,-1.4761147499084473,-0.28098049759864807,-15.421310424804688,-12.550716400146484,13.94519567489624,12.269735902547836,Yes,False
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,-0.10996880382299423,-2.530470371246338,-15.421310424804688,-12.550716400146484,15.311341620981693,10.020246028900146,Yes,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,-0.7377347350120544,-0.7261672616004944,-15.421310424804688,-12.550716400146484,14.683575689792633,11.82454913854599,Yes,False
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,-0.49378567934036255,-1.0231528282165527,-15.421310424804688,-12.550716400146484,14.927524745464325,11.527563571929932,Yes,True
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,-1.1869804859161377,-0.3882617652416229,-15.421310424804688,-12.550716400146484,14.23432993888855,12.162454634904861,Yes,False
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,-0.11046511679887772,-2.3746848106384277,-15.421310424804688,-12.550716400146484,15.31084530800581,10.176031589508057,Yes,True
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,-1.4759875535964966,-0.28080567717552185,-15.421310424804688,-12.550716400146484,13.945322871208191,12.269910722970963,Yes,False
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,-0.12963619828224182,-2.234161853790283,-15.421310424804688,-12.550716400146484,15.291674226522446,10.316554546356201,Yes,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,-0.08968779444694519,-2.7182140350341797,-15.421310424804688,-12.550716400146484,15.331622630357742,9.832502365112305,Yes,False
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,-0.045217372477054596,-3.405832529067993,-15.421310424804688,-12.550716400146484,15.376093052327633,9.144883871078491,Yes,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,-0.1558815985918045,-2.015284299850464,-15.421310424804688,-12.550716400146484,15.265428826212883,10.53543210029602,Yes,True
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,-2.5149474143981934,-0.09914825856685638,-15.421310424804688,-12.550716400146484,12.906363010406494,12.451568141579628,Yes,False
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,-1.21817946434021,-0.39416712522506714,-15.421310424804688,-12.550716400146484,14.203130960464478,12.156549274921417,Yes,False
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,-1.9914830923080444,-0.15966641902923584,-15.421310424804688,-12.550716400146484,13.429827332496643,12.391049981117249,Yes,False
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,-0.07966633886098862,-2.7965009212493896,-15.421310424804688,-12.550716400146484,15.341644085943699,9.754215478897095,Yes,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,-0.25946667790412903,-1.585764765739441,-15.421310424804688,-12.550716400146484,15.161843746900558,10.964951634407043,Yes,False
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,-1.8423820734024048,-0.2627478241920471,-15.421310424804688,-12.550716400146484,13.578928351402283,12.287968575954437,Yes,False
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,-3.7800426483154297,-0.031637366861104965,-15.421310424804688,-12.550716400146484,11.641267776489258,12.51907903328538,No,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,-0.12013458460569382,-2.4214766025543213,-15.421310424804688,-12.550716400146484,15.301175840198994,10.129239797592163,Yes,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,-0.09389203786849976,-2.593463182449341,-15.421310424804688,-12.550716400146484,15.327418386936188,9.957253217697144,Yes,True
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,-0.14700649678707123,-2.0934040546417236,-15.421310424804688,-12.550716400146484,15.274303928017616,10.45731234550476,Yes,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,-2.280470371246338,-0.11872562766075134,-15.421310424804688,-12.550716400146484,13.14084005355835,12.431990772485733,Yes,False
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,-3.1086761951446533,-0.054950349032878876,-15.421310424804688,-12.550716400146484,12.312634229660034,12.495766051113605,No,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,-0.2885550260543823,-1.4527623653411865,-15.421310424804688,-12.550716400146484,15.132755398750305,11.097954034805298,Yes,False
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,-1.147905707359314,-0.4625466465950012,-15.421310424804688,-12.550716400146484,14.273404717445374,12.088169753551483,Yes,False
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,-0.0919606015086174,-2.577824354171753,-15.421310424804688,-12.550716400146484,15.32934982329607,9.972892045974731,Yes,True
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,-0.4390954375267029,-1.0700651407241821,-15.421310424804688,-12.550716400146484,14.982214987277985,11.480651259422302,Yes,True
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,-0.3100893497467041,-1.3902390003204346,-15.421310424804688,-12.550716400146484,15.111221075057983,11.16047739982605,Yes,True
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,-1.8585830926895142,-0.1879725605249405,-15.421310424804688,-12.550716400146484,13.562727332115173,12.362743839621544,Yes,False
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,-1.1011147499084473,-0.4274757206439972,-15.421310424804688,-12.550716400146484,14.32019567489624,12.123240679502487,Yes,True
can be found on farms,a pig,'',Can a pig be found on farms?,Yes,random,-0.06994123011827469,-2.9684250354766846,-15.421310424804688,-12.550716400146484,15.351369194686413,9.5822913646698,Yes,True
can be found on farms,a shrimp,'',Can a shrimp be found on farms?,No,random,-0.11244028806686401,-2.359064817428589,-15.421310424804688,-12.550716400146484,15.308870136737823,10.191651582717896,Yes,False
can be found on furry animals,a flea,'',Can a flea be found on furry animals?,Yes,random,-0.0943801999092102,-2.54663348197937,-15.421310424804688,-12.550716400146484,15.326930224895477,10.004082918167114,Yes,True
can be found on lakes,a bench,'',Can a bench be found on lakes?,No,random,-2.077629327774048,-0.15209153294563293,-15.421310424804688,-12.550716400146484,13.34368109703064,12.398624867200851,Yes,False
can be found on land,a buffalo,'',Can a buffalo be found on land?,Yes,random,-0.11827464401721954,-2.3591012954711914,-15.421310424804688,-12.550716400146484,15.303035780787468,10.191615104675293,Yes,True
can be found on legs,sweet potato,'',Can sweet potato be found on legs?,No,random,-1.4836310148239136,-0.2846347391605377,-15.421310424804688,-12.550716400146484,13.937679409980774,12.266081660985947,Yes,False
can be found on plants,a cricket,'',Can a cricket be found on plants?,Yes,random,-0.14213988184928894,-2.140213966369629,-15.421310424804688,-12.550716400146484,15.279170542955399,10.410502433776855,Yes,True
can be found on ponds,a goose,'',Can a goose be found on ponds?,Yes,random,-0.16757197678089142,-1.9918937683105469,-15.421310424804688,-12.550716400146484,15.253738448023796,10.558822631835938,Yes,True
can be found on ponds,a hoe,'',Can a hoe be found on ponds?,No,random,-3.780517578125,-0.032987818121910095,-15.421310424804688,-12.550716400146484,11.640792846679688,12.517728582024574,No,True
can be found on rivers,a cake,'',Can a cake be found on rivers?,No,random,-3.7025632858276367,-0.037778425961732864,-15.421310424804688,-12.550716400146484,11.71874713897705,12.512937974184752,No,True
can be found on tables,a bottle,'',Can a bottle be found on tables?,Yes,random,-0.3004055619239807,-1.4684630632400513,-15.421310424804688,-12.550716400146484,15.120904862880707,11.082253336906433,Yes,True
can be found on tables,a porcupine,'',Can a porcupine be found on tables?,No,random,-2.764988660812378,-0.08069092780351639,-15.421310424804688,-12.550716400146484,12.65632176399231,12.470025472342968,Yes,False
can be found underground,milk,'',Can milk be found underground?,No,random,-2.8275270462036133,-0.07131467759609222,-15.421310424804688,-12.550716400146484,12.593783378601074,12.479401722550392,Yes,False
can be found underwater,a strainer,'',Can a strainer be found underwater?,No,random,-0.8355233073234558,-0.6169282793998718,-15.421310424804688,-12.550716400146484,14.585787117481232,11.933788120746613,Yes,False
can be fried,a wren,'',Can a wren be fried?,No,random,-1.2257260084152222,-0.411498486995697,-15.421310424804688,-12.550716400146484,14.195584416389465,12.139217913150787,Yes,False
can be gifted,an orchid,'',Can an orchid be gifted?,Yes,random,-0.1441313773393631,-2.1403050422668457,-15.421310424804688,-12.550716400146484,15.277179047465324,10.410411357879639,Yes,True
can be gifted,a screwdriver,'',Can a screwdriver be gifted?,No,random,-0.3061077892780304,-1.4449048042297363,-15.421310424804688,-12.550716400146484,15.115202635526657,11.105811595916748,Yes,False
can be grated,a drill,'',Can a drill be grated?,No,random,-1.6085830926895142,-0.2533847391605377,-15.421310424804688,-12.550716400146484,13.812727332115173,12.297331660985947,Yes,False
