property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-2.468061923980713,-4.531177520751953,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-2.185797929763794,-10.624619483947754,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-4.061400890350342,-3.0153424739837646,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-0.45772457122802734,-9.624195098876953,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.6528676748275757,-10.749195098876953,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-5.373673915863037,-6.749512195587158,Yes,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-0.9291035532951355,-6.8124098777771,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-1.718246579170227,-5.59361457824707,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-0.9559677839279175,-6.216031551361084,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-0.4470929205417633,-12.185446739196777,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-1.714714765548706,-8.56099796295166,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-2.5136661529541016,-9.811833381652832,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-3.6092374324798584,-2.4218552112579346,No,True
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-0.7823404669761658,-8.811911582946777,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-0.9021472930908203,-9.187429428100586,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-1.28067946434021,-6.031040191650391,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-1.4053665399551392,-11.499704360961914,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-2.796295642852783,-2.9842374324798584,Yes,False
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-8.561400413513184,-2.281052827835083,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-0.8645728230476379,-8.686088562011719,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-1.1244804859161377,-5.624820709228516,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-0.6632941961288452,-10.311400413513184,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-0.17553047835826874,-10.435446739196777,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-3.1238298416137695,-2.6248512268066406,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-1.1625484228134155,-4.281177520751953,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-3.233069658279419,-1.7964767217636108,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-0.3783511221408844,-12.812283515930176,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-1.5367183685302734,-10.562254905700684,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-4.374373435974121,-0.8006666898727417,No,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-1.8736740350723267,-9.937254905700684,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-0.9478772282600403,-9.812041282653809,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-0.7990988492965698,-9.249373435974121,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-0.5263773202896118,-2.8435122966766357,Yes,False
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-3.7021992206573486,-6.968381404876709,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-0.5299019813537598,-11.561088562011719,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-0.4126242697238922,-8.310900688171387,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-6.655309677124023,-2.406064748764038,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-4.123588562011719,-4.999619960784912,Yes,False
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-1.9903898239135742,-5.812095642089844,Yes,False
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-2.2959775924682617,-8.062397956848145,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-0.20883595943450928,-13.061530113220215,Yes,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-3.606435775756836,-2.8589766025543213,No,True
can be fair,a piano,'',Can a piano be fair?,No,random,-3.5303096771240234,-3.9060401916503906,Yes,False
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-1.5148574113845825,-10.249704360961914,Yes,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-1.7709810733795166,-9.311643600463867,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-2.6706488132476807,-4.343630313873291,Yes,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-3.1706488132476807,-3.5466480255126953,Yes,False
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-0.6719939708709717,-9.686744689941406,Yes,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-2.5307769775390625,-4.781150817871094,Yes,False
can be fished,a herring,'',Can a herring be fished?,Yes,random,-0.6543213725090027,-10.187185287475586,Yes,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-1.3891915082931519,-9.624619483947754,Yes,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,-3.1538503170013428,-8.437041282653809,Yes,False
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-0.35435643792152405,-11.624876976013184,Yes,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,-6.343462944030762,-0.46084511280059814,No,True
can be folded,a finger,'',Can a finger be folded?,No,random,-2.0149474143981934,-6.656181812286377,Yes,False
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,-1.7868602275848389,-5.8434247970581055,Yes,True
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,-4.905309677124023,-10.061833381652832,Yes,False
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,-0.6468507647514343,-11.374796867370605,Yes,True
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,-2.3098649978637695,-12.624290466308594,Yes,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,-6.742853164672852,-5.436467170715332,No,True
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,-0.21816140413284302,-11.437185287475586,Yes,True
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,-6.499244213104248,-0.6911747455596924,No,True
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,-2.670792579650879,-7.655858039855957,Yes,True
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,-5.248588562011719,-7.249664783477783,Yes,False
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,-1.2410264015197754,-10.187254905700684,Yes,False
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,-1.0979342460632324,-9.186980247497559,Yes,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,-2.5757625102996826,-10.562041282653809,Yes,False
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,-1.1232978105545044,-11.374820709228516,Yes,True
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,-5.9979472160339355,-6.062238693237305,Yes,False
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,-2.748674154281616,-8.812283515930176,Yes,False
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,-0.7112576961517334,-11.937185287475586,Yes,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,-2.577488660812378,-5.562164783477783,Yes,False
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,-1.8101742267608643,-10.687095642089844,Yes,True
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,-6.3113298416137695,-4.687041759490967,No,True
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,-1.2149182558059692,-9.436911582946777,Yes,True
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,-7.372195243835449,-3.4209775924682617,No,True
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,-0.7237356305122375,-10.749664306640625,Yes,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,-5.05787992477417,-6.249703884124756,Yes,False
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,-0.3167508542537689,-12.687309265136719,Yes,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,-2.2804200649261475,-8.12476921081543,Yes,True
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,-6.873967170715332,-2.3121848106384277,No,True
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,-3.4658563137054443,-8.687309265136719,Yes,False
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,-9.623967170715332,-2.5311057567596436,No,True
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,-2.040853261947632,-12.24849796295166,Yes,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,-4.686946868896484,-1.1951624155044556,No,True
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,-6.7492899894714355,-4.437254428863525,No,True
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,-8.061833381652832,-3.5467286109924316,No,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,-1.4902441501617432,-11.622815132141113,Yes,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,-3.0453007221221924,-8.437283515930176,Yes,True
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,-1.6314761638641357,-11.749568939208984,Yes,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,-8.873674392700195,-2.8434250354766846,No,True
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,-6.124244213104248,-1.624876618385315,No,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,-0.9284515976905823,-9.06222152709961,Yes,False
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,-1.631200909614563,-9.124796867370605,Yes,False
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,-1.199795126914978,-6.718462944030762,Yes,True
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,-1.2481881380081177,-10.562185287475586,Yes,True
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,-1.6784515380859375,-9.624903678894043,Yes,True
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,-8.187095642089844,-2.109327554702759,No,True
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,-3.857476234436035,-7.937283515930176,Yes,True
can be found on farms,a pig,'',Can a pig be found on farms?,Yes,random,-2.730830669403076,-9.874290466308594,Yes,True
can be found on farms,a shrimp,'',Can a shrimp be found on farms?,No,random,-1.1470825672149658,-8.374195098876953,Yes,False
can be found on furry animals,a flea,'',Can a flea be found on furry animals?,Yes,random,-1.061840295791626,-9.684514999389648,Yes,True
can be found on lakes,a bench,'',Can a bench be found on lakes?,No,random,-3.6863298416137695,-8.062095642089844,Yes,False
can be found on land,a buffalo,'',Can a buffalo be found on land?,Yes,random,-2.4029715061187744,-10.061254501342773,Yes,True
can be found on legs,sweet potato,'',Can sweet potato be found on legs?,No,random,-8.18722152709961,-1.0936375856399536,No,True
can be found on plants,a cricket,'',Can a cricket be found on plants?,Yes,random,-4.185997486114502,-3.452918291091919,No,False
can be found on ponds,a goose,'',Can a goose be found on ponds?,Yes,random,-2.089409112930298,-11.499373435974121,Yes,True
can be found on ponds,a hoe,'',Can a hoe be found on ponds?,No,random,-8.05969524383545,-3.5464766025543213,No,True
can be found on rivers,a cake,'',Can a cake be found on rivers?,No,random,-7.467684268951416,-4.218540191650391,No,True
can be found on tables,a bottle,'',Can a bottle be found on tables?,Yes,random,-2.3422000408172607,-10.812254905700684,Yes,True
can be found on tables,a porcupine,'',Can a porcupine be found on tables?,No,random,-7.061643600463867,-2.2655489444732666,No,True
can be found underground,milk,'',Can milk be found underground?,No,random,-7.374195575714111,-0.9372965097427368,No,True
can be found underwater,a strainer,'',Can a strainer be found underwater?,No,random,-4.342615604400635,-3.3436145782470703,No,True
can be fried,a wren,'',Can a wren be fried?,No,random,-1.6864006519317627,-4.624851226806641,Yes,False
can be gifted,an orchid,'',Can an orchid be gifted?,Yes,random,-0.4669381082057953,-12.248297691345215,Yes,True
can be gifted,a screwdriver,'',Can a screwdriver be gifted?,No,random,-0.8080074191093445,-9.312143325805664,Yes,False
can be grated,a drill,'',Can a drill be grated?,No,random,-3.2334775924682617,-2.296686887741089,No,True
can be grown,lemon,'',Can lemon be grown?,Yes,random,-1.066202163696289,-9.185900688171387,Yes,True
can be hard to clean,a jar,'',Can a jar be hard to clean?,No,random,-0.909710168838501,-10.249859809875488,Yes,False
can be healed,a bone,'',Can a bone be healed?,Yes,random,-1.6245120763778687,-10.062254905700684,Yes,True
can be healed,a scallop,'',Can a scallop be healed?,No,random,-1.4892252683639526,-5.061873435974121,Yes,False
can be held in the palm,ketchup,'',Can ketchup be held in the palm?,No,random,-1.8181102275848389,-7.687254428863525,Yes,False
can be high definition,a television,'',Can a television be high definition?,Yes,random,-1.9121785163879395,-9.87489128112793,Yes,True
can be high definition,peach,'',Can peach be high definition?,No,random,-3.920091152191162,-1.4836760759353638,No,True
can be hit with a hammer,a nail,'',Can a nail be hit with a hammer?,Yes,random,-1.396850824356079,-7.656012058258057,Yes,True
can be infected,an ear,'',Can an ear be infected?,Yes,random,-0.4711480736732483,-10.24951171875,Yes,True
can be infected,a seahorse,'',Can a seahorse be infected?,No,random,-0.34364625811576843,-9.499820709228516,Yes,False
can be kept in a bowl,a goldfish,'',Can a goldfish be kept in a bowl?,Yes,random,-0.9179829955101013,-10.686088562011719,Yes,True
can be kept in a bowl,a rhino,'',Can a rhino be kept in a bowl?,No,random,-4.842919826507568,-3.1714510917663574,No,True
can be kneaded,a refrigerator,'',Can a refrigerator be kneaded?,No,random,-5.936467170715332,-1.749860167503357,No,True
can be laid on its side,a crossbow,'',Can a crossbow be laid on its side?,Yes,random,-0.7667590975761414,-8.561530113220215,Yes,True
can be lied on,a sofa,'',Can a sofa be lied on?,Yes,random,-0.42866283655166626,-9.562368392944336,Yes,True
can be lied on,a piano,'',Can a piano be lied on?,No,random,-0.7768726348876953,-3.78116774559021,Yes,False
can be listened to,a seagull,'',Can a seagull be listened to?,No,random,-3.7638959884643555,-7.124684810638428,Yes,False
can be locked,a spear,'',Can a spear be locked?,No,random,-2.2962183952331543,-9.437331199645996,Yes,False
can be long,a boat,'',Can a boat be long?,Yes,random,-2.1400270462036133,-9.437409400939941,Yes,True
can be long and thin in shape,a ball,'',Can a ball be long and thin in shape?,No,random,-1.4747364521026611,-4.843061923980713,Yes,False
can be loose,a nectarine,'',Can a nectarine be loose?,No,random,-4.685797691345215,-6.874820709228516,Yes,False
can be made from barley,whiskey,'',Can whiskey be made from barley?,Yes,random,-0.7737576961517334,-7.842684268951416,Yes,True
can be made from goat's milk,a hamster,'',Can a hamster be made from goat's milk?,No,random,-5.061695575714111,-0.9334033727645874,No,True
can be made from wheat,flour,'',Can flour be made from wheat?,Yes,random,-1.84111487865448,-10.999373435974121,Yes,True
can be made in a teapot,a jacket,'',Can a jacket be made in a teapot?,No,random,-2.65567946434021,-1.468552827835083,No,True
can be made into juice,a date,'',Can a date be made into juice?,Yes,random,-2.8726742267608643,-7.124332904815674,Yes,True
can be made into juice,a eucalyptus tree,'',Can a eucalyptus tree be made into juice?,No,random,-1.266774296760559,-7.030642509460449,Yes,False
can be made of blackcurrant,jam,'',Can jam be made of blackcurrant?,Yes,random,-0.7716397643089294,-10.812143325805664,Yes,True
can be made of bronze,a falcon,'',Can a falcon be made of bronze?,No,random,-3.7738771438598633,-3.5927491188049316,No,True
can be made of canvas material,a deckchair,'',Can a deckchair be made of canvas material?,Yes,random,-0.8619707822799683,-11.374664306640625,Yes,True
can be made of cardboard,a willow tree,'',Can a willow tree be made of cardboard?,No,random,-7.3742899894714355,-0.8745954632759094,No,True
can be made of cashmere,a shawl,'',Can a shawl be made of cashmere?,Yes,random,-0.2548036575317383,-12.186643600463867,Yes,True
can be made of cashmere,a lizard,'',Can a lizard be made of cashmere?,No,random,-6.968586444854736,-2.2342374324798584,No,True
can be made of ceramic,a bowl,'',Can a bowl be made of ceramic?,Yes,random,-2.0456488132476807,-10.812185287475586,Yes,True
can be made of chainmail,a stocking,'',Can a stocking be made of chainmail?,No,random,-3.4366955757141113,-4.187320709228516,Yes,False
can be made of corduroy,a shovel,'',Can a shovel be made of corduroy?,No,random,-5.185688018798828,-3.733631134033203,No,True
can be made of denim,a jacket,'',Can a jacket be made of denim?,Yes,random,-0.42069342732429504,-11.311530113220215,Yes,True
can be made of ebony,leek,'',Can leek be made of ebony?,No,random,-8.560315132141113,-1.2966747283935547,No,True
can be made of fabric,pumpkin,'',Can pumpkin be made of fabric?,No,random,-3.093332529067993,-0.9020395874977112,No,True
can be made of gold,a chandelier,'',Can a chandelier be made of gold?,Yes,random,-0.9534729719161987,-12.686980247497559,Yes,True
can be made of gold,blueberry,'',Can blueberry be made of gold?,No,random,-6.718462944030762,-0.2967965602874756,No,True
can be made of ivory,a piano,'',Can a piano be made of ivory?,Yes,random,-2.0415589809417725,-2.233631134033203,Yes,True
can be made of ivory,a coach,'',Can a coach be made of ivory?,No,random,-6.499411582946777,-1.3591333627700806,No,True
can be made of kevlar,an armor,'',Can an armor be made of kevlar?,Yes,random,-0.8879483938217163,-9.749568939208984,Yes,True
can be made of lace,a hornet,'',Can a hornet be made of lace?,No,random,-6.436832904815674,-0.9256037473678589,No,True
can be made of linen,a blouse,'',Can a blouse be made of linen?,Yes,random,-1.2000926733016968,-12.936254501342773,Yes,True
can be made of metal and plastic,a whisk,'',Can a whisk be made of metal and plastic?,Yes,random,-0.32650065422058105,-12.12451171875,Yes,True
can be made of metal and plastic,mayonnaise,'',Can mayonnaise be made of metal and plastic?,No,random,-5.812041759490967,-0.925707221031189,No,True
can be made of nylon,a cape,'',Can a cape be made of nylon?,Yes,random,-1.3224672079086304,-12.249088287353516,Yes,True
can be made of nylon,a grenade,'',Can a grenade be made of nylon?,No,random,-3.5761661529541016,-1.4602961540222168,No,True
can be made of plastic,a toe,'',Can a toe be made of plastic?,No,random,-1.0222764015197754,-10.81222152709961,Yes,False
can be made of satin,a gown,'',Can a gown be made of satin?,Yes,random,-0.9620498418807983,-11.561400413513184,Yes,True
can be made of silk,a cape,'',Can a cape be made of silk?,Yes,random,-2.3840134143829346,-12.37382984161377,Yes,True
can be made of soft fabric,a skirt,'',Can a skirt be made of soft fabric?,Yes,random,-0.4580235183238983,-12.124664306640625,Yes,True
can be made of soft fabric,rhubarb,'',Can rhubarb be made of soft fabric?,No,random,-6.9374098777771,-0.490192174911499,No,True
can be made of steel,a ship,'',Can a ship be made of steel?,Yes,random,-1.1218222379684448,-10.374088287353516,Yes,True
can be made of wood,a stool,'',Can a stool be made of wood?,Yes,random,-1.5578798055648804,-11.561400413513184,Yes,True
can be made of wood,a dressing gown,'',Can a dressing gown be made of wood?,No,random,-2.7336761951446533,-2.98413348197937,Yes,False
can be made of wood and fabric,a bagpipe,'',Can a bagpipe be made of wood and fabric?,Yes,random,-2.310314893722534,-6.312119960784912,Yes,True
can be made using a kettle,tea,'',Can tea be made using a kettle?,Yes,random,-1.310024380683899,-11.124088287353516,Yes,True
can be made using a tire,a swing,'',Can a swing be made using a tire?,Yes,random,-0.5800023674964905,-11.999373435974121,Yes,True
can be made using a tire,cauliflower,'',Can cauliflower be made using a tire?,No,random,-2.358795642852783,-1.6088945865631104,No,True
can be made with a stick,a catapult,'',Can a catapult be made with a stick?,Yes,random,-3.0428595542907715,-6.905517578125,Yes,True
can be matured,cheese,'',Can cheese be matured?,Yes,random,-0.6859976649284363,-9.624568939208984,Yes,True
can be messy to eat,peach,'',Can peach be messy to eat?,Yes,random,-0.20088675618171692,-8.68632984161377,Yes,True
can be messy to eat,a submarine,'',Can a submarine be messy to eat?,No,random,-0.7093507647514343,-6.59362268447876,Yes,False
can be mild in taste,a fir tree,'',Can a fir tree be mild in taste?,No,random,-4.558421611785889,-2.2025270462036133,No,True
can be milked by a machine,a pansy,'',Can a pansy be milked by a machine?,No,random,-7.058159351348877,-2.171295642852783,No,True
can be oily,a wallet,'',Can a wallet be oily?,No,random,-2.0776593685150146,-2.7030537128448486,Yes,False
can be operated by pirates,a radio,'',Can a radio be operated by pirates?,No,random,-1.6948784589767456,-3.4530210494995117,Yes,False
can be padded with straw and hay,a hutch,'',Can a hutch be padded with straw and hay?,Yes,random,-0.42828717827796936,-9.812095642089844,Yes,True
can be part of an armor,plum,'',Can plum be part of an armor?,No,random,-4.186088562011719,-3.0149474143981934,No,True
can be pinstriped,a drum,'',Can a drum be pinstriped?,No,random,-4.15470027923584,-5.718480587005615,Yes,False
can be pitted,an olive,'',Can an olive be pitted?,Yes,random,-1.364618182182312,-10.998071670532227,Yes,True
can be played,a saxophone,'',Can a saxophone be played?,Yes,random,-0.8245133757591248,-11.248967170715332,Yes,True
can be played,a scalpel,'',Can a scalpel be played?,No,random,-3.9528050422668457,-1.6327459812164307,No,True
can be plucked,a cello,'',Can a cello be plucked?,Yes,random,-3.2625925540924072,-1.5074949264526367,No,False
can be pulled by a tractor,a plow,'',Can a plow be pulled by a tractor?,Yes,random,-1.6660380363464355,-12.060900688171387,Yes,True
can be pulled by animals,a hawk,'',Can a hawk be pulled by animals?,No,random,-3.70159912109375,-1.4526293277740479,No,True
can be pumped,a football,'',Can a football be pumped?,Yes,random,-1.7803665399551392,-4.843637466430664,Yes,True
can be pushed by the person sitting in it,a wheelchair,'',Can a wheelchair be pushed by the person sitting in it?,Yes,random,-0.4566810429096222,-7.780858039855957,Yes,True
can be pushed by the person sitting in it,a mitten,'',Can a mitten be pushed by the person sitting in it?,No,random,-2.3896992206573486,-2.7654917240142822,Yes,False
can be rectangular in shape,a microwave,'',Can a microwave be rectangular in shape?,Yes,random,-0.7055464386940002,-9.749796867370605,Yes,True
can be rectangular in shape,a soup,'',Can a soup be rectangular in shape?,No,random,-4.776771545410156,-3.5932769775390625,No,True
can be refreshing,cider,'',Can cider be refreshing?,Yes,random,-0.1604342758655548,-10.624088287353516,Yes,True
can be refreshing,a crayfish,'',Can a crayfish be refreshing?,No,random,-2.435314893722534,-3.999664545059204,Yes,False
can be rented,a limousine,'',Can a limousine be rented?,Yes,random,-1.3008854389190674,-11.873674392700195,Yes,True
can be resilient,mango,'',Can mango be resilient?,No,random,-0.6709208488464355,-6.311695575714111,Yes,False
can be rickety,a trolley,'',Can a trolley be rickety?,Yes,random,-1.772905707359314,-8.12491512298584,Yes,True
can be ridden,a drill,'',Can a drill be ridden?,No,random,-7.529793739318848,-1.0230720043182373,No,True
can be ridden on paths,a bicycle,'',Can a bicycle be ridden on paths?,Yes,random,-2.023643970489502,-10.623674392700195,Yes,True
can be rolled,a cape,'',Can a cape be rolled?,No,random,-1.1400973796844482,-7.5624098777771,Yes,False
can be rowed,a canoe,'',Can a canoe be rowed?,Yes,random,-0.6929683685302734,-10.74882984161377,Yes,True
