property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-0.3141170144081116,-12.68735122680664,-1.0769716308518713,-11.924496610362882,0.7628546164437597,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-0.3511417806148529,-7.281105995178223,-1.1139963970586126,-6.518251378734463,0.7628546164437597,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-7.374783515930176,-1.0702499151229858,-8.137638132373935,-0.3073952986792261,0.7628546164437597,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-0.5034164190292358,-3.749868631362915,-1.2662710354729956,-2.987014014919155,0.7628546164437597,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-0.19166935980319977,-4.687368869781494,-0.9545239762469595,-3.924514253337734,0.7628546164437597,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-0.2573784291744232,-6.562429904937744,-1.020233045618183,-5.799575288493984,0.7628546164437597,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-0.35284221172332764,-7.71861457824707,-1.1156968281670874,-6.95575996180331,0.7628546164437597,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-0.5737249851226807,-2.453014373779297,-1.3365796015664404,-1.6901597573355371,0.7628546164437597,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-7.218526363372803,-0.5350995063781738,-7.981380979816563,0.2277551100655859,0.7628546164437597,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-2.905857801437378,-1.2889938354492188,-3.668712417881138,-0.526139219005459,0.7628546164437597,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,0,-2.2806427478790283,-2.0311508178710938,-3.0434973643227883,-1.268296201427334,0.7628546164437597,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,0,-0.2534739673137665,-10.74989128112793,-1.0163285837575262,-9.98703666468417,0.7628546164437597,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,0,-0.5269531607627869,-5.906137466430664,-1.2898077772065466,-5.143282849986904,0.7628546164437597,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,0,-3.5465009212493896,-0.671805739402771,-4.30935553769315,0.09104887704098874,0.7628546164437597,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,0,-0.22694534063339233,-10.499820709228516,-0.9897999570771521,-9.736966092784757,0.7628546164437597,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,0,-0.26122498512268066,-5.2498979568481445,-1.0240796015664404,-4.487043340404385,0.7628546164437597,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,0,-0.31396424770355225,-9.874859809875488,-1.076818864147312,-9.11200519343173,0.7628546164437597,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,0,-0.7687361836433411,-1.6404738426208496,-1.5315908000871008,-0.8776192261770899,0.7628546164437597,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,0,-1.1403242349624634,-2.0154995918273926,-1.9031788514062231,-1.2526449753836328,0.7628546164437597,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,0,-1.4211760759353638,-1.4217456579208374,-2.1840306923791237,-0.6588910414770777,0.7628546164437597,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,0,-0.28274381160736084,-11.124903678894043,-1.0455984280511206,-10.362049062450284,0.7628546164437597,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,0,-5.593575954437256,-0.7147971391677856,-6.356430570881016,0.04805747727597409,0.7628546164437597,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,0,-0.1441313773393631,-8.87491512298584,-0.9069859937831228,-8.11206050654208,0.7628546164437597,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,0,-0.2824918031692505,-11.874820709228516,-1.0453464196130102,-11.111966092784757,0.7628546164437597,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,0,-2.5462582111358643,-1.163917064666748,-3.309112827579624,-0.4010624482229883,0.7628546164437597,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,0,-0.3180219531059265,-2.8123767375946045,-1.0808765695496863,-2.0495221211508445,0.7628546164437597,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,0,-0.16555272042751312,-7.031086444854736,-0.9284073368712729,-6.268231828410976,0.7628546164437597,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,0,-0.4306139349937439,-3.4373090267181396,-1.1934685514375036,-2.6744544102743797,0.7628546164437597,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,0,-0.42906588315963745,-10.749876976013184,-1.1919204996033972,-9.987022359569425,0.7628546164437597,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,0,-0.13529080152511597,-7.062041759490967,-0.8981454179688757,-6.299187143047207,0.7628546164437597,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,0,-0.4761912226676941,-11.312409400939941,-1.2390458391114538,-10.549554784496182,0.7628546164437597,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,0,-2.26535964012146,-1.6405489444732666,-3.02821425656522,-0.8776943280295069,0.7628546164437597,No,True
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,0,-0.4761417806148529,-10.312397956848145,-1.2389963970586126,-9.549543340404385,0.7628546164437597,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,0,-0.2849175035953522,-6.906203269958496,-1.047772120039112,-6.143348653514736,0.7628546164437597,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,0,-0.2532367706298828,-3.8747386932373047,-1.0160913870736425,-3.1118840767935447,0.7628546164437597,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,0,-0.31399381160736084,-10.874841690063477,-1.0768484280511206,-10.111987073619717,0.7628546164437597,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,0,-3.2495954036712646,-0.7459543943405151,-4.012450020115025,0.0169002221032446,0.7628546164437597,No,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,0,-7.656012058258057,-0.910109281539917,-8.418866674701816,-0.14725466509615726,0.7628546164437597,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,0,-0.5777623057365417,-9.312368392944336,-1.3406169221803015,-8.549513776500577,0.7628546164437597,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,0,-0.3335443437099457,-4.093564987182617,-1.0963989601537054,-3.3307103707388572,0.7628546164437597,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,0,-0.34901732206344604,-11.12489128112793,-1.1118719385072058,-10.36203666468417,0.7628546164437597,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,0,-0.28261345624923706,-9.437331199645996,-1.0454680726929968,-8.674476583202237,0.7628546164437597,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,0,-1.0464510917663574,-1.6717915534973145,-1.8093057082101172,-0.9089369370535547,0.7628546164437597,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,0,-0.25475361943244934,-10.12476921081543,-1.017608235876209,-9.36191459437167,0.7628546164437597,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,0,-5.9059247970581055,-0.410078763961792,-6.668779413501865,0.35277585248196774,0.7628546164437597,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,0,-0.34921500086784363,-10.812331199645996,-1.1120696173116034,-10.049476583202237,0.7628546164437597,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,0,-0.28264907002449036,-10.124841690063477,-1.04550368646825,-9.361987073619717,0.7628546164437597,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,0,-6.343586444854736,-0.6405891180038452,-7.106441061298496,0.12226549843991452,0.7628546164437597,No,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,0,-0.18206694722175598,-9.437368392944336,-0.9449215636655157,-8.674513776500577,0.7628546164437597,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,0,-0.1618383228778839,-12.312368392944336,-0.9246929393216436,-11.549513776500577,0.7628546164437597,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,0,-0.22698119282722473,-11.124876976013184,-0.9898358092709845,-10.362022359569425,0.7628546164437597,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,0,-3.60913348197937,-0.8593243360519409,-4.37198809842313,-0.09646971960818118,0.7628546164437597,No,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,0,-0.4760052263736725,-7.406064987182617,-1.2388598428174322,-6.643210370738857,0.7628546164437597,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,0,-0.5265424847602844,-7.531040191650391,-1.2893971012040442,-6.768185575206631,0.7628546164437597,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,0,-0.20417897403240204,-8.24976921081543,-0.9670335904761618,-7.48691459437167,0.7628546164437597,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,0,-5.655980587005615,-0.8475567102432251,-6.418835203449375,-0.08470209379946536,0.7628546164437597,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,0,-2.65567946434021,-1.1483327150344849,-3.41853408078397,-0.3854780985907251,0.7628546164437597,No,True
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,0,-0.17624391615390778,-4.3124098777771,-0.9390985325976675,-3.5495552613333397,0.7628546164437597,Yes,False
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,0,-0.1626785695552826,-8.312368392944336,-0.9255331859990423,-7.549513776500576,0.7628546164437597,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,0,-0.39021405577659607,-12.249876976013184,-1.1530686722203558,-11.487022359569425,0.7628546164437597,Yes,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,0,-3.5309040546417236,-1.031193494796753,-4.293758671085484,-0.2683388783529932,0.7628546164437597,No,True
can be fair,a piano,'',Can a piano be fair?,No,random,0,-2.6247220039367676,-0.628831148147583,-3.3875766203805275,0.13402346829617673,0.7628546164437597,No,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,0,-0.3180219531059265,-6.187445163726807,-1.0808765695496863,-5.424590547283047,0.7628546164437597,Yes,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,0,-0.20449750125408173,-10.06235122680664,-0.9673521176978415,-9.299496610362882,0.7628546164437597,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,0,-1.7965646982192993,-1.421821117401123,-2.5594193146630593,-0.6589665009573633,0.7628546164437597,No,True
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,0,-4.249754428863525,-0.9999452829360962,-5.012609045307285,-0.23709066649233645,0.7628546164437597,No,True
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,0,-0.5228158831596375,-11.43735122680664,-1.2856704996033972,-10.674496610362882,0.7628546164437597,Yes,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,0,-0.3236232399940491,-3.328014373779297,-1.0864778564378088,-2.565159757335537,0.7628546164437597,Yes,False
can be fished,a herring,'',Can a herring be fished?,Yes,random,0,-0.6362249851226807,-8.874859809875488,-1.3990796015664404,-8.11200519343173,0.7628546164437597,Yes,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,0,-0.28264907002449036,-8.749859809875488,-1.04550368646825,-7.987005193431728,0.7628546164437597,Yes,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,0,-0.321548730134964,-6.124841690063477,-1.0844033465787237,-5.361987073619717,0.7628546164437597,Yes,False
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,0,-0.31399381160736084,-10.874876976013184,-1.0768484280511206,-10.112022359569425,0.7628546164437597,Yes,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,0,-7.312283515930176,-0.4491475820541382,-8.075138132373935,0.31370703438962155,0.7628546164437597,No,True
can be folded,a finger,'',Can a finger be folded?,No,random,0,-0.4038533866405487,-4.406130313873291,-1.1667080030843084,-3.643275697429531,0.7628546164437597,Yes,False
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,0,-2.5619471073150635,-1.0623313188552856,-3.3248017237588234,-0.2994767024115259,0.7628546164437597,No,False
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,0,-2.4526593685150146,-2.328007221221924,-3.2155139849587746,-1.565152604778164,0.7628546164437597,No,True
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,0,-0.20276230573654175,-11.31235122680664,-0.9656169221803015,-10.549496610362882,0.7628546164437597,Yes,True
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,0,-0.20355668663978577,-12.249738693237305,-0.9664113030835455,-11.486884076793546,0.7628546164437597,Yes,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,0,-0.7211480736732483,-4.40594482421875,-1.484002690117008,-3.64309020777499,0.7628546164437597,Yes,False
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,0,-0.14387212693691254,-9.687185287475586,-0.9067267433806723,-8.924330671031827,0.7628546164437597,Yes,True
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,0,-0.46013936400413513,-3.7184040546417236,-1.2229939804478949,-2.9555494381979637,0.7628546164437597,Yes,False
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,0,-0.6477757692337036,-2.2655274868011475,-1.4106303856774633,-1.5026728703573877,0.7628546164437597,Yes,True
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,0,-0.41928669810295105,-3.921786069869995,-1.1821413145467108,-3.158931453426235,0.7628546164437597,Yes,False
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,0,-0.31806161999702454,-6.3748979568481445,-1.0809162364407843,-5.612043340404385,0.7628546164437597,Yes,False
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,0,-0.2534739673137665,-8.93735122680664,-1.0163285837575262,-8.174496610362882,0.7628546164437597,Yes,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,0,-0.2535000741481781,-8.437397956848145,-1.0163546905919378,-7.674543340404385,0.7628546164437597,Yes,False
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,0,-0.47575172781944275,-9.374738693237305,-1.2386063442632025,-8.611884076793546,0.7628546164437597,Yes,True
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,0,-1.5929200649261475,-1.4686304330825806,-2.3557746813699074,-0.7057758166388208,0.7628546164437597,No,True
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,0,-0.1898394227027893,-5.6873602867126465,-0.952694039146549,-4.9245056702688865,0.7628546164437597,Yes,False
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,0,-0.3510706424713135,-10.999859809875488,-1.1139252589150732,-10.23700519343173,0.7628546164437597,Yes,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,0,-0.43714290857315063,-6.062320709228516,-1.1999975250169104,-5.299466092784756,0.7628546164437597,Yes,False
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,0,-0.3160000741481781,-8.749903678894043,-1.0788546905919378,-7.987049062450283,0.7628546164437597,Yes,True
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,0,-1.5856528282165527,-1.2108699083328247,-2.3485074446603127,-0.44801529188906497,0.7628546164437597,No,True
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,0,-0.3509310185909271,-10.062331199645996,-1.1137856350346869,-9.299476583202237,0.7628546164437597,Yes,True
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,0,-1.436833143234253,-1.6873977184295654,-2.199687759678013,-0.9245431019858057,0.7628546164437597,No,True
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,0,-0.4311554431915283,-11.749820709228516,-1.194010059635288,-10.986966092784757,0.7628546164437597,Yes,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,0,-0.6513150334358215,-2.4061057567596436,-1.4141696498795813,-1.6432511403158838,0.7628546164437597,Yes,False
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,0,-0.25331538915634155,-11.187331199645996,-1.0161700056001013,-10.424476583202237,0.7628546164437597,Yes,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,0,-0.35080093145370483,-6.905996799468994,-1.1136555478974646,-6.143142183025234,0.7628546164437597,Yes,True
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,0,-3.7964766025543213,-0.5545859336853027,-4.559331218998081,0.208268682758457,0.7628546164437597,No,True
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,0,-0.5461074709892273,-4.53111457824707,-1.308962087432987,-3.7682599618033104,0.7628546164437597,Yes,False
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,0,-7.499738693237305,-1.31242036819458,-8.262593309681064,-0.5495657517508203,0.7628546164437597,No,True
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,0,-0.31404778361320496,-11.062331199645996,-1.0769024000569647,-10.299476583202237,0.7628546164437597,Yes,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,0,-1.6168748140335083,-1.3670650720596313,-2.3797294304772683,-0.6042104556158716,0.7628546164437597,No,True
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,0,-6.562341690063477,-0.32027459144592285,-7.3251963065072365,0.4425800249978369,0.7628546164437597,No,True
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,0,-7.749796390533447,-0.7616597414016724,-8.512651006977206,0.0011948750420873733,0.7628546164437597,No,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,0,-0.38820719718933105,-11.562309265136719,-1.1510618136330908,-10.79945464869296,0.7628546164437597,Yes,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,0,-0.3705074191093445,-6.187351226806641,-1.1333620355531042,-5.424496610362881,0.7628546164437597,Yes,True
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,0,-0.42939379811286926,-8.812368392944336,-1.192248414556629,-8.049513776500577,0.7628546164437597,Yes,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,0,-6.593540191650391,-0.9803953170776367,-7.356394808094151,-0.21754070063387698,0.7628546164437597,No,True
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,0,-5.062164783477783,-1.0624151229858398,-5.825019399921543,-0.2995605065420801,0.7628546164437597,No,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,0,-0.10152699053287506,-9.749738693237305,-0.8643816069766348,-8.986884076793546,0.7628546164437597,Yes,False
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,0,-0.4012486934661865,-7.09344482421875,-1.1641033099099463,-6.33059020777499,0.7628546164437597,Yes,False
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,0,-0.5962393879890442,-4.3434038162231445,-1.359094004432804,-3.5805491997793846,0.7628546164437597,Yes,True
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,0,-0.23076985776424408,-6.343596458435059,-0.9936244742080038,-5.580741841991299,0.7628546164437597,Yes,True
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,0,-0.2887137532234192,-6.531172752380371,-1.051568369667179,-5.768318135936611,0.7628546164437597,Yes,True
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,0,-7.905980587005615,-1.1405619382858276,-8.668835203449374,-0.3777073218420679,0.7628546164437597,No,True
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,0,-1.0382260084152222,-2.921686887741089,-1.801080624858982,-2.158832271297329,0.7628546164437597,Yes,True
can be found on farms,a pig,'',Can a pig be found on farms?,Yes,random,0,-0.14516550302505493,-11.74989128112793,-0.9080201194688147,-10.98703666468417,0.7628546164437597,Yes,True
can be found on farms,a shrimp,'',Can a shrimp be found on farms?,No,random,0,-0.14866356551647186,-6.34362268447876,-0.9115181819602316,-5.580768068035,0.7628546164437597,Yes,False
can be found on furry animals,a flea,'',Can a flea be found on furry animals?,Yes,random,0,-0.3137849271297455,-10.374796867370605,-1.0766395435735052,-9.611942250926846,0.7628546164437597,Yes,True
can be found on lakes,a bench,'',Can a bench be found on lakes?,No,random,0,-0.38228896260261536,-3.1248602867126465,-1.145143579046375,-2.3620056702688865,0.7628546164437597,Yes,False
can be found on land,a buffalo,'',Can a buffalo be found on land?,Yes,random,0,-0.20335690677165985,-9.749664306640625,-0.9662115232154196,-8.986809690196866,0.7628546164437597,Yes,True
can be found on legs,sweet potato,'',Can sweet potato be found on legs?,No,random,0,-4.812254428863525,-1.0702606439590454,-5.575109045307285,-0.3074060275152857,0.7628546164437597,No,True
can be found on plants,a cricket,'',Can a cricket be found on plants?,Yes,random,0,-0.20355668663978577,-8.187383651733398,-0.9664113030835455,-7.4245290352896385,0.7628546164437597,Yes,True
can be found on ponds,a goose,'',Can a goose be found on ponds?,Yes,random,0,-0.28264907002449036,-11.374738693237305,-1.04550368646825,-10.611884076793546,0.7628546164437597,Yes,True
can be found on ponds,a hoe,'',Can a hoe be found on ponds?,No,random,0,-3.1869804859161377,-0.6874251365661621,-3.9498351023598977,0.07542947987759763,0.7628546164437597,No,True
can be found on rivers,a cake,'',Can a cake be found on rivers?,No,random,0,-0.6673915982246399,-2.1717915534973145,-1.4302462146683996,-1.4089369370535547,0.7628546164437597,No,True
can be found on tables,a bottle,'',Can a bottle be found on tables?,Yes,random,0,-0.2826826870441437,-11.499841690063477,-1.0455373034879034,-10.736987073619717,0.7628546164437597,Yes,True
can be found on tables,a porcupine,'',Can a porcupine be found on tables?,No,random,0,-4.405470371246338,-1.1560964584350586,-5.168324987690098,-0.39324184199129886,0.7628546164437597,No,True
can be found underground,milk,'',Can milk be found underground?,No,random,0,-0.772796094417572,-1.7733608484268188,-1.5356507108613318,-1.0105062319830591,0.7628546164437597,No,True
can be found underwater,a strainer,'',Can a strainer be found underwater?,No,random,0,-1.3589767217636108,-1.3592915534973145,-2.121831338207371,-0.5964369370535547,0.7628546164437597,No,True
can be fried,a wren,'',Can a wren be fried?,No,random,0,-1.585004448890686,-1.3357536792755127,-2.347859065334446,-0.572899062831753,0.7628546164437597,No,True
can be gifted,an orchid,'',Can an orchid be gifted?,Yes,random,0,-0.2536090910434723,-9.562368392944336,-1.016463707487232,-8.799513776500577,0.7628546164437597,Yes,True
can be gifted,a screwdriver,'',Can a screwdriver be gifted?,No,random,0,-0.12155236303806305,-5.124841690063477,-0.8844069794818228,-4.361987073619717,0.7628546164437597,Yes,False
can be grated,a drill,'',Can a drill be grated?,No,random,0,-3.343496799468994,-1.0936774015426636,-4.106351415912754,-0.33082278509890384,0.7628546164437597,No,True
can be grown,lemon,'',Can lemon be grown?,Yes,random,0,-0.39026230573654175,-9.187429428100586,-1.1531169221803015,-8.424574811656827,0.7628546164437597,Yes,True
can be hard to clean,a jar,'',Can a jar be hard to clean?,No,random,0,-0.20330889523029327,-9.124859809875488,-0.966163511674053,-8.36200519343173,0.7628546164437597,Yes,False
can be healed,a bone,'',Can a bone be healed?,Yes,random,0,-0.09051577746868134,-9.4999418258667,-0.8533703939124411,-8.73708720942294,0.7628546164437597,Yes,True
can be healed,a scallop,'',Can a scallop be healed?,No,random,0,-0.6670464873313904,-1.4217860698699951,-1.4299011037751501,-0.6589314534262354,0.7628546164437597,No,True
can be held in the palm,ketchup,'',Can ketchup be held in the palm?,No,random,0,-0.8703866004943848,-1.8670397996902466,-1.6332412169381445,-1.1041851832464868,0.7628546164437597,No,True
can be high definition,a television,'',Can a television be high definition?,Yes,random,0,-0.43105548620224,-10.374841690063477,-1.1939101026459997,-9.611987073619717,0.7628546164437597,Yes,True
can be high definition,peach,'',Can peach be high definition?,No,random,0,-4.468462944030762,-0.7186897993087769,-5.231317560474522,0.04416481713498288,0.7628546164437597,No,True
can be hit with a hammer,a nail,'',Can a nail be hit with a hammer?,Yes,random,0,-0.6941331624984741,-8.12476921081543,-1.4569877789422339,-7.36191459437167,0.7628546164437597,Yes,True
can be infected,an ear,'',Can an ear be infected?,Yes,random,0,-0.28274381160736084,-10.749841690063477,-1.0455984280511206,-9.986987073619717,0.7628546164437597,Yes,True
