property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-6.079845905303955,-8.329846382141113,-12.775757789611816,-13.79996109008789,6.695911884307861,5.470114707946777,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-4.127359390258789,-7.131691932678223,-12.775757789611816,-13.79996109008789,8.648398399353027,6.668269157409668,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-5.979710102081299,-6.237158298492432,-12.775757789611816,-13.79996109008789,6.796047687530518,7.562802791595459,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-11.282913208007812,-7.549835205078125,-12.775757789611816,-13.79996109008789,1.492844581604004,6.250125885009766,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-4.943303108215332,-3.4459400177001953,-12.775757789611816,-13.79996109008789,7.832454681396484,10.354021072387695,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-3.6590731143951416,-5.659073352813721,-12.775757789611816,-13.79996109008789,9.116684675216675,8.14088773727417,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-6.248110294342041,-7.744994640350342,-12.775757789611816,-13.79996109008789,6.527647495269775,6.054966449737549,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-5.163151741027832,-8.158819198608398,-12.775757789611816,-13.79996109008789,7.612606048583984,5.641141891479492,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-9.056123733520508,-11.2247896194458,-12.775757789611816,-13.79996109008789,3.7196340560913086,2.57517147064209,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-3.987135410308838,-6.501766204833984,-12.775757789611816,-13.79996109008789,8.788622379302979,7.298194885253906,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-5.484686374664307,-9.461650848388672,-12.775757789611816,-13.79996109008789,7.29107141494751,4.338310241699219,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-1.5454457998275757,-6.046601295471191,-12.775757789611816,-13.79996109008789,11.23031198978424,7.753359794616699,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-4.790166854858398,-4.793282508850098,-12.775757789611816,-13.79996109008789,7.985590934753418,9.006678581237793,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-8.191567420959473,-7.922730922698975,-12.775757789611816,-13.79996109008789,4.584190368652344,5.877230167388916,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-4.893203258514404,-4.640087604522705,-12.775757789611816,-13.79996109008789,7.882554531097412,9.159873485565186,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,-3.669292688369751,-4.926394939422607,-12.775757789611816,-13.79996109008789,9.106465101242065,8.873566150665283,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-4.659713268280029,-3.668795347213745,-12.775757789611816,-13.79996109008789,8.116044521331787,10.131165742874146,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-5.776907444000244,-7.7840094566345215,-12.775757789611816,-13.79996109008789,6.998850345611572,6.015951633453369,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-2.3996450901031494,-4.152282238006592,-12.775757789611816,-13.79996109008789,10.376112699508667,9.647678852081299,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-8.197525024414062,-6.4480719566345215,-12.775757789611816,-13.79996109008789,4.578232765197754,7.351889133453369,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-4.5944976806640625,-5.600046634674072,-12.775757789611816,-13.79996109008789,8.181260108947754,8.199914455413818,No,False
can be broken,a sweater,'',Can a sweater be broken?,No,random,-5.841500759124756,-5.831965446472168,-12.775757789611816,-13.79996109008789,6.9342570304870605,7.967995643615723,No,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-3.5065197944641113,-6.500014781951904,-12.775757789611816,-13.79996109008789,9.269237995147705,7.299946308135986,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-2.204011917114258,-4.951578617095947,-12.775757789611816,-13.79996109008789,10.571745872497559,8.848382472991943,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-7.072668552398682,-8.58220386505127,-12.775757789611816,-13.79996109008789,5.703089237213135,5.217757225036621,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-4.238821983337402,-6.738821983337402,-12.775757789611816,-13.79996109008789,8.536935806274414,7.061139106750488,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-3.570802688598633,-6.8137006759643555,-12.775757789611816,-13.79996109008789,9.204955101013184,6.986260414123535,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-1.394659399986267,-5.645560264587402,-12.775757789611816,-13.79996109008789,11.38109838962555,8.154400825500488,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-2.3092076778411865,-4.5577263832092285,-12.775757789611816,-13.79996109008789,10.46655011177063,9.242234706878662,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-9.188960075378418,-12.415081977844238,-12.775757789611816,-13.79996109008789,3.5867977142333984,1.3848791122436523,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-2.7825284004211426,-5.266941547393799,-12.775757789611816,-13.79996109008789,9.993229389190674,8.533019542694092,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-8.514065742492676,-11.264065742492676,-12.775757789611816,-13.79996109008789,4.261692047119141,2.535895347595215,Yes,False
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-10.980844497680664,-8.572549819946289,-12.775757789611816,-13.79996109008789,1.7949132919311523,5.227411270141602,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-1.769987940788269,-5.269988059997559,-12.775757789611816,-13.79996109008789,11.005769848823547,8.529973030090332,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-3.3747899532318115,-5.6233086585998535,-12.775757789611816,-13.79996109008789,9.400967836380005,8.176652431488037,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-3.2855947017669678,-5.304296970367432,-12.775757789611816,-13.79996109008789,9.490163087844849,8.495664119720459,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-2.594151496887207,-6.08506965637207,-12.775757789611816,-13.79996109008789,10.18160629272461,7.71489143371582,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-5.266998291015625,-5.774100303649902,-12.775757789611816,-13.79996109008789,7.508759498596191,8.025860786437988,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-5.4976019859313965,-8.262232780456543,-12.775757789611816,-13.79996109008789,7.27815580368042,5.537728309631348,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-10.83340835571289,-10.306686401367188,-12.775757789611816,-13.79996109008789,1.9423494338989258,3.493274688720703,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-6.0227437019348145,-11.51366138458252,-12.775757789611816,-13.79996109008789,6.753014087677002,2.286299705505371,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-4.1539692878723145,-8.153968811035156,-12.775757789611816,-13.79996109008789,8.621788501739502,5.645992279052734,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-4.7841081619262695,-4.5348100662231445,-12.775757789611816,-13.79996109008789,7.991649627685547,9.265151023864746,No,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-2.4249496459960938,-6.933879375457764,-12.775757789611816,-13.79996109008789,10.350808143615723,6.866081714630127,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-3.9181344509124756,-8.662321090698242,-12.775757789611816,-13.79996109008789,8.85762333869934,5.137639999389648,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-2.5697498321533203,-6.06636905670166,-12.775757789611816,-13.79996109008789,10.206007957458496,7.7335920333862305,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-2.820035696029663,-5.794693470001221,-12.775757789611816,-13.79996109008789,9.955722093582153,8.00526762008667,Yes,False
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-6.1970438957214355,-7.455334663391113,-12.775757789611816,-13.79996109008789,6.578713893890381,6.344626426696777,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-5.649966239929199,-8.16051197052002,-12.775757789611816,-13.79996109008789,7.125791549682617,5.639449119567871,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-2.8076865673065186,-5.040764331817627,-12.775757789611816,-13.79996109008789,9.968071222305298,8.759196758270264,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-7.504376411437988,-7.721080303192139,-12.775757789611816,-13.79996109008789,5.271381378173828,6.078880786895752,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-6.2279181480407715,-9.95257568359375,-12.775757789611816,-13.79996109008789,6.547839641571045,3.8473854064941406,Yes,False
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-7.73232889175415,-7.98232889175415,-12.775757789611816,-13.79996109008789,5.043428897857666,5.81763219833374,No,True
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-4.398170471191406,-5.411086559295654,-12.775757789611816,-13.79996109008789,8.37758731842041,8.388874530792236,No,False
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-3.3060009479522705,-7.556759357452393,-12.775757789611816,-13.79996109008789,9.469756841659546,6.243201732635498,Yes,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-5.916945934295654,-8.916946411132812,-12.775757789611816,-13.79996109008789,6.858811855316162,4.883014678955078,Yes,False
can be fair,a piano,'',Can a piano be fair?,No,random,-8.265508651733398,-10.508061408996582,-12.775757789611816,-13.79996109008789,4.510249137878418,3.2918996810913086,Yes,False
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-4.364405155181885,-6.864405155181885,-12.775757789611816,-13.79996109008789,8.411352634429932,6.935555934906006,Yes,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-4.378119468688965,-8.366683959960938,-12.775757789611816,-13.79996109008789,8.397638320922852,5.433277130126953,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-3.7894580364227295,-7.046559810638428,-12.775757789611816,-13.79996109008789,8.986299753189087,6.753401279449463,Yes,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-6.271152496337891,-6.7696709632873535,-12.775757789611816,-13.79996109008789,6.504605293273926,7.030290126800537,No,True
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-6.294388294219971,-7.790055751800537,-12.775757789611816,-13.79996109008789,6.481369495391846,6.0099053382873535,Yes,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-6.891332149505615,-8.391332626342773,-12.775757789611816,-13.79996109008789,5.884425640106201,5.408628463745117,Yes,False
can be fished,a herring,'',Can a herring be fished?,Yes,random,-4.594400882720947,-7.090068340301514,-12.775757789611816,-13.79996109008789,8.18135690689087,6.709892749786377,Yes,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-3.3905029296875,-6.39605188369751,-12.775757789611816,-13.79996109008789,9.385254859924316,7.403909206390381,Yes,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,-4.0525712966918945,-4.299934387207031,-12.775757789611816,-13.79996109008789,8.723186492919922,9.50002670288086,No,True
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-2.8553719520568848,-7.574934482574463,-12.775757789611816,-13.79996109008789,9.920385837554932,6.225026607513428,Yes,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,-7.909821033477783,-5.652719020843506,-12.775757789611816,-13.79996109008789,4.865936756134033,8.147242069244385,No,True
can be folded,a finger,'',Can a finger be folded?,No,random,-8.03329086303711,-7.794891357421875,-12.775757789611816,-13.79996109008789,4.742466926574707,6.005069732666016,No,True
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,-8.68370532989502,-9.923158645629883,-12.775757789611816,-13.79996109008789,4.092052459716797,3.876802444458008,Yes,True
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,-6.230328559875488,-7.478429317474365,-12.775757789611816,-13.79996109008789,6.545429229736328,6.321531772613525,Yes,False
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,-11.738615989685059,-15.495121002197266,-12.775757789611816,-13.79996109008789,1.0371417999267578,-1.695159912109375,Yes,True
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,-9.73791790008545,-11.743595123291016,-12.775757789611816,-13.79996109008789,3.037839889526367,2.056365966796875,Yes,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,-9.221893310546875,-9.70726203918457,-12.775757789611816,-13.79996109008789,3.5538644790649414,4.09269905090332,No,True
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,-7.758908748626709,-12.250617980957031,-12.775757789611816,-13.79996109008789,5.016849040985107,1.5493431091308594,Yes,True
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,-11.119522094726562,-10.614426612854004,-12.775757789611816,-13.79996109008789,1.656235694885254,3.1855344772338867,No,True
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,-7.348639965057373,-7.880857467651367,-12.775757789611816,-13.79996109008789,5.427117824554443,5.919103622436523,No,False
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,-7.993903636932373,-7.861111640930176,-12.775757789611816,-13.79996109008789,4.781854152679443,5.938849449157715,No,True
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,-6.160305500030518,-9.394718170166016,-12.775757789611816,-13.79996109008789,6.615452289581299,4.405242919921875,Yes,False
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,-6.534077167510986,-12.503774642944336,-12.775757789611816,-13.79996109008789,6.24168062210083,1.2961864471435547,Yes,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,-12.011269569396973,-13.016818046569824,-12.775757789611816,-13.79996109008789,0.7644882202148438,0.7831430435180664,No,True
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,-10.796576499938965,-11.543460845947266,-12.775757789611816,-13.79996109008789,1.9791812896728516,2.256500244140625,No,False
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,-12.010497093200684,-10.448331832885742,-12.775757789611816,-13.79996109008789,0.7652606964111328,3.3516292572021484,No,True
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,-10.48348617553711,-11.748117446899414,-12.775757789611816,-13.79996109008789,2.292271614074707,2.0518436431884766,Yes,False
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,-7.629271984100342,-11.114476203918457,-12.775757789611816,-13.79996109008789,5.146485805511475,2.6854848861694336,Yes,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,-9.254324913024902,-10.183869361877441,-12.775757789611816,-13.79996109008789,3.521432876586914,3.616091728210449,No,True
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,-12.833518981933594,-12.333518981933594,-12.775757789611816,-13.79996109008789,-0.057761192321777344,1.4664421081542969,No,False
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,-6.690011978149414,-7.1849164962768555,-12.775757789611816,-13.79996109008789,6.085745811462402,6.615044593811035,No,True
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,-7.170233249664307,-8.166694641113281,-12.775757789611816,-13.79996109008789,5.60552453994751,5.633266448974609,No,False
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,-5.127744674682617,-7.826125621795654,-12.775757789611816,-13.79996109008789,7.648013114929199,5.973835468292236,Yes,False
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,-10.326536178588867,-11.603529930114746,-12.775757789611816,-13.79996109008789,2.449221611022949,2.1964311599731445,Yes,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,-9.010226249694824,-9.996846199035645,-12.775757789611816,-13.79996109008789,3.765531539916992,3.803114891052246,No,True
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,-7.089627742767334,-9.068490982055664,-12.775757789611816,-13.79996109008789,5.686130046844482,4.731470108032227,Yes,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,-10.541903495788574,-11.54405403137207,-12.775757789611816,-13.79996109008789,2.233854293823242,2.2559070587158203,No,False
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,-11.57065486907959,-9.992314338684082,-12.775757789611816,-13.79996109008789,1.2051029205322266,3.8076467514038086,No,True
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,-11.25652027130127,-10.482593536376953,-12.775757789611816,-13.79996109008789,1.5192375183105469,3.3173675537109375,No,True
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,-9.30705738067627,-8.82043743133545,-12.775757789611816,-13.79996109008789,3.468700408935547,4.979523658752441,No,True
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,-7.942285060882568,-8.933202743530273,-12.775757789611816,-13.79996109008789,4.833472728729248,4.866758346557617,No,False
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,-11.835871696472168,-13.835871696472168,-12.775757789611816,-13.79996109008789,0.9398860931396484,-0.035910606384277344,Yes,False
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,-12.496402740478516,-13.824740409851074,-12.775757789611816,-13.79996109008789,0.2793550491333008,-0.024779319763183594,Yes,False
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,-14.249224662780762,-11.999224662780762,-12.775757789611816,-13.79996109008789,-1.4734668731689453,1.800736427307129,No,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,-7.189085006713867,-8.436652183532715,-12.775757789611816,-13.79996109008789,5.586672782897949,5.363308906555176,Yes,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,-11.5274076461792,-10.801285743713379,-12.775757789611816,-13.79996109008789,1.2483501434326172,2.9986753463745117,No,False
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,-3.5513203144073486,-6.291784763336182,-12.775757789611816,-13.79996109008789,9.224437475204468,7.508176326751709,Yes,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,-3.944437026977539,-5.942537784576416,-12.775757789611816,-13.79996109008789,8.831320762634277,7.857423305511475,Yes,False
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,-10.347798347473145,-10.845742225646973,-12.775757789611816,-13.79996109008789,2.427959442138672,2.954218864440918,No,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,-7.530166149139404,-9.981026649475098,-12.775757789611816,-13.79996109008789,5.245591640472412,3.818934440612793,Yes,False
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,-6.756306171417236,-9.242925643920898,-12.775757789611816,-13.79996109008789,6.01945161819458,4.557035446166992,Yes,False
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,-8.582854270935059,-9.570655822753906,-12.775757789611816,-13.79996109008789,4.192903518676758,4.229305267333984,No,False
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,-10.112605094909668,-11.117140769958496,-12.775757789611816,-13.79996109008789,2.6631526947021484,2.6828203201293945,No,False
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,-7.509744644165039,-10.662567138671875,-12.775757789611816,-13.79996109008789,5.266013145446777,3.1373939514160156,Yes,True
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,-12.602717399597168,-10.532261848449707,-12.775757789611816,-13.79996109008789,0.17304039001464844,3.2676992416381836,No,True
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,-13.592806816101074,-14.083724021911621,-12.775757789611816,-13.79996109008789,-0.8170490264892578,-0.28376293182373047,No,False
can be found on farms,a pig,'',Can a pig be found on farms?,Yes,random,-8.101963996887207,-10.101963996887207,-12.775757789611816,-13.79996109008789,4.673793792724609,3.6979970932006836,Yes,True
can be found on farms,a shrimp,'',Can a shrimp be found on farms?,No,random,-7.538774490356445,-11.027173042297363,-12.775757789611816,-13.79996109008789,5.236983299255371,2.7727880477905273,Yes,False
can be found on furry animals,a flea,'',Can a flea be found on furry animals?,Yes,random,-5.391252517700195,-6.826292514801025,-12.775757789611816,-13.79996109008789,7.384505271911621,6.973668575286865,Yes,True
can be found on lakes,a bench,'',Can a bench be found on lakes?,No,random,-9.837203979492188,-12.580101013183594,-12.775757789611816,-13.79996109008789,2.938553810119629,1.2198600769042969,Yes,False
can be found on land,a buffalo,'',Can a buffalo be found on land?,Yes,random,-7.63966178894043,-11.13966178894043,-12.775757789611816,-13.79996109008789,5.136096000671387,2.660299301147461,Yes,True
can be found on legs,sweet potato,'',Can sweet potato be found on legs?,No,random,-9.431114196777344,-11.931114196777344,-12.775757789611816,-13.79996109008789,3.3446435928344727,1.8688468933105469,Yes,False
can be found on plants,a cricket,'',Can a cricket be found on plants?,Yes,random,-7.547388076782227,-7.547388076782227,-12.775757789611816,-13.79996109008789,5.22836971282959,6.252573013305664,No,False
can be found on ponds,a goose,'',Can a goose be found on ponds?,Yes,random,-9.59862232208252,-12.583827018737793,-12.775757789611816,-13.79996109008789,3.177135467529297,1.2161340713500977,Yes,True
can be found on ponds,a hoe,'',Can a hoe be found on ponds?,No,random,-9.88361644744873,-10.873069763183594,-12.775757789611816,-13.79996109008789,2.892141342163086,2.926891326904297,No,True
can be found on rivers,a cake,'',Can a cake be found on rivers?,No,random,-9.140131950378418,-5.645227909088135,-12.775757789611816,-13.79996109008789,3.6356258392333984,8.154733180999756,No,True
can be found on tables,a bottle,'',Can a bottle be found on tables?,Yes,random,-10.663642883300781,-12.15809440612793,-12.775757789611816,-13.79996109008789,2.112114906311035,1.641866683959961,Yes,True
can be found on tables,a porcupine,'',Can a porcupine be found on tables?,No,random,-11.457830429077148,-10.693035125732422,-12.775757789611816,-13.79996109008789,1.317927360534668,3.1069259643554688,No,True
can be found underground,milk,'',Can milk be found underground?,No,random,-8.216048240661621,-6.2012529373168945,-12.775757789611816,-13.79996109008789,4.559709548950195,7.598708152770996,No,True
can be found underwater,a strainer,'',Can a strainer be found underwater?,No,random,-9.835809707641602,-11.585809707641602,-12.775757789611816,-13.79996109008789,2.939948081970215,2.214151382446289,Yes,False
can be fried,a wren,'',Can a wren be fried?,No,random,-4.3892130851745605,-7.379677772521973,-12.775757789611816,-13.79996109008789,8.386544704437256,6.420283317565918,Yes,False
can be gifted,an orchid,'',Can an orchid be gifted?,Yes,random,-2.4628591537475586,-6.215292453765869,-12.775757789611816,-13.79996109008789,10.312898635864258,7.5846686363220215,Yes,True
can be gifted,a screwdriver,'',Can a screwdriver be gifted?,No,random,-5.122089862823486,-7.620190620422363,-12.775757789611816,-13.79996109008789,7.65366792678833,6.179770469665527,Yes,False
can be grated,a drill,'',Can a drill be grated?,No,random,-5.0408220291137695,-4.2889227867126465,-12.775757789611816,-13.79996109008789,7.734935760498047,9.511038303375244,No,True
can be grown,lemon,'',Can lemon be grown?,Yes,random,-3.626394510269165,-6.117312908172607,-12.775757789611816,-13.79996109008789,9.149363279342651,7.682648181915283,Yes,True
can be hard to clean,a jar,'',Can a jar be hard to clean?,No,random,-4.445141792297363,-8.449128150939941,-12.775757789611816,-13.79996109008789,8.330615997314453,5.350832939147949,Yes,False
