Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
34,9,social-properties,9,antonym,1,Chao usually keeps promises.,Is Chao untrustworthy?,No,20.0,1,-8.334097862243652,-0.27815112471580505,-2.409972993785451,4.406422281284527,-5.924124868458201,-4.684573406000332,No,True,False,True
35,9,social-properties,9,antonym,2,Chao usually breaks promises.,Is Chao trustworthy?,No,20.0,1,-9.213971138000488,-0.3844813406467438,-3.289846269542287,4.300092065353589,-5.924124868458201,-4.684573406000332,No,True,False,True
36,9,social-properties,9,antonym,2,Chao usually breaks promises.,Is Chao untrustworthy?,Yes,20.0,1,-0.735509991645813,-9.610089302062988,5.188614876812388,-4.925515896062656,-5.924124868458201,-4.684573406000332,Yes,True,True,True
37,10,social-properties,10,antonym,1,Chao is respectful towards differences in background and belief.,Is Chao tolerant?,Yes,20.0,1,-1.5825433731079102,-7.23907470703125,4.341581495350291,-2.5545013010309177,-5.924124868458201,-4.684573406000332,Yes,True,True,True
38,10,social-properties,10,antonym,1,Chao is respectful towards differences in background and belief.,Is Chao bigoted?,No,20.0,1,-7.614254951477051,-0.11456304788589478,-1.6901300830188495,4.570010358114438,-5.924124868458201,-4.684573406000332,No,True,False,True
39,10,social-properties,10,antonym,2,Chao is disrespectful towards differences in background and belief.,Is Chao tolerant?,No,20.0,1,-11.536458015441895,-0.7852360010147095,-5.612333146983693,3.899337404985623,-5.924124868458201,-4.684573406000332,No,True,False,True
40,10,social-properties,10,antonym,2,Chao is disrespectful towards differences in background and belief.,Is Chao bigoted?,Yes,20.0,1,-5.745950222015381,-11.316020011901855,0.17817464644282044,-6.631446605901523,-5.924124868458201,-4.684573406000332,Yes,True,True,True
41,11,social-properties,11,negation,1,Chao is not prejudiced against differences in background and belief.,Is Chao tolerant?,Yes,20.0,1,-2.501917839050293,-6.301809787750244,3.4222070294079083,-1.6172363817499118,-5.924124868458201,-4.684573406000332,Yes,True,True,True
42,11,social-properties,11,negation,1,Chao is not prejudiced against differences in background and belief.,Is Chao bigoted?,No,20.0,1,-8.301261901855469,-0.27917245030403137,-2.3771370333972675,4.405400955696301,-5.924124868458201,-4.684573406000332,No,True,False,True
43,11,social-properties,11,negation,2,Chao is prejudiced against differences in background and belief.,Is Chao tolerant?,No,20.0,1,-9.460126876831055,-0.24379879236221313,-3.5360020083728534,4.440774613638119,-5.924124868458201,-4.684573406000332,No,True,False,True
44,11,social-properties,11,negation,2,Chao is prejudiced against differences in background and belief.,Is Chao bigoted?,Yes,20.0,1,-3.3651087284088135,-8.973740577697754,2.559016140049388,-4.289167171697422,-5.924124868458201,-4.684573406000332,Yes,True,True,True
45,12,social-properties,12,antonym,1,Chao thinks having neighbors of a different race is pleasant.,Is Chao tolerant?,Yes,20.0,1,-4.314709663391113,-7.857836723327637,1.609415205067088,-3.1732633173273044,-5.924124868458201,-4.684573406000332,Yes,True,True,True
46,12,social-properties,12,antonym,1,Chao thinks having neighbors of a different race is pleasant.,Is Chao bigoted?,No,20.0,1,-6.59248161315918,-0.04354073479771614,-0.6683567447009784,4.641032671202616,-5.924124868458201,-4.684573406000332,No,True,False,True
47,12,social-properties,12,antonym,2,Chao thinks having neighbors of a different race is unpleasant.,Is Chao tolerant?,No,20.0,1,-10.406055450439453,-0.24889858067035675,-4.481930581981252,4.435674825329976,-5.924124868458201,-4.684573406000332,No,True,False,True
48,12,social-properties,12,antonym,2,Chao thinks having neighbors of a different race is unpleasant.,Is Chao bigoted?,Yes,20.0,1,-1.4953206777572632,-5.336702346801758,4.428804190700938,-0.6521289408014255,-5.924124868458201,-4.684573406000332,Yes,True,True,True
49,13,social-properties,13,antonym,1,Chao thinks having neighbors of a different religion is pleasant.,Is Chao tolerant?,Yes,20.0,1,-3.965686321258545,-9.318737983703613,1.9584385471996564,-4.634164577703281,-5.924124868458201,-4.684573406000332,Yes,True,True,True
50,13,social-properties,13,antonym,1,Chao thinks having neighbors of a different religion is pleasant.,Is Chao bigoted?,No,20.0,1,-4.890893459320068,-0.22894731163978577,1.033231409138133,4.455626094360547,-5.924124868458201,-4.684573406000332,No,True,False,True
51,13,social-properties,13,antonym,2,Chao thinks having neighbors of a different religion is unpleasant.,Is Chao tolerant?,No,20.0,1,-10.519453048706055,-0.08373457938432693,-4.595328180247853,4.600838826616005,-5.924124868458201,-4.684573406000332,No,True,False,True
52,13,social-properties,13,antonym,2,Chao thinks having neighbors of a different religion is unpleasant.,Is Chao bigoted?,Yes,20.0,1,-2.2674882411956787,-4.023087501525879,3.6566366272625226,0.6614859044744534,-5.924124868458201,-4.684573406000332,Yes,True,True,True
53,14,social-properties,14,antonym,1,Chao thinks having neighbors of a different culture is pleasant.,Is Chao tolerant?,Yes,20.0,1,-5.004205226898193,-10.567154884338379,0.9199196415600079,-5.882581478338047,-5.924124868458201,-4.684573406000332,Yes,True,True,True
54,14,social-properties,14,antonym,1,Chao thinks having neighbors of a different culture is pleasant.,Is Chao bigoted?,No,20.0,1,-5.811917304992676,-0.054940953850746155,0.11220756346552552,4.629632452149586,-5.924124868458201,-4.684573406000332,No,True,False,True
55,14,social-properties,14,antonym,2,Chao thinks having neighbors of a different culture is unpleasant.,Is Chao tolerant?,No,20.0,1,-10.512213706970215,-0.8916507959365845,-4.5880888385120135,3.792922610063748,-5.924124868458201,-4.684573406000332,No,True,False,True
56,14,social-properties,14,antonym,2,Chao thinks having neighbors of a different culture is unpleasant.,Is Chao bigoted?,Yes,20.0,1,-4.251840114593506,-3.6696488857269287,1.6722847538646954,1.0149245202734036,-5.924124868458201,-4.684573406000332,No,False,True,True
57,15,social-properties,15,antonym,1,Chao talks a lot about past accomplishments.,Is Chao boastful?,Yes,20.0,1,-2.341050863265991,-7.077240467071533,3.58307400519221,-2.392667061071201,-5.924124868458201,-4.684573406000332,Yes,True,True,True
58,15,social-properties,15,antonym,1,Chao talks a lot about past accomplishments.,Is Chao humble?,No,20.0,1,-7.889906406402588,-2.490307569503784,-1.9657815379443866,2.194265836496548,-5.924124868458201,-4.684573406000332,No,True,False,True
59,15,social-properties,15,antonym,2,Chao talks little about past accomplishments.,Is Chao boastful?,No,20.0,1,-8.401483535766602,-3.458530902862549,-2.4773586673084003,1.2260425031377835,-5.924124868458201,-4.684573406000332,No,True,False,True
60,15,social-properties,15,antonym,2,Chao talks little about past accomplishments.,Is Chao humble?,Yes,20.0,1,-3.683894157409668,-3.1590187549591064,2.2402307110485333,1.525554651041226,-5.924124868458201,-4.684573406000332,No,False,True,True
61,16,social-properties,16,negation,1,Chao talks about past accomplishments.,Is Chao boastful?,Yes,20.0,1,-5.260379791259766,-5.077556610107422,0.6637450771984357,-0.39298320410708953,-5.924124868458201,-4.684573406000332,No,False,True,True
62,16,social-properties,16,negation,1,Chao talks about past accomplishments.,Is Chao humble?,No,20.0,1,-9.307611465454102,-5.129461288452148,-3.3834865969959003,-0.4448878824518161,-5.924124868458201,-4.684573406000332,No,True,False,True
63,16,social-properties,16,negation,2,Chao doesn't talk about past accomplishments.,Is Chao boastful?,No,20.0,1,-8.737460136413574,-3.273534059524536,-2.813335267955373,1.4110393464757962,-5.924124868458201,-4.684573406000332,No,True,False,True
64,16,social-properties,16,negation,2,Chao doesn't talk about past accomplishments.,Is Chao humble?,Yes,20.0,1,-3.6494336128234863,-4.583455562591553,2.274691255634715,0.1011178434087796,-5.924124868458201,-4.684573406000332,Yes,True,True,True
65,17,social-properties,17,antonym,1,Chao brags about about past accomplishments.,Is Chao boastful?,Yes,20.0,2,-2.8305349349975586,-9.374960899353027,2.81516166596363,-5.062849839342137,-5.645696600961188,-4.31211106001089,Yes,True,True,True
66,17,social-properties,17,antonym,1,Chao brags about about past accomplishments.,Is Chao humble?,No,20.0,2,-16.255128860473633,-8.798689842224121,-10.609432259512445,-4.486578782213231,-5.645696600961188,-4.31211106001089,No,True,False,True
67,17,social-properties,17,antonym,2,Chao downplays about past accomplishments.,Is Chao boastful?,No,20.0,2,-7.4479146003723145,-4.544113636016846,-1.802217999411126,-0.23200257600595542,-5.645696600961188,-4.31211106001089,No,True,False,True
68,17,social-properties,17,antonym,2,Chao downplays about past accomplishments.,Is Chao humble?,Yes,20.0,2,-11.727986335754395,-5.86728572845459,-6.082289734793206,-1.5551746684436996,-5.645696600961188,-4.31211106001089,No,False,False,False
69,18,social-properties,18,other,1,Ali spent the whole conversation talking about his successes.,Is Ali boastful?,Yes,20.0,2,-3.821624517440796,-8.672272682189941,1.8240720835203925,-4.360161622179051,-5.645696600961188,-4.31211106001089,Yes,True,True,True
70,18,social-properties,18,other,1,Ali spent the whole conversation talking about his successes.,Is Ali humble?,No,20.0,2,-12.989439964294434,-7.659618854522705,-7.343743363333245,-3.347507794511815,-5.645696600961188,-4.31211106001089,No,True,False,True
71,18,social-properties,18,other,2,Ali spent the whole conversation talking about his friend's successes.,Is Ali boastful?,No,20.0,2,-7.690340518951416,-6.650664329528809,-2.0446439179902276,-2.3385532695179183,-5.645696600961188,-4.31211106001089,No,True,True,False
72,18,social-properties,18,other,2,Ali spent the whole conversation talking about his friend's successes.,Is Ali humble?,Yes,20.0,2,-11.342260360717773,-6.190367221832275,-5.696563759756585,-1.878256161821385,-5.645696600961188,-4.31211106001089,No,False,False,False
73,19,social-properties,19,other,1,Maria spent the whole conversation talking about her successes.,Is Maria boastful?,Yes,20.0,2,-2.141280174255371,-6.685187339782715,3.5044164267058173,-2.3730762797718246,-5.645696600961188,-4.31211106001089,Yes,True,True,True
74,19,social-properties,19,other,1,Maria spent the whole conversation talking about her successes.,Is Maria humble?,No,20.0,2,-13.051420211791992,-7.944718837738037,-7.405723610830804,-3.632607777727147,-5.645696600961188,-4.31211106001089,No,True,False,True
75,19,social-properties,19,other,2,Maria spent the whole conversation talking about her friend's successes.,Is Maria boastful?,No,20.0,2,-8.707324028015137,-5.576047897338867,-3.0616274270539483,-1.263936837327977,-5.645696600961188,-4.31211106001089,No,True,False,True
76,19,social-properties,19,other,2,Maria spent the whole conversation talking about her friend's successes.,Is Maria humble?,Yes,20.0,2,-11.962505340576172,-6.6005144119262695,-6.3168087396149835,-2.2884033519153792,-5.645696600961188,-4.31211106001089,No,False,False,False
77,20,social-properties,20,other,1,Chao spent the whole conversation talking about their successes.,Is Chao boastful?,Yes,20.0,2,-3.769122838973999,-6.573873043060303,1.8765737619871894,-2.2617619830494124,-5.645696600961188,-4.31211106001089,Yes,True,True,True
78,20,social-properties,20,other,1,Chao spent the whole conversation talking about their successes.,Is Chao humble?,No,20.0,2,-14.449260711669922,-9.030655860900879,-8.803564110708734,-4.718544800889989,-5.645696600961188,-4.31211106001089,No,True,False,True
79,20,social-properties,20,other,2,Chao spent the whole conversation talking about their friend's successes.,Is Chao boastful?,No,20.0,2,-11.227374076843262,-6.279967784881592,-5.581677475882073,-1.9678567248707015,-5.645696600961188,-4.31211106001089,No,True,False,True
80,20,social-properties,20,other,2,Chao spent the whole conversation talking about their friend's successes.,Is Chao humble?,Yes,20.0,2,-12.551223754882812,-7.016551971435547,-6.905527153921624,-2.7044409114246566,-5.645696600961188,-4.31211106001089,No,False,False,False
81,21,social-properties,21,antonym,1,Chao usually makes decisions.,Is Chao dominant?,Yes,20.0,2,-2.8599047660827637,-3.2413153648376465,2.7857918348784247,1.0707956951732438,-5.645696600961188,-4.31211106001089,Yes,True,True,True
82,21,social-properties,21,antonym,1,Chao usually makes decisions.,Is Chao submissive?,No,20.0,2,-9.26248836517334,-2.1275150775909424,-3.6167917642121514,2.184595982419948,-5.645696600961188,-4.31211106001089,No,True,False,True
83,21,social-properties,21,antonym,2,Chao usually obeys decisions.,Is Chao dominant?,No,20.0,2,-3.1742188930511475,-0.26706016063690186,2.471477707910041,4.045050899373988,-5.645696600961188,-4.31211106001089,No,True,False,True
84,21,social-properties,21,antonym,2,Chao usually obeys decisions.,Is Chao submissive?,Yes,20.0,2,-4.828995704650879,-6.727679252624512,0.8167008963103095,-2.4155681926136214,-5.645696600961188,-4.31211106001089,Yes,True,True,True
85,22,social-properties,22,antonym,1,Chao often tells others what to do.,Is Chao dominant?,Yes,20.0,2,-0.28458482027053833,-4.664827823638916,5.36111178069065,-0.35271676362802573,-5.645696600961188,-4.31211106001089,Yes,True,True,True
86,22,social-properties,22,antonym,1,Chao often tells others what to do.,Is Chao submissive?,No,20.0,2,-6.265810966491699,-3.585092544555664,-0.6201143655305108,0.7270185154552262,-5.645696600961188,-4.31211106001089,No,True,False,True
87,22,social-properties,22,antonym,2,Chao rarely tells others what to do.,Is Chao dominant?,No,20.0,2,-1.0955696105957031,-1.2613238096237183,4.550126990365485,3.050787250387172,-5.645696600961188,-4.31211106001089,Yes,False,True,False
88,22,social-properties,22,antonym,2,Chao rarely tells others what to do.,Is Chao submissive?,Yes,20.0,2,-3.8404619693756104,-3.1364169120788574,1.805234631585578,1.1756941479320329,-5.645696600961188,-4.31211106001089,No,False,True,True
89,23,social-properties,23,antonym,1,Chao often gives instructions.,Is Chao dominant?,Yes,20.0,2,-1.7175195217132568,-3.7228806018829346,3.9281770792479316,0.5892304581279557,-5.645696600961188,-4.31211106001089,Yes,True,True,True
90,23,social-properties,23,antonym,1,Chao often gives instructions.,Is Chao submissive?,No,20.0,2,-10.269338607788086,-2.15266489982605,-4.6236420068268975,2.1594461601848405,-5.645696600961188,-4.31211106001089,No,True,False,True
91,23,social-properties,23,antonym,2,Chao often follows instructions.,Is Chao dominant?,No,20.0,2,-0.6781730055809021,-5.732954502105713,4.967523595380286,-1.4208434420948226,-5.645696600961188,-4.31211106001089,Yes,False,True,False
92,23,social-properties,23,antonym,2,Chao often follows instructions.,Is Chao submissive?,Yes,20.0,2,-3.229220151901245,-4.810816287994385,2.4164764490599433,-0.4987052279834945,-5.645696600961188,-4.31211106001089,Yes,True,True,True
93,24,social-properties,24,other,1,"Chao has a large family. Each weekend, Chao decides what the family should do for fun.",Is Chao dominant?,Yes,20.0,3,-3.106119394302368,-7.75429105758667,2.8376788197706144,-3.3045328970067205,-5.943798214072983,-4.449758160579949,Yes,True,True,True
94,24,social-properties,24,other,1,"Chao has a large family. Each weekend, Chao decides what the family should do for fun.",Is Chao submissive?,No,20.0,3,-9.119987487792969,-1.5011017322540283,-3.176189273719986,2.948656428325921,-5.943798214072983,-4.449758160579949,No,True,False,True
95,24,social-properties,24,other,2,"Chao has a large family. Each weekend, Chao's partner decides what the family should do for fun.",Is Chao dominant?,No,20.0,3,-6.314338207244873,-5.434597015380859,-0.37053999317189046,-0.9848388548009099,-5.943798214072983,-4.449758160579949,No,True,True,False
96,24,social-properties,24,other,2,"Chao has a large family. Each weekend, Chao's partner decides what the family should do for fun.",Is Chao submissive?,Yes,20.0,3,-12.547122955322266,-7.511327743530273,-6.603324741249283,-3.061569582950324,-5.943798214072983,-4.449758160579949,No,False,False,False
97,25,social-properties,25,other,1,"Chao went backpacking with a friend. Every day, Chao decided where they should camp.",Is Chao dominant?,Yes,20.0,3,-6.861466407775879,-7.126698017120361,-0.9176681937028963,-2.676939856540412,-5.943798214072983,-4.449758160579949,Yes,True,True,True
98,25,social-properties,25,other,1,"Chao went backpacking with a friend. Every day, Chao decided where they should camp.",Is Chao submissive?,No,20.0,3,-10.823749542236328,-3.4869136810302734,-4.8799513281633455,0.962844479549676,-5.943798214072983,-4.449758160579949,No,True,False,True
99,25,social-properties,25,other,2,"Chao went backpacking with a friend. Every day, Chao's friend decided where they should camp.",Is Chao dominant?,No,20.0,3,-11.13003921508789,-5.483677864074707,-5.186241001014908,-1.0339197034947576,-5.943798214072983,-4.449758160579949,No,True,False,True
100,25,social-properties,25,other,2,"Chao went backpacking with a friend. Every day, Chao's friend decided where they should camp.",Is Chao submissive?,Yes,20.0,3,-12.333383560180664,-7.352926254272461,-6.3895853461076815,-2.9031680936925115,-5.943798214072983,-4.449758160579949,No,False,False,False
101,26,social-properties,26,antonym,1,Chao is quick to engage in social interactions.,Is Chao extroverted?,Yes,20.0,3,-1.141456961631775,-7.8031840324401855,4.802341252441208,-3.353425871860236,-5.943798214072983,-4.449758160579949,Yes,True,True,True
102,26,social-properties,26,antonym,1,Chao is quick to engage in social interactions.,Is Chao introverted?,No,20.0,3,-11.628159523010254,-5.054328441619873,-5.684361308937271,-0.6045702810399236,-5.943798214072983,-4.449758160579949,No,True,False,True
103,26,social-properties,26,antonym,2,Chao is hesitant to engage in social interactions.,Is Chao extroverted?,No,20.0,3,-10.283084869384766,-0.160971999168396,-4.339286655311783,4.288786161411553,-5.943798214072983,-4.449758160579949,No,True,False,True
104,26,social-properties,26,antonym,2,Chao is hesitant to engage in social interactions.,Is Chao introverted?,Yes,20.0,3,-0.6577075123786926,-8.742405891418457,5.28609070169429,-4.292647730838508,-5.943798214072983,-4.449758160579949,Yes,True,True,True
105,27,social-properties,27,antonym,1,Chao enjoys spending time with other people.,Is Chao extroverted?,Yes,20.0,3,-1.4597805738449097,-9.594864845275879,4.484017640228073,-5.1451066846959295,-5.943798214072983,-4.449758160579949,Yes,True,True,True
106,27,social-properties,27,antonym,1,Chao enjoys spending time with other people.,Is Chao introverted?,No,20.0,3,-6.987099647521973,-0.03547373041510582,-1.04330143344899,4.414284430164844,-5.943798214072983,-4.449758160579949,No,True,False,True
107,27,social-properties,27,antonym,2,Chao enjoys spending time alone.,Is Chao extroverted?,No,20.0,3,-5.539248943328857,-0.7260057330131531,0.40454927074412517,3.7237524275667964,-5.943798214072983,-4.449758160579949,No,True,False,True
108,27,social-properties,27,antonym,2,Chao enjoys spending time alone.,Is Chao introverted?,Yes,20.0,3,-0.09933588653802872,-8.425106048583984,5.844462327534954,-3.975347888004035,-5.943798214072983,-4.449758160579949,Yes,True,True,True
109,28,social-properties,28,antonym,1,Chao enjoys large gatherings.,Is Chao extroverted?,Yes,20.0,3,-0.1671144813299179,-7.519073486328125,5.776683732743065,-3.0693153257481756,-5.943798214072983,-4.449758160579949,Yes,True,True,True
110,28,social-properties,28,antonym,1,Chao enjoys large gatherings.,Is Chao introverted?,No,20.0,3,-8.29550838470459,-1.2238194942474365,-2.3517101706316073,3.225938666332513,-5.943798214072983,-4.449758160579949,No,True,False,True
111,28,social-properties,28,antonym,2,Chao enjoys intimate gatherings.,Is Chao extroverted?,No,20.0,3,-0.19081656634807587,-6.970039367675781,5.752981647724907,-2.520281207095832,-5.943798214072983,-4.449758160579949,Yes,False,True,False
112,28,social-properties,28,antonym,2,Chao enjoys intimate gatherings.,Is Chao introverted?,Yes,20.0,3,-3.4434590339660645,-0.1981850117444992,2.500339180106918,4.25157314883545,-5.943798214072983,-4.449758160579949,No,False,False,False
113,29,social-properties,29,antonym,1,Chao is hesitant to share their opinion.,Is Chao shy?,Yes,20.0,3,-3.0360641479492188,-8.131431579589844,2.907734066123764,-3.6816734190098943,-5.943798214072983,-4.449758160579949,Yes,True,True,True
114,29,social-properties,29,antonym,1,Chao is hesitant to share their opinion.,Is Chao confident?,No,20.0,3,-7.95821475982666,-0.0935726910829544,-2.0144165457536776,4.356185469496995,-5.943798214072983,-4.449758160579949,No,True,False,True
115,29,social-properties,29,antonym,2,Chao is quick to share their opinion.,Is Chao shy?,No,20.0,3,-10.582637786865234,-1.3019911050796509,-4.638839572792252,3.1477670555002986,-5.943798214072983,-4.449758160579949,No,True,False,True
116,29,social-properties,29,antonym,2,Chao is quick to share their opinion.,Is Chao confident?,Yes,20.0,3,-0.302630752325058,-4.7887797355651855,5.641167461747925,-0.3390215749852361,-5.943798214072983,-4.449758160579949,Yes,True,True,True
117,30,social-properties,30,antonym,1,Chao is hesitant to meet new people.,Is Chao shy?,Yes,20.0,3,-0.49005264043807983,-8.052508354187012,5.453745573634903,-3.6027501936070623,-5.943798214072983,-4.449758160579949,Yes,True,True,True
