task,QID,AnsRefIDs,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,20.0,2,-1.2726354598999023,-1.7745347023010254,0.3597586728011568,-0.1480243375524879,-1.6323941327010592,-1.6265103647485375,Yes,True,True,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,20.0,0,-1.8716785907745361,-1.376044750213623,-0.23937295408298565,0.2505675857886671,-1.6323056366915505,-1.6266123360022902,No,True,False,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,20.0,0,-1.4131253957748413,-1.6665589809417725,0.21918024091670918,-0.0399466449394823,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,20.0,1,-1.7023897171020508,-1.454274296760559,-0.06974170698473858,0.18103870935738087,-1.6326480101173122,-1.63531300611794,No,True,False,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-1.4577022790908813,-1.7101354598999023,0.17460335760066914,-0.08352312389761218,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,20.0,1,-1.7856541872024536,-1.5381253957748413,-0.15300617708514141,0.09718761034309864,-1.6326480101173122,-1.63531300611794,No,True,False,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,20.0,0,-1.1807847023010254,-1.6822662353515625,0.4515209343905251,-0.05565389934927234,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,20.0,4,-1.532294750213623,-1.283787727355957,0.09663654634108143,0.3443650017802915,-1.6289312965547045,-1.6281527291362485,No,True,False,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,20.0,4,-1.3639522790908813,-1.8682847023010254,0.26497901746382313,-0.24013197316477686,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,20.0,3,-1.6139522790908813,-1.6182847023010254,0.020218104744951004,0.007672459197541004,-1.6341703838358324,-1.6259571614985664,Yes,False,True,False
qa1,15,[13],Daniel went to the garden.,Is Daniel in the garden?,Yes,20.0,3,-1.2389522790908813,-1.7432847023010254,0.395218104744951,-0.117327540802459,-1.6341703838358324,-1.6259571614985664,Yes,True,True,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the bathroom?,No,20.0,4,-1.6452022790908813,-1.3995347023010254,-0.01627098253617687,0.22861802683522314,-1.6289312965547045,-1.6281527291362485,No,True,False,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the garden?,Yes,20.0,1,-1.4499752521514893,-1.9523897171020508,0.18267275796582294,-0.31707671098411083,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the bedroom?,No,20.0,3,-1.5279285907745361,-1.7803807258605957,0.10624179306129622,-0.1544235643620293,-1.6341703838358324,-1.6259571614985664,Yes,False,True,False
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the hallway?,Yes,20.0,0,-1.5279285907745361,-1.7803807258605957,0.10437704591701435,-0.15376838985830554,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the kitchen?,No,20.0,2,-1.5904285907745361,-1.5904285907745361,0.04196554192652302,0.03608177397400136,-1.6323941327010592,-1.6265103647485375,No,True,True,False
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,20.0,1,-1.4812252521514893,-1.735524296760559,0.15142275796582294,-0.10021129064261913,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the office?,No,20.0,0,-1.4523897171020508,-1.704274296760559,0.1799159195894997,-0.07766196075826892,-1.6323056366915505,-1.6266123360022902,Yes,False,True,False
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,20.0,1,-1.4812252521514893,-1.735524296760559,0.15142275796582294,-0.10021129064261913,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the kitchen?,No,20.0,3,-1.5904285907745361,-1.5928807258605957,0.04374179306129622,0.03307643563797069,-1.6341703838358324,-1.6259571614985664,Yes,False,True,False
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the garden?,Yes,20.0,0,-1.4029285907745361,-1.657294750213623,0.22937704591701435,-0.030682414211332887,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the hallway?,No,20.0,0,-1.7544041872024536,-1.5088043212890625,-0.12209855051090313,0.11780801471322766,-1.6323056366915505,-1.6266123360022902,No,True,False,True
qa1,15,[11],John journeyed to the garden.,Is John in the garden?,Yes,20.0,0,-1.1963043212890625,-1.6978089809417725,0.436001315402488,-0.0711966449394823,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa1,15,[11],John journeyed to the garden.,Is John in the bedroom?,No,20.0,0,-1.2803807258605957,-1.7803807258605957,0.3519249108309548,-0.15376838985830554,-1.6323056366915505,-1.6266123360022902,Yes,False,True,False
qa1,15,[11],John moved to the hallway.,Is John in the hallway?,Yes,20.0,4,-1.3741307258605957,-1.876044750213623,0.2548005706941088,-0.2478920210773745,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa1,15,[11],John moved to the hallway.,Is John in the garden?,No,20.0,0,-1.6163854598999023,-1.6182847023010254,0.015920176791648144,0.00832763370126477,-1.6323056366915505,-1.6266123360022902,Yes,False,True,False
qa1,12,[7],Mary journeyed to the bedroom.,Is Mary in the bedroom?,Yes,20.0,4,-1.1999752521514893,-1.704274296760559,0.4289560444032152,-0.07612156762431055,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa1,12,[7],Mary journeyed to the bedroom.,Is Mary in the bathroom?,No,20.0,3,-1.3898897171020508,-1.391774296760559,0.24428066673378157,0.2341828647380073,-1.6341703838358324,-1.6259571614985664,Yes,False,True,False
qa1,6,[4],Daniel went back to the office.,Is Daniel in the office?,Yes,20.0,4,-1.4187252521514893,-1.9211397171020508,0.21020604440321522,-0.29298698796580225,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa1,6,[4],Daniel went back to the office.,Is Daniel in the hallway?,No,20.0,1,-1.7077022790908813,-1.7120347023010254,-0.07505426897356915,-0.07672169618308544,-1.6326480101173122,-1.63531300611794,Yes,False,True,False
qa1,9,[8],Daniel travelled to the garden.,Is Daniel in the garden?,Yes,20.0,3,-1.3484976291656494,-1.8508936166763306,0.28567275467018294,-0.22493645517776417,-1.6341703838358324,-1.6259571614985664,Yes,True,True,True
qa1,9,[8],Daniel travelled to the garden.,Is Daniel in the bathroom?,No,20.0,2,-1.5827022790908813,-1.5851354598999023,0.049691853610177805,0.04137490484863515,-1.6323941327010592,-1.6265103647485375,Yes,False,True,False
qa1,15,[14],Daniel travelled to the bedroom.,Is Daniel in the bedroom?,Yes,20.0,4,-1.493538737297058,-2.004404306411743,0.13539255925764637,-0.37625157727549463,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa1,15,[14],Daniel travelled to the bedroom.,Is Daniel in the garden?,No,20.0,2,-1.7702022790908813,-1.5226354598999023,-0.1378081463898222,0.10387490484863515,-1.6323941327010592,-1.6265103647485375,No,True,False,True
qa1,15,[14],Mary journeyed to the bedroom.,Is Mary in the bedroom?,Yes,20.0,0,-1.1999752521514893,-1.704274296760559,0.43233038454006123,-0.07766196075826892,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa1,15,[14],Mary journeyed to the bedroom.,Is Mary in the hallway?,No,20.0,1,-1.6476354598999023,-1.3995347023010254,-0.014987449782590145,0.23577830381691456,-1.6326480101173122,-1.63531300611794,No,True,False,True
qa1,6,[5],Sandra moved to the bedroom.,Is Sandra in the bedroom?,Yes,20.0,1,-1.4781334400177002,-1.9812252521514893,0.154514570099612,-0.3459122460335493,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa1,6,[5],Sandra moved to the bedroom.,Is Sandra in the office?,No,20.0,2,-1.8196436166763306,-1.5696436166763306,-0.1872494839752714,0.05686674807220693,-1.6323941327010592,-1.6265103647485375,No,True,False,True
qa1,6,[4],Mary went to the office.,Is Mary in the office?,Yes,20.0,4,-1.001044750213623,-1.753702163696289,0.6278865463410814,-0.12554943456004053,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa1,6,[4],Mary went to the office.,Is Mary in the garden?,No,20.0,2,-1.2135162353515625,-1.4646716117858887,0.41887789734949665,0.16183875296264882,-1.6323941327010592,-1.6265103647485375,Yes,False,True,False
qa1,6,[4],John went back to the bathroom.,Is John in the bathroom?,Yes,20.0,3,-1.2961397171020508,-1.798024296760559,0.33803066673378157,-0.1720671352619927,-1.6341703838358324,-1.6259571614985664,Yes,True,True,True
qa1,6,[4],John went back to the bathroom.,Is John in the office?,No,20.0,3,-1.5402634143829346,-1.5417221784591675,0.09390696945289778,0.08423498303939891,-1.6341703838358324,-1.6259571614985664,Yes,False,True,False
qa1,6,[2],Sandra travelled to the garden.,Is Sandra in the garden?,Yes,20.0,4,-1.4106541872024536,-1.6650543212890625,0.21827710935225086,-0.03690159215281397,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa1,6,[2],Sandra travelled to the garden.,Is Sandra in the kitchen?,No,20.0,3,-1.5591785907745361,-1.5616307258605957,0.07499179306129622,0.06432643563797069,-1.6341703838358324,-1.6259571614985664,Yes,False,True,False
qa1,3,[1],Sandra journeyed to the kitchen.,Is Sandra in the kitchen?,Yes,20.0,1,-1.3014522790908813,-1.8038854598999023,0.33119573102643085,-0.1685724537819624,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa1,3,[1],Sandra journeyed to the kitchen.,Is Sandra in the office?,No,20.0,1,-1.7491307258605957,-1.501044750213623,-0.1164827157432835,0.1342682559043169,-1.6326480101173122,-1.63531300611794,No,True,False,True
qa1,12,[8],Sandra journeyed to the hallway.,Is Sandra in the hallway?,Yes,20.0,0,-1.4734976291656494,-1.7277634143829346,0.15880800752590107,-0.10115107838064441,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa1,12,[8],Sandra journeyed to the hallway.,Is Sandra in the bathroom?,No,20.0,0,-1.6687252521514893,-1.423024296760559,-0.03641961545993877,0.20358803924173108,-1.6323056366915505,-1.6266123360022902,No,True,False,True
qa1,9,[4],Daniel journeyed to the office.,Is Daniel in the office?,Yes,20.0,2,-1.3639522790908813,-1.8682847023010254,0.2684418536101778,-0.2417743375524879,-1.6323941327010592,-1.6265103647485375,Yes,True,True,True
qa1,9,[4],Daniel journeyed to the office.,Is Daniel in the kitchen?,No,20.0,1,-1.5514522790908813,-1.5538854598999023,0.08119573102643085,0.0814275462180376,-1.6326480101173122,-1.63531300611794,Yes,False,False,True
qa1,9,[8],John travelled to the bathroom.,Is John in the bathroom?,Yes,20.0,1,-1.2648897171020508,-1.766774296760559,0.3677582930152614,-0.13146129064261913,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa1,9,[8],John travelled to the bathroom.,Is John in the hallway?,No,20.0,3,-1.5928807258605957,-1.594794750213623,0.04128965797523665,0.031162411284943348,-1.6341703838358324,-1.6259571614985664,Yes,False,True,False
qa1,3,[2],John travelled to the garden.,Is John in the garden?,Yes,20.0,3,-1.2648897171020508,-1.7682442665100098,0.36928066673378157,-0.14228710501144337,-1.6341703838358324,-1.6259571614985664,Yes,True,True,True
qa1,3,[2],John travelled to the garden.,Is John in the office?,No,20.0,0,-1.2745347023010254,-1.7745347023010254,0.3577709343905251,-0.14792236629873523,-1.6323056366915505,-1.6266123360022902,Yes,False,True,False
qa1,6,[4],Sandra journeyed to the bedroom.,Is Sandra in the bedroom?,Yes,20.0,1,-1.4499752521514893,-1.7023897171020508,0.18267275796582294,-0.06707671098411083,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa1,6,[4],Sandra journeyed to the bedroom.,Is Sandra in the kitchen?,No,20.0,2,-1.8484976291656494,-1.3508936166763306,-0.21610349646459026,0.27561674807220693,-1.6323941327010592,-1.6265103647485375,No,True,False,True
qa1,6,[2],Sandra moved to the garden.,Is Sandra in the garden?,Yes,20.0,4,-1.4499752521514893,-1.9523897171020508,0.17895604440321522,-0.32423698796580225,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa1,6,[2],Sandra moved to the garden.,Is Sandra in the bathroom?,No,20.0,1,-1.6656334400177002,-1.6711397171020508,-0.032985429900388,-0.03582671098411083,-1.6326480101173122,-1.63531300611794,Yes,False,True,False
qa1,9,[5],Daniel went to the bathroom.,Is Daniel in the bathroom?,Yes,20.0,3,-1.470429539680481,-1.7258936166763306,0.1637408441553514,-0.09993645517776417,-1.6341703838358324,-1.6259571614985664,Yes,True,True,True
qa1,9,[5],Daniel went to the bathroom.,Is Daniel in the garden?,No,20.0,4,-1.7961397171020508,-1.298024296760559,-0.1672084205473463,0.33012843237568945,-1.6289312965547045,-1.6281527291362485,No,True,False,True
qa1,15,[14],Mary moved to the office.,Is Mary in the office?,Yes,20.0,2,-1.157294750213623,-1.908787727355957,0.4750993824874361,-0.28227736260741954,-1.6323941327010592,-1.6265103647485375,Yes,True,True,True
qa1,15,[14],Mary moved to the office.,Is Mary in the kitchen?,No,20.0,1,-1.4836397171020508,-1.4869942665100098,0.14900829301526142,0.14831873960793018,-1.6326480101173122,-1.63531300611794,Yes,False,True,False
qa1,12,[5],Mary moved to the office.,Is Mary in the office?,Yes,20.0,3,-1.157294750213623,-1.908787727355957,0.4768756336222093,-0.28283056585739064,-1.6341703838358324,-1.6259571614985664,Yes,True,True,True
qa1,12,[5],Mary moved to the office.,Is Mary in the kitchen?,No,20.0,2,-1.4836397171020508,-1.4869942665100098,0.14875441559900837,0.13951609823852773,-1.6323941327010592,-1.6265103647485375,Yes,False,True,False
qa1,15,[11],Daniel journeyed to the office.,Is Daniel in the office?,Yes,20.0,0,-1.3639522790908813,-1.8682847023010254,0.26835335760066914,-0.24167236629873523,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa1,15,[11],Daniel journeyed to the office.,Is Daniel in the bedroom?,No,20.0,2,-1.6841785907745361,-1.4366307258605957,-0.05178445807347698,0.1898796388879418,-1.6323941327010592,-1.6265103647485375,No,True,False,True
qa1,6,[2],Daniel travelled to the bathroom.,Is Daniel in the bathroom?,Yes,20.0,4,-1.5202022790908813,-1.7726354598999023,0.10872901746382313,-0.1444827307636538,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa1,6,[2],Daniel travelled to the bathroom.,Is Daniel in the hallway?,No,20.0,2,-1.9419041872024536,-1.4463043212890625,-0.30951005450139446,0.180206043459475,-1.6323941327010592,-1.6265103647485375,No,True,False,True
qa1,9,[8],John journeyed to the garden.,Is John in the garden?,Yes,20.0,4,-1.1963043212890625,-1.6978089809417725,0.432626975265642,-0.06965625180552393,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa1,9,[8],John journeyed to the garden.,Is John in the bathroom?,No,20.0,3,-1.4366307258605957,-1.688544750213623,0.19753965797523665,-0.06258758871505665,-1.6341703838358324,-1.6259571614985664,Yes,False,True,False
qa1,15,[13],Daniel journeyed to the bedroom.,Is Daniel in the bedroom?,Yes,20.0,0,-1.5483365058898926,-1.8014522790908813,0.08396913080165791,-0.1748399430885912,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa1,15,[13],Daniel journeyed to the bedroom.,Is Daniel in the kitchen?,No,20.0,3,-1.7154285907745361,-1.4654285907745361,-0.08125820693870378,0.16052857072403026,-1.6341703838358324,-1.6259571614985664,No,True,False,True
qa1,12,[8],Sandra moved to the bedroom.,Is Sandra in the bedroom?,Yes,20.0,1,-1.4781334400177002,-1.9812252521514893,0.154514570099612,-0.3459122460335493,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa1,12,[8],Sandra moved to the bedroom.,Is Sandra in the kitchen?,No,20.0,4,-1.7154285907745361,-1.4678807258605957,-0.08649729421983166,0.16027200327565283,-1.6289312965547045,-1.6281527291362485,No,True,False,True
qa1,9,[7],Sandra moved to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,3,-1.3639522790908813,-1.8663854598999023,0.270218104744951,-0.24042829840133595,-1.6341703838358324,-1.6259571614985664,Yes,True,True,True
qa1,9,[7],Sandra moved to the bathroom.,Is Sandra in the kitchen?,No,20.0,2,-1.8273897171020508,-1.5773897171020508,-0.19499558440099163,0.049120647646486715,-1.6323941327010592,-1.6265103647485375,No,True,False,True
qa1,12,[11],Daniel moved to the hallway.,Is Daniel in the hallway?,Yes,20.0,0,-1.5044041872024536,-1.7568753957748413,0.12790144948909687,-0.13026305977255115,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa1,12,[11],Daniel moved to the hallway.,Is Daniel in the bathroom?,No,20.0,2,-1.5981541872024536,-1.6006253957748413,0.03423994549860554,0.025884968973696187,-1.6323941327010592,-1.6265103647485375,Yes,False,True,False
qa1,15,[11],Daniel moved to the hallway.,Is Daniel in the hallway?,Yes,20.0,0,-1.5044041872024536,-1.7568753957748413,0.12790144948909687,-0.13026305977255115,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa1,15,[11],Daniel moved to the hallway.,Is Daniel in the garden?,No,20.0,3,-1.7568753957748413,-1.5068753957748413,-0.12270501193900896,0.11908176572372509,-1.6341703838358324,-1.6259571614985664,No,True,False,True
qa1,6,[1],Sandra travelled to the garden.,Is Sandra in the garden?,Yes,20.0,4,-1.4106541872024536,-1.6650543212890625,0.21827710935225086,-0.03690159215281397,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa1,6,[1],Sandra travelled to the garden.,Is Sandra in the bedroom?,No,20.0,3,-1.6062252521514893,-1.6086397171020508,0.027945131684343094,0.017317444396515613,-1.6341703838358324,-1.6259571614985664,Yes,False,True,False
qa10,3,[2],Bill is in the kitchen.,Is Bill in the bedroom?,No,20.0,2,-1.4734976291656494,-1.4758936166763306,0.15889650353540974,0.15061674807220693,-1.6323941327010592,-1.6265103647485375,Yes,False,True,False
qa10,6,[4],Bill journeyed to the bedroom.,Is Bill in the bedroom?,Yes,20.0,2,-1.3797476291656494,-1.8821436166763306,0.25264650353540974,-0.25563325192779307,-1.6323941327010592,-1.6265103647485375,Yes,True,True,True
qa10,9,[4],Fred went to the bedroom.,Is Fred in the bedroom?,Yes,20.0,2,-1.2624752521514893,-2.0226354598999023,0.3699188805495699,-0.39612509515136485,-1.6323941327010592,-1.6265103647485375,Yes,True,True,True
qa10,12,[11],Mary went back to the office.,Is Mary in the kitchen?,No,20.0,3,-1.438544750213623,-1.440037727355957,0.1956256336222093,0.18591943414260936,-1.6341703838358324,-1.6259571614985664,Yes,False,True,False
qa10,15,[14],Fred moved to the cinema.,Is Fred in the kitchen?,No,20.0,4,-1.6788854598999023,-1.4307847023010254,-0.049954163345197866,0.19736802683522314,-1.6289312965547045,-1.6281527291362485,No,True,False,True
qa10,6,[5],Mary is in the office.,Is Mary in the office?,Yes,20.0,0,-1.0461397171020508,-2.0572662353515625,0.5861659195894997,-0.43065389934927234,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa10,15,[14],Fred is either in the school or the cinema.,Is Fred in the office?,No,20.0,1,-1.8057847023010254,-1.3084216117858887,-0.1731366921837132,0.3268913943320513,-1.6326480101173122,-1.63531300611794,No,True,False,True
qa10,15,[14],Mary went to the park.,Is Mary in the park?,Yes,20.0,4,-1.0715134143829346,-1.8229721784591675,0.5574178821717699,-0.19481944932291895,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa10,9,[4],Fred went back to the cinema.,Is Fred in the office?,No,20.0,1,-1.485524296760559,-1.7369942665100098,0.14712371335675312,-0.10168126039206982,-1.6326480101173122,-1.63531300611794,Yes,False,True,False
qa10,6,[2],Mary moved to the school.,Is Mary in the school?,Yes,20.0,4,-1.0715134143829346,-1.8229721784591675,0.5574178821717699,-0.19481944932291895,-1.6289312965547045,-1.6281527291362485,Yes,True,True,True
qa10,9,[8],Mary moved to the office.,Is Mary in the office?,Yes,20.0,2,-1.157294750213623,-1.908787727355957,0.4750993824874361,-0.28227736260741954,-1.6323941327010592,-1.6265103647485375,Yes,True,True,True
qa10,12,[10],Mary is in the school.,Is Mary in the school?,Yes,20.0,1,-1.0148897171020508,-2.0245347023010254,0.6177582930152614,-0.38922169618308544,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa10,15,[13],Fred moved to the office.,Is Fred in the kitchen?,No,20.0,2,-1.6476354598999023,-1.6510162353515625,-0.015241327198843191,-0.024505870603025004,-1.6323941327010592,-1.6265103647485375,Yes,False,True,False
qa10,3,[2],Bill is in the office.,Is Bill in the park?,No,20.0,0,-1.8014522790908813,-1.3072662353515625,-0.16914664239933086,0.31934610065072766,-1.6323056366915505,-1.6266123360022902,No,True,False,True
qa10,12,[11],Julie went to the park.,Is Julie in the park?,Yes,20.0,1,-1.3215134143829346,-1.8229721784591675,0.31113459573437763,-0.18765917234122753,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa10,12,[11],Bill went to the bedroom.,Is Bill in the bedroom?,Yes,20.0,1,-1.1241307258605957,-1.876044750213623,0.5085172842567165,-0.2407317440956831,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa10,15,[14],Bill went back to the school.,Is Bill in the park?,No,20.0,1,-1.4991307258605957,-1.7491307258605957,0.1335172842567165,-0.11381771974265575,-1.6326480101173122,-1.63531300611794,Yes,False,True,False
qa10,12,[8],Mary travelled to the school.,Is Mary in the office?,No,20.0,1,-1.219794750213623,-1.472452163696289,0.41285325990368915,0.1628608424216509,-1.6326480101173122,-1.63531300611794,Yes,False,True,False
qa10,15,[8],Mary travelled to the school.,Is Mary in the school?,Yes,20.0,1,-1.1182847023010254,-1.6197662353515625,0.5143633078162868,0.015546770766377449,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa10,3,[1],Mary went back to the bedroom.,Is Mary in the bedroom?,Yes,20.0,0,-1.1711397171020508,-1.6744942665100098,0.4611659195894997,-0.047881930507719606,-1.6323056366915505,-1.6266123360022902,Yes,True,True,True
qa10,3,[2],Fred is in the office.,Is Fred in the cinema?,No,20.0,2,-1.6553807258605957,-1.408787727355957,-0.02298659315953655,0.21772263739258046,-1.6323941327010592,-1.6265103647485375,No,True,False,True
qa10,6,[5],Bill is in the kitchen.,Is Bill in the kitchen?,Yes,20.0,1,-1.1216785907745361,-2.3663854598999023,0.5109694193427761,-0.7310724537819624,-1.6326480101173122,-1.63531300611794,Yes,True,True,True
qa10,15,[14],Bill journeyed to the park.,Is Bill in the cinema?,No,20.0,3,-1.8196436166763306,-1.5696436166763306,-0.18547323284049821,0.05631354482223583,-1.6341703838358324,-1.6259571614985664,No,True,False,True
qa10,3,[2],Bill went to the park.,Is Bill in the bedroom?,No,20.0,3,-1.4443753957748413,-1.6943753957748413,0.18979498806099104,-0.06841823427627491,-1.6341703838358324,-1.6259571614985664,Yes,False,True,False
