Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
48,13,agent-properties,12,antonym,2,The candle is in front of Chao. Chao's nose is covered.,Does Chao not smell the candle?,Yes,20.0,0,-0.20405542850494385,-1.7030788660049438,0.8568448746302284,-0.4275420654242217,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
49,14,agent-properties,13,antonym,1,The candle is in front of Chao. Chao has a strong headache.,Does Chao smell the candle?,Yes,20.0,0,-0.5312337875366211,-1.031233787536621,0.5296665155985512,0.24430301304410107,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
50,14,agent-properties,13,antonym,2,The candle is in front of Chao. Chao has a strong cold.,Does Chao smell the candle?,No,20.0,0,-0.5820180177688599,-1.0781188011169434,0.4788822853663124,0.1974179994637788,-1.0609003031351723,-1.2755368005807222,Yes,False,True,False
51,14,agent-properties,13,antonym,1,The candle is in front of Chao. Chao has a strong headache.,Does Chao not smell the candle?,No,20.0,0,-0.49216020107269287,-0.9921602010726929,0.5687401020624794,0.2833765995080293,-1.0609003031351723,-1.2755368005807222,Yes,False,True,False
52,14,agent-properties,13,antonym,2,The candle is in front of Chao. Chao has a strong cold.,Does Chao not smell the candle?,Yes,20.0,0,-0.335909366607666,-1.335909366607666,0.7249909365275062,-0.06037256602694385,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
53,15,agent-properties,14,antonym,1,The candle is in the same room as Chao.,Does Chao smell the candle?,Yes,20.0,0,-0.2031080722808838,-2.2031147480010986,0.8577922308542885,-0.9275779474203765,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
54,15,agent-properties,14,antonym,2,The candle is in a different room than Chao.,Does Chao smell the candle?,No,20.0,0,-5.499972343444824,-0.006612062454223633,-4.439072040309652,1.2689247381264985,-1.0609003031351723,-1.2755368005807222,No,True,False,True
55,15,agent-properties,14,antonym,1,The candle is in the same room as Chao.,Does Chao not smell the candle?,No,20.0,0,-0.5077847242355347,-1.0077847242355347,0.5531155788996376,0.2677520763451875,-1.0609003031351723,-1.2755368005807222,Yes,False,True,False
56,15,agent-properties,14,antonym,2,The candle is in a different room than Chao.,Does Chao not smell the candle?,Yes,20.0,0,-0.08590936660766602,-2.578097105026245,0.9749909365275062,-1.302560304445523,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
57,16,agent-properties,15,other,1,The sandwich is in Chao's mouth.,Does Chao taste the sandwich?,Yes,20.0,0,-0.0036300423089414835,-5.999983310699463,1.0572702608262308,-4.7244465101187405,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
58,16,agent-properties,15,other,2,The sandwich is in Chao's bag.,Does Chao taste the sandwich?,No,20.0,0,-0.769503116607666,-0.769503116607666,0.29139718652750624,0.5060336839730561,-1.0609003031351723,-1.2755368005807222,No,True,False,True
59,16,agent-properties,15,other,1,The sandwich is in Chao's mouth.,Does Chao not taste the sandwich?,No,20.0,0,-0.9882364273071289,-0.4882364273071289,0.07266387582804334,0.7873003732735933,-1.0609003031351723,-1.2755368005807222,No,True,False,True
60,16,agent-properties,15,other,2,The sandwich is in Chao's bag.,Does Chao not taste the sandwich?,Yes,20.0,0,-0.3906080722808838,-1.3906080722808838,0.6702922308542885,-0.11507127170016163,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
61,17,agent-properties,16,antonym,1,The sandwich is inside Chao's mouth.,Does Chao taste the sandwich?,Yes,20.0,0,-0.00520169734954834,-5.499989986419678,1.055698605785624,-4.224453185838955,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
62,17,agent-properties,16,antonym,2,The sandwich is outside Chao's mouth.,Does Chao taste the sandwich?,No,20.0,0,-4.531203269958496,-0.016817688941955566,-3.470302966823324,1.2587191116387666,-1.0609003031351723,-1.2755368005807222,No,True,False,True
63,17,agent-properties,16,antonym,1,The sandwich is inside Chao's mouth.,Does Chao not taste the sandwich?,No,20.0,0,-0.707003116607666,-0.7069849967956543,0.35389718652750624,0.5685518037850679,-1.0609003031351723,-1.2755368005807222,No,True,False,True
64,17,agent-properties,16,antonym,2,The sandwich is outside Chao's mouth.,Does Chao not taste the sandwich?,Yes,20.0,0,-0.03413558006286621,-3.5312061309814453,1.026764723072306,-2.255669330400723,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
65,18,agent-properties,17,antonym,1,The sandwich is in Chao's mouth. Chao just had a very bland dish.,Does Chao taste the sandwich?,Yes,20.0,0,-0.5233910083770752,-1.023409366607666,0.5375092947580971,0.25212743397305615,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
66,18,agent-properties,17,antonym,2,The sandwich is in Chao's mouth. Chao just had a very spicy dish.,Does Chao taste the sandwich?,No,20.0,0,-1.046858549118042,-0.550764799118042,0.014041754017130259,0.7247720014626802,-1.0609003031351723,-1.2755368005807222,No,True,False,True
67,18,agent-properties,17,antonym,1,The sandwich is in Chao's mouth. Chao just had a very bland dish.,Does Chao not taste the sandwich?,No,20.0,0,-0.6601294279098511,-1.1640355587005615,0.4007708752253212,0.11150124188016064,-1.0609003031351723,-1.2755368005807222,Yes,False,True,False
68,18,agent-properties,17,antonym,2,The sandwich is in Chao's mouth. Chao just had a very spicy dish.,Does Chao not taste the sandwich?,Yes,20.0,0,-0.546858549118042,-1.046858549118042,0.5140417540171303,0.22867825146268017,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
69,19,agent-properties,18,negation,1,Chao is touching the wheel.,Does Chao feel the wheel?,Yes,20.0,0,-0.011945962905883789,-4.999983310699463,1.0489543402292885,-3.7244465101187405,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
70,19,agent-properties,18,negation,2,Chao is not touching the wheel.,Does Chao feel the wheel?,No,20.0,0,-3.546830415725708,-0.04367411136627197,-2.4859301125905358,1.2318626892144502,-1.0609003031351723,-1.2755368005807222,No,True,False,True
71,19,agent-properties,18,negation,1,Chao is touching the wheel.,Does Chao not feel the wheel?,No,20.0,0,-0.707003116607666,-0.7069849967956543,0.35389718652750624,0.5685518037850679,-1.0609003031351723,-1.2755368005807222,No,True,False,True
72,19,agent-properties,18,negation,2,Chao is not touching the wheel.,Does Chao not feel the wheel?,Yes,20.0,0,-0.8202537298202515,-0.8202667236328125,0.2406465733149208,0.45527007694790966,-1.0609003031351723,-1.2755368005807222,Yes,True,False,False
73,20,agent-properties,19,other,1,Chao's hand is touching the wheel.,Does Chao feel the wheel?,Yes,20.0,0,-0.026320578530430794,-4.031221866607666,1.0345797246047415,-2.7556850660269436,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
74,20,agent-properties,19,other,2,Chao's phone is touching the wheel.,Does Chao feel the wheel?,No,20.0,0,-0.5272971391677856,-1.0233910083770752,0.5336031639673866,0.25214579220364697,-1.0609003031351723,-1.2755368005807222,Yes,False,True,False
75,20,agent-properties,19,other,1,Chao's hand is touching the wheel.,Does Chao not feel the wheel?,No,20.0,0,-1.726518154144287,-0.22358858585357666,-0.6656178510091149,1.0519482147271455,-1.0609003031351723,-1.2755368005807222,No,True,False,True
76,20,agent-properties,19,other,2,Chao's phone is touching the wheel.,Does Chao not feel the wheel?,Yes,20.0,0,-0.31831371784210205,-1.3202370405197144,0.7425865852930702,-0.04470023993899219,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
77,21,agent-properties,20,other,1,Chao's foot is touching the wheel.,Does Chao feel the wheel?,Yes,20.0,0,-0.14840936660766602,-2.156221628189087,0.9124909365275062,-0.8806848276083648,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
78,21,agent-properties,20,other,2,Chao's chair is touching the wheel.,Does Chao feel the wheel?,No,20.0,0,-0.5937232971191406,-1.0937232971191406,0.4671770060160316,0.18181350346158154,-1.0609003031351723,-1.2755368005807222,Yes,False,True,False
79,21,agent-properties,20,other,1,Chao's foot is touching the wheel.,Does Chao not feel the wheel?,No,20.0,0,-0.484347939491272,-0.9843302965164185,0.5765523636439003,0.2912065040643037,-1.0609003031351723,-1.2755368005807222,Yes,False,True,False
80,21,agent-properties,20,other,2,Chao's chair is touching the wheel.,Does Chao not feel the wheel?,Yes,20.0,0,-0.32028472423553467,-1.3202847242355347,0.7406155788996376,-0.044747923654812505,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
81,22,agent-properties,21,other,1,The wheel is in Chao's hand.,Does Chao feel the wheel?,Yes,20.0,0,-0.09421157836914062,-2.5937232971191406,0.9666887247660316,-1.3181864965384185,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
82,22,agent-properties,21,other,2,The wheel is in Chao's closet.,Does Chao feel the wheel?,No,20.0,0,-4.531203269958496,-0.02207767963409424,-3.470302966823324,1.253459120946628,-1.0609003031351723,-1.2755368005807222,No,True,False,True
83,22,agent-properties,21,other,1,The wheel is in Chao's hand.,Does Chao not feel the wheel?,No,20.0,0,-0.33592045307159424,-1.3359204530715942,0.724979850063578,-0.060383652490872075,-1.0609003031351723,-1.2755368005807222,Yes,False,True,False
84,22,agent-properties,21,other,2,The wheel is in Chao's closet.,Does Chao not feel the wheel?,Yes,20.0,0,-0.20602667331695557,-1.7030969858169556,0.8548736298182167,-0.4275601852362334,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
85,23,agent-properties,22,other,1,The airplane is in front of Chao. Chao's ears are covered.,Does Chao see the airplane?,Yes,20.0,0,-2.140597105026245,-0.1406080722808838,-1.0796968018910729,1.1349287282998384,-1.0609003031351723,-1.2755368005807222,No,False,False,False
86,23,agent-properties,22,other,2,The airplane is in front of Chao. Chao's eyes are covered.,Does Chao see the airplane?,No,20.0,0,-2.1249725818634033,-0.12986600399017334,-1.064072278728231,1.1456707965905488,-1.0609003031351723,-1.2755368005807222,No,True,False,True
87,23,agent-properties,22,other,1,The airplane is in front of Chao. Chao's ears are covered.,Does Chao hear the airplane?,No,20.0,0,-2.640597105026245,-0.1386549472808838,-1.5796968018910729,1.1368818532998384,-1.0609003031351723,-1.2755368005807222,No,True,False,True
88,23,agent-properties,22,other,2,The airplane is in front of Chao. Chao's eyes are covered.,Does Chao hear the airplane?,Yes,20.0,0,-1.7109204530715942,-0.21092045307159424,-0.650020149936422,1.064616347509128,-1.0609003031351723,-1.2755368005807222,No,False,False,False
89,24,agent-properties,23,other,1,The airplane is in front of Chao. Chao is wearing earplugs.,Does Chao see the airplane?,Yes,20.0,0,-2.593733787536621,-0.09764635562896729,-1.5328334844014488,1.1778904449517549,-1.0609003031351723,-1.2755368005807222,No,False,False,False
90,24,agent-properties,23,other,2,The airplane is in front of Chao. Chao is wearing a sleep mask.,Does Chao see the airplane?,No,20.0,0,-1.7187327146530151,-0.2158031463623047,-0.6578324115178429,1.0597336542184175,-1.0609003031351723,-1.2755368005807222,No,True,False,True
91,24,agent-properties,23,other,1,The airplane is in front of Chao. Chao is wearing earplugs.,Does Chao hear the airplane?,No,20.0,0,-4.531221866607666,-0.027089238166809082,-3.4703215634724938,1.248447562413913,-1.0609003031351723,-1.2755368005807222,No,True,False,True
92,24,agent-properties,23,other,2,The airplane is in front of Chao. Chao is wearing a sleep mask.,Does Chao hear the airplane?,Yes,20.0,0,-1.7265355587005615,-0.22849929332733154,-0.6656352555653893,1.0470375072533906,-1.0609003031351723,-1.2755368005807222,No,False,False,False
93,26,agent-properties,24,other,1,Chao is looking at the sandwich.,Does Chao see the sandwich?,Yes,20.0,0,-0.004536986351013184,-5.999989986419678,1.056363316784159,-4.724453185838955,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
94,26,agent-properties,24,other,2,Chao is swallowing the sandwich.,Does Chao see the sandwich?,No,20.0,0,-3.0468480587005615,-0.05050992965698242,-1.9859477555653893,1.2250268709237397,-1.0609003031351723,-1.2755368005807222,No,True,False,True
95,26,agent-properties,24,other,1,Chao is looking at the sandwich.,Does Chao taste the sandwich?,No,20.0,0,-1.0155969858169556,-0.5155969858169556,0.045303317318216685,0.7599398147637666,-1.0609003031351723,-1.2755368005807222,No,True,False,True
96,26,agent-properties,24,other,2,Chao is swallowing the sandwich.,Does Chao taste the sandwich?,Yes,20.0,0,-0.032199859619140625,-3.5312232971191406,1.0287004435160316,-2.2556864965384182,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
97,27,agent-properties,25,other,1,The sandwich is in Chao's hand.,Does Chao see the sandwich?,Yes,20.0,0,-0.031728506088256836,-3.531240224838257,1.0291717970469154,-2.2557034242575345,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
98,27,agent-properties,25,other,2,The sandwich is in Chao's mouth.,Does Chao see the sandwich?,No,20.0,0,-0.9765461683273315,-0.47459304332733154,0.08435413480784071,0.8009437572533906,-1.0609003031351723,-1.2755368005807222,No,True,False,True
99,27,agent-properties,25,other,1,The sandwich is in Chao's hand.,Does Chao taste the sandwich?,No,20.0,0,-0.042226433753967285,-3.5468649864196777,1.018673869381205,-2.2713281858389553,-1.0609003031351723,-1.2755368005807222,Yes,False,True,False
101,28,agent-properties,26,antonym,1,The sandwich is outside Chao's mouth.,Does Chao see the sandwich?,Yes,20.0,0,-2.124983310699463,-0.13181912899017334,-1.0640830075642906,1.1437176715905488,-1.0609003031351723,-1.2755368005807222,No,False,False,False
102,28,agent-properties,26,antonym,2,The sandwich is inside Chao's mouth.,Does Chao see the sandwich?,No,20.0,0,-2.1249725818634033,-0.12790203094482422,-1.064072278728231,1.147634769635898,-1.0609003031351723,-1.2755368005807222,No,True,False,True
105,29,agent-properties,27,other,1,Chao is taking a picture of the wheel.,Does Chao see the wheel?,Yes,20.0,0,-0.032199859619140625,-3.5312232971191406,1.0287004435160316,-2.2556864965384182,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
106,29,agent-properties,27,other,2,Chao is sitting on top of the wheel.,Does Chao see the wheel?,No,20.0,0,-0.3163785934448242,-1.3124545812606812,0.744521709690348,-0.03691778067995899,-1.0609003031351723,-1.2755368005807222,Yes,False,True,False
107,29,agent-properties,27,other,1,Chao is taking a picture of the wheel.,Does Chao feel the wheel?,No,20.0,0,-4.031172752380371,-0.025588156655430794,-2.970272449245199,1.2499486439252914,-1.0609003031351723,-1.2755368005807222,No,True,False,True
108,29,agent-properties,27,other,2,Chao is sitting on top of the wheel.,Does Chao feel the wheel?,Yes,20.0,0,-0.2197103500366211,-1.7187232971191406,0.8411899530985512,-0.44318649653841846,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
109,30,agent-properties,28,negation,1,Chao is in the shop. Chao sees the bed inside.,Does Chao believe that the bed is in the shop?,Yes,20.0,0,-0.07078397274017334,-3.0781147480010986,0.9901163303949989,-1.8025779474203765,-1.0609003031351723,-1.2755368005807222,Yes,True,True,True
110,30,agent-properties,28,negation,2,Chao is in the shop. Chao doesn't see the bed inside.,Does Chao believe that the bed is in the shop?,No,20.0,0,-2.687483310699463,-0.18260061740875244,-1.6265830075642906,1.0929361831719697,-1.0609003031351723,-1.2755368005807222,No,True,False,True
