Type,Digits,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,20.0,4,-3.5483365058898926,-3.5553531646728516,0.6680139988660816,0.21315609812736502,-4.216350504755974,-3.7685092628002166,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,20.0,3,-3.396185874938965,-3.4020423889160156,0.8229359313845634,0.35926427766680735,-4.219121806323528,-3.761306666582823,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,20.0,1,-4.04918909072876,-3.431190252304077,0.15866424391667078,0.32385970751444493,-4.2078533346454305,-3.755049959818522,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,20.0,0,-4.229458332061768,-3.240244150161743,0.00357415974140185,0.5292814453442891,-4.233032491803169,-3.7695255955060323,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,20.0,1,-3.890705108642578,-3.8988771438598633,0.3171482260028524,-0.1438271840413412,-4.2078533346454305,-3.755049959818522,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,20.0,1,-4.143345832824707,-2.775850534439087,0.06450750182072351,0.9791994253794352,-4.2078533346454305,-3.755049959818522,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,20.0,0,-3.896185874938965,-3.2764835357666016,0.3368466168642046,0.4930420597394307,-4.233032491803169,-3.7695255955060323,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,20.0,0,-4.254949569702148,-3.39374041557312,-0.02191707789897901,0.37578517993291216,-4.233032491803169,-3.7695255955060323,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,20.0,4,-4.112490653991699,-3.4785380363464355,0.10385985076427495,0.28997122645378104,-4.216350504755974,-3.7685092628002166,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,20.0,4,-3.819375514984131,-3.448432207107544,0.3969749897718433,0.32007705569267264,-4.216350504755974,-3.7685092628002166,No,True,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,20.0,4,-4.110836505889893,-2.9947662353515625,0.1055139988660816,0.7737430274486541,-4.216350504755974,-3.7685092628002166,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,20.0,3,-4.196211814880371,-3.069098949432373,0.022909991443157196,0.6922077171504499,-4.219121806323528,-3.761306666582823,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,20.0,4,-3.8454296588897705,-3.22688627243042,0.37092084586620366,0.5416229903697967,-4.216350504755974,-3.7685092628002166,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,20.0,0,-3.8973634243011475,-3.9020423889160156,0.33566906750202197,-0.13251679340998335,-4.233032491803169,-3.7695255955060323,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,20.0,1,-3.5310873985290527,-3.5372695922851562,0.6767659361163778,0.21778036753336583,-4.2078533346454305,-3.755049959818522,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,20.0,4,-4.411199569702148,-3.301452159881592,-0.19484906494617427,0.4670571029186248,-4.216350504755974,-3.7685092628002166,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,20.0,3,-4.084863185882568,-3.7145423889160156,0.13425862044095993,0.04676427766680735,-4.219121806323528,-3.761306666582823,No,True,True,False
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,20.0,4,-3.504404306411743,-3.635932207107544,0.711946198344231,0.13257705569267264,-4.216350504755974,-3.7685092628002166,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,20.0,1,-4.233965873718262,-3.257899522781372,-0.026112539072831176,0.49715043703715,-4.2078533346454305,-3.755049959818522,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,20.0,0,-4.137529373168945,-3.756875514984131,0.09550311863422412,0.012650080521901419,-4.233032491803169,-3.7695255955060323,No,True,True,False
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,20.0,2,-3.426452159881592,-3.432879686355591,0.8043849865595503,0.33442906613151235,-4.230837146441142,-3.767308752487103,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,20.0,1,-4.290647506713867,-3.2859976291656494,-0.08279417206843664,0.46905233065287266,-4.2078533346454305,-3.755049959818522,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,20.0,3,-4.086377143859863,-3.216031312942505,0.132744662463665,0.5452753536403181,-4.219121806323528,-3.761306666582823,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,20.0,1,-3.6693501472473145,-3.5538854598999023,0.5385031873981161,0.20116449991861973,-4.2078533346454305,-3.755049959818522,No,True,True,False
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,20.0,4,-3.5984976291656494,-3.3548262119293213,0.6178528755903248,0.4136830508708953,-4.216350504755974,-3.7685092628002166,No,True,True,False
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,20.0,3,-3.85188627243042,-3.3553595542907715,0.36723553389310837,0.4059471122920515,-4.219121806323528,-3.761306666582823,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,20.0,2,-3.8454296588897705,-3.3527634143829346,0.38540748755137155,0.4145453381041686,-4.230837146441142,-3.767308752487103,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,20.0,3,-3.3929390907287598,-3.649740695953369,0.8261827155947685,0.11156597062945384,-4.219121806323528,-3.761306666582823,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,20.0,0,-3.931607723236084,-3.4415502548217773,0.30142476856708544,0.32797534068425493,-4.233032491803169,-3.7695255955060323,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 79?,No,20.0,4,-4.164254665374756,-3.04999041557312,0.05209583938121831,0.7185188472270965,-4.216350504755974,-3.7685092628002166,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 1?,No,20.0,4,-3.774740695953369,-3.528169870376587,0.44160980880260503,0.24033939242362967,-4.216350504755974,-3.7685092628002166,No,True,True,False
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 16?,No,20.0,0,-3.869107723236084,-3.630080461502075,0.36392476856708544,0.13944513400395708,-4.233032491803169,-3.7695255955060323,No,True,True,False
Arithmetic,1_digit_addition,'',Is 3 plus 3 equal to 4?,No,20.0,1,-3.007899522781372,-3.762397289276123,1.1999538118640585,-0.007347329457600971,-4.2078533346454305,-3.755049959818522,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 8 plus 6 equal to 33?,No,20.0,3,-4.354458332061768,-3.754404306411743,-0.1353365257382393,0.006902360171079813,-4.219121806323528,-3.761306666582823,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 6 equal to 3?,No,20.0,0,-3.6478993892669678,-3.2767715454101562,0.5851331025362017,0.49275405009587603,-4.233032491803169,-3.7695255955060323,No,True,True,False
Arithmetic,1_digit_addition,'',Is 0 plus 7 equal to 8?,No,20.0,0,-3.5641796588897705,-3.572103261947632,0.6688528329133989,0.19742233355840044,-4.233032491803169,-3.7695255955060323,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 2 plus 6 equal to 6?,No,20.0,4,-3.691904306411743,-3.323432207107544,0.524446198344231,0.44507705569267264,-4.216350504755974,-3.7685092628002166,No,True,True,False
Arithmetic,1_digit_addition,'',Is 1 plus 1 equal to 6?,No,20.0,2,-3.8838043212890625,-3.637397289276123,0.34703282515207956,0.12991146321098013,-4.230837146441142,-3.767308752487103,No,True,True,False
Arithmetic,1_digit_addition,'',Is 2 plus 8 equal to 44?,No,20.0,2,-3.9387402534484863,-2.9478089809417725,0.29209689299265573,0.8194997715453307,-4.230837146441142,-3.767308752487103,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 8 equal to 64?,No,20.0,0,-3.9060873985290527,-3.16438627243042,0.3269450932741167,0.6051393230756124,-4.233032491803169,-3.7695255955060323,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 1 equal to 7?,No,20.0,4,-3.865244150161743,-3.495379686355591,0.351106354594231,0.27312957644462577,-4.216350504755974,-3.7685092628002166,No,True,True,False
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 19?,No,20.0,4,-4.010708332061768,-3.505080461502075,0.2056421726942066,0.2634288012981414,-4.216350504755974,-3.7685092628002166,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 84?,No,20.0,2,-3.7861998081207275,-3.301452159881592,0.4446373383204145,0.4658565926055114,-4.230837146441142,-3.767308752487103,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 4?,No,20.0,1,-3.7103993892669678,-3.214796781539917,0.49745394537846277,0.5402531782786051,-4.2078533346454305,-3.755049959818522,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 3 equal to 33?,No,20.0,1,-4.598699569702148,-3.3779196739196777,-0.3908462350567179,0.37713028589884434,-4.2078533346454305,-3.755049959818522,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 7 equal to 72?,No,20.0,1,-4.220249652862549,-3.23749041557312,-0.012396318217118285,0.517559544245402,-4.2078533346454305,-3.755049959818522,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 2 equal to 8?,No,20.0,1,-3.54999041557312,-3.5557847023010254,0.6578629190723104,0.19926525751749669,-4.2078533346454305,-3.755049959818522,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 8?,No,20.0,0,-3.4122695922851562,-3.1678595542907715,0.8207628995180132,0.6016660412152608,-4.233032491803169,-3.7695255955060323,No,True,True,False
Arithmetic,1_digit_addition,'',Is 3 plus 5 equal to 1?,No,20.0,1,-3.8984034061431885,-3.2779715061187744,0.30944992850224207,0.47707845369974766,-4.2078533346454305,-3.755049959818522,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 9 equal to 27?,No,20.0,2,-3.818216323852539,-3.323432207107544,0.412620822588603,0.44387654537955923,-4.230837146441142,-3.767308752487103,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 9 equal to 97?,No,20.0,4,-4.046465873718262,-3.0410380363464355,0.16988463103771245,0.727471226453781,-4.216350504755974,-3.7685092628002166,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 8 equal to 24?,No,20.0,4,-3.39374041557312,-3.525503158569336,0.822610089182854,0.24300610423088065,-4.216350504755974,-3.7685092628002166,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 2 plus 0 equal to 8?,No,20.0,0,-3.754404306411743,-3.260932207107544,0.47862818539142626,0.5085933883984883,-4.233032491803169,-3.7695255955060323,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 0 equal to 2?,No,20.0,4,-3.7447662353515625,-3.4975242614746094,0.47158426940441167,0.2709850013256072,-4.216350504755974,-3.7685092628002166,No,True,True,False
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 61?,No,20.0,4,-4.512529373168945,-3.3988771438598633,-0.29617886841297114,0.3696321189403533,-4.216350504755974,-3.7685092628002166,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 0 equal to 3?,No,20.0,0,-3.788393497467041,-2.9187464714050293,0.4446389943361284,0.850779124101003,-4.233032491803169,-3.7695255955060323,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 2 equal to 3?,No,20.0,2,-3.3838043212890625,-3.6369683742523193,0.8470328251520796,0.13034037823478384,-4.230837146441142,-3.767308752487103,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 8 equal to 38?,No,20.0,2,-4.0443501472473145,-3.195399522781372,0.1864869991938276,0.5719092297057311,-4.230837146441142,-3.767308752487103,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 9 equal to 50?,No,20.0,0,-4.015705108642578,-3.28938627243042,0.2173273831605913,0.48013932307561236,-4.233032491803169,-3.7695255955060323,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 5 equal to 5?,No,20.0,3,-3.5984976291656494,-3.4785380363464355,0.6206241771578789,0.28276863023638743,-4.219121806323528,-3.761306666582823,No,True,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 2 equal to 1?,No,20.0,3,-4.176452159881592,-3.8072662353515625,0.04266964644193649,-0.04595956876873952,-4.219121806323528,-3.761306666582823,No,True,True,False
Arithmetic,1_digit_addition,'',Is 3 plus 7 equal to 18?,No,20.0,3,-3.738952159881592,-2.9950826168060303,0.4801696464419365,0.7662240497767927,-4.219121806323528,-3.761306666582823,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 3 equal to 7?,No,20.0,4,-3.754404306411743,-3.510932207107544,0.461946198344231,0.25757705569267264,-4.216350504755974,-3.7685092628002166,No,True,True,False
Arithmetic,1_digit_addition,'',Is 3 plus 1 equal to 9?,No,20.0,2,-3.9592928886413574,-3.2152605056762695,0.27154425779978464,0.5520482468108336,-4.230837146441142,-3.767308752487103,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 3 equal to 5?,No,20.0,1,-3.5777158737182617,-3.7098634243011475,0.6301374609271688,0.045186535517374615,-4.2078533346454305,-3.755049959818522,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 5?,No,20.0,4,-3.8213043212890625,-3.574897289276123,0.39504618346691167,0.19361197352409354,-4.216350504755974,-3.7685092628002166,No,True,True,False
Arithmetic,1_digit_addition,'',Is 8 plus 5 equal to 30?,No,20.0,3,-3.934691905975342,-3.444375514984131,0.2844299003481865,0.3169311515986921,-4.219121806323528,-3.761306666582823,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 9 equal to 39?,No,20.0,2,-3.8137402534484863,-3.0728089809417725,0.41709689299265573,0.6944997715453307,-4.230837146441142,-3.767308752487103,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 4 equal to 78?,No,20.0,3,-4.289254665374756,-3.193216323852539,-0.07013285905122757,0.5680903427302839,-4.219121806323528,-3.761306666582823,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 0 equal to 8?,No,20.0,4,-3.755716323852539,-3.1364824771881104,0.4606341809034351,0.6320267856121062,-4.216350504755974,-3.7685092628002166,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 0 equal to 4?,No,20.0,3,-3.7339658737182617,-3.617393970489502,0.48515593260526657,0.14391269609332102,-4.219121806323528,-3.761306666582823,No,True,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 7 equal to 22?,No,20.0,0,-3.7859976291656494,-3.416722059249878,0.44703486263752,0.35280353625615435,-4.233032491803169,-3.7695255955060323,No,True,True,False
Arithmetic,1_digit_addition,'',Is 0 plus 4 equal to 2?,No,20.0,0,-3.975893497467041,-3.7303595542907715,0.2571389943361284,0.039166041215260794,-4.233032491803169,-3.7695255955060323,No,True,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 1 equal to 1?,No,20.0,1,-4.1693501472473145,-3.802744150161743,0.03850318739811609,-0.04769419034322109,-4.2078533346454305,-3.755049959818522,No,True,True,False
Arithmetic,1_digit_addition,'',Is 9 plus 2 equal to 50?,No,20.0,1,-4.296465873718262,-3.1963043212890625,-0.08861253907283118,0.5587456385294596,-4.2078533346454305,-3.755049959818522,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 8 equal to 95?,No,20.0,3,-4.070504665374756,-3.223154306411743,0.14861714094877243,0.5381523601710798,-4.219121806323528,-3.761306666582823,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 2 equal to 7?,No,20.0,1,-3.8353993892669678,-3.2152605056762695,0.37245394537846277,0.5397894541422525,-4.2078533346454305,-3.755049959818522,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 9 equal to 7?,No,20.0,1,-3.7413854598999023,-3.745379686355591,0.4664678747455282,0.009670273462931256,-4.2078533346454305,-3.755049959818522,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 7 plus 8 equal to 17?,No,20.0,4,-3.686840295791626,-3.320399522781372,0.5295102089643482,0.4481097400188445,-4.216350504755974,-3.7685092628002166,No,True,True,False
Arithmetic,1_digit_addition,'',Is 8 plus 8 equal to 89?,No,20.0,0,-4.078205108642578,-3.47688627243042,0.1548273831605913,0.29263932307561236,-4.233032491803169,-3.7695255955060323,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 6 equal to 21?,No,20.0,2,-3.874340295791626,-3.507899522781372,0.3564968506495161,0.2594092297057311,-4.230837146441142,-3.767308752487103,No,True,True,False
Arithmetic,1_digit_addition,'',Is 2 plus 9 equal to 37?,No,20.0,2,-4.010708332061768,-3.023643970489502,0.22012881437937448,0.7436647819976012,-4.230837146441142,-3.767308752487103,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 7 equal to 1?,No,20.0,2,-4.082353591918945,-3.4645423889160156,0.14848355452219675,0.30276636357108755,-4.230837146441142,-3.767308752487103,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 1 equal to 5?,No,20.0,1,-3.7902634143829346,-3.7928595542907715,0.417589920262496,-0.03780959447224941,-4.2078533346454305,-3.755049959818522,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 4 plus 6 equal to 30?,No,20.0,0,-4.053885459899902,-3.0744683742523193,0.17914703190326708,0.6950572212537129,-4.233032491803169,-3.7695255955060323,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 4 equal to 5?,No,20.0,3,-3.6190714836120605,-3.4968223571777344,0.6000503227114677,0.2644843094050886,-4.219121806323528,-3.761306666582823,No,True,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 6 equal to 95?,No,20.0,0,-4.205019474029541,-3.2285380363464355,0.028013017773628412,0.5409875591595967,-4.233032491803169,-3.7695255955060323,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 5 equal to 7?,Yes,20.0,0,-3.5949902534484863,-3.4777634143829346,0.6380422383546831,0.2917621811230977,-4.233032491803169,-3.7695255955060323,No,False,True,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 6?,Yes,20.0,2,-3.409558057785034,-3.541722059249878,0.8212790886561079,0.22558669323722524,-4.230837146441142,-3.767308752487103,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 9 plus 0 equal to 9?,Yes,20.0,4,-3.2861998081207275,-3.9233365058898926,0.9301506966352466,-0.154827243089676,-4.216350504755974,-3.7685092628002166,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 0 plus 0 equal to 0?,Yes,20.0,2,-3.194643497467041,-3.6978089809417725,1.036193648974101,0.06949977154533071,-4.230837146441142,-3.767308752487103,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 5?,Yes,20.0,1,-3.4545865058898926,-3.463676929473877,0.753266828755538,0.2913730303446451,-4.2078533346454305,-3.755049959818522,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 11?,Yes,20.0,1,-3.6982080936431885,-3.833685874938965,0.5096452410022421,-0.07863591512044277,-4.2078533346454305,-3.755049959818522,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 3?,Yes,20.0,4,-3.005716323852539,-3.6364824771881104,1.210634180903435,0.13202678561210623,-4.216350504755974,-3.7685092628002166,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 7?,Yes,20.0,1,-3.770540237426758,-3.152296781539917,0.43731309721867273,0.6027531782786051,-4.2078533346454305,-3.755049959818522,No,False,False,False
Arithmetic,1_digit_addition,'',Is 3 plus 5 equal to 8?,Yes,20.0,2,-3.615244150161743,-3.2468223571777344,0.6155929962793989,0.5204863953093688,-4.230837146441142,-3.767308752487103,No,False,True,True
Arithmetic,1_digit_addition,'',Is 3 plus 1 equal to 4?,Yes,20.0,0,-3.222058057785034,-3.729222059249878,1.0109744340181352,0.04030353625615435,-4.233032491803169,-3.7695255955060323,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 10?,Yes,20.0,1,-3.4214658737182617,-3.8038854598999023,0.7863874609271688,-0.04883550008138027,-4.2078533346454305,-3.755049959818522,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 5 plus 2 equal to 7?,Yes,20.0,1,-3.565808057785034,-3.6963043212890625,0.6420452768603964,0.058745638529459576,-4.2078533346454305,-3.755049959818522,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 12?,Yes,20.0,4,-3.20624041557312,-3.588003158569336,1.010110089182854,0.18050610423088065,-4.216350504755974,-3.7685092628002166,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 15?,Yes,20.0,3,-3.5419580936431885,-3.8021180629730225,0.6771637126803398,-0.040811396390199484,-4.219121806323528,-3.761306666582823,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 0 plus 3 equal to 3?,Yes,20.0,4,-3.4913854598999023,-3.495379686355591,0.7249650448560718,0.27312957644462577,-4.216350504755974,-3.7685092628002166,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 0 plus 9 equal to 9?,Yes,20.0,3,-3.48749041557312,-3.7440714836120605,0.7316313907504082,0.01723518297076243,-4.219121806323528,-3.761306666582823,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 14?,Yes,20.0,2,-3.4545865058898926,-3.7098634243011475,0.7762506405512495,0.05744532818595571,-4.230837146441142,-3.767308752487103,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 15?,Yes,20.0,0,-3.5217642784118652,-4.143345832824707,0.7112682133913042,-0.37382023731867475,-4.233032491803169,-3.7695255955060323,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 7?,Yes,20.0,3,-3.552744150161743,-3.4334216117858887,0.6663776561617851,0.3278850547969343,-4.219121806323528,-3.761306666582823,No,False,True,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 9?,Yes,20.0,0,-3.4387402534484863,-4.055784702301025,0.7942922383546831,-0.2862591067949931,-4.233032491803169,-3.7695255955060323,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 4?,Yes,20.0,0,-2.850625514984131,-3.980830669403076,1.3824069768190386,-0.2113050738970439,-4.233032491803169,-3.7695255955060323,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 5?,Yes,20.0,0,-3.51874041557312,-3.650503158569336,0.7142920762300493,0.11902243693669634,-4.233032491803169,-3.7695255955060323,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 4?,Yes,20.0,3,-3.17499041557312,-3.6822662353515625,1.0441313907504082,0.07904043123126048,-4.219121806323528,-3.761306666582823,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 13?,Yes,20.0,1,-3.5777158737182617,-3.5859034061431885,0.6301374609271688,0.1691465536753336,-4.2078533346454305,-3.755049959818522,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 4 plus 8 equal to 12?,Yes,20.0,2,-3.1609976291656494,-3.666722059249878,1.0698395172754926,0.10058669323722524,-4.230837146441142,-3.767308752487103,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 8?,Yes,20.0,2,-3.4998373985290527,-3.507899522781372,0.7309997479120893,0.2594092297057311,-4.230837146441142,-3.767308752487103,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 6?,Yes,20.0,1,-3.4858365058898926,-3.742393970489502,0.722016828755538,0.012655989329020123,-4.2078533346454305,-3.755049959818522,Yes,True,True,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 16?,Yes,20.0,2,-3.4328982830047607,-3.6938138008117676,0.7979388634363813,0.0734949516753356,-4.230837146441142,-3.767308752487103,Yes,True,True,True
