property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,-0.4933892786502838,-1.1167327165603638,-9.994429588317871,-9.059514999389648,9.501040309667587,7.942782282829285,Yes,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,-0.9486232399940491,-0.5739704966545105,-9.994429588317871,-9.059514999389648,9.045806348323822,8.485544502735138,Yes,False
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,-0.5266793966293335,-1.0230720043182373,-9.994429588317871,-9.059514999389648,9.467750191688538,8.036442995071411,Yes,True
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,-1.093061923980713,-0.46654418110847473,-9.994429588317871,-9.059514999389648,8.901367664337158,8.592970818281174,Yes,False
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,-0.8118734955787659,-0.6872833967208862,-9.994429588317871,-9.059514999389648,9.182556092739105,8.372231602668762,Yes,False
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,-0.20796160399913788,-1.8977547883987427,-9.994429588317871,-9.059514999389648,9.786467984318733,7.161760210990906,Yes,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,-0.6671549081802368,-0.8548915982246399,-9.994429588317871,-9.059514999389648,9.327274680137634,8.204623401165009,Yes,False
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,-0.6750343441963196,-0.8004887700080872,-9.994429588317871,-9.059514999389648,9.319395244121552,8.259026229381561,Yes,True
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,-1.530561923980713,-0.2770395874977112,-9.994429588317871,-9.059514999389648,8.463867664337158,8.782475411891937,No,True
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,-0.42866283655166626,-1.1791034936904907,-9.994429588317871,-9.059514999389648,9.565766751766205,7.880411505699158,Yes,True
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,-1.1315172910690308,-0.4429524838924408,-9.994429588317871,-9.059514999389648,8.86291229724884,8.616562515497208,Yes,False
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,-0.31955093145370483,-1.5699527263641357,-9.994429588317871,-9.059514999389648,9.674878656864166,7.489562273025513,Yes,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,-1.2650632858276367,-0.39420992136001587,-9.994429588317871,-9.059514999389648,8.729366302490234,8.665305078029633,Yes,False
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,-0.3567458391189575,-1.3589767217636108,-9.994429588317871,-9.059514999389648,9.637683749198914,7.700538277626038,Yes,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,-0.7256439328193665,-0.7261417508125305,-9.994429588317871,-9.059514999389648,9.268785655498505,8.333373248577118,Yes,True
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,-1.631834626197815,-0.2573206424713135,-9.994429588317871,-9.059514999389648,8.362594962120056,8.802194356918335,No,True
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,-0.7569495439529419,-0.7573206424713135,-9.994429588317871,-9.059514999389648,9.23748004436493,8.302194356918335,Yes,False
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,-1.9365885257720947,-0.18704162538051605,-9.994429588317871,-9.059514999389648,8.057841062545776,8.872473374009132,No,True
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,-0.2610440254211426,-1.6324294805526733,-9.994429588317871,-9.059514999389648,9.733385562896729,7.427085518836975,Yes,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,-1.124290108680725,-0.4410478472709656,-9.994429588317871,-9.059514999389648,8.870139479637146,8.618467152118683,Yes,False
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,-1.6322191953659058,-0.2575651705265045,-9.994429588317871,-9.059514999389648,8.362210392951965,8.801949828863144,No,True
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,-2.2646396160125732,-0.13915324211120605,-9.994429588317871,-9.059514999389648,7.729789972305298,8.920361757278442,No,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,-0.3666720390319824,-1.366928219795227,-9.994429588317871,-9.059514999389648,9.627757549285889,7.692586779594421,Yes,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,-0.886000394821167,-0.6363999247550964,-9.994429588317871,-9.059514999389648,9.108429193496704,8.423115074634552,Yes,True
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,-0.5617442727088928,-0.9370954632759094,-9.994429588317871,-9.059514999389648,9.432685315608978,8.122419536113739,Yes,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,-1.835004448890686,-0.20954713225364685,-9.994429588317871,-9.059514999389648,8.159425139427185,8.849967867136002,No,True
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,-2.046031951904297,-0.1675330102443695,-9.994429588317871,-9.059514999389648,7.948397636413574,8.891981989145279,No,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,-0.8585830330848694,-0.6089236736297607,-9.994429588317871,-9.059514999389648,9.135846555233002,8.450591325759888,Yes,False
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,-0.6632517576217651,-0.9135857820510864,-9.994429588317871,-9.059514999389648,9.331177830696106,8.145929217338562,Yes,False
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,-0.9364006519317627,-0.5618734955787659,-9.994429588317871,-9.059514999389648,9.058028936386108,8.497641503810883,Yes,True
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,-0.5655986666679382,-0.9409739971160889,-9.994429588317871,-9.059514999389648,9.428830921649933,8.11854100227356,Yes,True
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,-0.4777033030986786,-1.1011673212051392,-9.994429588317871,-9.059514999389648,9.516726285219193,7.958347678184509,Yes,True
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,-2.2647552490234375,-0.14020106196403503,-9.994429588317871,-9.059514999389648,7.729674339294434,8.919313937425613,No,True
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,-1.1786627769470215,-0.42523470520973206,-9.994429588317871,-9.059514999389648,8.81576681137085,8.634280294179916,Yes,True
can be found on farms,a pig,'',Can a pig be found on farms?,Yes,random,-0.142032653093338,-2.2653424739837646,-9.994429588317871,-9.059514999389648,9.852396935224533,6.794172525405884,Yes,True
can be found on farms,a shrimp,'',Can a shrimp be found on farms?,No,random,-0.8626221418380737,-0.6130064129829407,-9.994429588317871,-9.059514999389648,9.131807446479797,8.446508586406708,Yes,False
can be found on furry animals,a flea,'',Can a flea be found on furry animals?,Yes,random,-0.28634923696517944,-1.5386673212051392,-9.994429588317871,-9.059514999389648,9.708080351352692,7.520847678184509,Yes,True
can be found on lakes,a bench,'',Can a bench be found on lakes?,No,random,-0.9406476616859436,-0.5660478472709656,-9.994429588317871,-9.059514999389648,9.053781926631927,8.493467152118683,Yes,False
can be found on land,a buffalo,'',Can a buffalo be found on land?,Yes,random,-0.5541720390319824,-0.9294115900993347,-9.994429588317871,-9.059514999389648,9.440257549285889,8.130103409290314,Yes,True
can be found on legs,sweet potato,'',Can sweet potato be found on legs?,No,random,-1.88205087184906,-0.19883425533771515,-9.994429588317871,-9.059514999389648,8.112378716468811,8.860680744051933,No,True
can be found on plants,a cricket,'',Can a cricket be found on plants?,Yes,random,-0.5149886012077332,-1.0153424739837646,-9.994429588317871,-9.059514999389648,9.479440987110138,8.044172525405884,Yes,True
can be found on ponds,a goose,'',Can a goose be found on ponds?,Yes,random,-0.2169698178768158,-1.8432140350341797,-9.994429588317871,-9.059514999389648,9.777459770441055,7.216300964355469,Yes,True
can be found on ponds,a hoe,'',Can a hoe be found on ponds?,No,random,-1.585163950920105,-0.27126315236091614,-9.994429588317871,-9.059514999389648,8.409265637397766,8.788251847028732,No,True
can be found on rivers,a cake,'',Can a cake be found on rivers?,No,random,-1.2181036472320557,-0.4079648554325104,-9.994429588317871,-9.059514999389648,8.776325941085815,8.651550143957138,Yes,False
can be found on tables,a bottle,'',Can a bottle be found on tables?,Yes,random,-0.4212581515312195,-1.2965447902679443,-9.994429588317871,-9.059514999389648,9.573171436786652,7.762970209121704,Yes,True
can be found on tables,a porcupine,'',Can a porcupine be found on tables?,No,random,-1.7960319519042969,-0.2348998636007309,-9.994429588317871,-9.059514999389648,8.198397636413574,8.824615135788918,No,True
can be found underground,milk,'',Can milk be found underground?,No,random,-1.249244213104248,-0.37667444348335266,-9.994429588317871,-9.059514999389648,8.745185375213623,8.682840555906296,Yes,False
can be found underwater,a strainer,'',Can a strainer be found underwater?,No,random,-1.2494804859161377,-0.37673619389533997,-9.994429588317871,-9.059514999389648,8.744949102401733,8.682778805494308,Yes,False
can be fried,a wren,'',Can a wren be fried?,No,random,-0.897796094417572,-0.6481345295906067,-9.994429588317871,-9.059514999389648,9.096633493900299,8.411380469799042,Yes,False
can be gifted,an orchid,'',Can an orchid be gifted?,Yes,random,-0.4701986312866211,-1.2809630632400513,-9.994429588317871,-9.059514999389648,9.52423095703125,7.778551936149597,Yes,True
can be gifted,a screwdriver,'',Can a screwdriver be gifted?,No,random,-0.6908847093582153,-0.8161091208457947,-9.994429588317871,-9.059514999389648,9.303544878959656,8.243405878543854,Yes,False
can be grated,a drill,'',Can a drill be grated?,No,random,-1.1321810483932495,-0.4450141489505768,-9.994429588317871,-9.059514999389648,8.862248539924622,8.614500850439072,Yes,False
