task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,6,[5],Sandra moved to the bedroom.,Is Sandra in the office?,No,-13.731849670410156,-8.748071670532227,No,True
qa1,6,[4],Mary went to the office.,Is Mary in the office?,Yes,-5.3413543701171875,-10.36324405670166,Yes,True
qa1,6,[4],Mary went to the office.,Is Mary in the garden?,No,-10.500532150268555,-8.172430038452148,No,True
qa1,6,[4],John went back to the bathroom.,Is John in the bathroom?,Yes,-5.058421611785889,-12.186980247497559,Yes,True
qa1,6,[4],John went back to the bathroom.,Is John in the office?,No,-11.186911582946777,-5.749876499176025,No,True
qa1,6,[2],Sandra travelled to the garden.,Is Sandra in the garden?,Yes,-5.013653755187988,-12.87219524383545,Yes,True
qa1,6,[2],Sandra travelled to the garden.,Is Sandra in the kitchen?,No,-12.679405212402344,-7.623967170715332,No,True
qa1,3,[1],Sandra journeyed to the kitchen.,Is Sandra in the kitchen?,Yes,-6.114618301391602,-15.935688018798828,Yes,True
qa1,3,[1],Sandra journeyed to the kitchen.,Is Sandra in the office?,No,-11.806190490722656,-6.998900890350342,No,True
qa1,12,[8],Sandra journeyed to the hallway.,Is Sandra in the hallway?,Yes,-5.245921611785889,-16.624195098876953,Yes,True
qa1,12,[8],Sandra journeyed to the hallway.,Is Sandra in the bathroom?,No,-14.80866813659668,-8.624373435974121,No,True
qa1,9,[4],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-5.995659351348877,-12.999664306640625,Yes,True
qa1,9,[4],Daniel journeyed to the office.,Is Daniel in the kitchen?,No,-11.981849670410156,-7.373071193695068,No,True
qa1,9,[8],John travelled to the bathroom.,Is John in the bathroom?,Yes,-5.309695243835449,-10.811833381652832,Yes,True
qa1,9,[8],John travelled to the bathroom.,Is John in the hallway?,No,-9.18502426147461,-8.249373435974121,No,True
qa1,3,[2],John travelled to the garden.,Is John in the garden?,Yes,-6.024740695953369,-10.311643600463867,Yes,True
qa1,3,[2],John travelled to the garden.,Is John in the office?,No,-13.617393493652344,-8.936744689941406,No,True
qa1,6,[4],Sandra journeyed to the bedroom.,Is Sandra in the bedroom?,Yes,-5.993690013885498,-17.74896812438965,Yes,True
qa1,6,[4],Sandra journeyed to the bedroom.,Is Sandra in the kitchen?,No,-11.931929588317871,-5.874373435974121,No,True
qa1,6,[2],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-6.845249652862549,-16.494766235351562,Yes,True
qa1,6,[2],Sandra moved to the garden.,Is Sandra in the bathroom?,No,-13.280860900878906,-7.998071193695068,No,True
qa1,9,[5],Daniel went to the bathroom.,Is Daniel in the bathroom?,Yes,-5.0279717445373535,-12.562143325805664,Yes,True
qa1,9,[5],Daniel went to the bathroom.,Is Daniel in the garden?,No,-11.810446739196777,-6.249480724334717,No,True
qa1,15,[14],Mary moved to the office.,Is Mary in the office?,Yes,-6.934164524078369,-14.356849670410156,Yes,True
qa1,15,[14],Mary moved to the office.,Is Mary in the kitchen?,No,-12.784526824951172,-7.620921611785889,No,True
qa1,12,[5],Mary moved to the office.,Is Mary in the office?,Yes,-6.934164524078369,-14.356849670410156,Yes,True
qa1,12,[5],Mary moved to the office.,Is Mary in the kitchen?,No,-12.784526824951172,-7.620921611785889,No,True
qa1,15,[11],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-5.995659351348877,-12.999664306640625,Yes,True
qa1,15,[11],Daniel journeyed to the office.,Is Daniel in the bedroom?,No,-11.55074405670166,-6.998297691345215,No,True
qa1,6,[2],Daniel travelled to the bathroom.,Is Daniel in the bathroom?,Yes,-4.902535915374756,-12.624568939208984,Yes,True
qa1,6,[2],Daniel travelled to the bathroom.,Is Daniel in the hallway?,No,-10.05986499786377,-8.49951171875,No,True
qa1,9,[8],John journeyed to the garden.,Is John in the garden?,Yes,-7.366385459899902,-14.936833381652832,Yes,True
qa1,9,[8],John journeyed to the garden.,Is John in the bathroom?,No,-14.55758285522461,-6.749754428863525,No,True
qa1,15,[13],Daniel journeyed to the bedroom.,Is Daniel in the bedroom?,Yes,-5.995082378387451,-14.811980247497559,Yes,True
qa1,15,[13],Daniel journeyed to the bedroom.,Is Daniel in the kitchen?,No,-11.367393493652344,-5.748967170715332,No,True
qa1,12,[8],Sandra moved to the bedroom.,Is Sandra in the bedroom?,Yes,-6.86168909072876,-16.99752426147461,Yes,True
qa1,12,[8],Sandra moved to the bedroom.,Is Sandra in the kitchen?,No,-13.356849670410156,-7.997815132141113,No,True
qa1,9,[7],Sandra moved to the bathroom.,Is Sandra in the bathroom?,Yes,-7.108965873718262,-17.49752426147461,Yes,True
qa1,9,[7],Sandra moved to the bathroom.,Is Sandra in the kitchen?,No,-14.23895263671875,-8.623754501342773,No,True
qa1,12,[11],Daniel moved to the hallway.,Is Daniel in the hallway?,Yes,-6.371399879455566,-17.624290466308594,Yes,True
qa1,12,[11],Daniel moved to the hallway.,Is Daniel in the bathroom?,No,-13.684117317199707,-6.874595642089844,No,True
qa1,15,[11],Daniel moved to the hallway.,Is Daniel in the hallway?,Yes,-6.371399879455566,-17.624290466308594,Yes,True
qa1,15,[11],Daniel moved to the hallway.,Is Daniel in the garden?,No,-12.931190490722656,-7.623673915863037,No,True
qa1,6,[1],Sandra travelled to the garden.,Is Sandra in the garden?,Yes,-5.013653755187988,-12.87219524383545,Yes,True
qa1,6,[1],Sandra travelled to the garden.,Is Sandra in the bedroom?,No,-12.430353164672852,-7.374143600463867,No,True
qa10,3,[2],Bill is in the kitchen.,Is Bill in the bedroom?,No,-9.303885459899902,-4.277042388916016,No,True
qa10,6,[4],Bill journeyed to the bedroom.,Is Bill in the bedroom?,Yes,-7.241385459899902,-15.811530113220215,Yes,True
qa10,9,[4],Fred went to the bedroom.,Is Fred in the bedroom?,Yes,-2.9496893882751465,-12.874373435974121,Yes,True
qa10,12,[11],Mary went back to the office.,Is Mary in the kitchen?,No,-11.615243911743164,-6.623297691345215,No,True
qa10,15,[14],Fred moved to the cinema.,Is Fred in the kitchen?,No,-13.530860900878906,-8.497946739196777,No,True
qa10,6,[5],Mary is in the office.,Is Mary in the office?,Yes,-3.228072166442871,-8.974390029907227,Yes,True
qa10,15,[14],Fred is either in the school or the cinema.,Is Fred in the office?,No,-12.930353164672852,-7.8738298416137695,No,True
qa10,15,[14],Mary went to the park.,Is Mary in the park?,Yes,-6.098699569702148,-11.797430038452148,Yes,True
qa10,9,[4],Fred went back to the cinema.,Is Fred in the office?,No,-12.428332328796387,-7.123673915863037,No,True
qa10,6,[2],Mary moved to the school.,Is Mary in the school?,Yes,-6.8413543701171875,-11.05866813659668,Yes,True
qa10,9,[8],Mary moved to the office.,Is Mary in the office?,Yes,-6.934164524078369,-14.356849670410156,Yes,True
qa10,12,[10],Mary is in the school.,Is Mary in the school?,Yes,-3.625532388687134,-9.99256420135498,Yes,True
qa10,15,[13],Fred moved to the office.,Is Fred in the kitchen?,No,-15.049188613891602,-9.999088287353516,No,True
qa10,3,[2],Bill is in the office.,Is Bill in the park?,No,-9.675716400146484,-3.889190435409546,No,True
qa10,12,[11],Julie went to the park.,Is Julie in the park?,Yes,-5.4940714836120605,-13.311400413513184,Yes,True
qa10,12,[11],Bill went to the bedroom.,Is Bill in the bedroom?,Yes,-1.4670478105545044,-11.749664306640625,Yes,True
qa10,15,[14],Bill went back to the school.,Is Bill in the park?,No,-12.670440673828125,-5.87116813659668,No,True
qa10,12,[8],Mary travelled to the school.,Is Mary in the office?,No,-12.619071006774902,-7.374088764190674,No,True
qa10,15,[8],Mary travelled to the school.,Is Mary in the school?,Yes,-7.5166401863098145,-7.278696060180664,No,False
qa10,3,[1],Mary went back to the bedroom.,Is Mary in the bedroom?,Yes,-5.7318501472473145,-13.62092113494873,Yes,True
qa10,3,[2],Fred is in the office.,Is Fred in the cinema?,No,-12.802913665771484,-7.853147506713867,No,True
qa10,6,[5],Bill is in the kitchen.,Is Bill in the kitchen?,Yes,-3.9855401515960693,-12.784526824951172,Yes,True
qa10,15,[14],Bill journeyed to the park.,Is Bill in the cinema?,No,-13.6124906539917,-7.124195575714111,No,True
qa10,3,[2],Bill went to the park.,Is Bill in the bedroom?,No,-11.934117317199707,-6.249332904815674,No,True
qa10,9,[8],Mary is in the office.,Is Mary in the office?,Yes,-3.228072166442871,-8.974390029907227,Yes,True
qa10,6,[5],Bill went back to the office.,Is Bill in the kitchen?,No,-12.496399879455566,-6.374332904815674,No,True
qa10,15,[13],Bill travelled to the kitchen.,Is Bill in the kitchen?,Yes,-6.121617794036865,-14.124664306640625,Yes,True
qa10,15,[13],Fred went to the bedroom.,Is Fred in the school?,No,-12.685688018798828,-1.718564748764038,No,True
qa10,3,[1],Fred is in the kitchen.,Is Fred in the school?,No,-10.787774085998535,-4.871822357177734,No,True
qa10,6,[5],Julie went back to the cinema.,Is Julie in the cinema?,Yes,-4.604458332061768,-12.93366813659668,Yes,True
qa10,9,[4],Julie went back to the park.,Is Julie in the park?,Yes,-6.84702730178833,-14.62219524383545,Yes,True
qa10,3,[2],Fred went to the kitchen.,Is Fred in the park?,No,-11.996399879455566,-3.4059250354766846,No,True
qa10,9,[8],Bill moved to the cinema.,Is Bill in the cinema?,Yes,-7.1056904792785645,-14.68366813659668,Yes,True
qa10,12,[8],Julie journeyed to the office.,Is Julie in the office?,Yes,-4.053332328796387,-13.248297691345215,Yes,True
qa10,15,[13],Mary is either in the bedroom or the park.,Is Mary in the school?,No,-10.370379447937012,-2.9677491188049316,No,True
qa10,12,[11],Fred went to the school.,Is Fred in the cinema?,No,-12.677118301391602,-5.3729472160339355,No,True
qa10,9,[8],Fred travelled to the bedroom.,Is Fred in the bedroom?,Yes,-6.120659351348877,-14.186744689941406,Yes,True
qa10,12,[11],Bill is in the bedroom.,Is Bill in the kitchen?,No,-8.05506420135498,-3.3725411891937256,No,True
qa10,3,[2],Julie moved to the office.,Is Julie in the office?,Yes,-8.475274085998535,-16.49752426147461,Yes,True
qa10,15,[14],Julie is in the kitchen.,Is Julie in the cinema?,No,-9.576412200927734,-6.305353164672852,No,True
qa10,9,[5],Julie went to the kitchen.,Is Julie in the kitchen?,Yes,-5.62037992477417,-14.874290466308594,Yes,True
qa10,12,[11],Julie is in the park.,Is Julie in the school?,No,-5.755035877227783,-3.7476043701171875,No,True
qa10,15,[14],Mary travelled to the school.,Is Mary in the school?,Yes,-7.5166401863098145,-7.278696060180664,No,False
qa10,3,[1],Bill went back to the bedroom.,Is Bill in the cinema?,No,-13.117393493652344,-6.498900890350342,No,True
qa10,15,[13],Mary is in the cinema.,Is Mary in the office?,No,-4.218087196350098,-2.5892226696014404,No,True
qa10,12,[7],Julie is in the office.,Is Julie in the office?,Yes,-3.8885748386383057,-12.89979362487793,Yes,True
qa10,3,[2],Julie journeyed to the park.,Is Julie in the park?,Yes,-5.115243911743164,-14.373297691345215,Yes,True
qa10,9,[8],Bill is in the cinema.,Is Bill in the bedroom?,No,-6.848560333251953,-3.8889126777648926,No,True
qa10,9,[8],Mary is in the kitchen.,Is Mary in the kitchen?,Yes,-2.6154134273529053,-11.248071670532227,Yes,True
qa10,3,[1],Fred went to the office.,Is Fred in the bedroom?,No,-11.931190490722656,-6.3738298416137695,No,True
qa10,9,[7],Julie moved to the school.,Is Julie in the school?,Yes,-6.114618301391602,-13.936911582946777,Yes,True
qa10,3,[1],Bill went to the cinema.,Is Bill in the cinema?,Yes,-4.69883394241333,-10.427743911743164,Yes,True
qa10,9,[7],Bill went to the bedroom.,Is Bill in the office?,No,-12.49752426147461,-6.2492899894714355,No,True
qa10,3,[1],Julie is either in the bedroom or the kitchen.,Is Julie in the school?,No,-11.103147506713867,-2.2463998794555664,No,True
qa10,15,[14],Julie moved to the bedroom.,Is Julie in the school?,No,-15.677118301391602,-5.874332904815674,No,True
qa10,15,[14],Mary moved to the office.,Is Mary in the office?,Yes,-6.934164524078369,-14.356849670410156,Yes,True
qa10,3,[1],Julie is in the park.,Is Julie in the cinema?,No,-7.137454986572266,-4.015705108642578,No,True
qa10,3,[1],Fred went back to the school.,Is Fred in the school?,Yes,-4.272899627685547,-11.499195098876953,Yes,True
qa10,3,[1],Julie went to the school.,Is Julie in the cinema?,No,-11.655860900878906,-7.616905212402344,No,True
qa10,6,[5],Julie went to the office.,Is Julie in the bedroom?,No,-12.052118301391602,-7.497673988342285,No,True
qa10,3,[1],Fred went back to the office.,Is Fred in the office?,Yes,-4.525503158569336,-12.124088287353516,Yes,True
qa10,6,[1],Fred went back to the office.,Is Fred in the office?,Yes,-4.525503158569336,-12.124088287353516,Yes,True
qa10,6,[5],Mary is in the school.,Is Mary in the school?,Yes,-3.625532388687134,-9.99256420135498,Yes,True
qa10,12,[8],Mary is in the office.,Is Mary in the school?,No,-4.965950965881348,-6.088045120239258,Yes,False
qa10,3,[1],Bill journeyed to the bedroom.,Is Bill in the bedroom?,Yes,-7.241385459899902,-15.811530113220215,Yes,True
qa10,15,[10],Mary is either in the cinema or the office.,Is Mary in the kitchen?,No,-11.67574405670166,-5.8697662353515625,No,True
qa10,15,[11],Fred went back to the office.,Is Fred in the office?,Yes,-4.525503158569336,-12.124088287353516,Yes,True
qa10,3,[2],Julie is in the kitchen.,Is Julie in the office?,No,-9.71422290802002,-4.990243911743164,No,True
qa10,15,[11],Julie is in the park.,Is Julie in the school?,No,-5.755035877227783,-3.7476043701171875,No,True
qa10,3,[2],Julie is in the kitchen.,Is Julie in the kitchen?,Yes,-3.5271081924438477,-12.762177467346191,Yes,True
qa10,12,[10],Bill journeyed to the kitchen.,Is Bill in the kitchen?,Yes,-6.867853164672852,-15.686530113220215,Yes,True
qa10,15,[14],Fred is in the cinema.,Is Fred in the park?,No,-6.073358535766602,-2.375319480895996,No,True
qa10,15,[14],Mary journeyed to the park.,Is Mary in the park?,Yes,-6.108965873718262,-13.310173988342285,Yes,True
qa10,9,[7],Bill is in the park.,Is Bill in the park?,Yes,-2.9081079959869385,-11.35445785522461,Yes,True
qa10,15,[11],Bill went to the cinema.,Is Bill in the cinema?,Yes,-4.69883394241333,-10.427743911743164,Yes,True
qa10,6,[5],Julie is either in the cinema or the cinema.,Is Julie in the kitchen?,No,-10.598699569702148,-7.622815132141113,No,True
qa10,3,[1],Mary is in the school.,Is Mary in the school?,Yes,-3.625532388687134,-9.99256420135498,Yes,True
qa10,12,[11],Bill went to the park.,Is Bill in the office?,No,-12.184514999389648,-6.874195575714111,No,True
qa10,15,[13],Bill journeyed to the school.,Is Bill in the kitchen?,No,-15.429405212402344,-7.124373435974121,No,True
qa10,9,[7],Mary went back to the cinema.,Is Mary in the school?,No,-7.865521430969238,-4.4954729080200195,No,True
qa10,15,[13],Mary went back to the park.,Is Mary in the park?,Yes,-4.661060333251953,-10.841354370117188,Yes,True
qa10,6,[2],Mary went to the park.,Is Mary in the kitchen?,No,-11.476754188537598,-7.433159351348877,No,True
qa10,9,[2],Mary went to the park.,Is Mary in the park?,Yes,-6.098699569702148,-11.797430038452148,Yes,True
qa10,3,[2],Julie travelled to the park.,Is Julie in the bedroom?,No,-13.966354370117188,-8.496822357177734,No,True
qa10,12,[11],Bill is in the park.,Is Bill in the cinema?,No,-8.738216400146484,-4.138653755187988,No,True
qa10,3,[2],Mary is in the cinema.,Is Mary in the cinema?,Yes,-2.4103074073791504,-8.718087196350098,Yes,True
qa10,12,[11],Julie is either in the school or the school.,Is Julie in the office?,No,-11.375532150268555,-9.302118301391602,No,True
qa10,6,[4],Mary journeyed to the kitchen.,Is Mary in the office?,No,-11.036199569702148,-6.931929588317871,No,True
qa10,12,[5],Bill journeyed to the cinema.,Is Bill in the cinema?,Yes,-6.340856075286865,-11.124619483947754,Yes,True
qa10,15,[14],Julie went to the kitchen.,Is Julie in the bedroom?,No,-12.806190490722656,-6.499143600463867,No,True
qa10,9,[7],Mary went to the kitchen.,Is Mary in the cinema?,No,-12.11395263671875,-6.248400688171387,No,True
qa10,12,[5],Julie is in the park.,Is Julie in the cinema?,No,-7.137454986572266,-4.015705108642578,No,True
qa10,15,[14],Bill moved to the park.,Is Bill in the park?,Yes,-4.98824405670166,-14.935446739196777,Yes,True
qa10,15,[14],Julie went back to the school.,Is Julie in the school?,Yes,-7.8568501472473145,-13.62349796295166,Yes,True
qa10,9,[7],Julie travelled to the park.,Is Julie in the park?,Yes,-7.98668909072876,-12.498674392700195,Yes,True
qa10,15,[14],Fred is in the cinema.,Is Fred in the cinema?,Yes,-4.630035877227783,-10.56782054901123,Yes,True
qa10,3,[1],Mary is either in the park or the cinema.,Is Mary in the kitchen?,No,-11.431929588317871,-5.998297691345215,No,True
qa10,9,[7],Bill is in the school.,Is Bill in the bedroom?,No,-7.016790390014648,-2.249340295791626,No,True
qa10,6,[2],Bill went back to the office.,Is Bill in the office?,Yes,-4.526771545410156,-11.748967170715332,Yes,True
qa10,9,[8],Bill is in the park.,Is Bill in the park?,Yes,-2.9081079959869385,-11.35445785522461,Yes,True
qa11,15,"[7, 8]",John travelled to the garden. Afterwards he went to the hallway.,Is John in the hallway?,Yes,-4.403169631958008,-12.687095642089844,Yes,True
qa11,15,"[7, 8]",John travelled to the garden. Afterwards he went to the hallway.,Is John in the garden?,No,-9.616385459899902,-5.122815132141113,No,True
qa11,6,"[1, 2]",Daniel journeyed to the hallway. Then he journeyed to the bathroom.,Is Daniel in the bathroom?,Yes,-4.621822357177734,-13.499373435974121,Yes,True
qa11,6,"[1, 2]",Daniel journeyed to the hallway. Then he journeyed to the bathroom.,Is Daniel in the office?,No,-13.931190490722656,-7.374411582946777,No,True
qa11,6,"[1, 2]",Sandra moved to the hallway. Following that she went back to the bathroom.,Is Sandra in the bathroom?,Yes,-6.123071193695068,-15.24976921081543,Yes,True
qa11,6,"[1, 2]",Sandra moved to the hallway. Following that she went back to the bathroom.,Is Sandra in the bedroom?,No,-16.248497009277344,-8.124859809875488,No,True
qa11,6,"[1, 2]",Mary travelled to the kitchen. Following that she journeyed to the garden.,Is Mary in the garden?,Yes,-6.234930038452148,-13.497815132141113,Yes,True
qa11,6,"[1, 2]",Mary travelled to the kitchen. Following that she journeyed to the garden.,Is Mary in the bedroom?,No,-15.059117317199707,-7.999373435974121,No,True
qa11,6,"[1, 2]",Mary went back to the kitchen. Then she went to the garden.,Is Mary in the garden?,Yes,-5.610836505889893,-11.185173988342285,Yes,True
qa11,6,"[1, 2]",Mary went back to the kitchen. Then she went to the garden.,Is Mary in the kitchen?,No,-8.66695785522461,-5.740832328796387,No,True
qa11,15,"[10, 11]",Mary travelled to the kitchen. Afterwards she journeyed to the hallway.,Is Mary in the hallway?,Yes,-3.3700826168060303,-11.249290466308594,Yes,True
qa11,15,"[10, 11]",Mary travelled to the kitchen. Afterwards she journeyed to the hallway.,Is Mary in the bathroom?,No,-14.561400413513184,-5.312331199645996,No,True
qa11,15,"[13, 14]",Sandra moved to the bathroom. Following that she went back to the garden.,Is Sandra in the garden?,Yes,-6.370659351348877,-16.37451171875,Yes,True
qa11,15,"[13, 14]",Sandra moved to the bathroom. Following that she went back to the garden.,Is Sandra in the kitchen?,No,-16.873674392700195,-8.24976921081543,No,True
qa11,12,"[10, 11]",John went to the bathroom. Afterwards he moved to the office.,Is John in the office?,Yes,-2.8395423889160156,-11.749446868896484,Yes,True
qa11,12,"[10, 11]",John went to the bathroom. Afterwards he moved to the office.,Is John in the bathroom?,No,-12.178332328796387,-5.371617794036865,No,True
qa11,3,"[1, 2]",Mary moved to the kitchen. Following that she journeyed to the hallway.,Is Mary in the hallway?,Yes,-5.868284702301025,-13.123674392700195,Yes,True
qa11,3,"[1, 2]",Mary moved to the kitchen. Following that she journeyed to the hallway.,Is Mary in the office?,No,-13.809117317199707,-5.499595642089844,No,True
qa11,3,"[1, 2]",Mary went to the garden. Then she journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-5.023877143859863,-10.999290466308594,Yes,True
qa11,3,"[1, 2]",Mary went to the garden. Then she journeyed to the bedroom.,Is Mary in the garden?,No,-10.179893493652344,-5.997195243835449,No,True
qa11,9,"[4, 5]",John went to the office. Afterwards he moved to the garden.,Is John in the garden?,Yes,-4.9973649978637695,-12.562254905700684,Yes,True
qa11,9,"[4, 5]",John went to the office. Afterwards he moved to the garden.,Is John in the bedroom?,No,-12.124290466308594,-5.2498602867126465,No,True
qa11,3,"[1, 2]",Sandra journeyed to the bathroom. After that she went to the garden.,Is Sandra in the garden?,Yes,-4.621399879455566,-14.12451171875,Yes,True
qa11,3,"[1, 2]",Sandra journeyed to the bathroom. After that she went to the garden.,Is Sandra in the bathroom?,No,-9.87092113494873,-2.8115885257720947,No,True
qa11,15,"[13, 14]",Daniel moved to the hallway. After that he moved to the kitchen.,Is Daniel in the kitchen?,Yes,-4.99701452255249,-14.18722152709961,Yes,True
qa11,15,"[13, 14]",Daniel moved to the hallway. After that he moved to the kitchen.,Is Daniel in the bedroom?,No,-13.62252426147461,-7.249769687652588,No,True
qa11,9,"[7, 8]",Sandra journeyed to the kitchen. Afterwards she went to the garden.,Is Sandra in the garden?,Yes,-4.619429588317871,-13.936744689941406,Yes,True
